Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage","Current"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19210-11,%2019211-11,%2019212-11,%2019213-11.jpg",288-1324-ND,19213-11,American Electrical Inc.,SWITCH DISCONNECT 40A 600V RED,0,0,"Obsolete","0","1","SD1","Obsolete","Switch","600V","40A"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19218-11,%2019217-11,%2019216-11,%2019215-11.jpg",288-1326-ND,19216-11,American Electrical Inc.,SWITCH DISCONNECT 80A 600V RED,0,0,"Obsolete","0","1","SD2","Obsolete","Switch","600V","8A"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19218-11,%2019217-11,%2019216-11,%2019215-11.jpg",288-1327-ND,19217-11,American Electrical Inc.,SWITCH DISCONNECT 100A 600V RED,0,0,"Obsolete","0","1","SD2","Obsolete","Switch","600V","100A"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19218-11,%2019217-11,%2019216-11,%2019215-11.jpg",288-1328-ND,19218-11,American Electrical Inc.,SWITCH DISCONNECT 125A 600V RED,0,0,"Obsolete","0","1","SD2","Obsolete","Switch","600V","125A"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,//media.digikey.com/photos/American%20Elect%20Photos/19400-11.jpg,288-1329-ND,19400-11,American Electrical Inc.,SWITCH KNOB ROUND BLACK,0,0,"Obsolete","0","1","SD1","Obsolete","Handle, Black","-","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/19401-11.pdf,//media.digikey.com/photos/American%20Elect%20Photos/19401-11.jpg,288-1330-ND,19401-11,American Electrical Inc.,SWITCH KNOB ROUND RED/YELLOW,0,0,"Obsolete","0","1","SD1","Obsolete","Handle, Red/Yellow","-","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19414,%2019419,%2019421.jpg",288-1331-ND,19414,American Electrical Inc.,SWITCH SD1 4TH POLE,0,0,"Obsolete","0","1","SD1","Obsolete","-","-","-"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19418,%2019420,%2019422.jpg",288-1332-ND,19418,American Electrical Inc.,SWITCH SD2 4TH POLE,0,0,"Obsolete","0","1","SD2","Obsolete","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19414,%2019419,%2019421.jpg",288-1333-ND,19419,American Electrical Inc.,SWITCH SD1 NEUTRAL POLE,0,0,"Obsolete","0","1","SD1","Obsolete","-","-","-"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19418,%2019420,%2019422.jpg",288-1334-ND,19420,American Electrical Inc.,SWITCH SD2 NEUTRAL POLE,0,0,"Obsolete","0","1","SD2","Obsolete","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19414,%2019419,%2019421.jpg",288-1335-ND,19421,American Electrical Inc.,SWITCH SD1 GROUND POLE,0,0,"Obsolete","0","1","SD1","Obsolete","-","-","-"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,"//media.digikey.com/photos/American%20Elect%20Photos/19418,%2019420,%2019422.jpg",288-1336-ND,19422,American Electrical Inc.,SWITCH SD2 GROUND POLE,0,0,"Obsolete","0","1","SD2","Obsolete","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,//media.digikey.com/photos/American%20Elect%20Photos/19423.jpg,288-1337-ND,19423,American Electrical Inc.,SWITCH SD1 AUX CONTACT,0,0,"Obsolete","0","1","SD1","Obsolete","-","-","-"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,//media.digikey.com/photos/American%20Elect%20Photos/19429.jpg,288-1338-ND,19429,American Electrical Inc.,SWITCH SD2 AUX CONTACT,0,0,"Obsolete","0","1","SD2","Obsolete","-","-","-"
https://www.americanelectrical.com/pdfs/DisconnectSwitchesSD2.pdf,//media.digikey.com/photos/American%20Elect%20Photos/19440.JPG,288-1339-ND,19440,American Electrical Inc.,SWITCH CONN 6-8 POLE,0,0,"Obsolete","0","1","SD2","Obsolete","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,//media.digikey.com/photos/American%20Elect%20Photos/1955-100.JPG,288-1340-ND,19535-100,American Electrical Inc.,SWITCH REMOTE SHAFT 100MM,0,0,"Obsolete","0","1","SD1","Obsolete","Shaft","-","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,//media.digikey.com/photos/American%20Elect%20Photos/19535-200.JPG,288-1341-ND,19535-200,American Electrical Inc.,SWITCH REMOTE SHAFT 200MM,0,0,"Obsolete","0","1","SD1","Obsolete","Shaft","-","-"
//media.digikey.com/pdf/Data%20Sheets/American%20Electrical%20PDFs/SD1_Series.pdf,//media.digikey.com/photos/American%20Elect%20Photos/19535-300.JPG,288-1342-ND,19535-300,American Electrical Inc.,SWITCH REMOTE SHAFT 300MM,0,0,"Obsolete","0","1","SD1","Obsolete","Shaft","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5004_15200.pdf,-,15200-602-ND,15200-602,Eaton - Bussmann Electrical Division,SWITCH DISCONN 602A 60V BLACK,0,0,"Obsolete","0","1","Telpower®","Obsolete","Fuse Adapter Kit","60V","70 ~ 800A"
http://www1.cooperbussmann.com/library/docs/Disconnect/30Afds.pdf,-,BDH104-ND,BDH104,Eaton - Bussmann Electrical Division,HANDLE PISTOL 1.8"" BLACK,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
http://www1.cooperbussmann.com/library/docs/Disconnect/30Afds.pdf,-,BDH105-ND,BDH105,Eaton - Bussmann Electrical Division,HANDLE PISTOL 1.8"" RED/YELLOW,0,0,"Obsolete","0","1","-","Obsolete","Handle, Red/Yellow","-","-"
http://www1.cooperbussmann.com/library/docs/Disconnect/30Afds.pdf,-,BDH106-ND,BDH106,Eaton - Bussmann Electrical Division,HANDLE PISTOL 2.6"" BLACK,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
http://www1.cooperbussmann.com/library/docs/Disconnect/30Afds.pdf,-,BDH107-ND,BDH107,Eaton - Bussmann Electrical Division,HANDLE PISTOL 2.6"" RED/YELLOW,0,0,"Obsolete","0","1","-","Obsolete","Handle, Red/Yellow","-","-"
http://www1.cooperbussmann.com/library/docs/Disconnect/175A-200Anfds.pdf,-,BDH110-ND,BDH110,Eaton - Bussmann Electrical Division,HANDLE PISTOL 3.1"" BLACK,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
http://www1.cooperbussmann.com/library/docs/Disconnect/175A-200Anfds.pdf,-,BDH111-ND,BDH111,Eaton - Bussmann Electrical Division,HANDLE PISTOL 3.1"" RED/YELLOW,0,0,"Obsolete","0","1","-","Obsolete","Handle, Red/Yellow","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH112-ND,BDH112,Eaton - Bussmann Electrical Division,HANDLE PISTOL 4.9"" BLACK,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
-,-,BDH114-ND,BDH114,Eaton - Bussmann Electrical Division,HANDLE PISTOL 5.7"" BLACK,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
-,-,BDH116-ND,BDH116,Eaton - Bussmann Electrical Division,HANDLE PISTOL 6.9"" BLACK,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH58-ND,BDH58,Eaton - Bussmann Electrical Division,HANDLE PISTOL 2.6"" BLACK,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH59-ND,BDH59,Eaton - Bussmann Electrical Division,HANDLE PISTOL 2.6"" RED/YELLOW,0,0,"Obsolete","0","1","-","Obsolete","Handle, Red/Yellow","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH60-ND,BDH60,Eaton - Bussmann Electrical Division,HANDLE PISTOL 3.1"" BLACK,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH61-ND,BDH61,Eaton - Bussmann Electrical Division,HANDLE PISTOL 3.1"" RED/YELLOW,0,0,"Obsolete","0","1","-","Obsolete","Handle, Red/Yellow","-","-"
http://www1.cooperbussmann.com/library/docs/Disconnect/30Afds.pdf,-,BDH79-ND,BDH79,Eaton - Bussmann Electrical Division,HANDLE DIRECT MNT 50MM BLACK,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
http://www1.cooperbussmann.com/library/docs/Disconnect/Overviewnfds.pdf,-,BDNF175A-ND,BDNF175A,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 175A 1000V,0,0,"Obsolete","0","1","-","Obsolete","Switch","600V","175A"
http://www1.cooperbussmann.com/library/docs/Disconnect/Overviewnfds.pdf,-,BDNF200A-ND,BDNF200A,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 200A 1000V,0,0,"Obsolete","0","1","-","Obsolete","Switch","600V","200A"
http://www1.cooperbussmann.com/library/docs/Disconnect/Overviewnfds.pdf,-,BDNF400-ND,BDNF400,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 400A 1000V,0,0,"Obsolete","0","1","-","Obsolete","Switch","600V","400A"
http://www1.cooperbussmann.com/library/docs/Disconnect/Overviewnfds.pdf,-,BDNF600A-ND,BDNF600A,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 800A 1000V,0,0,"Obsolete","0","1","-","Obsolete","Switch","600V","600A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1121_BDF60J6.pdf,-,BDS290-ND,BDS290,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT SHAFT 11.41"",0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1121_BDF60J6.pdf,-,BDS360-ND,BDS360,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT SHAFT 14.17"",0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1121_BDF60J6.pdf,-,BDS430-ND,BDS430,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT SHAFT 16.93"",0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1121_BDF60J6.pdf,-,BDTL24-ND,BDTL24,Eaton - Bussmann Electrical Division,KIT LUG FOR BDF LNF 30A/60A/100A,0,0,"Obsolete","0","1","-","Obsolete","Lug Kit","-","100A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1121_BDF60J6.pdf,-,BDTL25-ND,BDTL25,Eaton - Bussmann Electrical Division,KIT LUG FOR BDF LNF 200A,0,0,"Obsolete","0","1","-","Obsolete","Lug Kit","-","200A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1121_BDF60J6.pdf,-,BDTL26-ND,BDTL26,Eaton - Bussmann Electrical Division,KIT LUG FOR BDNF 400A,0,0,"Obsolete","0","1","-","Obsolete","Lug Kit","-","400A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1121_BDF60J6.pdf,-,BDTL27-ND,BDTL27,Eaton - Bussmann Electrical Division,KIT LUG FOR BDNF 600A,0,0,"Obsolete","0","1","-","Obsolete","Lug Kit","-","800A"
-,-,BDTS2-ND,BDTS2,Eaton - Bussmann Electrical Division,CONN SHROUD FOR BDNF175A/200A,0,0,"Obsolete","0","1","-","Obsolete","Terminal Cover","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1121_BDF60J6.pdf,-,BDTS4-ND,BDTS4,Eaton - Bussmann Electrical Division,CONN SHROUD FOR BDNF400,0,0,"Obsolete","0","1","-","Obsolete","Terminal Cover","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/Catalogs/bus-ele-cat-1007-flc-2017-sec-14-telpower.pdf,-,TP15914-ND,TP15914,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT 4POS 145V,0,0,"Obsolete","0","15","Telpower®","Obsolete","Switch","80V","50A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-b/Bus_Ele_DS_5019_TP15900-4W.pdf,-,TP15900-41W-ND,TP15900-41W,Eaton - Bussmann Electrical Division,SWITCH FUSED DISCONNECT 4 POS UL,0,0,"Obsolete","0","1","Telpower®","Obsolete","Switch","80V","50A"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH115-ND,BDH115,Eaton - Bussmann Electrical Division,HANDLE PISTOL RED/YEL FOR SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Handle","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH110SH-ND,BDH110SH,Eaton - Bussmann Electrical Division,SIDE HANDLE BLACK 60/100A,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH113-ND,BDH113,Eaton - Bussmann Electrical Division,HANDLE PISTOL RED/YEL FOR SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Handle","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH114SH-ND,BDH114SH,Eaton - Bussmann Electrical Division,SIDE HANDLE BLCK FOR 12MM SHAFTS,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH117-ND,BDH117,Eaton - Bussmann Electrical Division,HANDLE PISTOL RED/YEL FOR SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Handle","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDFLNF60-F-ND,BDFLNF60-F,Eaton - Bussmann Electrical Division,SWITCH DISCONN FLANGE 60A 3POS,0,0,"Obsolete","0","1","-","Obsolete","Switch","200V, 208V, 240V, 480V, 600V","60A"
http://www1.cooperbussmann.com/pdf/403fe732-43a6-4835-ba55-fd51dc53f45b.pdf#page=83,-,BDH120-ND,BDH120,Eaton - Bussmann Electrical Division,HANDLE PISTOL BLACK FOR SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","-"
http://www1.cooperbussmann.com/pdf/403fe732-43a6-4835-ba55-fd51dc53f45b.pdf#page=83,-,BDH121-ND,BDH121,Eaton - Bussmann Electrical Division,HANDLE PISTOL RED/YEL FOR SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Handle","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH106SH-ND,BDH106SH,Eaton - Bussmann Electrical Division,SIDE HANDLE BLACK FOR 30A SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Handle, Black","-","30A"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDFLNF30-F-ND,BDFLNF30-F,Eaton - Bussmann Electrical Division,SWITCH DISCONN FLANGE 30A 3POS,0,0,"Obsolete","0","1","-","Obsolete","Switch","200V, 208V, 240V, 480V, 600V","30A"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDFLNF100-F-ND,BDFLNF100-F,Eaton - Bussmann Electrical Division,SWITCH DISCONN FLANGE 100A 3POS,0,0,"Obsolete","0","1","-","Obsolete","Switch","200V, 208V, 240V, 480V, 600V","100A"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDFLNF175-S-ND,BDFLNF175-S,Eaton - Bussmann Electrical Division,SWITCH DISCONNECT SIDE OP 175A,0,0,"Obsolete","0","1","-","Obsolete","Switch","200V, 208V, 240V, 480V, 600V","175A"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Non-Fusible_1200A-3150A.pdf,-,BDNF1200-ND,BDNF1200,Eaton - Bussmann Electrical Division,SWITCH DISCONNCT 1200A 600V 3POS,0,0,"Obsolete","0","1","-","Obsolete","Switch","600V","1.2kA"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDH8-ND,BDH8,Eaton - Bussmann Electrical Division,HANDLE PISTOL METAL FOR SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Handle","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Non-Fusible_1200A-3150A.pdf,-,BDNF1600-ND,BDNF1600,Eaton - Bussmann Electrical Division,SWITCH DISCONN NON-FUSE 1600A,0,0,"Obsolete","0","1","-","Obsolete","Switch","600V","1.6kA"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Non-Fusible_1200A-3150A.pdf,-,BDNF12002-ND,BDNF12002,Eaton - Bussmann Electrical Division,SWITCH DISCONNCT 1200A 600V 2POS,0,0,"Obsolete","0","1","-","Obsolete","Switch","600V","1.2kA"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZX73-ND,BDZX73,Eaton - Bussmann Electrical Division,HANDLE SUPPORT BRACKET BDNF600A,0,0,"Obsolete","0","1","-","Obsolete","Handle","-","-"
-,-,BDZX190-ND,BDZX190,Eaton - Bussmann Electrical Division,FUSE COVER 3POS REPLACEMENT PART,0,0,"Obsolete","0","1","-","Obsolete","Fuse Cover","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZX204-ND,BDZX204,Eaton - Bussmann Electrical Division,FUSE COVER INTERLOCK FD400-800,0,0,"Obsolete","0","1","-","Obsolete","Fuse Cover Interlock","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZX71-ND,BDZX71,Eaton - Bussmann Electrical Division,HANDLE SUPPORT BRACKET BDNF800A,0,0,"Obsolete","0","1","-","Obsolete","Handle","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZX74-ND,BDZX74,Eaton - Bussmann Electrical Division,HANDLE METAL SIDE OPERATED,0,0,"Obsolete","0","1","-","Obsolete","Handle","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZX167-ND,BDZX167,Eaton - Bussmann Electrical Division,SHAFT EXTENSION COUPLER 6MM,0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Fuse_Links_Cat.pdf,-,BFH000-3A/T-ND,BFH000-3A/T,Eaton - Bussmann Electrical Division,SWITCH FUSED DISCONNECT 3POS,0,0,"Obsolete","0","1","-","Obsolete","Switch","690V","160A"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZX108-ND,BDZX108,Eaton - Bussmann Electrical Division,ANGLE KIT 90 DEGREE FD400-800,0,0,"Obsolete","0","1","-","Obsolete","Angle Kit","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZW2-ND,BDZW2,Eaton - Bussmann Electrical Division,CONVERSION KIT 60-200A 6OR8POS,0,0,"Obsolete","0","1","-","Obsolete","Conversion Kit","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZW12-ND,BDZW12,Eaton - Bussmann Electrical Division,CONVERSION KIT 400-1200A 6OR8POS,0,0,"Obsolete","0","1","-","Obsolete","Conversion Kit","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZW13-ND,BDZW13,Eaton - Bussmann Electrical Division,CONVERSION KIT 400-1200A 6OR8POS,0,0,"Obsolete","0","1","-","Obsolete","Conversion Kit","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZW3-ND,BDZW3,Eaton - Bussmann Electrical Division,CONVERSION KIT 400A-1200A,0,0,"Obsolete","0","1","-","Obsolete","Conversion Kit","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZW95-ND,BDZW95,Eaton - Bussmann Electrical Division,SHAFT EXTENSION COUPLER 12MM,0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
http://www1.cooperbussmann.com/library/docs/Disconnect/30Afds.pdf,-,BDZW30-ND,BDZW30,Eaton - Bussmann Electrical Division,CONVERSION KIT 3POS TRANSFER,0,0,"Obsolete","0","1","-","Obsolete","Conversion Kit","-","-"
http://www1.cooperbussmann.com/library/docs/Disconnect/30Afds.pdf,-,BDZW5-ND,BDZW5,Eaton - Bussmann Electrical Division,CONVERSION KIT 30A 6POS,0,0,"Obsolete","0","1","-","Obsolete","Conversion Kit","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZW9-ND,BDZW9,Eaton - Bussmann Electrical Division,CONVERSION KIT 400-800A 6OR8POS,0,0,"Obsolete","0","1","-","Obsolete","Conversion Kit","-","-"
http://www1.cooperbussmann.com/library/docs/Disconnect/30Afds.pdf,-,BDZD48-ND,BDZD48,Eaton - Bussmann Electrical Division,FUSE CARRIER CLASS CC,0,0,"Obsolete","0","1","-","Obsolete","Fuse Carrier","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDZW1-ND,BDZW1,Eaton - Bussmann Electrical Division,CONVERSION KIT 60-100A TRANSFER,0,0,"Obsolete","0","1","-","Obsolete","Conversion Kit","-","-"
http://www1.cooperbussmann.com/library/docs/Disconnect/30Afds.pdf,-,BDZD28-ND,BDZD28,Eaton - Bussmann Electrical Division,FUSE CARRIER CLASS J,0,0,"Obsolete","0","1","-","Obsolete","Fuse Carrier","-","-"
-,-,BDNF175A4-ND,BDNF175A4,Eaton - Bussmann Electrical Division,SWITCH NON-FUS 4POLE 175A,0,0,"Obsolete","0","1","-","Obsolete","Switch","600V","175A"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1122_FD800L3.pdf,-,BDS280-ND,BDS280,Eaton - Bussmann Electrical Division,SHAFT 11"" FOR DISCONNECT SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDS240-ND,BDS240,Eaton - Bussmann Electrical Division,EXTENDED SHAFT .31X.31"",0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1122_FD800L3.pdf,-,BDS250-ND,BDS250,Eaton - Bussmann Electrical Division,SHAFT 9.84"" FOR DISCONCT SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1120_BDCF30.pdf,-,BDS265-ND,BDS265,Eaton - Bussmann Electrical Division,SHAFT 10.43"" FOR DISCONCT SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/BDF60%20and%20BDF100.pdf,-,BDS210-ND,BDS210,Eaton - Bussmann Electrical Division,SHAFT 8.26"" FOR DISCONCT SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/Disconnect%20Switches.pdf,-,BDS28045-ND,BDS28045,Eaton - Bussmann Electrical Division,SHAFT TWISTED .47X.47"",0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1122_FD800L3.pdf,-,BDS325-ND,BDS325,Eaton - Bussmann Electrical Division,SHAFT 12.78"" FOR DISCONCT SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1122_FD800L3.pdf,-,BDS395-ND,BDS395,Eaton - Bussmann Electrical Division,SHAFT 15.56"" FOR DISCONCT SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1122_FD800L3.pdf,-,BDS220-ND,BDS220,Eaton - Bussmann Electrical Division,SHAFT 8.66"" FOR DISCONCT SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Bussmann%20PDFs/BDF60%20and%20BDF100.pdf,-,BDS150-ND,BDS150,Eaton - Bussmann Electrical Division,SHAFT 5.9"" FOR DISCONNECT SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
http://www.cooperindustries.com/content/dam/public/bussmann/Electrical/Resources/product-datasheets-a/Bus_Ele_DS_1122_FD800L3.pdf,-,BDS535-ND,BDS535,Eaton - Bussmann Electrical Division,SHAFT 21.06"" FOR DISCONCT SWITCH,0,0,"Obsolete","0","1","-","Obsolete","Shaft","-","-"
