Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Number of Positions","Index Stops","Number of Decks","Number of Poles per Deck","Circuit per Deck","Contact Timing","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Actuator Length","Angle of Throw","Contact Material","Contact Finish","Mounting Type","Termination Style","Features","Depth Behind Panel"
http://www.nkkswitches.com/pdf/NR01%20Rotaries.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/NR01104ANG13.JPG,360-3643-ND,NR01104ANG13,NKK Switches,SWITCH ROTARY SP4T 0.4VA 28V,37,0,"9.78000","0","1","NR01","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Knob","-","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","10.50mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11806-ND,A30315RNCQE,C&K,SWITCH ROTARY 3POS 2.5A 125V,29,0,"9.97000","0","1","A","Active","3","Fixed","1","3","3P3T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","Epoxy Sealed Terminals","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11304-ND,A10003MNCQK,C&K,SWITCH ROTARY 12POS 2.5A 125V,47,0,"10.12000","0","1","A","Active","12","Continuous","1","1","SP12T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","Epoxy Sealed Terminals, Splashproof Bushing Seal","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A11203RNCQ.jpg,CKN11790-ND,A11203RNCQK,C&K,SWITCH ROTARY 12POS 2.5A 125V,39,0,"10.14000","0","1","A","Active","12","Fixed","1","1","SP12T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","Epoxy Sealed Terminals, Splashproof Bushing Seal","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A20605RNCQK.JPG,CKN11250-ND,A20605RNCQK,C&K,SWITCH ROTARY 6POS 2.5A 125V,27,0,"10.32000","0","1","A","Active","6","Fixed","1","2","DP6T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","Epoxy Sealed Terminals, Splashproof Bushing Seal","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A40305RNZQ.JPG,CKN11813-ND,A40303RNZQ,C&K,SWITCH ROTARY 3POS 2.5A 125V,31,0,"10.51000","0","1","A","Active","3","Fixed","1","4","4P3T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MC12L1NZQF.jpg,CKN11264-ND,MC12L1NZQF,C&K,SWITCH ROTARY 12POS 250MA 125V,41,0,"10.52000","0","1","M","Active","12","Fixed","1","1","SP12T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","30°","Copper Alloy","Silver","Panel Mount","Solder Lug","IP67 - Dust Tight, Waterproof","14.86mm"
http://www.nkkswitches.com/pdf/NR01%20Rotaries.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_NR0110xANG13-1C.JPG,360-3631-ND,NR01104ANG13-1C,NKK Switches,SWITCH ROTARY SP4T 0.4VA 28V,80,0,"10.65000","0","1","NR01","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Knob","7.00mm","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","10.50mm"
http://www.nkkswitches.com/pdf/NR01%20Rotaries.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_NR0110xANG13-1H.jpg,360-3638-ND,NR01105ANG13-1H,NKK Switches,SWITCH ROTARY SP5T 0.4VA 28V,36,0,"10.65000","0","1","NR01","Active","5","Fixed","1","1","SP5T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Knob","7.00mm","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","10.50mm"
http://www.nkkswitches.com/pdf/NR01%20Rotaries.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_NR0110xANG13-1H.jpg,360-3632-ND,NR01104ANG13-1H,NKK Switches,SWITCH ROTARY SP4T 0.4VA 28V,28,0,"10.65000","0","1","NR01","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Knob","7.00mm","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","10.50mm"
http://www.nkkswitches.com/pdf/NR01%20Rotaries.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/NR01105ANG13-1A.JPG,360-3636-ND,NR01105ANG13-1A,NKK Switches,SWITCH ROTARY SP5T 0.4VA 28V,28,0,"10.65000","0","1","NR01","Active","5","Fixed","1","1","SP5T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Knob","7.00mm","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","10.50mm"
https://www.ckswitches.com/media/1353/m.pdf,-,CKN11895-ND,MC00L3NCQD,C&K,SWITCH ROTARY 12POS 250MA 125V,49,0,"10.81000","0","1","M","Active","12","Continuous","1","1","SP12T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Round (3.17mm Dia)","10.16mm","30°","Copper Alloy","Silver","Panel Mount, Through Hole","PC Pin","-","10.42mm"
http://www.nkkswitches.com/pdf/NR01%20Rotaries.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/NR01105ANG13-2C.JPG,360-3640-ND,NR01105ANG13-2C,NKK Switches,SWITCH ROTARY SP5T 0.4VA 28V,38,0,"10.88000","0","1","NR01","Active","5","Fixed","1","1","SP5T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Knob","10.80mm","45°","Beryllium Copper","Gold","Through Hole","PC Pin","-","10.50mm"
https://www.ckswitches.com/media/1353/m.pdf,-,CKN11899-ND,MH00L1NCQD,C&K,SWITCH ROTARY 6POS 250MA 125V,37,0,"12.03000","0","1","M","Active","6","Continuous","1","2","DP6T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","30°","Copper Alloy","Silver","Panel Mount, Through Hole","PC Pin","-","11.44mm"
https://www.ckswitches.com/media/1353/m.pdf,-,CKN11892-ND,MB05L1NZQF,C&K,SWITCH ROTARY 5POS 250MA 125V,49,0,"12.38000","0","1","M","Active","5","Fixed","1","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Silver","Panel Mount","Solder Lug","IP67 - Dust Tight, Waterproof","14.86mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A20503RNCGE.JPG,CKN11798-ND,A20503RNCGE,C&K,SWITCH ROTARY 5POS 2.5A 125V,31,0,"12.85000","0","1","A","Active","5","Fixed","1","2","DP5T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Gold","Panel Mount, Through Hole","PC Pin","Epoxy Sealed Terminals","14.48mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MA04L1NCQD.JPG,CKN11084-ND,MA04L1NCQD,C&K,SWITCH ROTARY 4POS 250MA 125V,61,0,"12.91000","0","1","M","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Silver","Panel Mount, Through Hole","PC Pin","-","10.42mm"
https://www.nkkswitches.com/pdf/MRlogicLevel.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MFG_MRA206.jpg,360-3714-ND,MRA206,NKK Switches,SWITCH ROTARY 2-6POS 250MA 125V,82,1434,"13.28000","0","1","MR","Active","2 ~ 6","Adjustable","1","2","DP6T","Non-Shorting (BBM)","250mA (AC)","125V","-","Flatted (3.17mm Dia)","10.00mm","30°","Copper","Silver","Panel Mount, Through Hole","PC Pin","Process Sealed","17.00mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11285-ND,A402S1RNCBE,C&K,SWITCH ROTARY 2POS 0.4VA 20V,39,0,"13.54000","0","1","A","Active","2","Fixed","1","4","4PDT","Non-Shorting (BBM)","0.4VA (AC/DC)","20V","20V","Screwdriver Slot","Flush","30°","Copper Alloy","Gold","Panel Mount, Through Hole","PC Pin","Epoxy Sealed Terminals","14.48mm"
https://www.nkkswitches.com/pdf/mrb-1.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MRB14B-BH.jpg,360-4082-ND,MRB14B-BH,NKK Switches,SP3T ON-ON-ON 45 INDEXING STRAI,38,43,"13.59000","0","1","MRB","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Knob","14.30mm","45°","Beryllium Copper","Gold","Panel Mount, Through Hole","PC Pin","Sealed - Fully","11.00mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MB05L2NCGD.jpg,CKN11248-ND,MB05L2NCGD,C&K,SWITCH ROTARY 5POS 250MA 125V,40,0,"15.75000","0","1","M","Active","5","Fixed","1","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Screwdriver Slot","Flush","36°","Copper Alloy","Gold","Panel Mount, Through Hole","PC Pin","-","10.42mm"
https://www.nkkswitches.com/pdf/MRlogicLevel.pdf,-,360-3751-ND,MRA403-BA,NKK Switches,SWITCH ROTARY 2-3POS 250MA 125V,98,356,"16.41000","0","1","MR","Active","2 ~ 3","Adjustable","1","4","4P3T","Non-Shorting (BBM)","250mA (AC)","125V","-","Knob","14.30mm","30°","Copper","Silver","Panel Mount, Through Hole","PC Pin","Process Sealed","17.00mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MF00S1NZQD.JPG,CKN11317-ND,MF00S1NZQD,C&K,SWITCH ROTARY 5POS 250MA 125V,41,0,"17.90000","0","1","M","Active","5","Continuous","1","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Silver","Panel Mount","Solder Lug","-","15.88mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MA05L1NCGF.jpg,CKN11885-ND,MA05L1NCGF,C&K,SWITCH ROTARY 5POS 250MA 125V,27,0,"18.02000","0","1","M","Active","5","Fixed","1","1","SP5T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Gold","Panel Mount, Through Hole","PC Pin","IP67 - Dust Tight, Waterproof","10.42mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MA00S1NZGD.jpg,CKN11443-ND,MA00S1NZGD,C&K,SWITCH ROTARY 10POS 250MA 125V,8,0,"18.04000","0","1","M","Active","10","Continuous","1","1","SP10T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Gold","Panel Mount","Solder Lug","-","14.86mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MA03S2NZGD.jpg,CKN11152-ND,MA03S2NZGD,C&K,SWITCH ROTARY 3POS 250MA 125V,9,0,"18.18000","0","1","M","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Screwdriver Slot","Flush","36°","Copper Alloy","Gold","Panel Mount","Solder Lug","-","14.86mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MB04L1NCGD.jpg,CKN11890-ND,MB04L1NCGD,C&K,SWITCH ROTARY 4POS 250MA 125V,37,0,"18.46000","0","1","M","Active","4","Fixed","1","2","DP4T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Gold","Panel Mount, Through Hole","PC Pin","-","10.42mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/HS16-1-RO.JPG,360-2810-ND,HS16-1,NKK Switches,SWITCH ROTARY 2-11POS 12A 125V,15,18,"18.69000","0","1","HS","Active","2 ~ 11","Adjustable","1","1","SP11T","Non-Shorting (BBM)","12A (AC)","125V","-","Knurled (6mm Dia)","15.00mm","30°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","31.50mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MG00S1NCQD.jpg,CKN11898-ND,MG00S1NCQD,C&K,SWITCH ROTARY 12POS 250MA 125V,50,0,"19.29000","0","1","M","Active","12","Continuous","1","1","SP12T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","30°","Copper Alloy","Silver","Panel Mount, Through Hole","PC Pin","-","11.44mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MB00S2NZQD.jpg,CKN11889-ND,MB00S2NZQD,C&K,SWITCH ROTARY 5POS 250MA 125V,25,0,"20.11000","0","1","M","Active","5","Continuous","1","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Screwdriver Slot","Flush","36°","Copper Alloy","Silver","Panel Mount","Solder Lug","-","14.86mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MB03S1NZGD.JPG,CKN11013-ND,MB03S1NZGF,C&K,SWITCH ROTARY 3POS 250MA 125V,16,0,"20.53000","0","1","M","Active","3","Fixed","1","2","DP3T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Gold","Panel Mount","Solder Lug","IP67 - Dust Tight, Waterproof","14.86mm"
https://www.ckswitches.com/media/1353/m.pdf,-,CKN11897-ND,MD06S1NZQD,C&K,SWITCH ROTARY 6POS 250MA 125V,23,0,"20.56000","0","1","M","Active","6","Fixed","1","2","DP6T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","30°","Copper Alloy","Silver","Panel Mount","Solder Lug","-","14.86mm"
https://www.ckswitches.com/media/1353/m.pdf,-,CKN11884-ND,MA04S1NZGF,C&K,SWITCH ROTARY 4POS 250MA 125V,28,0,"20.94000","0","1","M","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Gold","Panel Mount","Solder Lug","IP67 - Dust Tight, Waterproof","14.86mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MA10S1NZGF.jpg,CKN11887-ND,MA10S1NZGF,C&K,SWITCH ROTARY 10POS 250MA 125V,21,0,"21.18000","0","1","M","Active","10","Fixed","1","1","SP10T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Gold","Panel Mount","Solder Lug","IP67 - Dust Tight, Waterproof","14.86mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/MB03S1NZGD.JPG,CKN11893-ND,MB05S1NZGD,C&K,SWITCH ROTARY 5POS 250MA 125V,25,0,"21.61000","0","1","M","Active","5","Fixed","1","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Gold","Panel Mount","Solder Lug","-","14.86mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MB05S1NZGF.jpg,CKN11894-ND,MB05S1NZGF,C&K,SWITCH ROTARY 5POS 250MA 125V,18,0,"22.85000","0","1","M","Active","5","Fixed","1","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Gold","Panel Mount","Solder Lug","IP67 - Dust Tight, Waterproof","14.86mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,-,360-3897-ND,HS16-2,NKK Switches,SWITCH ROTARY 2-11POS 12A 125V,20,6,"26.83000","0","1","HS","Active","2 ~ 11","Adjustable","2","1","SP11T","Non-Shorting (BBM)","12A (AC)","125V","-","Knurled (6mm Dia)","15.00mm","30°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","41.50mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/TS1N-AT432.jpg,360-3812-ND,TS1N-AT432,NKK Switches,SWITCH ROTARY 2-11POS 6A 125V,17,71,"34.68000","0","1","TS","Active","2 ~ 11","Adjustable","1","1","SP11T","Non-Shorting (BBM)","6A (AC)","125V","-","Knob","15.60mm","30°","Phosphor Bronze","-","Panel Mount","Screw Terminal","-","22.00mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,-,360-3859-ND,PS1N-AT432,NKK Switches,SWITCH ROTARY 2-11POS 30A 125V,23,0,"36.66000","0","1","PS","Active","2 ~ 11","Adjustable","1","1","SP11T","Non-Shorting (BBM)","30A (AC)","125V","-","Knob","15.00mm","30°","Silver Alloy","-","Panel Mount","Screw Terminal","-","46.50mm"
http://www.grayhill.com/assets/1/7/Series_77_datasheet.pdf,//media.digikey.com/Photos/Grayhill%20Photos/77SPT36-01-1-10N-F.jpg,GH7908-ND,77SPT36-01-1-10S-C,Grayhill Inc.,"SHAFT/PANEL SEALED, SINGLE POLE",48,50,"45.30000","0","1","77","Active","10","Continuous","1","1","SP10T","Shorting (MBB)","50mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","7.98mm","36°","Silver Cadmium Oxide (AgCdO)","Gold","Panel Mount, Through Hole","PC Pin","Shaft and Panel Sealed","4.57mm"
-,-,C3P0212N-4115-ND,C3P0212N-4115,Electroswitch,SWITCH ROTARY DP-12POS ENCLOSED,25,0,"81.28000","0","1","C3","Active","2 ~ 12","Adjustable","2","1","SP12T","Non-Shorting (BBM)","100mA (AC), 250mA (DC)","125V","28V","Round (3.17mm Dia)","17.50mm","30°","Brass","Silver","Panel Mount, Through Hole, Right Angle","PC Pin","-","-"
https://www.nkkswitches.com/pdf/mrb-1.pdf,-,MRB14B-BA-ND,MRB14B-BA,NKK Switches,SWITCH ROTARY 3POS 0.4VA 28V,38,267,"13.59000","0","1","MRB","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","0.4VA (AC/DC)","28V","28V","Knob","14.30mm","45°","Beryllium Copper","Gold","Panel Mount, Through Hole","PC Pin","Sealed - Fully","11.00mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MC00L1NZQF.jpg,CKN10870-ND,MC00L1NZQF,C&K,SWITCH ROTARY 12POS 250MA 125V,34,0,"14.84000","0","1","M","Active","12","Continuous","1","1","SP12T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","30°","Copper Alloy","Silver","Panel Mount","Solder Lug","IP67 - Dust Tight, Waterproof","14.86mm"
https://www.nkkswitches.com/pdf/MRlogicLevel.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/MRA403-BB.jpg,360-3500-ND,MRA403-BB,NKK Switches,SWITCH ROTARY 2-3POS 250MA 125V,40,356,"16.41000","0","1","MR","Active","2 ~ 3","Adjustable","1","4","4P3T","Non-Shorting (BBM)","250mA (AC)","125V","-","Knob","14.30mm","30°","Copper","Silver","Panel Mount, Through Hole","PC Pin","Process Sealed","17.00mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",-,50SP90-01-2-02N-ND,50SP90-01-2-02N,Grayhill Inc.,SWITCH ROTARY 2POS 150MA 115V,10,0,"21.96000","0","1","50","Active","2","Fixed","1","2","DPDT","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","90°","-","Gold","Panel Mount, Through Hole","PC Pin","Shaft and Panel Sealed","13.64mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,-,PS1-ND,PS1,NKK Switches,SWITCH ROTARY 2-11POS 30A 125V,30,18,"35.04000","0","1","PS","Active","2 ~ 11","Adjustable","1","1","SP11T","Non-Shorting (BBM)","30A (AC)","125V","-","Knurled (6mm Dia)","15.00mm","30°","Silver Alloy","-","Panel Mount","Screw Terminal","-","46.50mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,-,71BSF30-04-1-12N-C-ND,71BSF30-04-1-12N-C,Grayhill Inc.,SWITCH ROTARY 12POS 250MA 115V,22,0,"43.00000","0","1","71","Active","12","Continuous","4","1","SP12T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount, Through Hole, Right Angle","PC Pin","Shaft and Panel Sealed","35.94mm"
-,-,D2D0305S-L60F02-ND,D2D0305S-L60F02,Electroswitch,SWITCH ROTARY 2-5POS 250MA 115V,5,0,"111.34000","0","1","D2","Active","5","Fixed","1","3","3P5T","Shorting (MBB)","250mA (AC), 550mA (DC)","115V","28V","Flatted (6.35mm Dia)","9.52mm","60°","Brass","Silver","Panel Mount","Solder Lug","-","11.99mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/51A22-01-1-16N.JPG,GH7686-ND,51A22-01-1-16N,Grayhill Inc.,SWITCH ROTARY 16POS 150MA 115V,0,0,"24.50000","0","1","51","Active","16","Continuous","1","1","SP16T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","22.5°","-","Gold","Panel Mount","Solder Lug","-","18.77mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A10403RNCQ.JPG,CKN11777-ND,A10403RNCQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,0,0,"4.56000","0","1","A","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A10503RNCQ.JPG,CKN11043-ND,A10503RNCQ,C&K,SWITCH ROTARY 5POS 2.5A 125V,25,0,"5.79000","0","1","A","Active","5","Fixed","1","1","SP5T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A10505RNZQ.jpg,CKN11782-ND,A10505RNZQ,C&K,SWITCH ROTARY 5POS 2.5A 125V,24,0,"6.12000","0","1","A","Active","5","Fixed","1","1","SP5T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A20405RNCQK.JPG,CKN11380-ND,A20405RNCQK,C&K,SWITCH ROTARY 4POS 2.5A 125V,16,0,"7.43000","0","1","A","Active","4","Fixed","1","2","DP4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","Epoxy Sealed Terminals, Splashproof Bushing Seal","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A30305RNZQK.jpg,CKN11805-ND,A30305RNZQK,C&K,SWITCH ROTARY 3POS 2.5A 125V,20,0,"10.78000","0","1","A","Active","3","Fixed","1","3","3P3T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Epoxy Sealed Terminals, Splashproof Bushing Seal","20.83mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MB00L2NZQD.jpg,CKN10043-ND,MB00L2NZQD,C&K,SWITCH ROTARY 5POS 250MA 125V,13,0,"13.77000","0","1","M","Active","5","Continuous","1","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Screwdriver Slot","Flush","36°","Copper Alloy","Silver","Panel Mount","Solder Lug","-","14.86mm"
http://www.grayhill.com/assets/1/7/Rotary_56.pdf,//media.digikey.com/Photos/Grayhill%20Photos/56SD36-01-1-AJN.jpg,GH7691-ND,56SD36-01-1-AJS,Grayhill Inc.,SWITCH ROTARY 2-10POS 200MA 115V,10,0,"14.95000","0","1","56","Active","2 ~ 10","Adjustable","1","1","SP10T","Shorting (MBB)","200mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","36°","Brass","Silver","Panel Mount","Solder Lug","Shaft and Panel Sealed","12.19mm"
https://www.ckswitches.com/media/1353/m.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/MB03L1NZQF.jpg,CKN11205-ND,MB03L1NZQF,C&K,SWITCH ROTARY 3POS 250MA 125V,10,0,"15.10000","0","1","M","Active","3","Fixed","1","2","DP3T","Non-Shorting (BBM)","250mA (AC/DC)","125V","28V","Flatted (3.17mm Dia)","10.16mm","36°","Copper Alloy","Silver","Panel Mount","Solder Lug","IP67 - Dust Tight, Waterproof","14.86mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/50D90-01-1-AJN.JPG,GH7351-ND,50D90-01-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-4POS 150MA 115V,0,0,"18.91000","0","1","50","Active","2 ~ 4","Adjustable","1","1","SP4T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","90°","-","Gold","Panel Mount","Solder Lug","-","18.77mm"
