Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Circuit","Number of Positions","Switch Function","Contact Timing","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Key Removable Positions","Angle of Throw","Contact Material","Contact Finish","Mounting Type","Termination Style","Panel Cutout Dimensions","Features","Operating Temperature"
https://www.e-switch.com/system/asset/product_line/data_sheet/20/KO.pdf,-,KO103B701-ND,KO103B701,E-Switch,SWITCH KEYLOCK 2POS SPST 1A 125V,0,0,"3.81750","0","500","KO","Active","SPST","2","Off-On","Not Specified","1A (AC)","125V","-","Tubular Key","All","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 12.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K400111.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO133%20SERIES.jpg,KO133C755-ND,KO133C755,E-Switch,SWITCH KEYLOCK 2POS SPST 1A 125V,0,0,"3.94477","0","300","KO","Active","SPST-NO","2","Off-Mom","Not Specified","1A (AC)","125V","-","Tubular Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 12.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K400109.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO133%20SERIES.jpg,KO133C801-ND,KO133C801,E-Switch,SWITCH KEYLOCK 2POS SPST 1A 125V,0,0,"3.94477","0","300","KO","Active","SPST-NO","2","Off-Mom","Not Specified","1A (AC)","125V","-","Tubular Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 12.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K400110.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO133%20SERIES.jpg,KO133E845-ND,KO133E845,E-Switch,SWITCH KEYLOCK 2POS SPST 1A 125V,0,0,"4.33847","0","300","KO","Active","SPST-NO","2","Off-Mom","Not Specified","1A (AC)","125V","-","Tubular Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 12.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K100206.pdf,"//media.digikey.com/photos/E-Switch%20Photos/KO103D,%20KO103C.jpg",KO103E701-ND,KO103E701,E-Switch,SWITCH KEYLOCK 2POS SPST 1A 125V,0,0,"4.45627","0","300","KO","Active","SPST-NO","2","Off-Mom","Not Specified","1A (AC)","125V","-","Tubular Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 12.00mm Dia","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1571487&DocType=Customer+Drawing&DocLang=English,-,1571487-1-ND,1571487-1,TE Connectivity ALCOSWITCH Switches,"SWITCH,KEY,SPECIAL",0,0,"5.04977","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1571488&DocType=Customer+Drawing&DocLang=English,-,1571488-1-ND,1571488-1,TE Connectivity ALCOSWITCH Switches,"SWITCH,KEY,SPECIAL",0,0,"5.28741","0","5000","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://spec_sheets.e-switch.com/specs/K200119.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119B7325-ND,KO119B7325,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"5.65907","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","All","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200131.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7301-ND,KO119A7301,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"5.99697","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200103.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO113%20SERIES.jpg,KO113C10001-ND,KO113C10001,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.34107","0","300","KO","Active","SPST-NO","2","Off-Mom","Not Specified","4A (AC)","125V","-","Tubular Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200104.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO114%20SERIES.jpg,KO114A10001-ND,KO114A10001,E-Switch,SWITCH KEYLOCK 3POS SPDT 4A 125V,0,0,"6.34107","0","300","KO","Active","SPDT","3","On-Off-On","Not Specified","4A (AC)","125V","-","Tubular Key","All","45°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K500103.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO124%20SERIES.jpg,KO124A10001-ND,KO124A10001,E-Switch,SWITCH KEYLOCK 2POS SPST 2A 125V,0,0,"6.50847","0","300","KO","Active","SPST","2","Off-On","Not Specified","2A (AC)","125V","-","Tubular Key","All","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K500105.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO124%20SERIES.jpg,KO124C10001-ND,KO124C10001,E-Switch,SWITCH KEYLOCK 2POS SPDT 2A 125V,0,0,"6.59990","0","300","KO","Active","SPDT","2","On-On","Not Specified","2A (AC)","125V","-","Tubular Key","All","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200101.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO113%20SERIES.jpg,KO113A10001-ND,KO113A10001,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.82226","0","500","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Tubular Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
//media.digikey.com/pdf/Data%20Sheets/APEM%20Components%20PDFs/JD8307-2_Drawing.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/JD7509R.jpg,JD83072-ND,JD83072,APEM Inc.,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.87600","0","100","JD","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","-","90°","-","Silver","Panel Mount","-","Circular - 18.70mm Dia","Dust Proof Shutter","-"
http://spec_sheets.e-switch.com/specs/K200132.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7302-ND,KO119A7302,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200133.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7303-ND,KO119A7303,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200134.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7304-ND,KO119A7304,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200135.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7305-ND,KO119A7305,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200136.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7306-ND,KO119A7306,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200137.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7307-ND,KO119A7307,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200139.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7309-ND,KO119A7309,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200140.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7310-ND,KO119A7310,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200141.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7311-ND,KO119A7311,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200142.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7312-ND,KO119A7312,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200143.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7313-ND,KO119A7313,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200144.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7314-ND,KO119A7314,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200145.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7315-ND,KO119A7315,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200146.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7316-ND,KO119A7316,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200147.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7317-ND,KO119A7317,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200148.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7318-ND,KO119A7318,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200149.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7319-ND,KO119A7319,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200150.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7320-ND,KO119A7320,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200151.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7321-ND,KO119A7321,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200152.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7322-ND,KO119A7322,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200153.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7323-ND,KO119A7323,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200154.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7324-ND,KO119A7324,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200118.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7325-ND,KO119A7325,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200156.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO119%20SERIES.jpg,KO119A7326-ND,KO119A7326,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.89597","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K500106.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO124%20SERIES.jpg,KO124D10001-ND,KO124D10001,E-Switch,SWITCH KEYLOCK 3POS SPDT 2A 125V,0,0,"6.89597","0","300","KO","Active","SPDT","3","Off-On-On","Not Specified","2A (AC)","125V","-","Tubular Key","All","45°, 90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200117.pdf,-,KO118A125-ND,KO118A125,E-Switch,SWITCH KEYLOCK 2POS SPDT 4A 125V,0,0,"6.91350","0","300","KO","Active","SPDT","2","On-On","Not Specified","4A (AC)","125V","-","Flat Key","All","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200205.pdf,//media.digikey.com/Photos/E-Switch%20Photos/KO128B2007.jpg,KO128E2007-ND,KO128E2007,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.96600","0","300","KO","Active","SPST-NO","2","Off-Mom","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Screw Terminal","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200203.pdf,//media.digikey.com/Photos/E-Switch%20Photos/KO128B2007.jpg,KO128F2007-ND,KO128F2007,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"6.96600","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Quick Connect - 0.250"" (6.3mm)","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200228.pdf,-,KO130SA126-ND,KO130SA126,E-Switch,SWITCH KEYLOCK 2POS DPDT 4A 125V,0,0,"6.96600","0","300","KO","Active","DPDT","2","On-On","Not Specified","4A (AC)","125V","-","Flat Key","All","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200102.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO113%20SERIES.jpg,KO113B10001-ND,KO113B10001,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"7.05750","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Tubular Key","All","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200106.pdf,//media.digikey.com/photos/E-Switch%20Photos/MFG_KO114%20SERIES.jpg,KO114C10001-ND,KO114C10001,E-Switch,SWITCH KEYLOCK 2POS SPDT 4A 125V,0,0,"7.05750","0","300","KO","Active","SPDT","2","On-On","Not Specified","4A (AC)","125V","-","Tubular Key","All","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200259.pdf,-,KO130Z2-ND,KO130Z2,E-Switch,SWITCH KEYLOCK 3POS SP3T 4A 125V,0,0,"7.13250","0","300","KO","Active","SP3T","3","On-On-On","Not Specified","4A (AC)","125V","-","Flat Key","3 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
https://www.e-switch.com/system/asset/product_line/data_sheet/20/KO.pdf,-,KO130M-ND,KO130M,E-Switch,SWITCH KEYLOCK 5POS SP5T 4A 125V,0,0,"7.62900","0","300","KO","Active","SP5T","5","On-On-On-On-On","Not Specified","4A (AC)","125V","-","Flat Key","1, 3 and 5","45°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200219.pdf,-,KO130JA126-ND,KO130JA126,E-Switch,SWITCH KEYLOCK 3POS DP3T 4A 125V,0,0,"7.79550","0","300","KO","Active","DP3T","3","On-On-On","Not Specified","4A (AC)","125V","-","Flat Key","All","45°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200204.pdf,//media.digikey.com/Photos/E-Switch%20Photos/KO128B2007.jpg,KO128G2007-ND,KO128G2007,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"8.01150","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Flat Key","All","90°","Copper Alloy","Silver","Panel Mount","Quick Connect - 0.250"" (6.3mm)","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200206.pdf,//media.digikey.com/Photos/E-Switch%20Photos/KO128B2007.jpg,KO128H2007-ND,KO128H2007,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"8.01150","0","300","KO","Active","SPST-NO","2","Off-Mom","Not Specified","4A (AC)","125V","-","Flat Key","1 only","90°","Copper Alloy","Silver","Panel Mount","Quick Connect - 0.250"" (6.3mm)","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200109.pdf,-,KO115B10001-ND,KO115B10001,E-Switch,SWITCH KEYLOCK 2POS SPST 4A 125V,0,0,"8.01600","0","300","KO","Active","SPST","2","Off-On","Not Specified","4A (AC)","125V","-","Tubular Key","All","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200260.pdf,-,KO130GA126-ND,KO130GA126,E-Switch,SWITCH KEYLOCK 3POS SP3T 4A 125V,0,0,"8.27820","0","1000","KO","Active","SP3T","3","On-On-On","Not Specified","4A (AC)","125V","-","Flat Key","3 only","45°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
//media.digikey.com/pdf/Data%20Sheets/E-Switch%20PDFs/K0130P-A126_RevB_3-28-05.pdf,-,KO130PA126-ND,KO130PA126,E-Switch,SWITCH KEYLOCK 2POS SPDT 4A 125V,0,0,"8.27820","0","1000","KO","Active","SPDT","2","On-On","Not Specified","4A (AC)","125V","-","Flat Key","5 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200242.pdf,-,KO130Q601-ND,KO130Q601,E-Switch,SWITCH KEYLOCK 2POS DPDT 4A 125V,0,0,"8.27820","0","1000","KO","Active","DPDT","2","On-On","Not Specified","4A (AC)","125V","-","Flat Key","5 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200210.pdf,//media.digikey.com/photos/E-Switch%20Photos/KO130A.jpg,EG2626-ND,KO130AA126,E-Switch,SWITCH KEYLOCK 3POS SP3T 4A 125V,0,0,"8.86950","0","300","KO","Active","SP3T","3","On-On-On","Not Specified","4A (AC)","125V","-","Flat Key","3 only","45°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200227.pdf,//media.digikey.com/Photos/E-Switch%20Photos/KO130RA126%20.JPG,EG2629-ND,KO130RA126,E-Switch,SWITCH KEYLOCK 2POS SPDT 4A 125V,0,0,"8.86950","0","300","KO","Active","SPDT","2","On-On","Not Specified","4A (AC)","125V","-","Flat Key","All","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200223.pdf,-,KO130NA126-ND,KO130NA126,E-Switch,SWITCH KEYLOCK 2POS SPDT 4A 125V,0,0,"8.86950","0","300","KO","Active","SPDT","2","On-On","Not Specified","4A (AC)","125V","-","Flat Key","3 only","90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200207.pdf,-,KO129AA126-ND,KO129AA126,E-Switch,SWITCH KEYLOCK 3POS SP3T 4A 125V,0,0,"8.86950","0","300","KO","Active","SP3T","3","Mom-On-On","Not Specified","4A (AC)","125V","-","Flat Key","3 and 5","45°, 90°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200308.pdf,-,KO129DA126-ND,KO129DA126,E-Switch,SWITCH KEYLOCK 3POS DP3T 4A 125V,0,0,"8.86950","0","300","KO","Active","DP3T","3","Mom-On-Mom","Not Specified","4A (AC)","125V","-","Flat Key","3 only","45°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200310.pdf,-,KO129FA126-ND,KO129FA126,E-Switch,SWITCH KEYLOCK 2POS DPDT 4A 125V,0,0,"8.86950","0","300","KO","Active","DPDT","2","On-Mom","Not Specified","4A (AC)","125V","-","Flat Key","3 only","45°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200314.pdf,-,KO129JA126-ND,KO129JA126,E-Switch,SWITCH KEYLOCK 3POS SP3T 4A 125V,0,0,"8.86950","0","300","KO","Active","SP3T","3","On-On-Mom","Not Specified","4A (AC)","125V","-","Flat Key","3 only","45°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200315.pdf,-,KO129KA126-ND,KO129KA126,E-Switch,SWITCH KEYLOCK 3POS DP3T 4A 125V,0,0,"8.86950","0","300","KO","Active","DP3T","3","On-On-Mom","Not Specified","4A (AC)","125V","-","Flat Key","3 only","45°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
http://spec_sheets.e-switch.com/specs/K200316.pdf,-,KO129LA126-ND,KO129LA126,E-Switch,SWITCH KEYLOCK 3POS SP3T 4A 125V,0,0,"8.86950","0","300","KO","Active","SP3T","3","Mom-On-On","Not Specified","4A (AC)","125V","-","Flat Key","3 only","45°","Copper Alloy","Silver","Panel Mount","Solder Lug","Circular - 19.00mm Dia","-","-"
