Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Circuit","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Maximum Cable Length","Features","Operating Force","Ingress Protection","Operating Temperature"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA2A3A-ND,2CPSA2A3A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA2A3B-ND,2CPSA2A3B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A3B-ND,2CPSA1A3B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A3A-FW-ND,2CPSA1A3A-FW,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1B2B-ND,2CPSA1B2B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A2-ND,2CPSA1A2,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A2A-FW-ND,2CPSA1A2A-FW,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A2A-ND,2CPSA1A2A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA2A2B-ND,2CPSA2A2B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A5B-ND,2CPSA1A5B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1A6B-ND,2CPSA1A6B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA2B1A-ND,2CPSA2B1A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1B1A-ND,2CPSA1B1A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA2B1B-ND,2CPSA2B1B,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA2B1-ND,2CPSA2B1,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,2CPSA1B1A-F01-ND,2CPSA1B1A-F01,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC3A-ND,1CPSC3A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION 4PST 10A 600V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","10A (AC/DC)","600V","250V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC7-ND,1CPSC7,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSA7-ND,1CPSA7,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-3NC/1NO","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC6A-ND,1CPSC6A,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","Lighted Indicator","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC6-ND,1CPSC6,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT 4PST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","4PST-2NO/2NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/honeywell-sensing-cps-series-product-sheet-004785-2-en.pdf,-,1CPSC5-ND,1CPSC5,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACT DPST 50MA 250V,0,0,"Obsolete","0","1","CPS","Obsolete","DPST-NO/NC","On-Off, Off-On","50mA (AC/DC)","250V","60V","-","-","-","IP67 - Dust Tight, Waterproof","-40°C ~ 80°C"
http://sensing.honeywell.com/index.php?ci_id=142927,//media.digikey.com/Photos/Honeywell%20Photos/WLS1A00AQ-4P01.jpg,480-5655-ND,WLS1A00AQ-4P01,Honeywell Sensing and Productivity Solutions,SWITCH SNAP ACTION SPDT,0,0,"Obsolete","0","1","WLS","Obsolete","SPDT","On-Mom","-","-","-","-","-","3175gf","IP67/68 - Dust Tight, Waterproof","-40°C ~ 85°C"
http://sensing.honeywell.com/index.php?ci_id=142927,//media.digikey.com/Photos/Honeywell%20Photos/WLS%20SERIES.jpg,480-5665-ND,WLS1A11AQBT3,Honeywell Sensing and Productivity Solutions,WIRELESS SINGLE SWITCH ADAPTER,0,0,"Obsolete","0","1","WLS","Obsolete","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/index.php?ci_id=142927,//media.digikey.com/Photos/Honeywell%20Photos/WLS%20SERIES.jpg,480-5666-ND,WLS1A00AQBT3,Honeywell Sensing and Productivity Solutions,WIRELESS SINGLE SWITCH ADAPTER,0,0,"Obsolete","0","1","WLS","Obsolete","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/ER6019_Series.pdf,//media.digikey.com/Photos/Omron%20Auto/44506-0100.jpg,Z3854-ND,ER6019-021SM,Omron Automation and Safety,SW LIMIT CABLE 2NC 1NO 5A 100V,0,0,"Obsolete","0","1","ER6019","Obsolete","3PST-2NC/1NO","On-Off, Off-On","5A (AC), 2A (DC)","100V","24V","-","Push Button Emergency Stop Switch","-","IP66 - Dust Tight, Water Resistant","-25°C ~ 80°C"
-,-,CLSXB8T-ND,CLSXB8T,Honeywell Sensing and Productivity Solutions,SWITCH LIMIT CABLE PULL SAFETY,0,0,"Obsolete","0","1","*","Obsolete","-","-","-","-","-","-","-","-","-","-"
http://sensing.honeywell.com/index.php?ci_id=142927,-,WLS1A02AQBT3-ND,WLS1A02AQBT3,Honeywell Sensing and Productivity Solutions,SW SIDE ROTARY WIRELESS,0,0,"Obsolete","0","1","WLS","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,1864-2663-ND,PS31R-NO11N7-YK0,Carlo Gavazzi Inc.,LSW 1NO+1NC SLOW PULL WIRE,0,0,"Obsolete","0","1","PS31R","Obsolete","DPST-NO/NC","On-Off, Off-On","5.5A (AC), 2.8A (DC)","130V","24V","25m","-","-","IP66 - Dust Tight, Water Resistant","-25°C ~ 70°C"
-,-,WLS1A00AQBT4-ND,WLS1A00AQBT4,Honeywell Sensing and Productivity Solutions,WIRELESS LIMIT SWITCH,0,0,"Obsolete","0","0","*","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,WLS1A00BQ-4P01-ND,WLS1A00BQ-4P01,Honeywell Sensing and Productivity Solutions,WIRELESS LIMIT SWITCH,0,0,"Obsolete","0","0","WLS","Obsolete","SPDT","On-Mom","-","-","-","-","-","3175gf","IP67/68 - Dust Tight, Waterproof","-40°C ~ 85°C"
-,-,WLS1A00BQBT3-ND,WLS1A00BQBT3,Honeywell Sensing and Productivity Solutions,WIRELESS LIMIT SWITCH,0,0,"Obsolete","0","0","WLS","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,WLS1A02AQBT4-ND,WLS1A02AQBT4,Honeywell Sensing and Productivity Solutions,WIRELESS LIMIT SWITCH,0,0,"Obsolete","0","0","*","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,WLS1A02BQBT3-ND,WLS1A02BQBT3,Honeywell Sensing and Productivity Solutions,WIRELESS LIMIT SWITCH,0,0,"Obsolete","0","0","WLS","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,WLS1A11AQBT4-ND,WLS1A11AQBT4,Honeywell Sensing and Productivity Solutions,WIRELESS LIMIT SWITCH,0,0,"Obsolete","0","0","*","Obsolete","-","-","-","-","-","-","-","-","-","-"
-,-,WLS1A11BQ-4P01-ND,WLS1A11BQ-4P01,Honeywell Sensing and Productivity Solutions,WIRELESS LIMIT SWITCH,0,0,"Obsolete","0","0","WLS","Obsolete","SPDT","On-Mom","-","-","-","-","-","3175gf","IP67/68 - Dust Tight, Waterproof","-40°C ~ 85°C"
-,-,WLS1A11BQBT3-ND,WLS1A11BQBT3,Honeywell Sensing and Productivity Solutions,WIRELESS LIMIT SWITCH,0,0,"Obsolete","0","0","WLS","Obsolete","-","-","-","-","-","-","-","-","-","-"
