Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Switch Type","Number of Keys","Matrix (Columns x Rows)","Illumination","Legend Type","Key Type","Output Type","Legend","Legend Color","Key Color","Mounting Type","Termination Style","Panel Cutout Dimensions","Operating Temperature","Ingress Protection","Illumination Voltage (Nominal)","Contact Rating @ Voltage","Features"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84SN-AC2-112-N-ND,84SN-AC2-112-N,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"56.80160","0","100","84S","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84SN-AC2-113-N-ND,84SN-AC2-113-N,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"56.80160","0","100","84S","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-AC1-112-N-ND,84S-AC1-112-N,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"57.09610","0","100","84S","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-AC1-113-N-ND,84S-AC1-113-N,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"57.09610","0","100","84S","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-AC2-112-N-ND,84S-AC2-112-N,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"57.09610","0","100","84S","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-AC2-113-N-ND,84S-AC2-113-N,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"57.09610","0","100","84S","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84LS.pdf,-,84LSN-BC2-014-ND,84LSN-BC2-014,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"58.00170","0","100","84LS","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format, A ~ F","White","Black","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84LS.pdf,-,84LSN-BC2-016-ND,84LSN-BC2-016,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"58.00170","0","100","84LS","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format, A ~ D","White","Black","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_96.pdf,-,96AB2-102-FS-EL-ND,96AB2-102-FS-EL,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.005A 12V,0,0,"58.85250","0","100","96","Active","Conductive Rubber","12","3 x 4","Illuminated","Fixed","Polymer","Matrix","Telephone Format","Black","White","Panel Mount, Front","Pin Header","-","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_96.pdf,-,96AB2-102-RS-EL-ND,96AB2-102-RS-EL,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.005A 12V,0,0,"58.85250","0","100","96","Active","Conductive Rubber","12","3 x 4","Illuminated","Fixed","Polymer","Matrix","Telephone Format","Black","White","Panel Mount, Rear","Pin Header","Rectangular - 68.58mm x 50.80mm","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_96.pdf,-,96AB2-152-FS-EL-ND,96AB2-152-FS-EL,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.005A 12V,0,0,"58.85250","0","100","96","Active","Conductive Rubber","12","3 x 4","Illuminated","Fixed","Polymer","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_96.pdf,-,96AB2-152-RS-EL-ND,96AB2-152-RS-EL,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.005A 12V,0,0,"58.85250","0","100","96","Active","Conductive Rubber","12","3 x 4","Illuminated","Fixed","Polymer","Matrix","Telephone Format","Translucent","Black","Panel Mount, Rear","Pin Header","Rectangular - 68.58mm x 50.80mm","-30°C ~ 80°C","IP40","-","0.005A @ 12VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84LS.pdf,-,84LSN-BC2-014-N-ND,84LSN-BC2-014-N,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"59.29220","0","100","84LS","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format, A ~ F","White","Black","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-BC2-001-ND,84S-BC2-001,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"59.49500","0","100","84S","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","No Legend","-","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84LS.pdf,-,84LS-BC2-014-ND,84LS-BC2-014,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"59.93480","0","100","84LS","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format, A ~ F","White","Black","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84LS.pdf,-,84LS-BC2-016-ND,84LS-BC2-016,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"59.93480","0","100","84LS","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format, A ~ D","White","Black","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-BC2-001-N-ND,84S-BC2-001-N,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"60.83760","0","100","84S","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","No Legend","-","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84LS.pdf,-,84LS-BC2-014-N-ND,84LS-BC2-014-N,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"61.22390","0","100","84LS","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format, A ~ F","White","Black","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84LS.pdf,-,84LS-BC2-016-N-ND,84LS-BC2-016-N,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"61.22390","0","100","84LS","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format, A ~ D","White","Black","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84SN-BC2-014-ND,84SN-BC2-014,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"62.66380","0","100","84S","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","0 ~ 9, A ~ F","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-BC2-014-ND,84S-BC2-014,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"62.93510","0","100","84S","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","0 ~ 9, A ~ F","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-BC2-016-ND,84S-BC2-016,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"62.93510","0","100","84S","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format, A ~ D","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84SN-BC2-014-N-ND,84SN-BC2-014-N,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"63.95160","0","100","84S","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","0 ~ 9, A ~ F","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84SN-BC2-016-N-ND,84SN-BC2-016-N,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"63.95160","0","100","84S","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format, A ~ D","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-BC2-014-N-ND,84S-BC2-014-N,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"64.27080","0","100","84S","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","0 ~ 9, A ~ F","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84S.pdf,-,84S-BC2-016-N-ND,84S-BC2-016-N,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"64.27080","0","100","84S","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Rubber Overlay","Common Bus","Telephone Format, A ~ D","Black","White","Panel Mount, Front","Pin Header","-","-55°C ~ 85°C","IP67 - Dust Tight, Waterproof","-","0.01A @ 24VDC","Shielded"
-,-,84R-AC2-112-PD-ND,84R-AC2-112-PD,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"69.97960","0","100","84R","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Metal","Common Bus","Telephone Format","Black","Silver","Panel Mount, Front or Rear","Pin Header","Rectangular - 83.57mm x 64.52mm","-55°C ~ 85°C","-","-","0.01A @ 24VDC","Vandal Resistant"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/84R_Series.pdf,-,84R-AB2-112-PR-ND,84R-AB2-112-PR,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"69.97960","0","100","84R","Active","Conductive Rubber","12","3 x 4","Non-Illuminated","Fixed","Metal","Matrix","Telephone Format","Black","Silver","Panel Mount, Front or Rear","Pin Header","Rectangular - 83.57mm x 64.52mm","-55°C ~ 85°C","-","-","0.01A @ 24VDC","Vandal Resistant"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/84R_Series.pdf,-,84R-AC2-112-CD-ND,84R-AC2-112-CD,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"71.99210","0","100","84R","Active","Snap Dome","12","3 x 4","Non-Illuminated","Fixed","Metal","Common Bus","Telephone Format","Black","Silver","Panel Mount, Front or Rear","Connector","Rectangular - 83.57mm x 64.52mm","-55°C ~ 85°C","-","-","0.01A @ 24VDC","Vandal Resistant"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1396359302.pdf,//media.digikey.com/photos/Storm%20Interface%20Photos/70360203.jpg,MGR1114-ND,70360203,Storm Interface,SWITCH KEYPAD 36 KEY 0.05A 24V,0,0,"75.40280","0","25","700","Active","Conductive Rubber","36","-","Non-Illuminated","Interchangeable","Rubber Overlay","Matrix","Customizable (Included)","White","Gray","Panel Mount, Front or Rear","Pin Header","-","-55°C ~ 125°C","IP67 - Dust Tight, Waterproof","-","0.05A @ 24VDC","Black Housing"
-,-,84BL-AB2-112CN-ND,84BL-AB2-112CN,Grayhill Inc.,"SWITCH KEYPAD 3X4,GRNOUNTING NUT",0,0,"77.25430","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Green","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/84R_Series.pdf,-,84R-BC2-000-PD-ND,84R-BC2-000-PD,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"80.02440","0","100","84R","Active","Snap Dome","16","4 x 4","Non-Illuminated","Interchangeable","Metal","Common Bus","Blank Buttons","-","Silver","Panel Mount, Front or Rear","Pin Header","Square - 83.57mm²","-55°C ~ 85°C","-","-","0.01A @ 24VDC","Vandal Resistant"
-,-,84R-BB2-000-PD-ND,84R-BB2-000-PD,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"80.02440","0","100","84R","Active","Snap Dome","16","4 x 4","Non-Illuminated","Interchangeable","Metal","Matrix","Blank Buttons","-","Silver","Panel Mount, Front or Rear","Pin Header","Square - 83.57mm²","-55°C ~ 85°C","-","-","0.01A @ 24VDC","Vandal Resistant"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BLN-AB1-112B-ND,84BLN-AB1-112B,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"85.12630","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Yellow","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","-"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/84R_Series.pdf,//media.digikey.com/Photos/Grayhill%20Photos/84R-BB2-014-PD.JPG,GH7448-ND,84R-BB2-014-PD,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"85.62640","0","100","84R","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Metal","Matrix","Telephone Format, A ~ F","Black","Silver","Panel Mount, Front or Rear","Pin Header","Square - 83.57mm²","-55°C ~ 85°C","-","-","0.01A @ 24VDC","Vandal Resistant"
-,-,84R-BC2-014-PD-ND,84R-BC2-014-PD,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"85.62640","0","100","84R","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Metal","Common Bus","Telephone Format, A ~ F","Black","Silver","Panel Mount, Front or Rear","Pin Header","Square - 83.57mm²","-55°C ~ 85°C","-","-","0.01A @ 24VDC","Vandal Resistant"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/84R_Series.pdf,-,84R-BC2-014-CD-ND,84R-BC2-014-CD,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"85.62640","0","100","84R","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Metal","Common Bus","Telephone Format, A ~ F","Black","Silver","Panel Mount, Front or Rear","Connector","Square - 83.57mm²","-55°C ~ 85°C","-","-","0.01A @ 24VDC","Vandal Resistant"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BLN-AB1-112CN-ND,84BLN-AB1-112CN,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"86.13600","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Green","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BLN-AB1-112DN-ND,84BLN-AB1-112DN,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"86.13600","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Orange","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BL-AB1-112A-ND,84BL-AB1-112A,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"86.38950","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Red","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BL-AB1-112B-ND,84BL-AB1-112B,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"86.38950","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Yellow","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/84R_Series.pdf,-,84R-BB2-014-CD-ND,84R-BB2-014-CD,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"87.63890","0","100","84R","Active","Snap Dome","16","4 x 4","Non-Illuminated","Fixed","Metal","Matrix","Telephone Format, A ~ F","Black","Silver","Panel Mount, Front or Rear","Connector","Square - 83.57mm²","-55°C ~ 85°C","-","-","0.01A @ 24VDC","Vandal Resistant"
//media.digikey.com/pdf//Data%20Sheets/Grayhill%20PDFs/84%20BL%20Series.pdf,-,84BLN-AB2-112AN-ND,84BLN-AB2-112AN,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"88.15950","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Red","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","-"
//media.digikey.com/pdf//Data%20Sheets/Grayhill%20PDFs/84%20BL%20Series.pdf,-,84BLN-AB2-113AN-ND,84BLN-AB2-113AN,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"88.15950","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Red","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BL-AB1-112BN-ND,84BL-AB1-112BN,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"88.15950","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Yellow","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BL-AB1-112CN-ND,84BL-AB1-112CN,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"88.15950","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Green","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BL-AB1-113AN-ND,84BL-AB1-113AN,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"88.15950","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Red","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BL-AB2-113AN-ND,84BL-AB2-113AN,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"88.15950","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Red","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BL-AB2-113CN-ND,84BL-AB2-113CN,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"88.15950","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Green","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/84%20BL%20Series.pdf,-,84BL-AB1-113CN-ND,84BL-AB1-113CN,Grayhill Inc.,KEYPAD LEGEND,0,0,"88.15950","0","100","84BL","Active","Snap Dome","12","3 x 4","Illuminated - Green","Fixed","Rubber Overlay","Matrix","Telephone Format","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BLN-BB1-014A-ND,84BLN-BB1-014A,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"88.50340","0","100","84BL","Active","Snap Dome","16","4 x 4","Illuminated - Red","Fixed","Rubber Overlay","Matrix","Telephone Format, A ~ F","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","-"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/84B_Series.pdf,-,84B-AB2-022C-ND,84B-AB2-022C,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"88.80610","0","100","84B","Active","Snap Dome","12","3 x 4","Illuminated - Green","Interchangeable","Rubber Overlay","Matrix","Customizable (Sold Separate)","-","-","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/84B_Series.pdf,-,84B-AB1-022A-ND,84B-AB1-022A,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"89.74600","0","100","84B","Active","Snap Dome","12","3 x 4","Illuminated - Red","Interchangeable","Rubber Overlay","Matrix","Customizable (Sold Separate)","-","-","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/84B_Series.pdf,-,84B-AB2-022BN-ND,84B-AB2-022BN,Grayhill Inc.,SWITCH KEYPAD 12 KEY 0.01A 24V,0,0,"89.75010","0","100","84B","Active","Snap Dome","12","3 x 4","Illuminated - Yellow","Interchangeable","Rubber Overlay","Matrix","Customizable (Sold Separate)","-","-","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","Shielded"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BLN-BB1-014AN-ND,84BLN-BB1-014AN,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"89.85690","0","100","84BL","Active","Snap Dome","16","4 x 4","Illuminated - Red","Fixed","Rubber Overlay","Matrix","Telephone Format, A ~ F","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","-"
http://www.grayhill.com/assets/1/7/Keypads_84BL.pdf,-,84BLN-BB1-014DN-ND,84BLN-BB1-014DN,Grayhill Inc.,SWITCH KEYPAD 16 KEY 0.01A 24V,0,0,"89.85690","0","100","84BL","Active","Snap Dome","16","4 x 4","Illuminated - Orange","Fixed","Rubber Overlay","Matrix","Telephone Format, A ~ F","Translucent","Black","Panel Mount, Front","Pin Header","-","-","IP67 - Dust Tight, Waterproof","1.95 VDC","0.01A @ 24VDC","-"
