Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Actuator Type","Switch Function","Functions, Extra","Output","Voltage - Supply","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Contact Material","Contact Finish","Resistance","Mounting Type","Termination Style","Operating Temperature","Panel Cutout Dimensions","Ingress Protection","Features"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=163,-,4R292S1E3200-ND,4R292S1E3200,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT 1W,0,0,"189.69000","0","1","4000","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 23.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/Photos/APEM%20Comp%20Photos/3140SBL6475.jpg,1040-1133-ND,3140SBL6475,APEM Inc.,SWITCH JOYSTICK BALL TIP HALL,0,0,"192.42000","0","5","3000","Active","Joystick, 2 - Axis","Ball Tip","360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-25°C ~ 75°C","Circular - 39.00mm Dia","IP65 - Dust Tight, Water Resistant","Center Detect"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=110,-,9SA10SBL6500-ND,9SA10SBL6500,APEM Inc.,SWITCH JOYSTICK BALL INDUCTIVE,0,0,"193.05000","0","5","9000","Active","Joystick, 2 - Axis","Ball Tip","360° Directional","-","Analog (Inductive)","4.75 ~ 15VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 41.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF-44.jpg,1040-1109-ND,HF44Y10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"194.43000","0","1","HF","Active","Joystick, 2 - Axis","Joystick","2-Way Directional, 2-Way Rotational","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF-46.jpg,1040-1111-ND,HF46Y10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"194.43000","0","1","HF","Active","Joystick, 2 - Axis","Joystick","2-Way Directional, 2-Way Rotational","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=110,-,9MA50RQ6595-ND,9MA50RQ6595,APEM Inc.,SWITCH JOYSTICK INDUCTIVE,0,0,"195.04600","0","5","9000","Active","Joystick, 2 - Axis","Joystick","360° Directional","-","Analog (Inductive)","4.75 ~ 15VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 41.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/Photos/APEM%20Comp%20Photos/3140SBL6476.jpg,1040-1134-ND,3140SBL6476,APEM Inc.,SWITCH JOYSTICK BALL TIP HALL,0,0,"197.31000","0","5","3000","Active","Joystick, 2 - Axis","Ball Tip","360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-25°C ~ 75°C","Circular - 39.00mm Dia","IP65 - Dust Tight, Water Resistant","Center Detect"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=110,//media.digikey.com/Photos/CH%20Products/MFG_9sa10sq6500.jpg,9SA10SQ6500-ND,9SA10SQ6500,APEM Inc.,SWITCH JOYSTICK INDUCTIVE,0,0,"205.26000","0","5","9000","Active","Joystick, 2 - Axis","Joystick","360° Directional","-","Analog (Inductive)","4.75 ~ 15VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 41.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=110,//media.digikey.com/Photos/CH%20Products/9SA50AC6500.jpg,679-1413-ND,9SA50ABL6500,APEM Inc.,SWITCH JOYSTICK BALL INDUCTIVE,0,0,"208.56000","0","5","9000","Active","Joystick, 1 - Axis","Ball Tip","2-Way Directional","-","Analog (Inductive)","4.75 ~ 15VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 41.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,-,4P182F1BL5500-ND,4P182F1BL5500,APEM Inc.,JOYSTICK 5K,0,0,"218.51000","0","1","4000","Active","Joystick, 1 - Axis","Ball Tip","2-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 23.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_HFX-36S40.jpg,HFX-36S40-ND,HFX36S40,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"221.49000","0","1","HFX Series I","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Circular - 35.56mm Dia","IP65 - Dust Tight, Water Resistant","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HFX2-11S10.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HFX2-11S10.jpg,679-2269-ND,HFX2-11S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"222.92000","0","1","HFX Series II","Active","Joystick, 2 - Axis","Joystick","360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 46.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HFX2-10S10.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HFX2-10S10.jpg,679-2268-ND,HFX2-10S10,APEM Inc.,SWITCH JOYSTICK BALL TIP HALL,0,0,"225.92000","0","1","HFX Series II","Active","Joystick, 2 - Axis","Ball Tip","360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 46.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,//media.digikey.com/Photos/APEM%20Comp%20Photos/HF51S10.jpg,679-3652-ND,HF51S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"226.55000","0","1","HF","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP67 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1087,-,HF22S10-U-ND,HF22S10U,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"229.37000","0","1","HF","Active","Joystick, 2 - Axis","Joystick","360° Directional","1 Pushbutton","Digital (Hall Effect Over USB Interface)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-40°C ~ 70°C","Circular - 41.28mm Dia","IP68 - Dust Tight, Waterproof","-"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/81485_Dwg_RevD_5-20-03.pdf,//media.digikey.com/Photos/Honeywell%20Photos/81485-26-front.JPG,480-6340-ND,81485-26,Honeywell Sensing and Productivity Solutions,SWITCH JOYSTICK SHIFTER,0,0,"240.58500","0","4","-","Active","Joystick, 1 - Axis","Shifter","2-Way Directional, 3-Position Rotational","-","Digital (Mechanical Switch)","-","-","-","-","-","-","-","Chassis Mount","Connector","-","-","-","Forward, Neutral and Reverse"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=67,//media.digikey.com/Photos/APEM%20Comp%20Photos/3440SQ600.jpg,1040-1139-ND,3440SQ600,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"245.28000","0","1","3000","Active","Joystick, 2 - Axis","Joystick","360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-25°C ~ 75°C","Circular - 39.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=163,//media.digikey.com/Photos/APEM%20Comp%20Photos/4R28-2H1E-55-475.JPG,1040-1130-ND,4R282H1E55475,APEM Inc.,JOYSTICK 5K OHM 2 AXIS PNL MT 1W,0,0,"249.67600","0","5","4000","Active","Joystick, 2 - Axis","Joystick","4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 23.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=163,-,4P112S1E01113-ND,4P112S1E01113,APEM Inc.,JOYSTICK 10K OHM 1 AXIS PNL MT,0,0,"249.87000","0","5","4000","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","10 kOhms","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 23.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/Photos/APEM%20Comp%20Photos/HFX44S00.jpg,HFX-44S00-ND,HFX44S00,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,199,"250.05000","0","1","HFX Series I","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Connector","-40°C ~ 85°C","Circular - 35.56mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/Photos/APEM%20Comp%20Photos/3440SAT6476.jpg,1040-1138-ND,3440SAT6476,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"252.64600","0","5","3000","Active","Joystick, 2 - Axis","Joystick","360° Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-25°C ~ 75°C","Circular - 39.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=67,//media.digikey.com/Photos/APEM%20Comp%20Photos/3140SAK6475.jpg,1040-1136-ND,3140SAK6475,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"254.82000","0","1","3000","Active","Joystick, 2 - Axis","Joystick","360° Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-25°C ~ 75°C","Circular - 39.00mm Dia","IP65 - Dust Tight, Water Resistant","Center Detect"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=67,//media.digikey.com/Photos/APEM%20Comp%20Photos/3140SAR600.jpg,1040-1140-ND,3140SAR600,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"285.39000","0","5","3000","Active","Joystick, 2 - Axis","Joystick","360° Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-25°C ~ 75°C","Circular - 39.00mm Dia","IP65 - Dust Tight, Water Resistant","Center Detect"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20PDFs/50082626_Dwg.pdf,-,50082626-26-ND,50082626-26,Honeywell Sensing and Productivity Solutions,SWITCH JOYSTICK SHIFTER,0,0,"288.04667","0","3","-","Active","Joystick, 1 - Axis","Shifter","2-Way Directional, 4-Position Rotational","-","Digital (Mechanical Switch)","-","-","-","-","-","-","-","Chassis Mount","Connector","-","-","-","Forward, Neutral and Reverse"
-,-,HT22S10-ND,HT22S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"289.94000","0","1","HT","Active","Joystick, 2 - Axis","Joystick","360° Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-25°C ~ 70°C","Circular - 46.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HFX2-44S10.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HFX2-44S10.jpg,679-2271-ND,HFX2-44S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"293.45000","0","1","HFX Series II","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 46.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/Photos/APEM%20Comp%20Photos/3140SBB6475.jpg,1040-1137-ND,3140SBB6475,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"314.70000","0","5","3000","Active","Joystick, 2 - Axis","Joystick","360° Directional","3 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-25°C ~ 75°C","Circular - 39.00mm Dia","IP65 - Dust Tight, Water Resistant","Center Detect"
-,-,MS-10N00X000-ND,MS-10N00X000,APEM Inc.,SWITCH JOYSTICK BALL TIP HALL,0,0,"315.29000","0","1","HFX Series III","Active","Joystick, 1 - Axis","Ball Tip","2-Way Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 54.40mm Dia","IP68 - Dust Tight, Waterproof","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HFX2-45S10.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HFX2-45S10.jpg,679-2272-ND,HFX245S10,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"322.83000","0","1","HFX Series II","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","2 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 46.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=67,//media.digikey.com/Photos/APEM%20Comp%20Photos/3140SAQ600.jpg,1040-1141-ND,3140SAQ600,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"328.51600","0","5","3000","Active","Joystick, 2 - Axis","Joystick","360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads with Connector","-25°C ~ 75°C","Circular - 39.00mm Dia","IP65 - Dust Tight, Water Resistant","Center Detect"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/MS-23N00S000.pdf,//media.digikey.com/Photos/CH%20Products/MS-23N00S000.jpg,679-2275-ND,MS-23N00S000,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"337.50000","0","1","HFX Series III","Active","Joystick, 2 - Axis","Joystick","360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 54.40mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=97,//media.digikey.com/Photos/CH%20Products/M41L0Q1R.jpg,1040-1037-ND,M41L0Q1R,APEM Inc.,JOYSTICK 5K OHM 3 AXIS PNL MT,0,0,"354.56000","0","1","M","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","2 Pushbuttons","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Solder Lug","-25°C ~ 70°C","Circular - 39.70mm Dia","-","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/MS-10N00S000.pdf,//media.digikey.com/Photos/CH%20Products/MS-10N00S000.jpg,679-2274-ND,MS-10N00S000,APEM Inc.,SWITCH JOYSTICK BALL TIP HALL,0,0,"373.05000","0","1","HFX Series III","Active","Joystick, 2 - Axis","Ball Tip","360° Directional","-","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 54.40mm Dia","IP68 - Dust Tight, Waterproof","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=163,//media.digikey.com/Photos/APEM%20Comp%20Photos/MFG_4p382h1y0100.jpg,4P382H1Y0100-ND,4P382H1Y0100,APEM Inc.,JOYSTICK 5K OHM 3 AXIS PNL MT 1W,0,0,"393.99000","0","1","4000","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 23.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=163,-,4R382S1Y5500-ND,4R382S1Y5500,APEM Inc.,JOYSTICK 5K OHM 3 AXIS PNL MT 1W,0,0,"400.85000","0","1","4000","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","5 kOhms","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 23.00mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,-,CJ3509-ND,CJ3509,APEM Inc.,JOYSTICK HALL 2AXIS 3 BUTTONS,0,0,"421.29800","0","10","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/APEM%20Components%20PDFs/HG-1000S000-U.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/HG-1000S000-U.jpg,679-2508-ND,HG-1000S000-U,APEM Inc.,SWITCH JOYSTICK BALL TIP HALL,0,0,"465.33000","0","1","HG","Active","Joystick, 2 - Axis","Ball Tip","360° Directional","-","Digital (Hall Effect Over USB Interface)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-25°C ~ 70°C","Circular - 71.40mm Dia","IP65 - Dust Tight, Water Resistant","-"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/MS-54W00S000.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/MS-54W00S000.jpg,679-2277-ND,MS-54W00S000,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"477.86000","0","1","HFX Series III","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","2 Pushbuttons","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","Circular - 54.40mm Dia","IP68 - Dust Tight, Waterproof","-"
-,-,HG-4400S002-CE-ND,HG-4400S002-CE,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"489.68000","0","1","HG","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","-","Digital (Hall Effect Over CANbus Interface)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-25°C ~ 70°C","Circular - 71.40mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,-,HG-440IS002-CE-2090-ND,HG-440IS002-CE-2090,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"489.68000","0","1","HG","Active","Joystick, 3 - Axis","Joystick","2-Way Rotational, 360° Directional","Index Trigger","Digital (Hall Effect Over CANbus Interface)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-25°C ~ 70°C","Circular - 71.40mm Dia","IP65 - Dust Tight, Water Resistant","-"
//media.digikey.com/pdf/Data%20Sheets/APEM%20Components%20PDFs/THX-32N1001D0.pdf,//media.digikey.com/Photos/APEM%20Comp%20Photos/THX-32N1001D0.jpg,679-2506-ND,THX-32N1001D0,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"593.61000","0","1","THX","Active","Joystick, 1 - Axis","Joystick","2-Way Directional","1 Pushbutton","Analog (Hall Effect)","5VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-40°C ~ 85°C","-","-","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=110,//media.digikey.com/Photos/CH%20Products/9SW40RP6559.jpg,679-1415-ND,9SW40RP6559,APEM Inc.,SWITCH JOYSTICK INDUCTIVE,0,19,"656.14600","0","5","9000","Active","Joystick, 3 - Axis","Joystick","360° Directional","1 Pushbutton","Analog (Inductive)","4.75 ~ 15VDC","-","-","-","-","-","-","Panel Mount","Wire Leads","-20°C ~ 55°C","Circular - 41.00mm Dia","IP65 - Dust Tight, Water Resistant","Center Detect"
//media.digikey.com/PDF/Data%20Sheets/APEM%20Components%20PDFs/HG-3340S000-U.pdf,//media.digikey.com/photos/APEM%20Comp%20Photos/HG-3340S000-U.jpg,679-2281-ND,HG-3340S000-U,APEM Inc.,SWITCH JOYSTICK HALL EFFECT,0,0,"685.20000","0","1","HG","Active","Joystick, 2 - Axis","Joystick","360° Directional","4 Pushbuttons","Digital (Hall Effect Over USB Interface)","5VDC","-","-","-","-","-","-","Panel Mount","Cable with Connector","-25°C ~ 70°C","Circular - 71.40mm Dia","IP65 - Dust Tight, Water Resistant","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_311110004.jpg,311110004-ND,311110004,"Seeed Technology Co., Ltd",SWITCH NAVIGATION 50MA 12V,0,0,"2.04000","0","30","-","Active","Navigation Switch, 2 - Axis","Plunger for Cap","4-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","50mA (DC)","-","12V","-","-","-","Through Hole","PC Pin","-30°C ~ 85°C","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_311110005.jpg,311110005-ND,311110005,"Seeed Technology Co., Ltd",JOYSTICK 10K OHM 2 AXIS TH,0,0,"3.97800","0","10","-","Active","Joystick, 2 - Axis","Joystick","4-Way Directional, Center Select","-","Analog (Resistive)","-","-","-","-","-","-","10 kOhms","Through Hole","PC Pin","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3103_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3103.jpg,1528-1726-ND,3103,Adafruit Industries LLC,JOYSTICK 10K OHM 2 AXIS PNL MT,0,0,"4.95000","0","1","-","Active","Thumbstick, 2 - Axis","Puck","4-Way Directional","-","Analog (Resistive)","-","-","-","-","-","-","10 kOhms","Panel Mount","Flex Cable","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/480_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_480.JPG,1528-2311-ND,480,Adafruit Industries LLC,SMALL ARCADE JOYSTICK,0,0,"14.95000","0","1","-","Active","Joystick, 2 - Axis","Ball Tip","8-Way Directional","-","Digital (Mechanical Switch)","-","-","-","-","-","-","-","Panel Mount","Wire Leads","-","-","-","Arcade Style"
//media.digikey.com/pdf/Data%20Sheets/CTS%20Corporation%20PDFs/252_Series.pdf,//media.digikey.com/photos/CTS%20Photos/252A103B60NA.jpg,252A103B60NA-ND,252A103B60NA,CTS Electrocomponents,JOYSTICK 10K OHM 2 AXIS TH,0,0,"Obsolete","0","200","252","Obsolete","Joystick, 2 - Axis","Joystick","360° Directional","-","Analog (Resistive)","-","-","50V","5V","-","-","10 kOhms","Through Hole","PC Pin","-10°C ~ 70°C","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/CTS%20Corporation%20PDFs/252_Series.pdf,//media.digikey.com/photos/CTS%20Photos/252A103B60NB.jpg,252A103B60NB-ND,252A103B60NB,CTS Electrocomponents,JOYSTICK 10K OHM 2 AXIS TH,0,0,"Obsolete","0","200","252","Obsolete","Joystick, 2 - Axis","Joystick","360° Directional, Center Select","-","Analog (Resistive)","-","-","50V","5V","-","-","10 kOhms","Through Hole","PC Pin","-10°C ~ 70°C","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/CTS%20Corporation%20PDFs/252_Series.pdf,//media.digikey.com/photos/CTS%20Photos/252A104B60NA.jpg,252A104B60NA-ND,252A104B60NA,CTS Electrocomponents,JOYSTICK 100K OHM 2 AXIS TH,0,0,"Obsolete","0","200","252","Obsolete","Joystick, 2 - Axis","Joystick","360° Directional","-","Analog (Resistive)","-","-","50V","5V","-","-","100 kOhms","Through Hole","PC Pin","-10°C ~ 70°C","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/CTS%20Corporation%20PDFs/252_Series.pdf,//media.digikey.com/photos/CTS%20Photos/252A104B60NB.jpg,252A104B60NB-ND,252A104B60NB,CTS Electrocomponents,JOYSTICK 100K OHM 2 AXIS TH,0,0,"Obsolete","0","200","252","Obsolete","Joystick, 2 - Axis","Joystick","360° Directional, Center Select","-","Analog (Resistive)","-","-","50V","5V","-","-","100 kOhms","Through Hole","PC Pin","-10°C ~ 70°C","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/C&K/TPA%20Series.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/TPA513GLFG,%20TPA413GLFG.jpg",401-1129-2-ND,TPA413GLFG,C&K,SWITCH NAVIGATION 10MA 24V,0,0,"Obsolete","0","10000","TPA","Obsolete","Navigation Switch, 2 - Axis","Plunger for Cap","4-Way Directional","-","Digital (Mechanical Switch)","-","10mA (DC)","-","24V","-","Gold","-","Surface Mount","Gull Wing","-40°C ~ 110°C","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/C&K/TPA%20Series.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/TPA513GLFG,%20TPA413GLFG.jpg",401-1129-1-ND,TPA413GLFG,C&K,SWITCH NAVIGATION 10MA 24V,0,0,"Obsolete","0","1","TPA","Obsolete","Navigation Switch, 2 - Axis","Plunger for Cap","4-Way Directional","-","Digital (Mechanical Switch)","-","10mA (DC)","-","24V","-","Gold","-","Surface Mount","Gull Wing","-40°C ~ 110°C","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/C&K/TPA%20Series.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/TPA511GLF.jpg,401-1130-2-ND,TPA511GLFS,C&K,SWITCH NAVIGATION 50MA 24V,0,0,"Obsolete","0","1000","TPA","Obsolete","Navigation Switch, 2 - Axis","Plunger for Cap","4-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","50mA (DC)","-","24V","-","Silver","-","Surface Mount","Gull Wing","-40°C ~ 85°C","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/C&K/TPA%20Series.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/TPA511GLF.jpg,401-1130-1-ND,TPA511GLFS,C&K,SWITCH NAVIGATION 50MA 24V,0,0,"Obsolete","0","1","TPA","Obsolete","Navigation Switch, 2 - Axis","Plunger for Cap","4-Way Directional, Center Select","-","Digital (Mechanical Switch)","-","50mA (DC)","-","24V","-","Silver","-","Surface Mount","Gull Wing","-40°C ~ 85°C","-","-","-"
