Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Circuit","Number of Positions","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Illumination","Illumination Type, Color","Illumination Voltage (Nominal)","Mounting Type","Termination Style","Panel Cutout Dimensions","Ingress Protection","Features","Operating Temperature"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TYA-G102-YA-ND,A22NW-2RM-TYA-G102-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TYA-G202-YA-ND,A22NW-2RM-TYA-G202-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TAA-G101-AA-ND,A22NW-2BL-TAA-G101-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TAA-G102-AA-ND,A22NW-2BL-TAA-G102-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TAA-G202-AA-ND,A22NW-2BL-TAA-G202-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TGA-G101-GA-ND,A22NW-2BL-TGA-G101-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TGA-G102-GA-ND,A22NW-2BL-TGA-G102-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TGA-G202-GA-ND,A22NW-2BL-TGA-G202-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TRA-G101-RA-ND,A22NW-2BL-TRA-G101-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TRA-G102-RA-ND,A22NW-2BL-TRA-G102-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TRA-G202-RA-ND,A22NW-2BL-TRA-G202-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TYA-G101-YA-ND,A22NW-2BL-TYA-G101-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TYA-G102-YA-ND,A22NW-2BL-TYA-G102-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TYA-G202-YA-ND,A22NW-2BL-TYA-G202-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TAA-G101-AA-ND,A22NW-2ML-TAA-G101-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TAA-G102-AA-ND,A22NW-2ML-TAA-G102-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TAA-G202-AA-ND,A22NW-2ML-TAA-G202-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TGA-G101-GA-ND,A22NW-2ML-TGA-G101-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TGA-G102-GA-ND,A22NW-2ML-TGA-G102-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TGA-G202-GA-ND,A22NW-2ML-TGA-G202-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TRA-G101-RA-ND,A22NW-2ML-TRA-G101-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TRA-G102-RA-ND,A22NW-2ML-TRA-G102-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TRA-G202-RA-ND,A22NW-2ML-TRA-G202-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TYA-G101-YA-ND,A22NW-2ML-TYA-G101-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TYA-G102-YA-ND,A22NW-2ML-TYA-G102-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TYA-G202-YA-ND,A22NW-2ML-TYA-G202-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TAA-G101-AA-ND,A22NW-2MM-TAA-G101-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TAA-G102-AA-ND,A22NW-2MM-TAA-G102-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TAA-G202-AA-ND,A22NW-2MM-TAA-G202-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TGA-G101-GA-ND,A22NW-2MM-TGA-G101-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TGA-G102-GA-ND,A22NW-2MM-TGA-G102-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TGA-G202-GA-ND,A22NW-2MM-TGA-G202-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TRA-G101-RA-ND,A22NW-2MM-TRA-G101-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TRA-G102-RA-ND,A22NW-2MM-TRA-G102-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TRA-G202-RA-ND,A22NW-2MM-TRA-G202-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TYA-G101-YA-ND,A22NW-2MM-TYA-G101-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TYA-G102-YA-ND,A22NW-2MM-TYA-G102-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TYA-G202-YA-ND,A22NW-2MM-TYA-G202-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G002-AD-ND,A22NW-2BM-TAA-G002-AD,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"25.71000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G100-AD-ND,A22NW-2BM-TAA-G100-AD,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"25.71000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G002-GD-ND,A22NW-2BM-TGA-G002-GD,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"25.71000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G100-GD-ND,A22NW-2BM-TGA-G100-GD,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"25.71000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G002-RD-ND,A22NW-2BM-TRA-G002-RD,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"25.71000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G100-RD-ND,A22NW-2BM-TRA-G100-RD,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"25.71000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G002-YD-ND,A22NW-2BM-TYA-G002-YD,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"25.71000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G100-YD-ND,A22NW-2BM-TYA-G100-YD,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"25.71000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","100 ~ 120 VAC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TAA-G101-AB-ND,A22NW-2RL-TAA-G101-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
