Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Color","Style","Voltage - Input","Current - Input","Voltage - Output","Current - Output","Turn On Time","Turn Off Time","Features"
-,-,G3TA-IAZR02SAC100-240-ND,G3TA-IAZR02S AC100-240,Omron Automation and Safety,AC INPUT MODULE 100-240V,0,4102,"32.17000","0","1","G3TA","Active","AC Input Module","Red","QC","100 ~ 240VAC","5mA","4 ~ 32VDC","25mA","20ms","20ms","Status LED(s)"
http://www.crydom.com/en/products/catalog/m_output_modules.pdf,-,646-MODC5F-ND,MODC5F,Sensata-Crydom,DC OUTPUT MODULE 3A,0,0,"33.84000","0","25","M","Active","DC Output Module","Red","Mini","5VDC","18mA","3 ~ 60VDC","3A","0.025ms","0.05ms","-"
"//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/IAC,%20(S)MIAC,%20X4IAC%20Series.pdf",//media.digikey.com/Photos/Crydom%20Photos/MFG_IAC24.jpg,CC1210-ND,IAC15,Sensata-Crydom,AC INPUT MODULE 120V,0,0,"33.95040","0","25","IAC","Not For New Designs","AC Input Module","Yellow","Standard","120VAC","10mA","15VDC","16mA","20ms","30ms","Hold Down Screw"
"//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/IDC,%20(S)MIDC,%20X4IDC%20Series.pdf",//media.digikey.com/Photos/Crydom%20Photos/MFG_IDC24.jpg,CC1211-ND,IDC15,Sensata-Crydom,DC INPUT MODULE 24V,0,0,"33.95040","0","25","IDC","Not For New Designs","DC Input Module","White","Standard","24VDC","16mA","15VDC","16mA","1ms","1ms","Hold Down Screw"
http://www.crydom.com/en/products/catalog/standard_input.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_IAC24.jpg,CC1214-ND,IAC24,Sensata-Crydom,AC INPUT MODULE 120V,0,0,"33.95040","0","25","IAC","Not For New Designs","AC Input Module","Yellow","Standard","120VAC","6mA","24VDC","16mA","20ms","20ms","Hold Down Screw"
http://www.crydom.com/en/products/catalog/standard_input.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_IDC24.jpg,CC1215-ND,IDC24,Sensata-Crydom,DC INPUT MODULE 24V,0,0,"33.95040","0","25","IDC","Not For New Designs","DC Input Module","White","Standard","24VDC","34mA","24VDC","16mA","1ms","1ms","Hold Down Screw"
"//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/IDC,%20(S)MIDC,%20X4IDC%20Series.pdf","//media.digikey.com/photos/Crydom%20Photos/MIDC-5,%20MIDC-24.jpg",CC1227-ND,M-IDC24,Sensata-Crydom,DC INPUT MODULE 24V,0,0,"33.95040","0","25","M","Not For New Designs","DC Input Module","White","Mini","24VDC","34mA","24VDC","16mA","1ms","1ms","-"
http://www.crydom.com/en/products/catalog/standard_output.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_OAC24.jpg,CC1212-ND,OAC15,Sensata-Crydom,AC OUTPUT MODULE 3A,0,0,"34.95000","0","25","OAC","Not For New Designs","AC Output Module","Black","Standard","15VDC","20mA","12 ~ 140VAC","3A","1/2 Cycle","1/2 Cycle","Hold Down Screw"
http://www.crydom.com/en/products/catalog/m_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_M-OAC24.jpg,CC1228-ND,M-OAC24,Sensata-Crydom,AC OUTPUT MODULE 3.5A,0,0,"34.95000","0","25","M","Not For New Designs","AC Output Module","Black","Mini","24VDC","13mA","12 ~ 140VAC","3.5A","8.33ms","8.33ms","-"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3tb.pdf,-,G3TB-IAZR02P-USAC100-240-ND,G3TB-IAZR02P-US AC100-240,Omron Automation and Safety,AC INPUT MODULE 100-240V,0,0,"36.98000","0","1","G3TB","Active","AC Input Module","Yellow","Mini","100 ~ 240VAC","5mA","4 ~ 32VDC","25mA","20ms","20ms","Status LED(s)"
http://www.crydom.com/en/products/catalog/m_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_M-ODC15.jpg,MODC5MC-ND,M-ODC5M-C,Sensata-Crydom,DC OUTPUT MODULE 5A,0,0,"37.49400","0","25","M","Active","DC Output Module","Red","Mini","5VDC","18mA","1 ~ 100VDC","5A","1ms","0.05ms","-"
http://www.crydom.com/en/products/catalog/m_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_M-ODC15.jpg,MODC5ML-ND,M-ODC5M-L,Sensata-Crydom,DC OUTPUT MODULE 1A,0,0,"37.49400","0","25","M","Active","DC Output Module","Red","Mini","5VDC","18mA","1 ~ 50VDC","1A","1ms","0.05ms","-"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,-,70L-OAC-L-ND,70L-OAC-L,Grayhill Inc.,AC OUTPUT MODULE 2A,0,7,"38.16000","0","1","70","Active","AC Output Module","Gray","OpenLine®","5VDC","7mA","24 ~ 140VAC","2A","8.33ms","8.33ms","2 Channel, Fused, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,-,GH3053-ND,70L-OAC,Grayhill Inc.,AC OUTPUT MODULE 2A,0,9,"38.18000","0","1","70","Active","AC Output Module","Gray","OpenLine®","5VDC","7mA","24 ~ 140VAC","2A","8.33ms","8.33ms","2 Channel, Fused, Status LED(s)"
https://industrial.omron.us/en/media/G3R_I-O_Datasheet_J25I-E-01_tcm849-113244.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/SOLID%20STATE%20RELAY%20FIG5%20TO61-1483.jpg,G3R-OD201SN-UTUDC5-24-ND,G3R-OD201SN-UTU DC5-24,Omron Automation and Safety,DC OUTPUT MODULE 1.5A,0,0,"38.81000","0","1","G3R-I/O","Active","DC Output Module","Black","QC","5 ~ 24VDC","8mA","40 ~ 200VDC","1.5A","1ms","2ms","Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_AC_Output.pdf,-,GH3054-ND,70L-OACA,Grayhill Inc.,AC OUTPUT MODULE 2A,0,3,"38.87000","0","1","70","Active","AC Output Module","Gray","OpenLine®","5VDC","7mA","24 ~ 280VAC","2A","8.33ms","8.33ms","2 Channel, Fused, Status LED(s)"
//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/6411%206412%206421.pdf,"//media.digikey.com/photos/Crydom%20Photos/6412,%206421.jpg",6451-ND,6451,Sensata-Crydom,AC OUTPUT MODULE 3.5A,0,0,"39.07800","0","25","6","Active","AC Output Module","Black","Standard","15VDC","25mA","12 ~ 140VAC","3.5A","1/2 Cycle","1/2 Cycle","Hold Down Screw"
"//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/ODC,%20(S)MODC,%20X4ODC%20Series.pdf",//media.digikey.com/Photos/Crydom%20Photos/MFG_ODC24.jpg,CC1213-ND,ODC15,Sensata-Crydom,DC OUTPUT MODULE 3A,0,0,"39.71040","0","25","ODC","Not For New Designs","DC Output Module","Red","Standard","15VDC","20mA","3 ~ 60VDC","3A","0.05ms","0.10ms","Hold Down Screw"
//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/6411%206412%206421.pdf,"//media.digikey.com/photos/Crydom%20Photos/6412,%206421.jpg",6442CC-ND,6442,Sensata-Crydom,AC OUTPUT MODULE 3.5A,0,0,"40.51800","0","25","6","Active","AC Output Module","Black","Standard","15VDC","25mA","24 ~ 280VAC","3.5A","1/2 Cycle","1/2 Cycle","Hold Down Screw"
-,-,SLI12CR-ND,SLI12CR,Weidmüller,DC INPUT MODULE 12V,0,0,"41.17000","0","1","DELCON","Active","DC Input Module","White","G5","12VDC","7.5mA","0 ~ 60VDC","50mA","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLI24CR-ND,SLI24CR,Weidmüller,DC INPUT MODULE 24V,0,0,"41.17000","0","1","DELCON","Active","DC Input Module","White","G5","24VDC","7mA","0 ~ 60VDC","50mA","0.30ms","0.50ms","Hold Down Screw, Status LED(s)"
-,-,SLI48CR-ND,SLI48CR,Weidmüller,DC INPUT MODULE 48V,0,0,"41.17000","0","1","DELCON","Active","DC Input Module","White","G5","48VDC","7mA","0 ~ 60VDC","50mA","0.30ms","0.50ms","Hold Down Screw, Status LED(s)"
-,-,SLI24CRL-ND,SLI24CRL,Weidmüller,DC INPUT MODULE 24V,0,0,"42.01000","0","1","DELCON","Active","DC Input Module","White","G5","24VDC","15mA","0 ~ 60VDC","50mA","0.30ms","0.50ms","Hold Down Screw, Status LED(s)"
http://www.crydom.com/en/products/catalog/m_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_M-ODC15.jpg,MODC5MA-ND,M-ODC5M-A,Sensata-Crydom,DC OUTPUT MODULE 3A,0,0,"42.08400","0","25","M","Active","DC Output Module","Red","Mini","5VDC","18mA","1 ~ 200VDC","3A","1ms","0.05ms","-"
//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/6411%206412%206421.pdf,"//media.digikey.com/photos/Crydom%20Photos/6412,%206421.jpg",6452-ND,6452,Sensata-Crydom,AC OUTPUT MODULE 3.5A,0,0,"42.37200","0","25","6","Active","AC Output Module","Black","Standard","15VDC","25mA","24 ~ 280VAC","3.5A","1/2 Cycle","1/2 Cycle","Hold Down Screw"
http://www.crydom.com/en/products/catalog/m_output_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_M-OAC24.jpg,646-MOAC5AR-ND,M-OAC5AR,Sensata-Crydom,AC OUTPUT MODULE 3.5A,0,0,"43.10000","0","25","M","Active","AC Output Module","Black","Mini","5VDC","20mA","24 ~ 280VAC","3.5A","0.10ms","8.33ms","-"
http://www.crydom.com/en/products/catalog/standard_output.pdf,-,OAC24RN-ND,OAC24RN,Sensata-Crydom,AC OUTPUT MODULE 3.5A,0,0,"43.10000","0","25","OAC","Not For New Designs","AC Output Module","Black","Standard","24VDC","13mA","12 ~ 140VAC","3.5A","0.10ms","8.33ms","Hold Down Screw"
-,-,SLI24CRF-ND,SLI24CRF,Weidmüller,DC INPUT MODULE 24V,0,0,"45.89000","0","1","DELCON","Active","DC Input Module","White","G5","24VDC","8mA","0 ~ 60VDC","50mA","0.005ms","0.020ms","Hold Down Screw, Status LED(s)"
-,-,SLI120CR-ND,SLI120CR,Weidmüller,AC INPUT MODULE 120V,0,8,"47.32000","0","1","DELCON","Active","AC Input Module","Yellow","G5","120VAC","7mA","0 ~ 60VDC","50mA","50ms","50ms","Hold Down Screw, Status LED(s)"
-,-,SLI125CR-ND,SLI125CR,Weidmüller,DC INPUT MODULE 125V,0,0,"47.32000","0","1","DELCON","Active","DC Input Module","White","G5","125VDC","4.2mA","0 ~ 60VDC","50mA","0.50ms","0.50ms","Hold Down Screw, Status LED(s)"
-,-,SLI25CR-ND,SLI25CR,Weidmüller,AC INPUT MODULE 24V,0,7,"47.32000","0","1","DELCON","Active","AC Input Module","Yellow","G5","24VAC","15mA","0 ~ 60VDC","50mA","20ms","60ms","Hold Down Screw, Status LED(s)"
-,-,SLI250CR-ND,SLI250CR,Weidmüller,DC INPUT MODULE 250V,0,20,"47.32000","0","1","DELCON","Active","DC Input Module","White","G5","250VDC","4mA","0 ~ 60VDC","50mA","0.50ms","0.50ms","Hold Down Screw, Status LED(s)"
-,-,SLI49CR-ND,SLI49CR,Weidmüller,AC INPUT MODULE 48V,0,0,"47.32000","0","1","DELCON","Active","AC Input Module","Yellow","G5","48VAC","-","0 ~ 60VDC","50mA","-","-","Hold Down Screw, Status LED(s)"
-,-,SLO12CR-ND,SLO12CR,Weidmüller,DC OUTPUT MODULE 3A,0,0,"47.59000","0","1","DELCON","Active","DC Output Module","Red","G5","12VDC","15mA","0 ~ 60VDC","3A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLO24CR-ND,SLO24CR,Weidmüller,DC OUTPUT MODULE 3A,0,3,"47.59000","0","1","DELCON","Active","DC Output Module","Red","G5","24VDC","15mA","0 ~ 60VDC","3A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLO5CR-ND,SLO5CR,Weidmüller,DC OUTPUT MODULE 3A,0,0,"47.59000","0","1","DELCON","Active","DC Output Module","Red","G5","5VDC","15mA","0 ~ 60VDC","3A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLI230CR-ND,SLI230CR,Weidmüller,AC INPUT MODULE 230V,0,0,"47.76000","0","1","DELCON","Active","AC Input Module","Yellow","G5","230VAC","6mA","0 ~ 60VDC","50mA","50ms","50ms","Hold Down Screw, Status LED(s)"
http://www.grayhill.com/assets/1/7/IO_Mod_DC_Output.pdf,//media.digikey.com/Photos/Grayhill%20Photos/70L-ODC.JPG,GH3056-ND,70L-ODCA,Grayhill Inc.,DC OUTPUT MODULE 2A,0,3,"48.64000","0","1","70","Active","DC Output Module","Gray","OpenLine®","5VDC","7mA","4 ~ 200VDC","2A","0.075ms","0.75ms","2 Channel, Fused, Status LED(s)"
-,-,SLI120CRP-ND,SLI120CRP,Weidmüller,AC INPUT MODULE 120V,0,8,"49.00000","0","1","DELCON","Active","AC Input Module","Yellow","G5","120VAC","8mA","0 ~ 60VDC","50mA","20ms","40ms","Hold Down Screw, Status LED(s)"
-,-,SLI230CRP-ND,SLI230CRP,Weidmüller,AC INPUT MODULE 230V,0,0,"49.34000","0","1","DELCON","Active","AC Input Module","Yellow","G5","230VAC","7.5mA","0 ~ 60VDC","50mA","40ms","40ms","Hold Down Screw, Status LED(s)"
-,-,SRO24B-ND,SRO24B,Weidmüller,AC OUTPUT MODULE 3A,0,0,"50.02000","0","1","DELCON","Active","AC Output Module","Black","G5","24VDC","-","240VAC","3A","-","-","Hold Down Screw, Status LED(s)"
-,-,SRO24M-ND,SRO24M,Weidmüller,AC OUTPUT MODULE 6A,0,0,"50.02000","0","1","DELCON","Active","AC Output Module","Black","G5","24VDC","-","240VAC","6A","-","-","Hold Down Screw, Status LED(s)"
-,-,SLO5TR-ND,SLO5TR,Weidmüller,AC OUTPUT MODULE 3A,0,0,"50.02000","0","1","DELCON","Active","AC Output Module","Black","G5","5VDC","17mA","0 ~ 240VAC","3A","0.50ms","11ms","Hold Down Screw, Status LED(s)"
-,-,SLO12TR-ND,SLO12TR,Weidmüller,AC OUTPUT MODULE 3A,0,0,"50.04000","0","1","DELCON","Active","AC Output Module","Black","G5","12VDC","17mA","0 ~ 240VAC","3A","0.50ms","11ms","Hold Down Screw, Status LED(s)"
http://www.crouzet-ssr.com/english/products/download/dr_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR-IAC24.jpg,646-1217-ND,DRIAC5A,Sensata-Crydom,AC INPUT MODULE 240V,0,0,"50.29000","0","10","DR","Active","AC Input Module","Yellow","DIN Rail Mount","240VAC","5mA","5VDC","28mA","20ms","30ms","Status LED(s)"
http://www.crouzet-ssr.com/english/products/download/dr_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR-IDC24.jpg,DRIDC24A-ND,DRIDC24A,Sensata-Crydom,DC INPUT MODULE 10-48V,0,0,"51.92000","0","10","DR","Active","DC Input Module","White","DIN Rail Mount","10 ~ 48VDC","34mA","24VDC","28mA","1ms","1ms","Status LED(s)"
-,-,SLI120CH-ND,SLI120CH,Weidmüller,AC INPUT MODULE 120V,0,0,"52.67000","0","1","DELCON","Active","AC Input Module","Yellow","G5","120VAC","-","0 ~ 60VDC","100mA","-","-","Hold Down Screw, Status LED(s)"
-,-,SLI125CH-ND,SLI125CH,Weidmüller,DC INPUT MODULE 125V,0,0,"52.67000","0","1","DELCON","Active","DC Input Module","White","G5","125VDC","4.2mA","0 ~ 60VDC","50mA","0.50ms","0.50ms","Hold Down Screw, Status LED(s)"
-,-,SLI230CH-ND,SLI230CH,Weidmüller,AC INPUT MODULE 230V,0,0,"52.67000","0","1","DELCON","Active","AC Input Module","Yellow","G5","230VAC","6mA","0 ~ 60VDC","50mA","50ms","50ms","Hold Down Screw, Status LED(s)"
-,-,SLI250CH-ND,SLI250CH,Weidmüller,DC INPUT MODULE 250V,0,0,"52.67000","0","1","DELCON","Active","DC Input Module","White","G5","250VDC","4mA","0 ~ 60VDC","50mA","0.50ms","0.50ms","Hold Down Screw, Status LED(s)"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g3tb.pdf,-,G3TB-OD201P-USDC5-24-ND,G3TB-OD201P-US DC5-24,Omron Automation and Safety,DC OUTPUT MODULE 1.5A,0,0,"53.87000","0","1","G3TB","Active","DC Output Module","Red","Mini","5 ~ 24VDC","5mA","40 ~ 200VDC","1.5A","0.50ms","2ms","Status LED(s)"
http://www.ia.omron.com/data_pdf/cat/g3ta_ds_e_4_3_csm174.pdf,-,G3TA-OD201SDC24-ND,G3TA-OD201S DC24,Omron Automation and Safety,DC OUTPUT MODULE 1A,0,37,"54.05000","0","1","G3TA","Active","DC Output Module","Black","QC","24VDC","-","40 ~ 200VDC","1A","2ms","2ms","Status LED(s)"
//media.digikey.com/pdf/Data%20Sheets/Crydom%20PDFs/6411%206412%206421.pdf,"//media.digikey.com/photos/Crydom%20Photos/6412,%206421.jpg",6422-ND,6422,Sensata-Crydom,AC OUTPUT MODULE 3.5A,0,0,"55.02020","0","50","6","Not For New Designs","AC Output Module","Black","Standard","5VDC","20mA","24 ~ 280VAC","3.5A","1/2 Cycle","1/2 Cycle","Hold Down Screw"
-,-,SLOA120TR-ND,SLOA120TR,Weidmüller,AC OUTPUT MODULE 1A,0,0,"55.31000","0","1","DELCON","Active","AC Output Module","Black","G5","120VAC","-","0 ~ 240VAC","1A","-","-","Hold Down Screw, Status LED(s)"
-,-,SLOP120TR-ND,SLOP120TR,Weidmüller,AC OUTPUT MODULE 3A,0,0,"55.31000","0","1","DELCON","Active","AC Output Module","Black","G5","120VAC","6mA","0 ~ 240VAC","3A","10ms","20ms","Hold Down Screw, Status LED(s)"
-,-,SLOP230TR-ND,SLOP230TR,Weidmüller,AC OUTPUT MODULE 1.5A,0,0,"55.31000","0","1","DELCON","Active","AC Output Module","Black","G5","230VAC","6mA","0 ~ 240VAC","1.5A","10ms","20ms","Hold Down Screw, Status LED(s)"
-,-,SLOA230TR-ND,SLOA230TR,Weidmüller,AC OUTPUT MODULE 1A,0,0,"55.31000","0","1","DELCON","Active","AC Output Module","Black","G5","230VAC","-","0 ~ 240VAC","1A","-","-","Hold Down Screw, Status LED(s)"
http://www.crydom.com/en/products/catalog/g_ms_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_84115501.jpg,646-1201-ND,84115502,Sensata-Crydom,AC INPUT MODULE 240V,0,0,"55.41000","0","10","17.5MM","Not For New Designs","AC Input Module","Yellow","DIN Rail Mount","240VAC","5mA","4.5 ~ 30VDC","32mA","20ms","20ms","Status LED(s)"
-,-,SLO24TRA-ND,SLO24TRA,Weidmüller,AC OUTPUT MODULE 2.5A,0,0,"56.68000","0","1","DELCON","Active","AC Output Module","Black","G5","24VDC","17mA","0 ~ 415VAC","2.5A","0.50ms","11ms","Hold Down Screw, Status LED(s)"
http://www.crydom.com/en/Products/Catalog/dr_input_modules.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DR-IAC24.jpg,DR-IAC5E-ND,DR-IAC5E,Sensata-Crydom,AC INPUT MODULE 24V,0,0,"57.56000","0","10","DR","Not For New Designs","AC Input Module","Yellow","DIN Rail Mount","24VAC","-","5VDC","28mA","20ms","30ms","Status LED(s)"
-,-,SLO24TH-ND,SLO24TH,Weidmüller,AC OUTPUT MODULE 3A,0,0,"59.19000","0","1","DELCON","Active","AC Output Module","Black","G5","24VDC","-","0 ~ 240VAC","3A","-","-","Hold Down Screw, Status LED(s)"
-,-,SLO12CRX-ND,SLO12CRX,Weidmüller,DC OUTPUT MODULE 10A,0,0,"61.93000","0","1","DELCON","Active","DC Output Module","Red","G5","12VDC","15mA","0 ~ 24VDC","10A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLO24CRX-ND,SLO24CRX,Weidmüller,DC OUTPUT MODULE 10A,0,0,"61.93000","0","1","DELCON","Active","DC Output Module","Red","G5","24VDC","15mA","0 ~ 24VDC","10A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLO5CRX-ND,SLO5CRX,Weidmüller,DC OUTPUT MODULE 10A,0,0,"61.93000","0","1","DELCON","Active","DC Output Module","Red","G5","5VDC","15mA","0 ~ 24VDC","10A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLI120CRSN-ND,SLI120CRSN,Weidmüller,AC INPUT MODULE 120V,0,0,"62.05000","0","1","DELCON","Active","AC Input Module","Yellow","G5","120VAC","7mA","0 ~ 60VDC","50mA","50ms","50ms","Hold Down Screw, Status LED(s)"
-,-,SLO24CRSN-ND,SLO24CRSN,Weidmüller,DC OUTPUT MODULE 3A,0,0,"62.05000","0","1","DELCON","Active","DC Output Module","Red","G5","24VDC","15mA","0 ~ 60VDC","3A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLO12CRA-ND,SLO12CRA,Weidmüller,DC OUTPUT MODULE 1.8A,0,0,"62.72000","0","1","DELCON","Active","DC Output Module","Red","G5","12VDC","15mA","0 ~ 250VDC","1.8A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLO24IRA-ND,SLO24IRA,Weidmüller,AC/DC OUTPUT MODULE 1.8A,0,0,"62.72000","0","1","DELCON","Active","AC/DC Output Module","Black","G5","24VDC","15mA","0 ~ 240VAC/DC","1.8A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLO24CRA-ND,SLO24CRA,Weidmüller,DC OUTPUT MODULE 1.8A,0,0,"62.72000","0","1","DELCON","Active","DC Output Module","Red","G5","24VDC","15mA","0 ~ 250VDC","1.8A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLO48CRA-ND,SLO48CRA,Weidmüller,DC OUTPUT MODULE 1.8A,0,0,"62.72000","0","1","DELCON","Active","DC Output Module","Red","G5","48VDC","15mA","0 ~ 250VDC","1.8A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLO5CRA-ND,SLO5CRA,Weidmüller,DC OUTPUT MODULE 1.8A,0,0,"62.72000","0","1","DELCON","Active","DC Output Module","Red","G5","5VDC","15mA","0 ~ 250VDC","1.8A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLO5IRA-ND,SLO5IRA,Weidmüller,AC/DC OUTPUT MODULE 1.8A,0,0,"66.21000","0","1","DELCON","Active","AC/DC Output Module","Black","G5","5VDC","15mA","0 ~ 240VAC/DC","1.8A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SRO24MSN-ND,SRO24MSN,Weidmüller,AC OUTPUT MODULE 6A,0,0,"66.85000","0","1","DELCON","Active","AC Output Module","Black","G5","24VDC","-","240VAC","6A","-","-","Hold Down Screw, Status LED(s)"
-,-,SLO120CRA-ND,SLO120CRA,Weidmüller,DC OUTPUT MODULE 1.8A,0,0,"67.37000","0","1","DELCON","Active","DC Output Module","Red","G5","120VDC","4mA","0 ~ 250VDC","1.8A","0.50ms","0.50ms","Hold Down Screw, Status LED(s)"
-,-,SLO120CRA4-ND,SLO120CRA4,Weidmüller,DC OUTPUT MODULE 4A,0,0,"67.37000","0","1","DELCON","Active","DC Output Module","Red","G5","120VDC","4mA","0 ~ 250VDC","4A","0.50ms","0.50ms","Hold Down Screw, Status LED(s)"
-,-,SLO220CRA-ND,SLO220CRA,Weidmüller,DC OUTPUT MODULE 1.8A,0,0,"67.37000","0","1","DELCON","Active","DC Output Module","Red","G5","220VDC","4mA","0 ~ 250VDC","1.8A","0.50ms","0.50ms","Hold Down Screw, Status LED(s)"
-,-,SLO24CRA4-ND,SLO24CRA4,Weidmüller,DC OUTPUT MODULE 4A,0,1,"84.32000","0","1","DELCON","Active","DC Output Module","Red","G5","24VDC","15mA","0 ~ 250VDC","4A","0.30ms","0.30ms","Hold Down Screw, Status LED(s)"
-,-,SLO220CRA4-ND,SLO220CRA4,Weidmüller,DC OUTPUT MODULE 4A,0,0,"87.77000","0","1","DELCON","Active","DC Output Module","Red","G5","220VDC","4mA","0 ~ 250VDC","4A","0.50ms","0.50ms","Hold Down Screw, Status LED(s)"
-,-,SLO24TRXS-ND,SLO24TRXS,Weidmüller,AC OUTPUT MODULE 10A,0,0,"148.42000","0","1","DELCON","Active","AC Output Module","Black","G5","24VDC","-","0 ~ 240VAC","10A","-","-","Hold Down Screw, Status LED(s)"
-,-,9909720000-ND,9909720000,Weidmüller,DELCON 8 CHANNEL OUTPUT MODULE,0,0,"222.74000","0","1","DELCON","Active","-","-","-","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/73(L,G)-IV.pdf","//media.digikey.com/photos/Grayhill%20Photos/73G-IV5B,IV10B,%20IVAC240,%20IV100M,%20IV10,%20IV50M,%20IV1,%20IVAC120,%20II420,%20ITP590,%20II5000.jpg",GH3018-ND,73G-IV10,Grayhill Inc.,ANALOG INPUT MODULE,0,0,"Obsolete","0","1","73","Obsolete","Analog Input Module","Blue","G5","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/73G-OV,%2073L-OV.pdf","//media.digikey.com/photos/Grayhill%20Photos/73G-OV10,73G-OV10B,73G-OI420,73G-OI020,73G-OV5.jpg",GH3013-ND,73G-OI020,Grayhill Inc.,ANALOG OUTPUT MODULE,0,0,"Obsolete","0","1","73","Obsolete","Analog Output Module","Orange","G5","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/73G-IT,73L-IT.pdf",//media.digikey.com/photos/Grayhill%20Photos/73G-ITCJ.jpg,GH3025-ND,73G-ITCJ,Grayhill Inc.,ANALOG INPUT MODULE,0,0,"Obsolete","0","1","73","Obsolete","Analog Input Module","Blue","G5","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/73(L,G)-IV.pdf","//media.digikey.com/photos/Grayhill%20Photos/73G-IV5B,IV10B,%20IVAC240,%20IV100M,%20IV10,%20IV50M,%20IV1,%20IVAC120,%20II420,%20ITP590,%20II5000.jpg",GH3019-ND,73G-IV5B,Grayhill Inc.,ANALOG INPUT MODULE,0,0,"Obsolete","0","1","73","Obsolete","Analog Input Module","Blue","G5","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/73(L,G)-IV.pdf",-,GH3017-ND,73G-IV5,Grayhill Inc.,ANALOG INPUT MODULE,0,0,"Obsolete","0","1","73","Obsolete","Analog Input Module","Blue","G5","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/73G-OV,%2073L-OV.pdf","//media.digikey.com/photos/Grayhill%20Photos/73G-OV10,73G-OV10B,73G-OI420,73G-OI020,73G-OV5.jpg",GH3012-ND,73G-OI420,Grayhill Inc.,ANALOG OUTPUT MODULE,0,0,"Obsolete","0","1","73","Obsolete","Analog Output Module","Orange","G5","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Grayhill%20PDFs/73G-OV,%2073L-OV.pdf","//media.digikey.com/photos/Grayhill%20Photos/73G-OV10,73G-OV10B,73G-OI420,73G-OI020,73G-OV5.jpg",GH3009-ND,73G-OV5,Grayhill Inc.,ANALOG OUTPUT MODULE,0,0,"Obsolete","0","1","73","Obsolete","Analog Output Module","Orange","G5","-","-","-","-","-","-","-"
