Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Mounting Type","Relay Type","Function","Circuit","Delay Time","Contact Rating @ Voltage","Voltage - Supply","Termination Style","Timing Adjustment Method","Timing Initiate Method"
https://assets.omron.com/m/541b101861257edf/original/H3CR-A-F-G-H-Datasheet.pdf,-,Z9605-ND,H3CR-HRL AC/DC24 M,Omron Automation and Safety,RELAY TIME DELAY 12MIN 5A 250V,3,0,"130.98000","0","1","H3CR-H","Active","Socketable","Mechanical Relay","Off-Delay","DPDT (2 Form C)","0.05 Min ~ 12 Min","5A @ 250VAC","24VAC/DC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage"
https://www.gavazzionline.com/pdf/DAA01CM.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/MFG_PBB01DM24.jpg,1864-2601-ND,PBB01DM24,Carlo Gavazzi Inc.,RELAY TIME DELAY 600SEC 8A 250V,18,0,"132.77000","0","1","PBB01","Active","Socketable","Mechanical Relay","Off-Delay","DPDT (2 Form C)","0.1 Sec ~ 600 Sec","8A @ 250VAC","24 ~ 240VAC/DC","Plug In, 11 Pin (Octal)","Screwdriver Slot","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h3dk_l118-e1_7_3_csm2645.pdf,//media.digikey.com/Photos/Omron%20Auto/H3DK-HCL-AC100-120V.jpg,Z9609-ND,H3DK-HCL AC100-120V,Omron Automation and Safety,RELAY TIME DELAY 120SEC 5A 250V,3,0,"137.21000","0","1","H3DK-H","Active","DIN Rail","Mechanical Relay","Off-Delay","SPDT (1 Form C)","1 Sec ~ 120 Sec","5A @ 250VAC","100 ~ 120VAC","Screw Terminal","Screwdriver Slot","Input Voltage"
https://www.gavazzionline.com/pdf/DCB51CM24.eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/DCB51CM24.jpg,1864-1658-ND,DCB51CM24,Carlo Gavazzi Inc.,RELAY TIME DELAY 100HRS 5A 250V,5,0,"140.25000","0","1","DCB51","Active","DIN Rail","Mechanical Relay","Repeat Cycle","SPDT (1 Form C)","0.1 Sec ~ 100 Hrs","5A @ 250VAC","24 ~ 240VAC, 24VDC","Screw Terminal","Screwdriver Slot","Input Voltage"
https://www.littelfuse.com/~/media/protection-relays/datasheets/alternating-relays/littelfuse_timedelayrelays_t_10_datasheet.pdf,//media.digikey.com/photos/Littelfuse%20Photos/T10400.JPG,F10650-ND,T10400,Littelfuse Inc.,RELAY TIME DELAY 10MIN CHASSIS,6,0,"143.97000","0","1","T10","Active","Chassis Mount","Solid State Relay","On-Delay","SPDT (1 Form C)","0.1 Min ~ 10 Min","-","460VAC","Screw Terminal","Screwdriver Slot","Input Voltage"
-,//media.digikey.com/Photos/Omron%20Auto/H3BG-N8-AC220V.jpg,Z9582-ND,H3BG-N8 AC220V,Omron Automation and Safety,RELAY TIME DELAY 120SEC 5A 250V,3,0,"153.15000","0","1","H3BG-N","Active","Socketable","Mechanical Relay","Star Delta Controller","SPST-NO (1 Form A)","0.5 Sec ~ 120 Sec","5A @ 250VAC","220VAC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
-,//media.digikey.com/Photos/Omron%20Auto/H3BH-N8-AC110V-S.jpg,Z9585-ND,H3BH-N8 AC110V S,Omron Automation and Safety,RELAY TIME DELAY 12SEC 5A 250V,2,0,"153.15000","0","1","H3BH-N","Active","Socketable","Mechanical Relay","Off-Delay","DPDT (2 Form C)","0.05 Sec ~ 12 Sec","5A @ 250VAC","110VAC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
https://www.gavazzionline.com/pdf/DBB02CM.eng.pdf,//media.digikey.com/photos/Carlo-Gavazzi-Inc/DBB02CM24.jpg,1864-1655-ND,DBB02CM24,Carlo Gavazzi Inc.,RELAY TIME DELAY 10HRS 8A 250V,5,0,"163.68000","0","1","DBB02","Active","DIN Rail","Mechanical Relay","Off-Delay","SPDT (1 Form C)","60 Sec ~ 10 Hrs","8A @ 250VAC","24 ~ 240VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage"
-,//media.digikey.com/Photos/Omron%20Auto/H3BH-N8-220-VAC-M.jpg,Z9584-ND,H3BH-N8 220 VAC M,Omron Automation and Safety,RELAY TIME DELAY 12MIN 5A 250V,3,0,"164.93000","0","1","H3BH-N","Active","Socketable","Mechanical Relay","Off-Delay","DPDT (2 Form C)","0.05 Min ~ 12 Min","5A @ 250VAC","220VAC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
https://www.gavazzionline.com/pdf/DCB01CM24.eng.pdf,//media.digikey.com/Photos/Carlo-Gavazzi-Inc/DCB01CM24.jpg,1864-1657-ND,DCB01CM24,Carlo Gavazzi Inc.,RELAY TIME DELAY 100HRS 8A 250V,5,0,"165.50000","0","1","DCB01","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.1 Sec ~ 100 Hrs","8A @ 250VAC","24 ~ 240VAC, 24VDC","Screw Terminal","Screwdriver Slot","Input Voltage"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/8647740000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_8647740000.jpg,281-6072-ND,8647740000,Weidmüller,RELAY TIME DELAY 120HRS 5A 250V,2,4,"168.97000","0","1","BT","Active","DIN Rail","Mechanical Relay","Repeat Cycle","SPDT (1 Form C)","0.1 Sec ~ 120 Hrs","5A @ 250VAC","24 ~ 230VAC, 24 ~ 48VDC","Screw Terminal","Screwdriver Slot","Input Voltage"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/SyrlineDigital_TMR48D_DS.pdf,//media.digikey.com/Photos/Crouzet%20Photos/MFG_TMR48D-Series.jpg,966-1884-ND,GDF1R10MV2,Crouzet,RELAY TIME DELAY 9999HR 10A 250V,9,0,"200.00000","0","1","TMR48D","Active","Socketable","-","Programmable (Multi-Function)","SPDT (1 Form C)","0.001 Sec ~ 9999 Hrs","10A @ 250VAC","24 ~ 240VAC/DC","Plug In, 11 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654025_Sec3_SFR&DocType=CS&DocLang=English,-,A132488-ND,SCERX22ACA,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY,9,0,"223.02000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Omron%20Auto/H5CZ-L8%20AC100-240.jpg,Z12653-ND,H5CZ-L8 AC100-240,Omron Automation and Safety,RELAY TIME DELAY 9999HRS 5A 250V,3,36,"227.30000","0","1","H5CZ","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.001 Sec ~ 9999 Hrs","5A @ 250VAC","100 ~ 240VAC","Plug In, 8 Pin (Octal)","Up/Down Digit Keys","Input Voltage, Trigger Signal"
-,//media.digikey.com/Photos/Omron%20Elect%20Photos/H5CX-A11-N_AC100-240.jpg,Z9625-ND,H5CX-A11D-N DC12-24/AC24,Omron Automation and Safety,RELAY TIME DELAY 9999HRS 5A 250V,3,31,"260.57000","0","1","H5CX","Active","Socketable","Mechanical Relay","Programmable (Multi-Function)","SPDT (1 Form C)","0.001 Sec ~ 9999 Hrs","5A @ 250VAC","24VAC, 12 ~ 24VDC","Plug In, 11 Pin (Octal)","Up/Down Digit Keys","Input Voltage, Trigger Signal"
-,//media.digikey.com/Photos/Omron%20Auto/H5CN-XBN-DC12-48.jpg,Z9618-ND,H5CN-XBN DC12-48,Omron Automation and Safety,RELAY TIME DELAY 99.99S 3A 250V,5,0,"291.06000","0","1","H5CN","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.001 Sec ~ 99.99 Sec","3A @ 250VAC","12 ~ 48VDC","Plug In, 8 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
-,//media.digikey.com/Photos/Omron%20Auto/H5CN-XCN-AC100-240.jpg,Z9621-ND,H5CN-XCN AC100-240,Omron Automation and Safety,RELAY TIME DELAY 99M 59S 3A 250V,5,22,"291.06000","0","1","H5CN","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","1 Sec ~ 99 Min 59 Sec","3A @ 250VAC","100 ~ 240VAC","Plug In, 8 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
-,//media.digikey.com/Photos/Omron%20Auto/H5CN-XBN-DC12-48.jpg,Z9617-ND,H5CN-XAN DC12-48,Omron Automation and Safety,RELAY TIME DELAY 9.999S 3A 250V,2,6,"291.06000","0","1","H5CN","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.001 Sec ~ 9.999 Sec","3A @ 250VAC","12 ~ 48VDC","Plug In, 8 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
-,//media.digikey.com/Photos/Omron%20Auto/H5CN-XBN-DC12-48.jpg,Z9623-ND,H5CN-YAN AC100-240,Omron Automation and Safety,RELAY TIME DELAY 9.999S 3A 250V,2,0,"291.06000","0","1","H5CN","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.001 Sec ~ 9.999 Sec","3A @ 250VAC","100 ~ 240VAC","Plug In, 8 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
-,//media.digikey.com/Photos/Omron%20Auto/H5CN-XBN-DC12-48.jpg,Z9624-ND,H5CN-YBN AC100-240,Omron Automation and Safety,RELAY TIME DELAY 99.99S 3A 250V,2,0,"291.06000","0","1","H5CN","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.001 Sec ~ 99.99 Sec","3A @ 250VAC","100 ~ 240VAC","Plug In, 8 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
-,-,Z8386-ND,H5CN-YCN AC100-240,Omron Automation and Safety,RELAY TIME DELAY 99M 59S 3A 250V,2,3,"291.06000","0","1","H5CN","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","1 Sec ~ 99 Min 59 Sec","3A @ 250VAC","100 ~ 240VAC","Plug In, 8 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
-,-,Z8385-ND,H5CN-XAN AC100-240,Omron Automation and Safety,RELAY TIME DELAY 9.999S 3A 250V,4,13,"306.65000","0","1","H5CN","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.001 Sec ~ 9.999 Sec","3A @ 250VAC","100 ~ 240VAC","Plug In, 8 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
http://www.ia.omron.com/data_pdf/cat/h5cn_ds_e_4_3_csm99.pdf,-,Z12652-ND,H5CN-XBN AC100-240,Omron Automation and Safety,RELAY TIME DELAY 99.99S 3A 250V,3,32,"306.65000","0","1","H5CN","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.001 Sec ~ 99.99 Sec","3A @ 250VAC","100 ~ 240VAC","Plug In, 8 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
-,//media.digikey.com/photos/Omron%20Elect%20Photos/H5S-WB2.jpg,Z11207-ND,H5S-WB2D,Omron Automation and Safety,RELAY TIME DELAY 1 WEEK 15A 250V,4,12,"332.64000","0","1","H5S","Active","Panel Mount","Mechanical Relay","Programmable (Multi-Function)","SPST-NO (1 Form A) x 2","1 Min ~ 1 Week","15A @ 250VAC","24VDC","Screw Terminal","Up/Down Digit Keys","Input Voltage"
-,//media.digikey.com/Photos/Omron%20Auto/H5CN-XBN-DC12-48.jpg,Z9619-ND,H5CN-XBNM AC100-240,Omron Automation and Safety,RELAY TIME DELAY 99.99S 3A 250V,2,0,"343.04000","0","1","H5CN","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.001 Sec ~ 99.99 Sec","3A @ 250VAC","100 ~ 240VAC","Plug In, 11 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
-,-,Z9620-ND,H5CN-XBNM DC24,Omron Automation and Safety,RELAY TIME DELAY 99.99S 3A 250V,2,0,"343.04000","0","1","H5CN","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","0.001 Sec ~ 99.99 Sec","3A @ 250VAC","12 ~ 48VDC","Plug In, 11 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
-,//media.digikey.com/Photos/Omron%20Auto/H5CN-XBN-DC12-48.jpg,Z9622-ND,H5CN-XDNM AC100-240,Omron Automation and Safety,RELAY TIME DELAY 99H 59M 3A 250V,2,0,"353.43000","0","1","H5CN","Active","Socketable","Mechanical Relay","On-Delay","SPDT (1 Form C)","1 Min ~ 99 Hrs 59 Min","3A @ 250VAC","100 ~ 240VAC","Plug In, 11 Pin (Octal)","Up/Down Digit Keys","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TD229-5003P&DocType=Customer+Drawing&DocLang=English,-,A139060-ND,6-1617813-3,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 500SEC 10A 115V,9,0,"360.00000","0","1","TDFR, CII","Active","Chassis Mount","Mechanical Relay","Interval","DPDT (2 Form C)","Fixed, 500 Sec","10A @ 115VAC/28VDC","20 ~ 30VDC","PC Pin","-","Input Voltage"
-,//media.digikey.com/Photos/Omron%20Elect%20Photos/H5S-DIN%20SERIES.JPG,Z9627-ND,H5S-WFB2D,Omron Automation and Safety,RELAY TIME DELAY 1 WEEK 15A 250V,4,0,"369.02000","0","1","H5S","Active","DIN Rail","Mechanical Relay","Programmable (Multi-Function)","SPST-NO (1 Form A) x 2","1 Min ~ 1 Week","15A @ 250VAC","24VDC","Screw Terminal","Up/Down Digit Keys","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1423157-1.jpg,A105130-ND,7012AA,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 1SEC 10A 240V,4,0,"369.32000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","DPDT (2 Form C)","0.1 Sec ~ 1 Sec","10A @ 240VAC","120VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/2-1423162-9.jpg,A115747-ND,7022BK,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 300SEC 10A 240V,14,0,"384.09000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","Off-Delay","DPDT (2 Form C)","1 Sec ~ 300 Sec","10A @ 240VAC","240VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1423162-5.jpg,A132278-ND,7022AE,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 200SEC 10A 240V,2,0,"405.62000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","Off-Delay","DPDT (2 Form C)","20 Sec ~ 200 Sec","10A @ 240VAC","120VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1423157-2.JPG,A105132-ND,7012AE,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 200SEC 10A 240V,4,0,"413.57000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","DPDT (2 Form C)","20 Sec ~ 200 Sec","10A @ 240VAC","120VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-1423164-0.JPG,A105146-ND,7022PC,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 15SEC 10A 240V,2,0,"427.13000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","Off-Delay","DPDT (2 Form C)","1.5 Sec ~ 15 Sec","10A @ 240VAC","125VDC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-1423159-7.jpg,A104691-ND,7012PE,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 200SEC 10A 240V,2,0,"427.13000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","DPDT (2 Form C)","20 Sec ~ 200 Sec","10A @ 240VAC","125VDC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-1423164-2.JPG,A104726-ND,7022PD,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 50SEC 10A 240V,2,0,"427.13000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","Off-Delay","DPDT (2 Form C)","5 Sec ~ 50 Sec","10A @ 240VAC","125VDC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1423159-3.jpg,A104712-ND,7012OD,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 50SEC 10A 240V,2,0,"427.13000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","DPDT (2 Form C)","5 Sec ~ 50 Sec","10A @ 240VAC","24VDC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1423157-2.JPG,A105131-ND,7012AB,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 5SEC 10A 240V,4,0,"442.93000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","DPDT (2 Form C)","0.5 Sec ~ 5 Sec","10A @ 240VAC","120VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-1423157-5.JPG,A115726-ND,7012AC,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 15SEC 10A 240V,4,0,"442.93000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","DPDT (2 Form C)","1.5 Sec ~ 15 Sec","10A @ 240VAC","120VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-1423162-8.jpg,A107279-ND,7022BF,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 10MIN 10A 240V,6,0,"489.76000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","Off-Delay","DPDT (2 Form C)","1 Min ~ 10 Min","10A @ 240VAC","240VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/2-1423157-0.jpg,A105134-ND,7012AH,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 30MIN 10A 240V,2,0,"520.44000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","DPDT (2 Form C)","3 Min ~ 30 Min","10A @ 240VAC","120VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3-1423159-1.jpg,A104695-ND,7012PH,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 30MIN 10A 240V,2,0,"556.28000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","DPDT (2 Form C)","3 Min ~ 30 Min","10A @ 240VAC","125VDC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,-,A132276-ND,7012ACLL,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 15SEC 10A 240V,2,0,"591.65000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","DPDT (2 Form C)","1.5 Sec ~ 15 Sec","10A @ 240VAC","120VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1423165-4.jpg,A104686-ND,7024AD,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 50SEC 10A 240V,3,0,"617.89000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","Off-Delay","4PDT (4 Form C)","5 Sec ~ 50 Sec","10A @ 240VAC","120VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1423160-1.jpg,A104683-ND,7014AB,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 7SEC 10A 240V,2,0,"625.60000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","4PDT (4 Form C)","0.7 Sec ~ 7 Sec","10A @ 240VAC","120VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/1423161-8.jpg,A115728-ND,7014PD,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 100SEC 10A 240V,2,0,"653.77000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","4PDT (4 Form C)","10 Sec ~ 100 Sec","10A @ 240VAC","125VDC","Screw Terminal","Hand Dial","Input Voltage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,-,A132277-ND,7014PC,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY,2,0,"653.77000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1773450-5_sec12_7000&DocType=CS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/1423160-3.jpg,A115727-ND,7014AC,"TE Connectivity Aerospace, Defense and Marine",RELAY TIME DELAY 20SEC 10A 240V,4,0,"683.16000","0","1","7000, AGASTAT","Active","Panel Mount","Mechanical Relay","On-Delay","4PDT (4 Form C)","2 Sec ~ 20 Sec","10A @ 240VAC","120VAC","Screw Terminal","Hand Dial","Input Voltage"
https://www3.panasonic.biz/ac/e_download/fasys/component/timer/catalog/tmr_eng_pm4s.pdf,//media.digikey.com/Photos/Panasonic%20Photos/PM4S-A2C30M-AC120V.jpg,1110-3331-ND,PM4S-A2C30M-AC120V,Panasonic Industrial Automation Sales,RELAY TIME DELAY 30MIN 5A 250V,16,0,"31.00000","0","1","PM4S","Last Time Buy","Socketable","Mechanical Relay","On-Delay","DPDT (2 Form C)","3 Sec ~ 30 Min","5A @ 250VAC","100 ~ 120VAC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Inustrial/PMH.pdf,//media.digikey.com/Photos/Panasonic%20Photos/PMH-30M-AC120V.JPG,1110-3381-ND,PMH-30M-AC120V,Panasonic Industrial Automation Sales,RELAY TIME DELAY 30MIN 7A 250V,18,0,"51.00000","0","1","PMH","Obsolete","Socketable","Mechanical Relay","On-Delay","DPDT (2 Form C)","0.15 Sec ~ 30 Min","7A @ 250VAC","100 ~ 120VAC","Plug In, 8 Pin (Octal)","Hand Dial","Input Voltage"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/datasheet/en/MLR4.pdf,//media.digikey.com/Photos/Crouzet%20Photos/MFG_88827150.jpg,966-1777-ND,88827150,Crouzet,RELAY TIME DELAY 100HRS 8A 250V,10,0,"82.26000","0","1","MLR4","Obsolete","DIN Rail","Mechanical Relay","Repeat Cycle, Twin Timer","SPDT (1 Form C)","0.1 Sec ~ 100 Hrs","8A @ 250VAC","12VAC/DC","Screw Terminal","Screwdriver Slot","Input Voltage"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/88867xxx.pdf,//media.digikey.com/Photos/Crouzet%20Photos/88867305.JPG,646-1192-ND,88867305,Crouzet,RELAY TIME DELAY 100HRS 10A 250V,13,0,"93.54000","0","1","PU2R1","Obsolete","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 100 Hrs","10A @ 250VAC","24 ~ 240VAC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage, Trigger Signal"
http://media.crouzet.com/datasheets/english/legacy-obsolete-electro-mechanical-timers-22-mm-mba3f-Part%20number-88901322.pdf,//media.digikey.com/Photos/Crouzet%20Photos/MFG_88%20901-Series.jpg,966-1158-ND,88901302,Crouzet,RELAY TIME DELAY 1SEC 0.2A 3V,2,0,"99.59000","0","1","MBA3F","Obsolete","Panel Mount","Solid State Relay","On-Delay","SPST-NO (1 Form A)","0.1 Sec ~ 1 Sec","0.2A @ 3VDC","24VDC","Screw Terminal","Hand Dial","Input Voltage"
http://media.crouzet.com/datasheets/english/timers-plug-in-35-mm-2-relays-8a-pu2r3-Part%20number-88867303.pdf,//media.digikey.com/Photos/Crouzet%20Photos/88867303.jpg,966-1783-ND,88867303,Crouzet,RELAY TIME DELAY 100HRS 10A 250V,8,0,"102.59000","0","1","PU2R3","Obsolete","Socketable","Mechanical Relay","Programmable (Multi-Function)","DPDT (2 Form C)","0.1 Sec ~ 100 Hrs","10A @ 250VAC","12 ~ 240VAC/DC","Plug In, 11 Pin (Octal)","Hand Dial","Input Voltage, Trigger Signal"
http://media.crouzet.com/datasheets/english/legacy-obsolete-electro-mechanical-timers-22-mm-mba3f-Part%20number-88901322.pdf,//media.digikey.com/Photos/Crouzet%20Photos/MFG_88%20901-Series.jpg,966-1159-ND,88901328,Crouzet,RELAY TIME DELAY 10SEC 0.4A 5V,8,0,"114.53000","0","1","MBA2F","Obsolete","Panel Mount","Solid State Relay","On-Delay","SPST-NO (1 Form A)","0.5 Sec ~ 10 Sec","0.4A @ 5VAC","100 ~ 240VAC/DC","Screw Terminal","Hand Dial","Input Voltage"
