Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Proto Board Type","Plating","Pitch","Circuit Pattern","Edge Contacts","Hole Diameter","Size / Dimension","Board Thickness"
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8100-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8100-1010.jpg,438-1026-ND,8100-1010,Twin Industries,BREADBOARD GENERAL PURPOSE,9,0,"59.00000","0","1","8100","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","10.00"" L x 10.00"" W (254.0mm x 254.0mm)","0.062"" (1.57mm) 1/16"""
-,//media.digikey.com/photos/Twin%20Industries%20Photos/MFG_2000-80.jpg,438-1071-ND,2000-80,Twin Industries,PLUGBOARD HARD METRIC,5,0,"88.00000","0","1","-","Active","Plugboard, Hard Metric","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8000-1020.JPG,438-1024-ND,8000-1020,Twin Industries,BREADBOARD GENERAL PURPOSE,15,0,"118.00000","0","1","8000","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","20.00"" L x 10.00"" W (508.0mm x 254.0mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/PDF/Data%20Sheets/Twin%20Industries%20PDFs/8198-200.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8198-200.JPG,438-1087-ND,8198-200,Twin Industries,PLUGBOARD HARD METRIC NPTH,25,0,"149.00000","0","1","-","Active","Plugboard, Hard Metric","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","-","10.50"" L x 6.30"" W (266.7mm x 160mm)","0.062"" (1.57mm) 1/16"""
http://schmartboard.com/content/Brochures/201-0100-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/MFG_201-0100-01.jpg",1988-1013-ND,201-0100-01,"Schmartboard, Inc.",T.H. POWER AND GND STRIP 0.5"" X,58,0,"2.50000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","-","Pad Per Hole (Round)","-","0.038"" (0.97mm)","2.00"" L x 0.50"" W (50.8mm x 12.7mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/B20-8000-PCB.JPG,438-1105-ND,B20-8000-PCB,Twin Industries,BREADBOARD GENERAL PURPOSE,27,0,"9.93000","0","1","-","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","-","-","0.062"" (1.57mm) 1/16"""
http://schmartboard.com/content/Brochures/202-0039-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_202-0039-01.jpg",1988-1092-ND,202-0039-01,"Schmartboard, Inc.",1.0MM PITCH SMT CONNECTOR BOARD,59,0,"10.00000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.05"" (1.27mm), 0.1"" (2.54mm), Grid","Custom","-","0.038"" (0.97mm)","3.99"" L x 0.89"" W (101.4mm x 22.7mm)","-"
http://schmartboard.com/content/Brochures/202-0040-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_202-0040-01.jpg",1988-1093-ND,202-0040-01,"Schmartboard, Inc.",.8 MM PITCH SMT CONNECTOR BOARD,29,0,"10.00000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.032"" (0.8mm) Grid","Custom","-","0.038"" (0.97mm)","3.99"" L x 1.09"" W (101.4mm x 27.8mm)","-"
http://schmartboard.com/content/Brochures/202-0047-01.pdf,"//media.digikey.com/photos/Schmartboard,%20Inc/MFG_202-0047-01.jpg",1988-1097-ND,202-0047-01,"Schmartboard, Inc.",.4 MM PITCH SMT CONNECTOR BOARD,27,0,"10.00000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.016"" (0.4mm) Grid","Custom","-","0.038"" (0.97mm)","3.99"" L x 1.29"" W (101.4mm x 32.9mm)","-"
http://schmartboard.com/content/Brochures/201-0302-01.pdf,-,1988-1043-ND,201-0302-01,"Schmartboard, Inc.",T.H. 0.1"" SPACING WITH 0.05"" OFF,34,0,"15.00000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.05"" (1.27mm), 0.1"" (2.54mm), Grid","Custom","-","0.038"" (0.97mm)","4.00"" L x 4.00"" W (101.6mm x 101.6mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20Plugbord%20Eurocard.pdf,//media.digikey.com/Photos/Vector%20Photos/MFG_4616-1.jpg,V2059-ND,4616-1,Vector Electronics,PLUGBOARD HARD METRIC PTH,11,0,"30.22000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","-","0.042"" (1.07mm)","9.19"" L x 6.30"" W (233.4mm x 160.0mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Keystone%20Electronics%20PDFs/Terminals%20Strips%20&%20Boards.pdf,//media.digikey.com/Photos/Keystone%20Elect%20Photos/3406.JPG,36-3406-ND,3406,Keystone Electronics,BREADBRD PREPUNCHED INSULAT NPTH,54,32,"7.65000","0","1","-","Obsolete","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","6.00"" L x 2.00"" W (152.4mm x 50.8mm)","0.062"" (1.57mm) 1/16"""
-,//media.digikey.com/photos/Twin%20Industries%20Photos/8200-4565.JPG,438-1044-ND,8200-4565,Twin Industries,BREADBOARD GENERAL PURPOSE,22,0,"19.67000","0","1","8200","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
http://schmartboard.com/content/Brochures/201-0003-01.pdf,"//media.digikey.com/Photos/Schmartboard,%20Inc/MFG_201-0003-01.jpg",1988-1011-ND,201-0003-01,"Schmartboard, Inc.",NON-EZ DISCRETE,20,0,"5.00000","0","1","-","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.05"" (1.27mm), 0.1"" (2.54mm), Grid","Pad Per Hole (Round)","-","0.038"" (0.97mm)","2.00"" L x 2.00"" W (50.8mm x 50.8mm)","-"
//media.digikey.com/PDF/Data%20Sheets/Vector%20PDFs/84P44.pdf,//media.digikey.com/photos/Vector%20Photos/84P44.JPG,V2026-ND,84P44,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,11,0,"9.45000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","8.50"" L x 4.50"" W (215.9mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/Photos/Vector%20Photos/17T36WE.JPG,V2046-ND,17T36WE,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,16,0,"10.43000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.156"" (3.96mm)","-","-","0.067"" (1.70mm)","6.00"" L x 3.00"" W (152.4mm x 76.2mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/84P44WE.jpg,V1120-ND,84P44WE,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,22,0,"13.01000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","8.50"" L x 4.5"" W (215.9mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
http://www.budind.com/pdf/hbexn23406pcb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_EXN-23407-PCB.jpg,377-2630-ND,EXN-23407-PCB,Bud Industries,BREADBOARD GENERAL PURPOSE NPTH,25,136,"13.30000","0","1","EXN","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.051"" (1.30mm)","5.11"" L x 4.41"" W (129.8mm x 112.0mm)","0.063"" (1.60mm)"
http://www.budind.com/pdf/hbexn23403pcb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_EXN-23405-PCB.jpg,377-2628-ND,EXN-23405-PCB,Bud Industries,BREADBOARD GENERAL PURPOSE NPTH,19,221,"13.30000","0","1","EXN","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Square)","-","0.051"" (1.30mm)","5.98"" L x 3.87"" W (151.9mm x 98.3mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/2mmgriddevbd.PDF,//media.digikey.com/photos/Vector%20Photos/47Q78WE.jpg,V2015-ND,47Q78WE,Vector Electronics,PLUGBOARD HARD METRIC NPTH,8,0,"14.15000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Hard Metric","Non-Plated Through Hole (NPTH)","0.079"" (2.00mm)","-","-","0.025"" (0.64mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
-,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1553DBPCB.JPG,HM1255-ND,1553DBPCB,Hammond Manufacturing,BREADBRD PREPUNCHED INSULAT NPTH,15,52,"15.21000","0","1","1553","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","2 Hole Pad (Single Side)","-","0.042"" (1.07mm)","4.18"" L x 2.85"" W (106.2mm x 72.4mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P44.jpg,V1002-ND,169P44,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,11,0,"16.98000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 4.50"" W (431.6mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P59XXXP.jpg,V1124-ND,169P59XXXP,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,16,0,"17.00000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 6.00"" W (431.8mm x 152.4mm)","0.062"" (1.57mm) 1/16"""
http://www.budind.com/pdf/hb4774cb.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/DMB-4774-CB.JPG,377-2077-ND,DMB-4774-CB,Bud Industries,BREADBOARD DIN RAIL MOUNT PTH,21,85,"17.20000","0","1","DMB","Active","Breadboard, Din Rail Mount","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Square)","-","0.051"" (1.30mm)","6.15"" L x 3.42"" W (156.2mm x 86.9mm)","0.063"" (1.60mm)"
http://www.budind.com/pdf/hbexn23406pcb.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_EXN-23408-PCB.jpg,377-2631-ND,EXN-23408-PCB,Bud Industries,BREADBOARD GENERAL PURPOSE NPTH,16,9,"18.60000","0","1","EXN","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.051"" (1.30mm)","5.98"" L x 5.11"" W (151.9mm x 129.8mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%2072%20Contacts.pdf,//media.digikey.com/photos/Vector%20Photos/E160-3U-1.jpg,V1222-ND,E160-3U-1,Vector Electronics,PLUGBOARD HARD METRIC PTH,4,0,"22.10000","0","1","Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","-","0.042"" (1.07mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20STD%20Bus.pdf,//media.digikey.com/photos/Vector%20Photos/4610-3.jpg,V1114-ND,4610-3,Vector Electronics,PLUGBOARD CARD EDGE PTH,3,0,"43.56000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Both Sides)","56 @ 0.125"" (3.18mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/7100-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/7100-45.jpg,438-1019-ND,7100-45,Twin Industries,BREADBOARD PREPUNCHED INSULATING,25,0,"4.50000","0","1","7100","Active","Breadboard, Prepunched Insulating","-","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","5.00"" L x 4.00"" W (127.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
http://twinind.com/files/7814/1140/2704/8300SB2_and_8300SB2-LF_datasheet.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/8300SB2.JPG,438-1137-ND,8300SB2,Twin Industries,BREADBOARD GENERAL PURPOSE PTH,17,0,"8.19000","0","1","-","Active","Breadboard, General Purpose","Plated Through Hole (PTH)","0.100"" (2.54mm)","5 Hole Pad (Both Sides)","-","0.035"" (0.89mm)","3.30"" L x 2.75"" W (83.8mm x 69.9mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/7100-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/7100-410.jpg,438-1036-ND,7100-410,Twin Industries,BREADBOARD PREPUNCHED INSULATING,16,0,"9.00000","0","1","7100","Active","Breadboard, Prepunched Insulating","-","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","10.00"" L x 4.00"" W (254.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/BC_Series_Installation_Component_Housing.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2202995.jpg,277-11980-ND,2202995,Phoenix Contact,BREADBOARD GENERAL PURPOSE NPTH,10,0,"14.68000","0","1","BC","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Custom","-","0.039"" (1.00mm), 0.100"" (2.54mm)","3.35"" L x 1.52"" W (85.1mm x 38.5mm)","0.063"" (1.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P44XXXP.jpg,V1005-ND,169P44XXXP,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,22,0,"17.98000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 4.50"" W (431.6mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/44%20Contacts%20Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/3682-4.jpg,V1130-ND,3682-4,Vector Electronics,PLUGBOARD CARD EDGE NPTH,3,0,"24.39000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","44 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P44C2.jpg,V1127-ND,169P44C2,Vector Electronics,BREADBRD DRILLED COPP CLAD NPTH,5,0,"27.99000","0","1","Vectorbord®","Active","Breadboard, Drilled Copper Clad","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 4.50"" W (431.6mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/2mmgriddevbd.PDF,//media.digikey.com/photos/Vector%20Photos/8017J1.jpg,V1253-ND,8017J1,Vector Electronics,PLUGBOARD HARD METRIC PTH,4,0,"28.46000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.079"" (2.00mm)","Pad Per Hole (Round)","-","0.025"" (0.64mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
https://nebula.wsimg.com/5861eecba63ec830ec6f6b8cc287f893?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/E160-3U-3.jpg,V1223-ND,E160-3U-3,Vector Electronics,PLUGBOARD HARD METRIC NPTH,5,0,"29.57000","0","1","Plugbord™","Active","Plugboard, Hard Metric","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","-","0.055"" (1.40mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/3719-1.pdf,//media.digikey.com/photos/Vector%20Photos/3719-1.jpg,V1027-ND,3719-1,Vector Electronics,PLUGBOARD CARD EDGE NPTH,3,0,"30.74000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round)","72 @ 0.1"" (2.54mm)","0.042"" (1.07mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%2072%20Contacts.pdf,//media.digikey.com/Photos/Vector%20Photos/4614-3.jpg,V1225-ND,4614-3,Vector Electronics,PLUGBOARD HARD METRIC PTH,4,0,"31.66000","0","1","Plugbord™","Active","Plugboard, Hard Metric","Plated Through Hole (PTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","-","0.042"" (1.07mm)","6.30"" L x 3.94"" W (160.0mm x 100.1mm)","0.062"" (1.57mm) 1/16"""
http://nebula.wsimg.com/d9ba8a019cb993b0920fc39eb7183c86?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/Photos/Vector%20Photos/3662-2.jpg,V1129-ND,3662-2,Vector Electronics,PLUGBOARD CARD EDGE NPTH,3,0,"33.01000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","44 @ 0.156"" (3.96mm)","0.042"" (1.07mm)","9.60"" L x 4.50"" W (243.8mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
http://nebula.wsimg.com/dc191503328b43f26624f455c890da95?AccessKeyId=91CBBA8DAEED4655B5DD&disposition=0&alloworigin=1,//media.digikey.com/photos/Vector%20Photos/3719-4.jpg,V1028-ND,3719-4,Vector Electronics,PLUGBOARD CARD EDGE NPTH,5,0,"34.13000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","72 @ 0.1"" (2.54mm)","0.042"" (1.07mm)","9.60"" L x 4.50"" W (243.8mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2713777.jpg,277-9265-ND,2713777,Phoenix Contact,COMBICON PCB BOARD,4,0,"41.80000","0","1","-","Active","-","-","-","-","-","-","3.90"" L x 3.70"" W (99.2mm x 95.2mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord.pdf,//media.digikey.com/photos/Vector%20Photos/169P99.jpg,V1013-ND,169P99,Vector Electronics,BREADBRD PREPUNCHED INSULAT NPTH,1,0,"44.60000","0","1","Vectorbord®","Active","Breadboard, Prepunched Insulating","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","17.00"" L x 10.00"" W (431.8mm x 254.0mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/7100-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/7100-1020.jpg,438-1021-ND,7100-1020,Twin Industries,BREADBOARD PREPUNCHED INSULATING,5,0,"45.00000","0","1","7100","Active","Breadboard, Prepunched Insulating","-","0.100"" (2.54mm)","-","-","0.042"" (1.07mm)","20.00"" L x 10.00"" W (508.0mm x 254.0mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2792109.pdf,//media.digikey.com/photos/Phoenix%20Photos/2792109.JPG,277-2890-ND,2792109,Phoenix Contact,BREADBOARD GENERAL PURPOSE NPTH,2,0,"45.66000","0","1","UEGM","Active","Breadboard, General Purpose","Non-Plated Through Hole (NPTH)","0.197"" (5.00mm)","Custom","-","-","2.90"" L x 2.48"" W (73.7mm x 63.0mm)","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2757335.jpg,277-9290-ND,2757335,Phoenix Contact,PCB PROTO BOARD,2,0,"52.16000","0","1","-","Active","-","-","-","-","-","-","3.30"" L x 2.90"" W (84.0mm x 73.7mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Vector%20PDFs/Vectorbord%20S-100%20Bus.pdf,//media.digikey.com/photos/Vector%20Photos/8804.jpg,V1136-ND,8804,Vector Electronics,PLUGBOARD CARD EDGE NPTH,5,0,"57.73000","0","1","Vectorbord® Plugbord™","Active","Plugboard, Card Edge","Non-Plated Through Hole (NPTH)","0.100"" (2.54mm)","Pad Per Hole (Round), Ground Plane","100 @ 0.125"" (3.18mm)","0.042"" (1.07mm)","10.50"" L x 5.30"" W (266.7mm x 134.6mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/B20-8000-PCB.JPG,438-1103-ND,B10-8000-PCB,Twin Industries,BREADBOARD GENERAL PURPOSE,20,0,"8.97000","0","1","-","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","-","-","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/B30-8000-PCB.JPG,438-1107-ND,B30-8000-PCB,Twin Industries,BREADBOARD GENERAL PURPOSE,4,0,"10.21000","0","1","-","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","-","-","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/7100-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/7100-062-4585.JPG,438-1035-ND,7100-062-4585,Twin Industries,BREADBOARD PREPUNCHED INSULATING,15,0,"11.25000","0","1","7100","Active","Breadboard, Prepunched Insulating","-","0.100"" (2.54mm)","-","-","0.062"" (1.57mm) 1/16""","8.50"" L x 4.50"" W (215.9mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
-,//media.digikey.com/photos/Twin%20Industries%20Photos/8200-45.jpg,438-1028-ND,8200-45,Twin Industries,BREADBOARD GENERAL PURPOSE,25,0,"11.80000","0","1","8200","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","5.00"" L x 4.00"" W (127.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8100-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8100-45.jpg,438-1025-ND,8100-45,Twin Industries,BREADBOARD GENERAL PURPOSE,4,0,"11.80000","0","1","8100","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","5.00"" L x 4.00"" W (127.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
-,//media.digikey.com/photos/Twin%20Industries%20Photos/8200-45-LF.jpg,438-1053-ND,8200-45-LF,Twin Industries,BREADBOARD GENERAL PURPOSE,6,0,"12.75000","0","1","8200","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","5.00"" L x 4.00"" W (127.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/Photos/Twin%20Industries%20Photos/B40-8000-PCB.JPG,438-1108-ND,B40-8000-PCB,Twin Industries,BREADBOARD GENERAL PURPOSE,7,0,"13.85000","0","1","-","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","-","-","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8000-4565.jpg,438-1060-ND,8000-4565-LF,Twin Industries,BREADBOARD GENERAL PURPOSE,3,0,"21.25000","0","1","8000","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","6.50"" L x 4.50"" W (165.1mm x 114.3mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8100-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8100-410.jpg,438-1041-ND,8100-410,Twin Industries,BREADBOARD GENERAL PURPOSE,4,0,"23.60000","0","1","8100","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","10.00"" L x 4.00"" W (254.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
//media.digikey.com/pdf/Data%20Sheets/Twin%20Industries%20PDFs/8000-series.pdf,//media.digikey.com/photos/Twin%20Industries%20Photos/8000-410.jpg,438-1050-ND,8000-410-LF,Twin Industries,BREADBOARD GENERAL PURPOSE,3,0,"25.50000","0","1","8000","Active","Breadboard, General Purpose","-","0.100"" (2.54mm)","Pad Per Hole (Round)","-","0.037"" (0.94mm)","10.00"" L x 4.00"" W (254.0mm x 101.6mm)","0.062"" (1.57mm) 1/16"""
