Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Amplifier Type","Voltage - Supply","Output Type","Current - Supply","Operating Temperature","Mounting Type"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2CA_Series.pdf,-,E2CA-AL4E-ND,E2CA-AL4E,Omron Automation and Safety,AMP DC 4-20MA FOR E2CA-X5A/-5M,0,0,"573.98000","0","1","E2CA","Active","Standard","10V ~ 30V","Linear","70mA","-10°C ~ 55°C (TA)","Panel Mount"
https://www.ia.omron.com/data_pdf/cat/e3x-drt21-s_e359-e1_1_5_csm1663.pdf,-,E3X-DRT21-SVER.3-ND,E3X-DRT21-S VER.3,Omron Automation and Safety,VER.3 DEVICENET COMM FOR E3X,0,0,"606.25000","0","1","-","Active","Standard","11V ~ 25V","-","70mA","-","-"
-,-,ZX2-LDA41-4-ND,ZX2-LDA41-4,Omron Automation and Safety,ZX2 CONTROLLER SPECIAL,0,0,"619.22000","0","1","ZX2","Active","General Purpose","10V ~ 30V","PNP - Open Collector","100mA","0°C ~ 50°C","DIN Rail"
-,-,08349005010-ND,08349005010,Altech Corporation,CONTROL UNIT FOR FLAT SENSORS 1,0,0,"644.79000","0","1","SP","Active","Monitor Output","24V, 230V","NPN / PNP","20mA","-10°C ~ 50°C","DIN Rail"
-,-,08349005012-ND,08349005012,Altech Corporation,CONTROL UNIT FOR FLAT SENSORS 1,0,2,"644.79000","0","1","SP","Active","Monitor Output","24V, 115V","NPN / PNP","20mA","-10°C ~ 50°C","DIN Rail"
-,-,PAM06AN3ANO-ND,PAM06AN3ANO,Carlo Gavazzi Inc.,PHOTO AMP 6CH NPN NO,0,0,"646.77000","0","1","-","Active","General Purpose","18V ~ 33V","NPN","20mA","-20°C ~ 50°C","DIN Rail"
-,-,PAM06AN3APO-ND,PAM06AN3APO,Carlo Gavazzi Inc.,PHOTO AMP 6CH PNP NO,0,0,"646.77000","0","1","-","Active","General Purpose","18V ~ 33V","PNP","20mA","-20°C ~ 50°C","DIN Rail"
http://www.beisensors.com/pdfs/dual-encoder-USB-converter.pdf,-,EM-DR1-QS-5-TB-USB-ND,EM-DR1-QS-5-TB-USB,Sensata-BEI Sensors,OPTICAL ISOLATOR QUAD TO USB 5V,0,0,"655.46000","0","1","-","Active","External Input","5V ~ 24V","NPN","100mA","0°C ~ 70°C (TA)","DIN Rail"
http://www.beisensors.com/pdfs/dual-encoder-USB-converter.pdf,-,EM-DR1-SS-S3-TB-USB-ND,EM-DR1-SS-S3-TB-USB,Sensata-BEI Sensors,OPTICAL ISOLATOR MODULE USB,0,0,"655.46000","0","1","-","Active","External Input","5V ~ 24V","NPN","100mA","0°C ~ 70°C (TA)","DIN Rail"
http://www.beisensors.com/pdfs/dual-encoder-USB-converter.pdf,-,EM-DR1-QS-15-TB-USB-ND,EM-DR1-QS-15-TB-USB,Sensata-BEI Sensors,ISOLATOR MODULE USB CONVERT 15V,0,0,"655.46000","0","1","-","Active","External Input","5V ~ 24V","NPN","100mA","0°C ~ 70°C (TA)","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2CA_Series.pdf,-,E2CA-AN4C-ND,E2CA-AN4C,Omron Automation and Safety,AMP AC 4-20MA FOR E2CA-X1R5A/-5M,0,0,"655.98000","0","1","E2CA","Active","Standard","10V ~ 30V","Linear","70mA","-10°C ~ 55°C (TA)","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2CA_Series.pdf,-,E2CA-AN4D-ND,E2CA-AN4D,Omron Automation and Safety,AMP AC 4-20MA FOR E2CA-X2A/-5M,0,0,"655.98000","0","1","E2CA","Active","Standard","10V ~ 30V","Linear","70mA","-10°C ~ 55°C (TA)","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2CA_Series.pdf,-,E2CA-AN4E-ND,E2CA-AN4E,Omron Automation and Safety,AMP AC 4-20MA FOR E2CA-X5A/-5M,0,0,"655.98000","0","1","E2CA","Active","Standard","10V ~ 30V","Linear","70mA","-10°C ~ 55°C (TA)","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E2CA_Series.pdf,-,E2CA-AN4F-ND,E2CA-AN4F,Omron Automation and Safety,AMP AC 4-20MA FOR E2CA-X10A/-5M,0,0,"655.98000","0","1","E2CA","Active","Standard","10V ~ 30V","Linear","70mA","-10°C ~ 55°C (TA)","Panel Mount"
-,-,LFP0025-A4NMB-ND,LFP0025-A4NMB,"SICK, Inc.",SEN LVL LFP COMPACT G3/4,0,0,"668.02000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0025-B4NMB-ND,LFP0025-B4NMB,"SICK, Inc.",SEN LVL LFP COMPACT 3/4NPT,0,0,"668.02000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
http://www.beisensors.com/pdfs/dual-encoder-USB-converter.pdf,-,EM-DR1-SS-S3-TB-USB-S-ND,EM-DR1-SS-S3-TB-USB-S,Sensata-BEI Sensors,OPTICAL ISOLATOR MODULE,0,0,"670.20000","0","1","-","Active","Encoder Amplifier/Isolator","5V","USB","100mA","0°C ~ 70°C","DIN Rail"
-,-,S1430RAL915-ND,S1430RAL915,Carlo Gavazzi Inc.,PHOTO AMP 3IN/OUT 3X RELAY,0,0,"699.41000","0","1","-","Active","General Purpose","15V ~ 30V","Relay","300mA","-20°C ~ 50°C","DIN Rail"
-,-,LFP0200-A5NMC-ND,LFP0200-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0300-A5NMC-ND,LFP0300-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0400-A5NMC-ND,LFP0400-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0500-A5NMC-ND,LFP0500-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0600-A5NMC-ND,LFP0600-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0700-A5NMC-ND,LFP0700-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0800-A5NMC-ND,LFP0800-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0900-A5NMC-ND,LFP0900-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1000-A5NMC-ND,LFP1000-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1100-A5NMC-ND,LFP1100-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1200-A5NMC-ND,LFP1200-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1300-A5NMC-ND,LFP1300-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1400-A5NMC-ND,LFP1400-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1500-A5NMC-ND,LFP1500-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1600-A5NMC-ND,LFP1600-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1700-A5NMC-ND,LFP1700-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1800-A5NMC-ND,LFP1800-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1900-A5NMC-ND,LFP1900-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP2000-A5NMC-ND,LFP2000-A5NMC,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0200-B5NMC-ND,LFP0200-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0300-B5NMC-ND,LFP0300-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0400-B5NMC-ND,LFP0400-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0500-B5NMC-ND,LFP0500-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0600-B5NMC-ND,LFP0600-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0700-B5NMC-ND,LFP0700-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0800-B5NMC-ND,LFP0800-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0900-B5NMC-ND,LFP0900-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1000-B5NMC-ND,LFP1000-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1100-B5NMC-ND,LFP1100-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1200-B5NMC-ND,LFP1200-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1300-B5NMC-ND,LFP1300-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1400-B5NMC-ND,LFP1400-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1500-B5NMC-ND,LFP1500-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1600-B5NMC-ND,LFP1600-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1700-B5NMC-ND,LFP1700-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1800-B5NMC-ND,LFP1800-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1900-B5NMC-ND,LFP1900-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP2000-B5NMC-ND,LFP2000-B5NMC,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"699.78000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0200-A4NMB-ND,LFP0200-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0300-A4NMB-ND,LFP0300-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0400-A4NMB-ND,LFP0400-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0500-A4NMB-ND,LFP0500-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0600-A4NMB-ND,LFP0600-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0700-A4NMB-ND,LFP0700-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0800-A4NMB-ND,LFP0800-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0900-A4NMB-ND,LFP0900-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1000-A4NMB-ND,LFP1000-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1100-A4NMB-ND,LFP1100-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1200-A4NMB-ND,LFP1200-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1300-A4NMB-ND,LFP1300-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1400-A4NMB-ND,LFP1400-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1500-A4NMB-ND,LFP1500-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1600-A4NMB-ND,LFP1600-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1700-A4NMB-ND,LFP1700-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1800-A4NMB-ND,LFP1800-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1900-A4NMB-ND,LFP1900-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP2000-A4NMB-ND,LFP2000-A4NMB,"SICK, Inc.",SEN LVL LFP CUBIC G 3/4,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0200-B4NMB-ND,LFP0200-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0300-B4NMB-ND,LFP0300-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0400-B4NMB-ND,LFP0400-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0500-B4NMB-ND,LFP0500-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0600-B4NMB-ND,LFP0600-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0700-B4NMB-ND,LFP0700-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0800-B4NMB-ND,LFP0800-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0900-B4NMB-ND,LFP0900-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1000-B4NMB-ND,LFP1000-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1100-B4NMB-ND,LFP1100-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1200-B4NMB-ND,LFP1200-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1300-B4NMB-ND,LFP1300-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1400-B4NMB-ND,LFP1400-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1500-B4NMB-ND,LFP1500-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1600-B4NMB-ND,LFP1600-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1700-B4NMB-ND,LFP1700-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1800-B4NMB-ND,LFP1800-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP1900-B4NMB-ND,LFP1900-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP2000-B4NMB-ND,LFP2000-B4NMB,"SICK, Inc.",SEN LVL LFP CUBIC 3/4 NPT,0,0,"709.92000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP0025-A5NMC-ND,LFP0025-A5NMC,"SICK, Inc.",SEN LVL LFP COMPACT G3/4 4Q,0,0,"721.01000","0","1","-","Active","Liquid Level","-","-","-","-","-"
-,-,S1430ROS915-ND,S1430ROS915,Carlo Gavazzi Inc.,PHOTO AMP 3IN/OUT 2X3 RELAY,0,0,"723.33000","0","1","-","Active","General Purpose","15V ~ 30V","Relay","300mA","-20°C ~ 50°C","DIN Rail"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/E4B.pdf,-,E4B-TS50F42M-ND,E4B-TS50F4 2M,Omron Automation and Safety,ULTRSONC TB 50CM DIST 2M CBL,0,0,"724.98000","0","1","E4B","Active","-","12V ~ 24V","PNP","-","-","Cable"
http://www.beisensors.com/pdfs/broadcaster.pdf,-,BX-5-IC/V-IC/V-IC/5-IC/5-ND,BX-5-IC/V-IC/V-IC/5-IC/5,Sensata-BEI Sensors,BROADCASTER AMP FOR BEI ENCODER,0,0,"725.76000","0","1","-","Active","External Input","5V ~ 28V","Analog","125mA","-","DIN Rail"
-,-,PAM08AN3ANO-ND,PAM08AN3ANO,Carlo Gavazzi Inc.,PHOTO AMP 8CH NPN NO,0,0,"728.57000","0","1","-","Active","General Purpose","18V ~ 33V","NPN","20mA","-20°C ~ 50°C","DIN Rail"
-,-,PAM08AN3APO-ND,PAM08AN3APO,Carlo Gavazzi Inc.,PHOTO AMP 8CH PNP NO,0,0,"728.57000","0","1","-","Active","General Purpose","18V ~ 33V","PNP","20mA","-20°C ~ 50°C","DIN Rail"
-,-,LFP4000-E4NMB-ND,LFP4000-E4NMB,"SICK, Inc.",SEN LVL LFP4000-E4NMB,0,0,"734.53000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP4000-F4NMB-ND,LFP4000-F4NMB,"SICK, Inc.",SEN FLUID LEVEL STANDARD,0,0,"734.53000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
-,-,LFP3000-F4NMB-ND,LFP3000-F4NMB,"SICK, Inc.",SEN FLUID LEVEL STANDARD,0,0,"734.53000","0","1","-","Active","Liquid Level","12V ~ 30V","NPN / PNP","100mA","-20°C ~ 60°C (TA)","Cable"
