Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Color","CCT (K)","Wavelength","Configuration","Flux @ Current/Temperature - Test","Current - Test","Temperature - Test","Voltage - Forward (Vf) (Typ)","Lumens/Watt @ Current - Test","Current - Max","CRI (Color Rendering Index)","Viewing Angle","Features","Size / Dimension","Height","Light Emitting Surface (LES)","Lens Type"
https://www.bivar.com/Files/Datasheets/L2-MLXX-F.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/MFG_L2-MLC1-F.JPG,492-1669-ND,L2-MLW1-F,Bivar Inc.,LED WARM WHT 3100K 3000MA,107,0,"14.50000","0","1","Tray","L2, XLamp® XM-L","Active","LED Module","White, Warm","3100K","-","Starboard","103lm (Typ)","400mA","70°C","2.85V","90 lm/W","3A","80","125°","With Connector","19.90mm L x 19.90mm W","4.90mm","-","Domed"
https://download.luminus.com/datasheets/Luminus_CXM-22_GEN2_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-22-Gen2.JPG,1214-1466-ND,CXM-22-35-80-36-AC10-F3-3,Luminus Devices Inc.,LED COB 3500K SQUARE,5767,0,"14.86000","0","1","Tray","CXM-22 Gen 2","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Square","6140lm (Typ)","1.28A","85°C","34V","141 lm/W","2.56A","80","120°","-","28.00mm L x 28.00mm W","1.37mm","22.00mm Dia","Flat"
https://download.luminus.com/datasheets/Luminus_CXM-22_GEN2_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-22-Gen2.JPG,1214-1465-ND,CXM-22-30-90-36-AC10-F3-3,Luminus Devices Inc.,LED COB 3000K SQUARE,5323,0,"14.86000","0","1","Tray","CXM-22 Gen 2","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","5050lm (Typ)","1.28A","85°C","34V","116 lm/W","2.56A","90","120°","-","28.00mm L x 28.00mm W","1.37mm","22.00mm Dia","Flat"
https://download.luminus.com/datasheets/Luminus_CXM-22_GEN2_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-22-Gen2.JPG,1214-1464-ND,CXM-22-30-80-36-AC10-F3-3,Luminus Devices Inc.,LED COB 3000K SQUARE,3295,0,"14.86000","0","1","Tray","CXM-22 Gen 2","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","5940lm (Typ)","1.28A","85°C","34V","136 lm/W","2.56A","80","120°","-","28.00mm L x 28.00mm W","1.37mm","22.00mm Dia","Flat"
https://download.luminus.com/datasheets/Luminus_CXM-22_GEN2_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-22-Gen2.JPG,1214-1467-ND,CXM-22-35-90-36-AC10-F3-3,Luminus Devices Inc.,LED COB 3500K SQUARE,1395,0,"14.86000","0","1","Tray","CXM-22 Gen 2","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Square","5285lm (Typ)","1.28A","85°C","34V","121 lm/W","2.56A","90","120°","-","28.00mm L x 28.00mm W","1.37mm","22.00mm Dia","Flat"
https://download.luminus.com/datasheets/Luminus_CXM-22_GEN2_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-22-Gen2.JPG,1214-1462-ND,CXM-22-27-80-36-AC10-F3-3,Luminus Devices Inc.,LED COB 2700K SQUARE,1162,0,"14.86000","0","1","Tray","CXM-22 Gen 2","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Square","5620lm (Typ)","1.28A","85°C","34V","129 lm/W","2.56A","80","120°","-","28.00mm L x 28.00mm W","1.37mm","22.00mm Dia","Flat"
https://download.luminus.com/datasheets/Luminus_CXM-22_GEN2_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-22-Gen2.JPG,1214-1468-ND,CXM-22-40-80-36-AC10-F3-3,Luminus Devices Inc.,LED COB 4000K SQUARE,1156,0,"14.86000","0","1","Tray","CXM-22 Gen 2","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Square","6345lm (Typ)","1.28A","85°C","34V","146 lm/W","2.56A","80","120°","-","28.00mm L x 28.00mm W","1.37mm","22.00mm Dia","Flat"
https://download.luminus.com/datasheets/Luminus_CXM-22_GEN2_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-22-Gen2.JPG,1214-1469-ND,CXM-22-40-90-36-AC10-F3-3,Luminus Devices Inc.,LED COB 4000K SQUARE,1100,0,"14.86000","0","1","Tray","CXM-22 Gen 2","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Square","5465lm (Typ)","1.28A","85°C","34V","126 lm/W","2.56A","90","120°","-","28.00mm L x 28.00mm W","1.37mm","22.00mm Dia","Flat"
http://opulent-na.com/wp-content/uploads/StarBoard-Modules_DataSheet.pdf,//media.digikey.com/Photos/Opulent%20North%20America/MFG_XHP35A.jpg,1672-1035-ND,XHP35A-00-0000-0D0BE240E-SB01,Opulent Americas,LED XLAMP XHP35 4000K STARBOARD,143,0,"15.20000","0","1","Tray","Xlamp® XHP35","Active","LED Module","White, Neutral","4000K 5-Step MacAdam Ellipse","-","Starboard","613lm (590lm ~ 635lm)","350mA","85°C","11.3V","155 lm/W","1.05A","70","125°","-","19.89mm Dia","-","-","Domed"
http://www.ledengin.com/files/products/LZ4/LZ4-00R108.pdf,//media.digikey.com/Photos/LEDEngin/LZ4-xxxxxx-0000.JPG,1537-1041-ND,LZ4-40R108-0000,LED Engin Inc.,LED EMITTER RED 623NM STAR MCPCB,145,0,"15.93000","0","1","Tray","LZ4","Active","LED Module","Red","-","623nm","Starboard","456lm (356lm ~ 556lm)","700mA","25°C","10V","65 lm/W","1A","-","100°","-","19.90mm Dia","5.40mm","5.60mm","Domed"
https://www.cree.com/led-components/media/documents/dsCXB1520.pdf,//media.digikey.com/Photos/Cree%20Photos/MFG_Xlamp-CXB1520.JPG,CXB1520-0000-000N0HQ230G-ND,CXB1520-0000-000N0HQ230G,Cree Inc.,LED COB XLAMP CXB1520 3000K SQ,256,0,"16.36000","0","1","Tray","Xlamp® CXB1520","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","2180lm (2100lm ~ 2260lm)","500mA","85°C","33V","132 lm/W","1.4A","80","115°","-","15.85mm L x 15.85mm W","1.55mm","9.00mm Dia","Flat"
https://cdn.samsung.com/led/file/resource/2017/11/Data_Sheet_F562A_Gen2_Rev.2.0.pdf,//media.digikey.com/Photos/Samsung%20Photos/MFG_F562A_G2.jpg,1510-1323-ND,SI-B8R342560WW,"Samsung Semiconductor, Inc.",LED MODULE 5000K F562A_G2,772,0,"16.73000","0","1","Tray","LT-F562A_G2","Active","LED Module","White, Cool","5000K 4-Step MacAdam Ellipse","-","Linear Light Strip","4820lm (Typ)","1.35A","50°C","24.8V","144 lm/W","1.62A","80","115°","With Connector","560.00mm L x 18.00mm W","3.80mm","-","Flat"
http://www.samsung.com/global/business/business-images/led/file/product/lighting/201507/Data_Sheet_LC040B_Rev.11.4.pdf,//media.digikey.com/Photos/Samsung%20Photos/MFG_LC040B-SERIES.jpg,1510-1166-ND,SPHCW1HDNE25YHRT4J,"Samsung Semiconductor, Inc.",LED COB LCO40B 5000K SQUARE,172,0,"16.89000","0","1","Tray","LC040B","Not For New Designs","Chip On Board (COB)","White, Cool","5000K","-","Square","5295lm (4505lm ~ 6085lm)","1.08A","25°C","35.5V","138 lm/W","1.62A","80","115°","-","21.50mm L x 21.50mm W","1.50mm","17.00mm Dia","Flat"
http://www.ledengin.com/files/products/LZ4/LZ4-00R308.pdf,//media.digikey.com/Photos/LEDEngin/LZ4-xxxxxx-0000.JPG,1537-1043-ND,LZ4-40R308-0000,LED Engin Inc.,LED EMITTER RED 740NM STAR MCPCB,293,0,"18.54000","0","1","Tray","LZ4","Active","LED Module","Red","-","740nm","Starboard","200mW (160mW ~ 240mW)","700mA","25°C","9V","-","1A","-","95°","-","19.90mm Dia","5.40mm","5.60mm","Domed"
-,//media.digikey.com/Photos/Seoul%20Semi/ZC25-Z-Power-COB-Series.jpg,897-1211-ND,SDW84F1C-J1/J2-GA,Seoul Semiconductor Inc.,LED WARM WHITE 3000K 700MA SMD,235,0,"18.80000","0","1","Tray","ZC25 Z-Power COB","Active","Chip On Board (COB)","White, Warm","3000K","-","Square","3140lm (Typ)","700mA","25°C","37V","121 lm/W","960mA","80","120°","-","28.00mm L x 28.00mm W","2.30mm","-","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS123%20Vero%20SE%2029%20Array%20Data%20Sheet%2020180403%20Rev%20H.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero-SE-29_Array-Series.jpg,976-1576-ND,BXRC-30E10K0-B-73-SE,Bridgelux,LED COB VERO SE 3000K ROUND,901,0,"19.52000","0","1","Tray","Vero® SE 29 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","13030lm (Typ)","1.8A","85°C","50.7V","143 lm/W","3.6A","80","120°","-","49.20mm Diameter","3.60mm","29.20mm Dia","Flat"
http://www.ledengin.com/files/products/LZ4/LZ4-00CW08.pdf,//media.digikey.com/Photos/LEDEngin/LZ4-00xW08.JPG,1537-1193-ND,LZ4-40CW08-0055,LED Engin Inc.,LED EMITTER WHT 800LM STAR MCPCB,442,0,"20.25000","0","1","Tray","LZ4","Active","LED Module","White, Cool","5500K","-","Starboard","890lm (695lm ~ 1085lm)","700mA","25°C","12.6V","101 lm/W","1A","75 (Typ)","90°","-","19.90mm Dia","5.40mm","5.60mm Dia","Domed"
https://cdn.samsung.com/led/file/resource/2017/11/Data_Sheet_F562A_Gen2_Rev.2.0.pdf,//media.digikey.com/Photos/Samsung%20Photos/MFG_F562A_G2.jpg,1510-1324-ND,SI-B8T342560WW,"Samsung Semiconductor, Inc.",LED MODULE 4000K F562A_G2,1200,0,"20.62000","0","1","Tray","LT-F562A_G2","Active","LED Module","White, Neutral","4000K 4-Step MacAdam Ellipse","-","Linear Light Strip","4820lm (Typ)","1.35A","50°C","24.8V","144 lm/W","1.62A","80","115°","With Connector","560.00mm L x 18.00mm W","3.80mm","-","Flat"
https://download.luminus.com/datasheets/Luminus_CXM-22_GEN3_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-22-xx.jpg,1214-1495-ND,CXM-22-40-80-54-AC30-F4-3,Luminus Devices Inc.,LED COB 4000K SQUARE,593,0,"20.94000","0","1","Tray","CXM-22 Gen3","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Square","8645lm (Typ)","1.1A","85°C","51V","154 lm/W","2.4A","80","120°","-","28.00mm L x 28.00mm W","1.37mm","22.00mm Dia","Flat"
https://download.luminus.com/datasheets/Luminus_CXM-22_GEN3_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-22.jpg,1214-1500-ND,CXM-22-30-90-54-AC30-F4-3,Luminus Devices Inc.,LED COB 3000K SQUARE,538,0,"20.94000","0","1","Tray","CXM-22 Gen3","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","6970lm (Typ)","1.1A","85°C","51V","124 lm/W","2.4A","90","120°","-","28.00mm L x 28.00mm W","1.37mm","22.00mm Dia","Flat"
https://cdn.samsung.com/led/file/resource/2019/02/2019_Q1_LinearUS_Leaflet_190131.pdf,//media.digikey.com/Photos/Samsung%20Photos/SI-B8R221B2HUS.JPG,1510-1576-ND,SI-B8V221B2HUS,"Samsung Semiconductor, Inc.",LED MOD LTHB22D WARM WHT STRIP,777,0,"21.72000","0","1","Bulk","LT-HB22D","Active","LED Module","White, Warm","3000K","-","Linear Light Strip","3870lm (Typ)","960mA","50°C","22.5V","179 lm/W","-","80","-","With Connector","1120.00mm L x 18.00mm W","5.20mm","-","Flat"
http://www.ledengin.com/files/products/LZ4/LZ4-00GW08.pdf,-,1537-1174-ND,LZ4-40GW08-0030,LED Engin Inc.,LED MOD WARM WHITE STARBOARD,176,0,"23.02000","0","1","Tray","LZ4","Active","LED Module","White, Warm","3000K 3-Step MacAdam Ellipse","-","Starboard","456lm (356lm ~ 556lm)","700mA","25°C","12.9V","50 lm/W","1A","98","105°","-","19.90mm Dia","5.40mm","5.60mm","Domed"
https://cdn.samsung.com/led/file/resource/2019/02/2019_Q1_LinearUS_Leaflet_190131.pdf,//media.digikey.com/Photos/Samsung%20Photos/SI-B8R221B2HUS.JPG,1510-1579-ND,SI-B8R221B2HUS,"Samsung Semiconductor, Inc.",LED MOD LTHB22D COOL WHT STRIP,456,0,"23.09000","0","1","Bulk","LT-HB22D","Active","LED Module","White, Cool","5000K","-","Linear Light Strip","4156lm (Typ)","960mA","50°C","22.5V","192 lm/W","-","80","-","With Connector","1120.00mm L x 18.00mm W","5.20mm","-","Flat"
http://www.ledengin.com/files/products/LZ4/LZ4-00MD00.pdf,//media.digikey.com/Photos/LEDEngin/MFG_LZ4-20MD00-0000.jpg,1537-1035-ND,LZ4-20MD00-0000,LED Engin Inc.,LED EMITTER RGBW 10W 4CH MCPCB,147,0,"23.50000","0","1","Tray","LZ4","Active","LED Module","Red, Green, Blue, White - Cool (RGBW)","6500K","624nm Red, 525nm Green, 457nm Blue","Starboard","115lm Red, 160lm Green, 30lm Blue, 190lm White","700mA Red, 700mA Green, 700mA Blue, 700mA White","25°C","2.2V Red, 3.35V Green, 3.2V Blue, 3.2V White","75 lm/W Red, 68 lm/W Green, 13 lm/W Blue, 85 lm/W White","1A Red, 1A Green, 1A Blue, 1A White","75","95°","-","19.90mm Dia","5.60mm","5.60mm","Domed"
http://www.bridgelux.com/sites/default/files/resource_media/DS93%20Vero%2029%20Array%20Data%20Sheet%20Rev%20A%2020160622.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-29-Array.JPG,976-1424-ND,BXRC-40E10K0-B-73,Bridgelux,LED COB VERO 29 4000K ROUND,237,0,"23.56000","0","1","Tray","Gen 7 Vero® 29 Array","Active","Chip On Board (COB)","White, Neutral","4000K 3-Step MacAdam Ellipse","-","Round","13585lm (Typ)","1.8A","85°C","50.7V","149 lm/W","3.6A","80","120°","With Connector","49.20mm Diameter","1.90mm","29.20mm Dia","Flat"
https://cdn.samsung.com/led/file/resource/2017/11/Data_Sheet_M-series_4ft_Rev.0.3.pdf,//media.digikey.com/Photos/Samsung%20Photos/M-Series-4ft_C.jpg,1510-1423-ND,SI-B8T341B20WW,"Samsung Semiconductor, Inc.",LED MOD MSERIES 4FTC 4000K STRIP,262,0,"23.62000","0","1","Bulk","M Series 4ft_C","Active","LED Module","White, Neutral","4000K","-","Linear Light Strip","5310lm (Typ)","1.4A","50°C","24V","158 lm/W","2.16A","80","115°","With Connector","1120.00mm L x 18.00mm W","5.20mm","-","Flat"
http://www.bridgelux.com/sites/default/files/resource_media/DS33%20Vero%2029%20Array%20Data%20Sheet%20Rev%20L%2020160606.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero%2029.jpg,976-1240-ND,BXRC-27E10K0-L-23,Bridgelux,LED ARRAY 10000LM WARM WHITE COB,559,0,"24.65000","0","1","Tray","Vero® 29 Array","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Round","8855lm (Typ)","2.1A","85°C","36.8V","115 lm/W","4.2A","80","120°","With Connector","49.20mm Diameter","1.90mm","29.20mm Dia","Flat"
http://www.bridgelux.com/sites/default/files/resource_media/DS33%20Vero%2029%20Array%20Data%20Sheet%20Rev%20L%2020160606.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero%2029.jpg,976-1244-ND,BXRC-27G10K0-L-23,Bridgelux,LED ARRAY 10000LM WARM WHITE COB,513,0,"24.65000","0","1","Tray","Vero® 29 Array","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Round","7049lm (Typ)","2.1A","85°C","36.8V","91 lm/W","4.2A","90","120°","With Connector","49.20mm Diameter","1.90mm","29.20mm Dia","Flat"
http://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS93%20Vero%2029%20Gen%207%20Array%20Data%20Sheet%2020170308%20Rev%20J.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero%2029.jpg,976-1681-ND,BXRC-20B10K1-D-73,Bridgelux,LED COB VERO 29 2000K ROUND,108,0,"24.74000","0","1","Tray","Vero® 29 Array","Active","Chip On Board (COB)","White, Warm","2000K 3-Step MacAdam Ellipse","-","Round","10296lm (Typ)","2.1A","85°C","36.6V","134 lm/W","4.2A","65","120°","-","49.20mm Diameter","3.60mm","29.20mm Dia","Flat"
http://www.ledengin.com/files/products/LZ4/LZ4-04MDCA.pdf,//media.digikey.com/Photos/LEDEngin/LZ4-24MDCA-0000.JPG,1537-1036-ND,LZ4-24MDCA-0000,LED Engin Inc.,LED EMITTER RGBW FLAT STAR MCPCB,236,0,"25.69000","0","1","Tray","LZ4","Active","LED Module","Red, Green, Blue, White - Cool (RGBW)","6500K","623nm Red, 523nm Green, 460nm Blue","Starboard","65lm (Typ) Red, 125lm (Typ) Green, 30lm (Typ) Blue, 180lm (Typ) White","700mA","25°C","2.5V Red, 3.6V Green, 3.2V Blue, 3.2V White","37 lm/W Red, 50 lm/W Green, 13 lm/W Blue, 80 lm/W White","1.5A","-","110°","-","19.90mm Dia","3.20mm","-","Flat"
https://www.lumileds.com/uploads/487/DS142-pdf,//media.digikey.com/Photos/Philips%20Lumileds%20Photos/L235-xx80AULM5JAI0.JPG,1416-1356-ND,L235-4080AULM5JAI0,Lumileds,LED LUXEON MATRIX 4000K,367,0,"32.92000","0","1","Strip","LUXEON XF-3535L","Active","LED Module","White, Neutral","4000K","-","Linear Light Strip, Flexible","4752lm (Typ)","900mA","25°C","36V","147 lm/W","1.8A","80","-","-","1150.00mm L x 5.25mm W","1.23mm","-","Flat"
http://www.luminus.com/products/Luminus_XnovaCXM32-GEN3_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-32.JPG,1214-1504-ND,CXM-32-27-80-54-AC30-F4-3,Luminus Devices Inc.,LED COB 2700K SQUARE,168,0,"35.85000","0","1","Tray","CXM-32 Gen3","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Square","16370lm (Typ)","2.2A","85°C","51V","146 lm/W","4.5A","80","120°","-","38.00mm L x 38.00mm W","-","32.80mm Dia","Flat"
https://download.luminus.com/datasheets/Luminus_CXM-32_GEN1_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_CXM-32.JPG,1214-1358-ND,CXM-32-50-70-54-AC00-F2-5,Luminus Devices Inc.,LED COB CXM32 COOL WHITE SQUARE,237,0,"37.09000","0","1","Tray","CXM-32","Not For New Designs","Chip On Board (COB)","White, Cool","5000K 5-Step MacAdam Ellipse","-","Square","19385lm (Typ)","2.64A","85°C","52.5V","140 lm/W","3.96A","70","120°","-","38.00mm L x 38.00mm W","-","-","Flat"
http://ce.citizen.co.jp/lighting_led/dl_data/datasheet/en/COB_5/CLU048-1812C4_P3702_0516.pdf,//media.digikey.com/Photos/Citizen/MFG_CLU048.JPG,1642-1369-ND,CLU048-1812C4-353M2K1,Citizen,COB LED 3500K 80CRI,103,0,"40.87000","0","1","Tray","CLU048","Active","Chip On Board (COB)","White, Warm","3500K 3-Step MacAdam Ellipse","-","Square","8299lm (Typ)","1.08A","85°C","52V","148 lm/W","2.76A","80","-","-","28.00mm L x 28.00mm W","1.40mm","22.00mm Dia","Flat"
https://cdn.samsung.com/led/file/resource/2017/11/Data_Sheet_F_Series_G3_Rev.1.0.pdf,-,1510-2232-ND,SI-B8RZ91B20WW,"Samsung Semiconductor, Inc.",LED MODULE 5000K,381,0,"48.15000","0","1","-","F-Series Gen3","Active","LED Module","White, Cool","5000K 3-Step MacAdam Ellipse","-","Linear Light Strip","18600lm (16740lm ~ 20665lm)","2.24A","65°C","46V","181 lm/W","3.6A","80","-","-","1120.00mm L x 39.80mm W","5.20mm","-","Flat"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Illumination/MDEXLUMPWMLV.pdf,//media.digikey.com/photos/Dialight/LML6-LV-CW-WD.JPG,350-2219-ND,LML6LVCWWD,Dialight,ENG POWERWHITE COOL WHITE WIDE,123,0,"85.82000","0","1","Box","PWM LV","Active","LED Engine","White, Cool","5600K","-","Linear Light Strip, Plug and Play","-","-","-","-","-","-","-","20°","-","297.18mm L x 38.05mm W","16.50mm","-","Flat"
http://ce.citizen.co.jp/lighting_led/dl_data/datasheet/en/COB_5/CLU058-3618C4_P3705_0516.pdf,//media.digikey.com/Photos/Citizen/MFG_CLU058.JPG,1642-1345-ND,CLU058-3618C4-50AL7K3,Citizen,COB LED 5000K 70CRI,29,0,"98.94000","0","1","Tray","CLU058","Active","Chip On Board (COB)","White, Cool","5000K 3-Step MacAdam Ellipse","-","Square","26615lm (Typ)","1.62A","85°C","112.3V","146 lm/W","4.14A","70","-","-","38.00mm L x 38.00mm W","1.40mm","32.80mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS100%20V10%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-V10-Array.jpg,976-1376-ND,BXRE-30E1000-B-73,Bridgelux,LED COB V10 3000K SQUARE,600,0,"2.25000","0","1","Tray","Gen 7 V10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","1276lm (Typ)","270mA","85°C","34V","139 lm/W","540mA","80","-","-","13.50mm L x 13.50mm W","1.70mm","10.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS100%20V10%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-V10-Array.jpg,976-1375-ND,BXRE-27E1000-B-73,Bridgelux,LED COB V10 2700K SQUARE,475,0,"2.25000","0","1","Tray","Gen 7 V10 Array","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Square","1214lm (Typ)","270mA","85°C","34V","132 lm/W","540mA","80","-","-","13.50mm L x 13.50mm W","1.70mm","10.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS100%20V10%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,-,976-1706-ND,BXRE-30G100C-B-73,Bridgelux,LED COB GEN7 V10 3000K SQUARE,595,0,"2.36000","0","1","Tray","Gen 7 V10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Square","986lm (Typ)","270mA","85°C","34V","107 lm/W","540mA","90","120°","-","13.50mm L x 13.50mm W","1.70mm","10.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS100%20V10%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,-,976-1700-ND,BXRE-20B1001-B-73,Bridgelux,LED COB GEN7 V10 2000K SQUARE,584,0,"2.36000","0","1","Tray","Gen 7 V10 Array","Active","Chip On Board (COB)","White, Warm","2000K 3-Step MacAdam Ellipse","-","Square","1203lm (Typ)","270mA","85°C","34V","131 lm/W","540mA","65","120°","-","13.50mm L x 13.50mm W","1.70mm","10.20mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS100%20V10%20Gen%207%20Array%20Datasheet%2020181105%20Rev%20M.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-V10-Array.jpg,976-1442-ND,BXRE-27E1000-C-73,Bridgelux,LED COB V10 2700K SQUARE,440,0,"2.81000","0","1","Tray","Gen 7 V10 Array","Active","Chip On Board (COB)","White, Warm","2700K 3-Step MacAdam Ellipse","-","Square","1617lm (Typ)","360mA","85°C","34V","132 lm/W","720mA","80","-","-","13.50mm L x 13.50mm W","1.70mm","10.20mm Dia","Flat"
https://www.cree.com/led-components/media/documents/XLampCXA1507.pdf,//media.digikey.com/Photos/Cree%20Photos/CXA1507-0000-000F0YE227F.jpg,CXA1507-0000-000N00F40E7-ND,CXA1507-0000-000N00F40E7,Cree Inc.,LED COB CXA1507 WARM WHT SQUARE,146,0,"2.81000","0","1","Tray","XLamp® CXA1507","Active","Chip On Board (COB)","White, Warm","3000K","-","Square","755lm (730lm ~ 780lm)","200mA","85°C","37V","102 lm/W","375mA","80","115°","-","15.85mm L x 15.85mm W","1.70mm","8.90mm Dia","Flat"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS120%20Vero%20SE%2010%20Array%20Data%20Sheet%2020181105%20Rev%20K.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Vero_SE10_Array.jpg,976-1695-ND,BXRC-30G100C-D-73-SE,Bridgelux,LED COB VERO 10 SE 3000K ROUND,157,0,"2.92000","0","1","Tray","Vero® SE 10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Round","923lm (Typ)","350mA","85°C","25.3V","104 lm/W","700mA","90","120°","-","30.80mm Dia","3.60mm","9.90mm Dia","Flat"
https://www.cree.com/led-components/media/documents/XLampCXA1507.pdf,//media.digikey.com/Photos/Cree%20Photos/CXA1507-0000-000F0YE227F.jpg,CXA1507-0000-000F0YD40E7-ND,CXA1507-0000-000F0YD40E7,Cree Inc.,LED COB CXA1507 WARM WHT SQUARE,127,0,"3.11000","0","1","Tray","XLamp® CXA1507","Active","Chip On Board (COB)","White, Warm","3000K","-","Square","570lm (550lm ~ 590lm)","400mA","85°C","18V","79 lm/W","750mA","93","115°","-","15.85mm L x 15.85mm W","1.70mm","8.90mm Dia","Flat"
http://www.luxdrive.com/content/A007_A008_Data_Sheet_V1.2.pdf,//media.digikey.com/photos/LEDdynamics/A007-E2GRN-Q5.JPG,788-1146-ND,A007-E2GRN-Q5,LEDdynamics Inc.,LED MOD INDUS STAR GREEN 107LM,218,0,"3.25000","0","1","-","Indus Star™","Active","LED Module","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Domed"
http://www.luxdrive.com/content/A007_A008_Data_Sheet_V1.2.pdf,//media.digikey.com/Photos/LEDdynamics/A007-E2ROY-33.jpg,788-1138-ND,A007-E2ROY-33,LEDdynamics Inc.,LED INDUS STAR ROYAL BLUE 33LM,117,0,"3.25000","0","1","-","Indus Star™","Active","LED Module","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Domed"
https://www.bridgelux.com/sites/default/files/resource_media/Bridgelux%20DS90%20Vero%2010%20Gen%207%20Array%20Data%20Sheet%2020181105%20Rev%20N.pdf,//media.digikey.com/Photos/Bridgelux/MFG_Gen-7-Vero-10-Array.JPG,976-1368-ND,BXRC-30G1000-B-73,Bridgelux,LED COB VERO 10 3000K STARBOARD,217,0,"3.36000","0","1","Tray","Gen 7 Vero® 10 Array","Active","Chip On Board (COB)","White, Warm","3000K 3-Step MacAdam Ellipse","-","Starboard","1049lm (Typ)","270mA","85°C","34V","114 lm/W","540mA","90","-","With Connector","20.00mm Dia","1.90mm","9.90mm Dia","Flat"
