Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage - Input","Number of Ports","Voltage - Output","Current - Output","Power (Watts) - Per Port","Compliance","Data Rate","Features","Operating Temperature","Efficiency","Mounting Type","Size / Dimension"
http://www.midspans.com/pdf/POE31x_Dumb.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE31x.jpg,993-1084-ND,POE31U-560,Phihong USA,POE INJECTOR 30W 56V DESKTOP,0,0,"Obsolete","0","30","POE31X","Obsolete","Passive Injector","85 ~ 264 VAC","1","56V","540mA","30W","IEEE802.3at","10/100/1000 Mbps","OCP, OVP, SCP","0°C ~ 40°C","Level V","Desktop","6.42"" L x 2.56"" W x 1.42"" H (163.3mm x 65.0mm x 36.0mm)"
http://www.midspans.com/pdf/POE31x_Dumb.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE31x.jpg,993-1085-ND,POE31W-240,Phihong USA,POE INJECTOR 30W 24V DESKTOP,0,0,"Obsolete","0","1020","POE31X","Obsolete","Passive Injector","85 ~ 264 VAC","1","24V","1.25A","30W","IEEE802.3at","10/100/1000 Mbps","OCP, OVP, SCP","0°C ~ 40°C","Level V","Desktop","6.42"" L x 2.56"" W x 1.42"" H (163.3mm x 65.0mm x 36.0mm)"
http://www.midspans.com/pdf/POE31x_Dumb.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE31x.jpg,993-1086-ND,POE31W-560,Phihong USA,POE INJECTOR 30W 56V DESKTOP,0,0,"Obsolete","0","1020","POE31X","Obsolete","Passive Injector","85 ~ 264 VAC","1","56V","540mA","30W","IEEE802.3at","10/100/1000 Mbps","OCP, OVP, SCP","0°C ~ 40°C","Level V","Desktop","6.42"" L x 2.56"" W x 1.42"" H (163.3mm x 65.0mm x 36.0mm)"
https://www.phihong.com/admin/uploads/PSA16U-480-POE.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_PSA16U.jpg,993-1097-ND,PSA16U-480(POE),Phihong USA,POE INJECTOR 15.4W 48V DESKTOP,0,0,"Obsolete","0","1020","PSA16U","Obsolete","Midspan Injector","90 ~ 264 VAC","1","48V","320mA","15.4W","IEEE802.3af","-","OCP, OTP, OVP, SCP","0°C ~ 40°C","65%","Desktop","5.98"" L x 2.56"" W x 1.42"" H (152.0mm x 65.0mm x 36.0mm)"
https://www.phihong.com/admin/uploads/PSA15R-V-retired.pdf,//media.digikey.com/Photos/Phihong%20USA/PSA15R-V-SERIES.jpg,PSA15R-480PE-ND,PSA15R-480PE,Phihong USA,POE INJECTOR 15W 48V WALL,0,0,"Obsolete","0","1","PSA15R","Obsolete","Passive Injector","90 ~ 264 VAC","1","48V","310mA","15W","-","-","OCP, OVP, SCP","0°C ~ 40°C","85%","Wall Mount","2.82"" L x 1.97"" W x 1.31"" H (71.7mm x 50.0mm x 33.2mm)"
-,//media.digikey.com/Photos/Phihong%20USA/MFG_POE30U-560GHT.jpg,POE30U-560(G)-ND,POE30U-560(G),Phihong USA,POE INJECTOR 30W 56V DESKTOP,0,0,"Obsolete","0","1000","POE30","Obsolete","Midspan Injector","90 ~ 264 VAC","1","56V","550mA","30W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","0°C ~ 40°C","65%","Desktop","6.53"" L x 3.15"" W x 1.73"" H (166.0mm x 80.0mm x 44.0mm)"
http://www.phihong.com/admin/uploads/PSA16U-480-retired.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_PSA16U-480.jpg,PSA16U-480-ND,PSA16U-480,Phihong USA,POE INJECTOR 15.4W 48V DESKTOP,0,0,"Obsolete","0","1","PSA16U","Obsolete","Midspan Injector","90 ~ 264 VAC","1","48V","320mA","15.4W","IEEE802.3af","-","OCP, OVP, SCP","0°C ~ 40°C","65%","Desktop","5.98"" L x 2.56"" W x 1.42"" H (152.0mm x 65.0mm x 36.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/POE16R-560_G.pdf,//media.digikey.com/Photos/Phihong%20USA/POE16R-560.JPG,993-1139-ND,POE16R-560,Phihong USA,POE INJECTOR 16W 56V WALL,0,0,"Obsolete","0","1080","POE16R","Obsolete","Passive Injector","90 ~ 264 VAC","1","56V","286mA","16W","IEEE802.3af","10/100 Mbps","OCP, OVP, SCP","0°C ~ 40°C","Level V","Wall Mount","3.39"" L x 1.98"" W x 1.31"" H (86.0mm x 50.2mm x 33.2mm)"
http://www.midspans.com/pdf/POE31U-560DO.pdf,//media.digikey.com/Photos/Phihong%20USA/MFG_POE31U-560DO.jpg,993-1143-ND,POE31U-560DO,Phihong USA,POE INJECTOR 15W 56V DESKTOP,0,0,"Obsolete","0","1002","POE31X","Obsolete","Passive Injector","90 ~ 264 VAC","2","56V","270mA","15W","IEEE802.3at","-","OCP, OVP, SCP","0°C ~ 40°C","Level V","Desktop","5.51"" L x 2.55"" W x 1.42"" H (140.0mm x 65.0mm x 36.0mm)"
https://assets.lairdtech.com/home/brandworld/files/IAS-BRO-Telecom-Backhaul%200115.pdf,-,POE-48I-EU-ND,POE-48I-EU,Laird Technologies IAS,POE INJECTOR 24W 48V DESKTOP,0,0,"Obsolete","0","1","-","Obsolete","Midspan Injector","90 ~ 264 VAC","1","48V","500mA","24W","IEEE802.3af","-","OCP, SCP","-10°C ~ 60°C","70%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
http://assets.lairdtech.com/home/brandworld/files/ANT-DS-POE-Gigabit-AF%200611.pdf,-,POE-55IG-AFI-ND,POE-55IG-AFI,Laird Technologies IAS,POE INJECTOR 30W 55V DESKTOP,0,0,"Obsolete","0","1","-","Obsolete","Passive Injector","90 ~ 264 VAC","1","55V","550mA","30W","-","10/100/1000 Mbps","OCP, SCP","-25°C ~ 65°C","78%","Desktop","3.25"" L x 3.00"" W x 1.50"" H (82.6mm x 76.2mm x 38.1mm)"
//media.digikey.com/pdf/Data%20Sheets/Phihong%20PDFs/POE16R-560_G.pdf,//media.digikey.com/Photos/Phihong%20USA/POE16R-560.JPG,POE16R-560G-ND,POE16R-560G,Phihong USA,POE INJECTOR 15.4W 56V WALL,0,0,"Obsolete","0","1000","POE16R","Obsolete","Passive Injector","90 ~ 264 VAC","1","56V","286mA","16W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","0°C ~ 40°C","Level V","Wall Mount","3.39"" L x 1.98"" W x 1.31"" H (86.0mm x 50.2mm x 33.2mm)"
-,-,2300-00018-ND,2300-00018,Laird - Wireless & Thermal Systems,POE ADAPTER 48V 15W,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1040A_Ds_Rev_Aug_2008.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1040.jpg,PENT1040A5600F01-ND,PENT1040A5600F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","250","PENT1040A","Obsolete","Midspan Injector","100 ~ 250 VAC","1","56V","710mA","40W","-","10/100/1000 Mbps","OCP, SCP","0°C ~ 40°C","75.1%","Desktop","5.24"" L x 2.13"" W x 1.42"" H (133.1mm x 54.1mm x 36.1mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1040B_Ds_Rev_Sept_2008.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1040.jpg,PENT1040B5600F01-ND,PENT1040B5600F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","250","PENT1040B","Obsolete","Midspan Injector","100 ~ 250 VAC","1","56V","710mA","40W","IEEE802.3at","10/100/1000 Mbps","OCP, SCP","0°C ~ 40°C","75.1%","Desktop","5.24"" L x 2.13"" W x 1.42"" H (133.1mm x 54.1mm x 36.1mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1040D_Ds_Rev_Sept_2008.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1040.jpg,PENT1040D5600F01-ND,PENT1040D5600F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","250","PENT1040D","Obsolete","Midspan Injector","100 ~ 250 VAC","1","56V","710mA","40W","IEEE802.3at","10/100 Mbps","OCP, SCP","0°C ~ 40°C","75.1%","Desktop","5.24"" L x 2.13"" W x 1.42"" H (133.1mm x 54.1mm x 36.1mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1080X_Ds_Rev_Aug_2011.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1080.jpg,PENT1080B5600F01-ND,PENT1080B5600F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","250","PENT1080","Obsolete","Midspan Injector","100 ~ 240 VAC","1","56V","1.42A","80W","IEEE802.3af","10/100/1000 Mbps","OCP, SCP","0°C ~ 40°C","80%","Desktop","8.34"" L x 2.24"" W x 1.48"" H (211.8mm x 56.9mm x 37.6mm)"
"//media.digikey.com/pdf/Data%20Sheets/Microsemi%20PDFs/PD-9001GR,AC.pdf",//media.digikey.com/Photos/Microsemi%20Photos/MFG_PD-9001GR%5EAC-US.jpg,PD-9001GR/AC-US-ND,PD-9001GR/AC-US,Microsemi Corporation,POE INJECTOR 15.4W 48V DESKTOP,0,0,"Obsolete","0","20","*","Obsolete","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.slpower.com/data/collateral/PENB1020B_DS.pdf,-,PENB1020B4800N01-ND,PENB1020B4800N01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC CONVERTER,0,0,"Preliminary","0","0","PENB1020B","Preliminary","Midspan Injector","90 ~ 264 VAC","1","48V","350mA","15.4W","IEEE802.3af","10/100/1000 Mbps","OCP, OVP, SCP","0°C ~ 40°C","65%","Desktop","4.45"" L x 1.89"" W x 1.30"" H (113.0mm x 48.0mm x 33.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1040C_Ds.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1040.jpg,PENT1040C5600F01-ND,PENT1040C5600F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","0","PENT1040C","Obsolete","Midspan Injector","100 ~ 250 VAC","1","56V","710mA","40W","-","10/100 Mbps","OCP, SCP","0°C ~ 40°C","75.1%","Desktop","5.24"" L x 2.13"" W x 1.42"" H (133.1mm x 54.1mm x 36.1mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1040C_Ds.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1080.jpg,PENT1080A5600F01-ND,PENT1080A5600F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","0","PENT1080","Obsolete","Midspan Injector","100 ~ 240 VAC","1","56V","1.42A","80W","-","10/100/1000 Mbps","OCP, SCP","0°C ~ 40°C","80%","Desktop","8.34"" L x 2.24"" W x 1.48"" H (211.8mm x 56.9mm x 37.6mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1040C_Ds.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1080.jpg,PENT1080A5600N01-ND,PENT1080A5600N01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","0","PENT1080","Obsolete","Midspan Injector","100 ~ 240 VAC","1","56V","1.42A","80W","-","10/100/1000 Mbps","OCP, SCP","0°C ~ 40°C","80%","Desktop","8.34"" L x 2.24"" W x 1.48"" H (211.8mm x 56.9mm x 37.6mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1040C_Ds.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1080.jpg,PENT1080B5600N01-ND,PENT1080B5600N01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","0","PENT1080","Obsolete","Midspan Injector","100 ~ 240 VAC","1","56V","1.42A","80W","IEEE802.3af","10/100/1000 Mbps","OCP, SCP","0°C ~ 40°C","80%","Desktop","8.34"" L x 2.24"" W x 1.48"" H (211.8mm x 56.9mm x 37.6mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1040C_Ds.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1080.jpg,PENT1080C5600F01-ND,PENT1080C5600F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","0","PENT1080","Obsolete","Midspan Injector","100 ~ 240 VAC","1","56V","1.42A","80W","-","10/100 Mbps","OCP, SCP","0°C ~ 40°C","80%","Desktop","8.34"" L x 2.24"" W x 1.48"" H (211.8mm x 56.9mm x 37.6mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1040C_Ds.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1080.jpg,PENT1080C5600N01-ND,PENT1080C5600N01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","0","PENT1080","Obsolete","Midspan Injector","100 ~ 240 VAC","1","56V","1.42A","80W","-","10/100 Mbps","OCP, SCP","0°C ~ 40°C","80%","Desktop","8.34"" L x 2.24"" W x 1.48"" H (211.8mm x 56.9mm x 37.6mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1040C_Ds.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1080.jpg,PENT1080D5600F01-ND,PENT1080D5600F01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","0","PENT1080","Obsolete","Midspan Injector","100 ~ 240 VAC","1","56V","1.42A","80W","IEEE802.3af","10/100 Mbps","OCP, SCP","0°C ~ 40°C","80%","Desktop","8.34"" L x 2.24"" W x 1.48"" H (211.8mm x 56.9mm x 37.6mm)"
//media.digikey.com/pdf/Data%20Sheets/Condor%20Power%20Supplies%20PDFs/PENT1040C_Ds.pdf,//media.digikey.com/Photos/SL%20Pwr%20Elect%20Mfg%20of%20Condor/MFG_PENT1080.jpg,PENT1080D5600N01-ND,PENT1080D5600N01,SL Power Electronics Manufacture of Condor/Ault Brands,AC/DC DESKTOP ADAPTER,0,0,"Obsolete","0","0","PENT1080","Obsolete","Midspan Injector","100 ~ 240 VAC","1","56V","1.42A","80W","IEEE802.3af","10/100 Mbps","OCP, SCP","0°C ~ 40°C","80%","Desktop","8.34"" L x 2.24"" W x 1.48"" H (211.8mm x 56.9mm x 37.6mm)"
http://advdownload.advantech.com/productfile/PIS/BB-100-POE4/Product%20-%20Datasheet/100POE4_Data_Sheet20171129105921.pdf,-,BB-100-POE4-ND,BB-100-POE4,"B&B SmartWorx, Inc.",4-P10/100TXIND ETHNET POE MIDSPA,0,0,"Obsolete","0","1","N-TRON®","Obsolete","Midspan Injector","46 ~ 49V","8","-","1.6A","15.4W","IEEE802.3af","10/100 Mbps","-","-40°C ~ 85°C","-","Desktop","3.53"" L x 1.49"" W x 3.50"" H (89.6mm x 37.8mm x 88.9mm)"
-,-,BB-GHOSTBRIDGE-POE-ND,BB-GHOSTBRIDGE-POE,"B&B SmartWorx, Inc.",GHOSTBRIDGE 100-240VAC TO 24VDC,0,0,"Obsolete","0","1","-","Obsolete","-","100 ~ 240 VAC","2","24V","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Microsemi%20PDFs/PD671xx-DIMM-E_mode_v1.0.pdf,-,PD67124AM-ND,PD67124AM,Microsemi Corporation,POE PSE MODULE,0,0,"Obsolete","0","0","-","Obsolete","-","40 ~ 57V","24","3.3V","30mA","30W","IEEE802.3af, IEEE802.3at","-","OCP, SCP","-10°C ~ 70°C","-","-","5.25"" L x 1.25"" W x 0.20"" H (133.4mm x 31.7mm x 5.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Microsemi%20PDFs/PD671xx-DIMM-E_mode_v1.0.pdf,-,PD67124AS-ND,PD67124AS,Microsemi Corporation,POE PSE MODULE,0,0,"Obsolete","0","0","-","Obsolete","-","40 ~ 57V","24","3.3V","30mA","30W","IEEE802.3af, IEEE802.3at","-","OCP, SCP","-10°C ~ 70°C","-","-","5.25"" L x 1.25"" W x 0.20"" H (133.4mm x 31.7mm x 5.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Microsemi%20PDFs/PD671xx-DIMM-E_mode_v1.0.pdf,-,PD67112AM-ND,PD67112AM,Microsemi Corporation,POE PSE MODULE,0,0,"Obsolete","0","0","-","Obsolete","-","40 ~ 57V","12","3.3V","30mA","30W","IEEE802.3af, IEEE802.3at","-","OCP, SCP","-10°C ~ 70°C","-","-","5.25"" L x 1.25"" W x 0.20"" H (133.4mm x 31.7mm x 5.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Microsemi%20PDFs/PD671xx-DIMM-E_mode_v1.0.pdf,-,PD67108AM-ND,PD67108AM,Microsemi Corporation,POE PSE MODULE,0,0,"Obsolete","0","0","-","Obsolete","-","40 ~ 57V","8","3.3V","30mA","30W","IEEE802.3af, IEEE802.3at","-","OCP, SCP","-10°C ~ 70°C","-","-","5.25"" L x 1.25"" W x 0.20"" H (133.4mm x 31.7mm x 5.0mm)"
