Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Topology","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output","Current - Output (Max)","Power (Watts)","Voltage - Isolation","Dimming","Features","Ratings","Operating Temperature","Efficiency","Termination Style","Size / Dimension"
https://www.meanwell.com/Upload/PDF/GSC18B/GSC18B-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_GSC18B.jpg,1866-5193-ND,GSC18B-700,MEAN WELL USA Inc.,LED DRVR CC AC/DC 13-26V 700MA,117,0,"17.68000","0","1","GSC18B (18W)","Active","Constant Current","AC DC Converter","1","90VAC","277VAC","13 ~ 26V","700mA","18W","3.75kV","-","SCP","IP40","-30°C ~ 50°C","88.5%","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11mm","3.11"" L x 2.13"" W x 1.30"" H (79.0mm x 54.0mm x 33.0mm)"
https://www.meanwell.com/Upload/PDF/PCD-16/PCD-16-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_PCD-16.jpg,1866-3749-ND,PCD-16-350B,MEAN WELL USA Inc.,LED DRVR CC AC/DC 24-48V 350MA,114,0,"17.68000","0","1","PCD-16 (16W)","Active","Constant Current","AC DC Converter","1","180VAC","295VAC","24 ~ 48V","350mA","17W","3.75kV","Triac","OTP, SCP","IP42","-30°C ~ 60°C","82%","Wire Leads","3.31"" L x 2.24"" W x 1.16"" H (84.0mm x 57.0mm x 29.5mm)"
https://www.meanwell.com/Upload/PDF/PLP-45/PLP-45-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_PLP-45.jpg,1866-3868-ND,PLP-45-48,MEAN WELL USA Inc.,LED DRVR CC AC/DC 36-48V 950MA,126,0,"18.03000","0","1","PLP-45 (45W)","Active","Constant Current","AC DC Converter","1","90VAC","264VAC","36 ~ 48V","950mA","46W","3.75kV","-","OCP, OVP, SCP","-","-30°C ~ 70°C","89%","Rectangular, 2 Position","4.00"" L x 2.00"" W x 1.17"" H (101.6mm x 50.8mm x 29.6mm)"
https://www.meanwell.co.uk/media/productPDF/PLM-40E-spec.pdf,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_PLM-40.jpg,1866-3829-ND,PLM-40-350,MEAN WELL USA Inc.,LED DRVR CC AC/DC 53-105V 350MA,247,0,"18.20000","0","1","PLM-40 (40W)","Active","Constant Current","AC DC Converter","1","110VAC","295VAC","53 ~ 105V","350mA","37W","3.75kV","-","OTP, SCP","IP30","-30°C ~ 40°C","88%","Terminal Block","6.89"" L x 1.65"" W x 0.94"" H (175.0mm x 42.0mm x 24.0mm)"
https://www.meanwell.co.uk/media/productPDF/PLM-40E-spec.pdf,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_PLM-40.jpg,1866-3827-ND,PLM-40-1400,MEAN WELL USA Inc.,LED DRIVER CC AC/DC 15-29V 1.4A,207,0,"18.20000","0","1","PLM-40 (40W)","Active","Constant Current","AC DC Converter","1","110VAC","295VAC","15 ~ 29V","1.4A","41W","3.75kV","-","OTP, SCP","IP30","-30°C ~ 40°C","86%","Terminal Block","6.89"" L x 1.65"" W x 0.94"" H (175.0mm x 42.0mm x 24.0mm)"
https://www.meanwell.com/Upload/PDF/IDPV-25/IDPV-25-SPEC.PDF,-,1866-5265-ND,IDPV-25A-24,MEAN WELL USA Inc.,LED POWER SUPPLIES 25.2W 24V 1.0,144,0,"18.38000","0","1","IDPV-25 (25W)","Active","Constant Voltage","AC DC Converter","1","90VAC","295VAC","24V","1.05A","25W","3.75kV","PWM","OCP, SCP","-","-20°C ~ 45°C","81%","Terminal Block","4.51"" L x 2.85"" W x 0.79"" H (114.5mm x 72.5mm x 20.0mm)"
https://www.meanwell.com/Upload/PDF/IDPV-25/IDPV-25-SPEC.PDF,-,1866-5264-ND,IDPV-25A-12,MEAN WELL USA Inc.,LED POWER SUPPLIES 21.6W 12V 1.8,142,0,"18.38000","0","1","IDPV-25 (25W)","Active","Constant Voltage","AC DC Converter","1","90VAC","295VAC","12V","1.8A","22W","3.75kV","PWM","OCP, SCP","-","-20°C ~ 45°C","80%","Terminal Block","4.51"" L x 2.85"" W x 0.79"" H (114.5mm x 72.5mm x 20.0mm)"
https://hubbellcdn.com/specsheet/LED-40W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED40W-12.jpg,1121-1063-ND,LED40W-018-C2000,Thomas Research Products,LED DRIVER CC AC/DC 10-18V 2A,209,0,"18.43000","0","1","LED-40W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","10 ~ 18V","2A","40W","-","-","-","IP66, NEMA 4","-30°C ~ 60°C","-","Wire Leads","3.74"" L x 2.76"" W x 1.26"" H (95.0mm x 70.0mm x 32.0mm)"
https://hubbellcdn.com/specsheet/LED-40W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED40W-12.jpg,1121-1075-ND,LED40W-114-C0350,Thomas Research Products,LED DRIVR CC AC/DC 38-114V 350MA,161,0,"18.43000","0","1","LED-40W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","38 ~ 114V","350mA","40W","-","-","OCP, OVP, SCP","IP66, NEMA 4","-30°C ~ 60°C","87%","Wire Leads","3.74"" L x 2.76"" W x 1.26"" H (95.0mm x 70.0mm x 32.0mm)"
https://www.meanwell.com/Upload/PDF/PLD-25/PLD-25-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_PLD-25.jpg,1866-3809-ND,PLD-25-700,MEAN WELL USA Inc.,LED DRVR CC AC/DC 24-36V 700MA,137,0,"18.73000","0","1","PLD-25 (25W)","Active","Constant Current","AC DC Converter","1","90VAC","295VAC","24 ~ 36V","700mA","25W","3.75kV","-","OTP, SCP","IP42","-30°C ~ 60°C","86%","Wire Leads","3.31"" L x 2.24"" W x 1.16"" H (84.0mm x 57.0mm x 29.5mm)"
https://www.meanwell.com/Upload/PDF/IDLV-25/IDLV-25-SPEC.PDF,-,1866-5257-ND,IDLV-25-12,MEAN WELL USA Inc.,LED POWER SUPPLIES 21.6W 12V 1.8,503,0,"18.90000","0","1","IDLV-25 (25W)","Active","Constant Voltage","AC DC Converter","1","90VAC","295VAC","12V","1.8A","22W","3.75kV","PWM","OCP, SCP","-","-20°C ~ 90°C","80%","Terminal Block","4.33"" L x 2.95"" W x 0.87"" H (110.0mm x 75.0mm x 22.0mm)"
https://www.meanwell.com/Upload/PDF/IDLV-25/IDLV-25-SPEC.PDF,-,1866-5258-ND,IDLV-25-24,MEAN WELL USA Inc.,LED POWER SUPPLIES 25.2W 24V 1.0,144,0,"18.90000","0","1","IDLV-25 (25W)","Active","Constant Voltage","AC DC Converter","1","90VAC","295VAC","24V","1.05A","25W","3.75kV","PWM","OCP, SCP","-","-20°C ~ 90°C","81%","Terminal Block","4.33"" L x 2.95"" W x 0.87"" H (110.0mm x 75.0mm x 22.0mm)"
https://www.meanwell.com/Upload/PDF/GSC25B/GSC25B-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_GSC25B.jpg,1866-5196-ND,GSC25B-500,MEAN WELL USA Inc.,LED DRVR CC AC/DC 26-52V 500MA,120,0,"18.90000","0","1","GSC25B (25W)","Active","Constant Current","AC DC Converter","1","90VAC","277VAC","26 ~ 52V","500mA","26W","3.75kV","-","SCP","IP40","-30°C ~ 50°C","89.5%","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11mm","3.11"" L x 2.13"" W x 1.30"" H (79.0mm x 54.0mm x 33.0mm)"
https://www.meanwell.com/Upload/PDF/GSC25E/GSC25E-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_GSC25E.jpg,1866-5198-ND,GSC25E-350,MEAN WELL USA Inc.,LED DRVR CC AC/DC 36-72V 350MA,120,0,"18.90000","0","1","GSC25E (25W)","Active","Constant Current","AC DC Converter","1","90VAC","277VAC","36 ~ 72V","350mA","25W","3.75kV","-","SCP","IP40","-30°C ~ 50°C","89.5%","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11mm","3.11"" L x 2.13"" W x 1.30"" H (79.0mm x 54.0mm x 33.0mm)"
https://www.meanwell.com/Upload/PDF/GSC25E/GSC25E-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_GSC25E.jpg,1866-5199-ND,GSC25E-500,MEAN WELL USA Inc.,LED DRVR CC AC/DC 26-52V 500MA,120,0,"18.90000","0","1","GSC25E (25W)","Active","Constant Current","AC DC Converter","1","90VAC","277VAC","26 ~ 52V","500mA","26W","3.75kV","-","SCP","IP40","-30°C ~ 50°C","89.5%","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11mm","3.11"" L x 2.13"" W x 1.30"" H (79.0mm x 54.0mm x 33.0mm)"
https://www.meanwell.com/Upload/PDF/GSC25B/GSC25B-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_GSC25B.jpg,1866-5197-ND,GSC25B-700,MEAN WELL USA Inc.,LED DRVR CC AC/DC 18-36V 700MA,108,0,"18.90000","0","1","GSC25B (25W)","Active","Constant Current","AC DC Converter","1","90VAC","277VAC","18 ~ 36V","700mA","25W","3.75kV","-","SCP","IP40","-30°C ~ 50°C","88.5%","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11mm","3.11"" L x 2.13"" W x 1.30"" H (79.0mm x 54.0mm x 33.0mm)"
https://www.meanwell.com/Upload/PDF/PCD-25/PCD-25-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_PCD-25.jpg,1866-3758-ND,PCD-25-700A,MEAN WELL USA Inc.,LED DRVR CC AC/DC 24-36V 700MA,230,0,"19.08000","0","1","PCD-25 (25W)","Active","Constant Current","AC DC Converter","1","90VAC","135VAC","24 ~ 36V","700mA","25W","3.75kV","Triac","OTP, SCP","IP42","-30°C ~ 60°C","81%","Wire Leads","3.31"" L x 2.24"" W x 1.16"" H (84.0mm x 57.0mm x 29.5mm)"
https://www.meanwell.com/Upload/PDF/PCD-25/PCD-25-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_PCD-25.jpg,1866-3755-ND,PCD-25-1400B,MEAN WELL USA Inc.,LED DRIVER CC AC/DC 12-18V 1.4A,144,0,"19.08000","0","1","PCD-25 (25W)","Active","Constant Current","AC DC Converter","1","180VAC","295VAC","12 ~ 18V","1.4A","25W","3.75kV","Triac","OTP, SCP","IP42","-30°C ~ 60°C","80%","Wire Leads","3.31"" L x 2.24"" W x 1.16"" H (84.0mm x 57.0mm x 29.5mm)"
https://www.meanwell.com/Upload/PDF/IDLV-25/IDLV-25-SPEC.PDF,-,1866-5259-ND,IDLV-25A-12,MEAN WELL USA Inc.,LED POWER SUPPLIES 21.6W 12V 1.8,126,0,"19.26000","0","1","IDLV-25 (25W)","Active","Constant Voltage","AC DC Converter","1","90VAC","295VAC","12V","1.8A","22W","3.75kV","PWM","OCP, SCP","-","-20°C ~ 90°C","80%","Terminal Block","4.33"" L x 2.95"" W x 0.87"" H (110.0mm x 75.0mm x 22.0mm)"
https://www.meanwell.com/Upload/PDF/IDLC-25/IDLC-25-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IDLC-25.jpg,1866-2925-ND,IDLC-25A-700,MEAN WELL USA Inc.,LED DRVR CC AC/DC 25.2-36V 700MA,122,0,"19.26000","0","1","IDLC-25 (25W)","Active","Constant Current","AC DC Converter","1","90VAC","295VAC","25.2 ~ 36V","700mA","25W","3.75kV","Analog, PWM","SCP","-","-20°C ~ 90°C","81.5%","Terminal Block","4.33"" L x 2.95"" W x 0.87"" H (110.0mm x 75.0mm x 22.0mm)"
https://www.meanwell.com/Upload/PDF/IDLV-25/IDLV-25-SPEC.PDF,-,1866-5260-ND,IDLV-25A-24,MEAN WELL USA Inc.,LED POWER SUPPLIES 25.2W 24V 1.0,114,0,"19.26000","0","1","IDLV-25 (25W)","Active","Constant Voltage","AC DC Converter","1","90VAC","295VAC","24V","1.05A","25W","3.75kV","PWM","OCP, SCP","-","-20°C ~ 90°C","81%","Terminal Block","4.33"" L x 2.95"" W x 0.87"" H (110.0mm x 75.0mm x 22.0mm)"
https://hubbellcdn.com/specsheet/LED-50W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED50W-12.jpg,1121-1304-ND,LED50W-072-C0530,Thomas Research Products,LED DRIVER CC AC/DC 24-72V 530MA,2965,0,"19.46000","0","1","LED-50W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","24 ~ 72V","530mA","38W","-","-","OCP, OVP, SCP","IP66","-30°C ~ 60°C","88%","Wire Leads","7.64"" L x 1.69"" W x 0.98"" H (194.0mm x 43.0mm x 25.0mm)"
https://www.meanwell.com/Upload/PDF/GSC40B/GSC40B-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_GSC40B.jpg,1866-5201-ND,GSC40B-700,MEAN WELL USA Inc.,LED DRVR CC AC/DC 29-58V 700MA,120,0,"20.98000","0","1","GSC40B (40W)","Active","Constant Current","AC DC Converter","1","90VAC","277VAC","29 ~ 58V","700mA","40W","3.75kV","-","SCP","IP40","-30°C ~ 50°C","88.5%","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11mm","3.11"" L x 2.13"" W x 1.30"" H (79.0mm x 54.0mm x 33.0mm)"
https://www.meanwell.com/Upload/PDF/GSC40B/GSC40B-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_GSC40B.jpg,1866-5200-ND,GSC40B-1400,MEAN WELL USA Inc.,LED DRIVER CC AC/DC 14-28V 1.4A,115,0,"20.98000","0","1","GSC40B (40W)","Active","Constant Current","AC DC Converter","1","90VAC","277VAC","14 ~ 28V","1.4A","39W","3.75kV","-","SCP","IP40","-30°C ~ 50°C","87%","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 11mm","3.11"" L x 2.13"" W x 1.30"" H (79.0mm x 54.0mm x 33.0mm)"
https://www.meanwell.com/Upload/PDF/IDLC-45(DA)/IDLC-45(DA)-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IDLC-45.jpg,1866-2929-ND,IDLC-45-500,MEAN WELL USA Inc.,LED DRVR CC AC/DC 54-90V 500MA,156,0,"21.33000","0","1","IDLC-45 (45W)","Active","Constant Current","AC DC Converter","1","90VAC","295VAC","54 ~ 90V","500mA","45W","3.75kV","Analog, PWM","SCP","-","-20°C ~ 85°C","85%","Terminal Block","4.72"" L x 2.95"" W x 0.98"" H (120.0mm x 75.0mm x 25.0mm)"
https://www.meanwell.com/Upload/PDF/IDLV-45/IDLV-45-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IDLV-45.jpg,1866-2945-ND,IDLV-45-24,MEAN WELL USA Inc.,LED DRIVER CV AC/DC 24V 1.88A,130,0,"21.33000","0","1","IDLV-45 (45W)","Active","Constant Voltage","AC DC Converter","1","90VAC","295VAC","24V","1.88A","45W","3.75kV","Analog, PWM","OCP, SCP","-","-20°C ~ 85°C","86%","Terminal Block","4.72"" L x 2.95"" W x 0.98"" H (120.0mm x 75.0mm x 25.0mm)"
https://www.meanwell.com/Upload/PDF/IDLV-45/IDLV-45-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IDLV-45.jpg,1866-2944-ND,IDLV-45-12,MEAN WELL USA Inc.,LED DRIVER CV AC/DC 12V 3A,95,0,"21.33000","0","1","IDLV-45 (45W)","Active","Constant Voltage","AC DC Converter","1","90VAC","295VAC","12V","3A","36W","3.75kV","Analog, PWM","OCP, SCP","-","-20°C ~ 85°C","84%","Terminal Block","4.72"" L x 2.95"" W x 0.98"" H (120.0mm x 75.0mm x 25.0mm)"
https://www.meanwell.com/Upload/PDF/IDLV-45/IDLV-45-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IDLV-45A.jpg,1866-2950-ND,IDLV-45A-24,MEAN WELL USA Inc.,LED DRIVER CV AC/DC 24V 1.88A,194,0,"22.36000","0","1","IDLV-45 (45W)","Active","Constant Voltage","AC DC Converter","1","90VAC","295VAC","24V","1.88A","45W","3.75kV","Analog, PWM","OCP, SCP","-","-20°C ~ 85°C","86%","Terminal Block","4.72"" L x 2.95"" W x 0.98"" H (120.0mm x 75.0mm x 25.0mm)"
https://www.meanwell.com/Upload/PDF/IDLV-65/IDLV-65-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IDLV-65.jpg,1866-2955-ND,IDLV-65-24,MEAN WELL USA Inc.,LED DRIVER CV AC/DC 24V 2.4A,104,0,"23.29000","0","1","IDLV-65 (65W)","Active","Constant Voltage","AC DC Converter","1","180VAC","295VAC","24V","2.4A","58W","3.75kV","Analog, PWM","OVP, SCP","-","-20°C ~ 85°C","87%","Terminal Block","5.12"" L x 2.95"" W x 0.98"" H (130.0mm x 75.0mm x 25.0mm)"
https://www.meanwell.com/Upload/PDF/IDLC-65(DA)/IDLC-65(DA)-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_IDLC-65.jpg,1866-2938-ND,IDLC-65-1750,MEAN WELL USA Inc.,LED DRVR CC AC/DC 27-36V 1.75A,101,0,"23.29000","0","1","IDLC-65 (65W)","Active","Constant Current","AC DC Converter","1","180VAC","295VAC","27 ~ 36V","1.75A","63W","3.75kV","Analog, PWM","SCP","-","-20°C ~ 85°C","86%","Terminal Block","5.12"" L x 2.95"" W x 0.98"" H (130.0mm x 75.0mm x 25.0mm)"
https://hubbellcdn.com/specsheet/LED-35W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED35W-100-C0350-D.jpg,1121-1477-ND,LED35W-100-C0350-D,Thomas Research Products,LED DRIVR CC AC/DC 34-100V 350MA,369,0,"24.24000","0","1","LED-35W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","34 ~ 100V","350mA","35W","-","Analog","OCP, OVP, SCP","IP66, NEMA 4","-","86%","Wire Leads","9.10"" L x 1.05"" W x 1.02"" H (231.0mm x 26.8mm x 26.0mm)"
https://www.meanwell.com/Upload/PDF/LPF-16D/LPF-16D-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LPF-16D.jpg,1866-3168-ND,LPF-16D-24,MEAN WELL USA Inc.,LED DRVR CC AC/DC 13.2-24V 670MA,196,0,"24.31000","0","1","LPF-16D (16W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","13.2 ~ 24V","670mA","16W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP30","-35°C ~ 70°C","84.5%","Wire Leads","5.83"" L x 1.57"" W x 1.26"" H (148.0mm x 40.0mm x 32.0mm)"
https://www.meanwell.com/Upload/PDF/LPF-16D/LPF-16D-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LPF-16D.jpg,1866-3173-ND,LPF-16D-54,MEAN WELL USA Inc.,LED DRVR CC AC/DC 29.7-54V 300MA,155,0,"24.31000","0","1","LPF-16D (16W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","29.7 ~ 54V","300mA","16W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP30","-35°C ~ 70°C","84.5%","Wire Leads","5.83"" L x 1.57"" W x 1.26"" H (148.0mm x 40.0mm x 32.0mm)"
https://www.meanwell.com/Upload/PDF/PLC-30/PLC-30-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_PLC-30.jpg,1866-3784-ND,PLC-30-24,MEAN WELL USA Inc.,LED DRVR CC AC/DC 16.8-24V 1.25A,139,0,"24.82000","0","1","PLC-30 (30W)","Active","Constant Current","AC DC Converter","1","90VAC","264VAC","16.8 ~ 24V","1.25A","30W","3.75kV","-","OCP, OTP, OVP, SCP","-","-30°C ~ 50°C","84%","Terminal Block","6.30"" L x 1.81"" W x 1.18"" H (160.0mm x 46.0mm x 30.0mm)"
https://www.meanwell.com/Upload/PDF/LPF-25/LPF-25-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LPF-25.jpg,1866-3179-ND,LPF-25-36,MEAN WELL USA Inc.,LED DVR CCCV ACDC 19.8-36V 700MA,102,0,"24.82000","0","1","LPF-25 (25W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","19.8 ~ 36V","700mA","25W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-35°C ~ 70°C","86%","Wire Leads","5.83"" L x 1.57"" W x 1.26"" H (148.0mm x 40.0mm x 32.0mm)"
https://hubbellcdn.com/specsheet/LED-40W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED40W-024-C1300-D.JPG,1121-1072-ND,LED40W-054-C0700-D,Thomas Research Products,LED DRIVER CC AC/DC 18-54V 700MA,307,0,"26.70000","0","1","LED-40W","Obsolete","Constant Current","AC DC Converter","1","90VAC","305VAC","18 ~ 54V","700mA","40W","-","Analog","OCP, OVP, SCP","IP66, NEMA 4","-30°C ~ 60°C","86%","Wire Leads","3.74"" L x 2.76"" W x 1.26"" H (95.0mm x 70.0mm x 32.0mm)"
https://www.meanwell.com/Upload/PDF/LPF-25D/LPF-25D-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LPF-25D.jpg,1866-3190-ND,LPF-25D-48,MEAN WELL USA Inc.,LED DRVR CC AC/DC 26.4-48V 530MA,159,0,"26.87000","0","1","LPF-25D (25W)","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","26.4 ~ 48V","530mA","25W","3.75kV","Analog, PWM","OCP, OTP, OVP, SCP","IP67","-35°C ~ 70°C","86%","Wire Leads","5.83"" L x 1.57"" W x 1.26"" H (148.0mm x 40.0mm x 32.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/TRC-050_DS.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/TWC-050S070SS.JPG,1121-1504-ND,TWC-050S070SS,Thomas Research Products,LED DRIVER CC AC/DC 36-72V 700MA,389,0,"27.23000","0","1","TWC-50W","Obsolete","Constant Current","AC DC Converter","1","100VAC","240VAC","36 ~ 72V","700mA","50W","-","-","-","-","-35°C ~ 60°C","88%","-","-"
https://hubbellcdn.com/specsheet/LED-40W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED40W-12.jpg,1121-1066-ND,LED40W-024-C1400,Thomas Research Products,LED DRIVER CC AC/DC 8-24V 1.4A,435,0,"27.29000","0","1","LED-40W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","8 ~ 24V","1.4A","40W","-","-","OCP, OVP, SCP","IP66, NEMA 4","-30°C ~ 60°C","86%","Wire Leads","3.74"" L x 2.76"" W x 1.26"" H (95.0mm x 70.0mm x 32.0mm)"
-,-,1121-1604-ND,TRC-040S140DS-GP01,Thomas Research Products,"LED DRIVER CC AC/DC, 40W, 1400MA",167,0,"27.39000","0","1","TRC-040DS (40W)","Obsolete","Constant Current","AC DC Converter","1","90VAC","305VAC","10 ~ 25V","1.4A","40W","-","Analog","OCP, OVP, SCP","IP66","-","87%","Wire Leads","3.74"" L x 2.76"" W x 1.26"" H (95.0mm x 70.0mm x 32.0mm)"
https://www.meanwell.com/Upload/PDF/NPF-40/NPF-40-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_NPF-40.jpg,1866-3565-ND,NPF-40-15,MEAN WELL USA Inc.,LED DRVR CC/CV AC/DC 9-15V 2.67A,240,0,"27.72000","0","1","NPF-40 (40W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","9 ~ 15V","2.67A","40W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-40°C ~ 85°C","87%","Wire Leads","5.91"" L x 2.09"" W x 1.38"" H (150.0mm x 53.0mm x 35.0mm)"
https://hubbellcdn.com/specsheet/LED-40W-LT.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED40W230-036-C1100-LT.JPG,1121-1484-ND,LED40W230-036-C1100-LT,Thomas Research Products,LED DRIVER CC AC/DC 22-36V 1.1A,658,0,"27.99000","0","1","LED-40W-LT","Active","Constant Current","AC DC Converter","1","220VAC","277VAC","22 ~ 36V","1.1A","40W","-","-","OCP, OVP, SCP","IP66, NEMA 4","-","85%","Wire Leads","3.78"" L x 2.80"" W x 1.26"" H (96.0mm x 71.0mm x 32.0mm)"
https://hubbellcdn.com/specsheet/LED-40W-LT.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED40W230-054-C0700-LT.jpg,1121-1485-ND,LED40W230-054-C0700-LT,Thomas Research Products,LED DRIVER CC AC/DC 34-54V 700MA,368,0,"27.99000","0","1","LED-40W-LT","Active","Constant Current","AC DC Converter","1","220VAC","277VAC","34 ~ 54V","700mA","40W","-","-","OCP, OVP, SCP","IP66, NEMA 4","-","86%","Wire Leads","3.78"" L x 2.80"" W x 1.26"" H (96.0mm x 71.0mm x 32.0mm)"
https://hubbellcdn.com/specsheet/LED-40W.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LED40W-12.jpg,1121-1068-ND,LED40W-024-C1670,Thomas Research Products,LED DRIVER CC AC/DC 8-24V 1.67A,191,0,"28.34000","0","1","LED-40W","Active","Constant Current","AC DC Converter","1","90VAC","305VAC","8 ~ 24V","1.67A","40W","-","-","OCP, OVP, SCP","IP66, NEMA 4","-30°C ~ 60°C","86%","Wire Leads","3.74"" L x 2.76"" W x 1.26"" H (95.0mm x 70.0mm x 32.0mm)"
https://www.meanwell.com/Upload/PDF/LPF-40/LPF-40-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LPF-40.jpg,1866-3198-ND,LPF-40-42,MEAN WELL USA Inc.,LED DVR CCCV ACDC 25.2-42V 960MA,109,0,"28.56000","0","1","LPF-40 (40W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","25.2 ~ 42V","960mA","40W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-40°C ~ 80°C","88.5%","Wire Leads","6.40"" L x 1.69"" W x 1.26"" H (162.5mm x 43.0mm x 32.0mm)"
https://www.meanwell.com/Upload/PDF/LPF-40/LPF-40-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LPF-40.jpg,1866-3192-ND,LPF-40-12,MEAN WELL USA Inc.,LED DVR CC/CV ACDC 7.2-12V 3.34A,101,0,"28.56000","0","1","LPF-40 (40W)","Active","Constant Current, Voltage","AC DC Converter","1","90VAC","305VAC","7.2 ~ 12V","3.34A","40W","3.75kV","-","OCP, OTP, OVP, SCP","IP67","-40°C ~ 80°C","84%","Wire Leads","6.40"" L x 1.69"" W x 1.26"" H (162.5mm x 43.0mm x 32.0mm)"
https://www.meanwell.com/Upload/PDF/LDC-35/LDC-35-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDC-35B.jpg,1866-5039-ND,LDC-35B,MEAN WELL USA Inc.,LED DRIVER CC AC/DC 27-56V 1A,130,0,"29.57000","0","1","LDC-35 (35W)","Active","Constant Current","AC DC Converter","1","180VAC","295VAC","27 ~ 56V","1A","35W","3.75kV","Analog, PWM","OTP, OVP, SCP","-","-25°C ~ 80°C","88%","Terminal Block","11.02"" L x 1.18"" W x 0.83"" H (280.0mm x 30.0mm x 21.0mm)"
