Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Voltage - Primary","Voltage - Secondary (Full Load)","Current - Output (Max)","Primary Winding(s)","Secondary Winding(s)","Center Tap","Power - Max","Mounting Type","Termination Style","Size / Dimension","Height - Seated (Max)","Voltage - Isolation","Weight"
http://www.tamuracorp.com/clientuploads/pdfs/engineeringdocs/PL56-XX-130B.pdf,//media.digikey.com/photos/Tamura%20Photos/PL56-xx-130B.jpg,MT3124-ND,PL56-20-130B,Tamura,XFRMR LAMINATED 56VA THRU HOLE,101,0,"23.90000","0","1","PL56-xx-130B","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 5.6A, Series 2.8A","Dual","Dual","No","56VA","Through Hole","PC Pin","76.20mm L x 64.00mm W","48.50mm","3500Vrms","-"
http://catalog.triadmagnetics.com/Asset/F3-10.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/F3-10.jpg,237-1669-ND,F3-10,Triad Magnetics,XFRMR LAMINATED THRU HOLE,131,3,"7.33000","0","1","Quick Pack","Active","Laminated Core","115V","10V","250mA","Single","Single","Yes","2.4VA","Chassis Mount","Solder, Quick Connect - 0.187"" (4.7mm)","41.28mm L x 30.15mm W","30.15mm","2500VAC","0.25 lb (113.4g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-2-12.jpg,595-1182-ND,ST-2-28,Signal Transformer,XFRMR LAMINATED 1.1VA THRU HOLE,200,0,"8.60000","0","1","ST","Active","Laminated Core","115V","Parallel 14V, Series 28V","Parallel 80mA, Series 40mA","Single","Dual","No","1.1VA","Through Hole","PC Pin","34.90mm L x 28.60mm W","24.60mm","2500Vrms","0.17 lb (77.11g)"
https://www.hammfg.com/electronics/transformers/power/160-161.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_160D120.jpg,HM4174-ND,161D16,Hammond Manufacturing,XFRMR LAMINATED 1VA THRU HOLE,360,130,"9.66000","0","1","161","Active","Laminated Core","115V","Parallel 8V, Series 16V","Parallel 110mA, Series 55mA","Single","Single, Multiple Taps","No","1VA","Through Hole","PC Pin","25.40mm L x 35.05mm W","21.08mm","2000Vrms","0.13 lb (58.97g)"
https://www.hammfg.com/electronics/transformers/power/160-161.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/161K12.JPG,HM4183-ND,161E28,Hammond Manufacturing,XFRMR LAMINATED 1.2VA THRU HOLE,174,144,"9.94000","0","1","161","Active","Laminated Core","115V","Parallel 14V, Series 28V","Parallel 80mA, Series 40mA","Single","Single, Multiple Taps","No","1.2VA","Through Hole","PC Pin","35.05mm L x 30.23mm W","30.99mm","2000Vrms","0.2 lb (90.72g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/ST-4-36.jpg,595-1161-ND,ST-4-12,Signal Transformer,XFRMR LAMINATED 6VA THRU HOLE,147,0,"10.07000","0","1","ST","Active","Laminated Core","115V","Parallel 6.3V, Series 12.6V","Parallel 1A, Series 500mA","Single","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58g)"
https://belfuse.com/resources/14A.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/14A-2.5R%20SERIES.jpg,595-1006-ND,14A-2.5R-16,Signal Transformer,XFRMR LAMINATED 2.5VA THRU HOLE,489,0,"10.12000","0","1","One-4-All™","Active","Laminated Core","115V, 230V","Parallel 8V, Series 16V","Parallel 300mA, Series 150mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","28.60mm","4000Vrms","0.25 lb (113.4g)"
https://belfuse.com/resources/CL2-PC 2.pdf,//media.digikey.com/Photos/Signal%20Transformers%20Photos/CL2-2.5R-12.jpg,595-2002-ND,CL2-2.5R-12,Signal Transformer,XFRMR LAMINATED 2.5VA THRU HOLE,1647,0,"10.29000","0","1","CL2","Active","Laminated Core","115V, 230V","12V","200mA","Dual","Single","No","2.5VA","Through Hole","PC Pin","41.30mm L x 36.50mm W","28.60mm","4000Vrms","0.25 lb (113.4g)"
https://www.hammfg.com/electronics/transformers/power/162-164.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_162D10.jpg,HM4294-ND,164D36,Hammond Manufacturing,XFRMR LAMINATED 1.1VA THRU HOLE,150,122,"10.34000","0","1","164","Active","Laminated Core","115V","Parallel 18V, Series 36V","Parallel 60mA, Series 30mA","Single","Dual","No","1.1VA","Through Hole","PC Pin","34.93mm L x 28.56mm W","33.32mm","2500Vrms","0.17 lb (77.11g)"
https://www.hammfg.com/electronics/transformers/power/160-161.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/160Dxx.JPG,HM4117-ND,160D10,Hammond Manufacturing,XFRMR LAMINATED 1VA THRU HOLE,1195,425,"10.76000","0","1","160","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 180mA, Series 90mA","Dual","Single, Multiple Taps","No","1VA","Through Hole","PC Pin","25.40mm L x 35.05mm W","21.08mm","2000Vrms","0.13 lb (58.97g)"
https://www.hammfg.com/electronics/transformers/power/160-161.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_160D120.jpg,HM2093-ND,160D120,Hammond Manufacturing,XFRMR LAMINATED 1VA THRU HOLE,1231,705,"10.76000","0","1","160","Active","Laminated Core","115V, 230V","Parallel 60V, Series 120V","Parallel 16mA, Series 8mA","Dual","Single, Multiple Taps","No","1VA","Through Hole","PC Pin","25.40mm L x 35.05mm W","21.08mm","2000Vrms","0.13 lb (58.97g)"
https://www.hammfg.com/electronics/transformers/power/160-161.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/160Dxx.JPG,HM4118-ND,160D12,Hammond Manufacturing,XFRMR LAMINATED 1VA THRU HOLE,1023,144,"10.76000","0","1","160","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","Parallel 140mA, Series 70mA","Dual","Single, Multiple Taps","No","1VA","Through Hole","PC Pin","25.40mm L x 35.05mm W","21.08mm","2000Vrms","0.13 lb (58.97g)"
https://www.hammfg.com/electronics/transformers/power/160-161.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/160Dxx.JPG,HM4121-ND,160D24,Hammond Manufacturing,XFRMR LAMINATED 1VA THRU HOLE,972,0,"10.76000","0","1","160","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 70mA, Series 35mA","Dual","Single, Multiple Taps","No","1VA","Through Hole","PC Pin","25.40mm L x 35.05mm W","21.08mm","2000Vrms","0.13 lb (58.97g)"
https://belfuse.com/resources/ST.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DST-4-12.jpg,595-1914-ND,DST-4-10,Signal Transformer,XFRMR LAMINATED 6VA THRU HOLE,145,0,"10.82000","0","1","DST","Active","Laminated Core","115V, 230V","Parallel 5V, Series 10V","Parallel 1.2A, Series 600mA","Dual","Dual","No","6VA","Through Hole","PC Pin","41.30mm L x 33.30mm W","33.30mm","2500Vrms","0.44 lb (199.58g)"
https://belfuse.com/resources/241.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/DP-241-4-Series.jpg,595-1089-ND,DP-241-4-24,Signal Transformer,XFRMR LAMINATED 6VA CHAS MOUNT,121,0,"11.06000","0","1","Two-4-One™","Active","Laminated Core","115V, 230V","24V","250mA","Dual","Single","Yes","6VA","Chassis Mount","Solder, Quick Connect","60.30mm L x 33.30mm W","36.20mm","2500Vrms","0.44 lb (199.58g)"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%2010VA%20TO63-1811.jpg,595-1745-ND,PC-28-360,Signal Transformer,XFRMR LAMINATED 10VA THRU HOLE,273,0,"11.23000","0","1","PC","Active","Laminated Core","115V","Parallel 14V, Series 28V","Parallel 720mA, Series 360mA","Single","Dual","No","10VA","Through Hole","PC Pin","47.60mm L x 36.50mm W","41.27mm","1500Vrms","0.563 lb (255.37g)"
https://belfuse.com/resources/PC.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%2010VA%20TO63-1811.jpg,595-1130-ND,PC-40-250,Signal Transformer,XFRMR LAMINATED 10VA THRU HOLE,123,0,"11.23000","0","1","PC","Active","Laminated Core","115V","Parallel 20V, Series 40V","Parallel 500mA, Series 250mA","Single","Dual","No","10VA","Through Hole","PC Pin","47.60mm L x 36.50mm W","41.27mm","1500Vrms","0.563 lb (255.37g)"
https://www.hammfg.com/electronics/transformers/power/160-161.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_160D120.jpg,HM4197-ND,161FA16,Hammond Manufacturing,XFRMR LAMINATED 4.4VA THRU HOLE,750,147,"11.37000","0","1","161","Active","Laminated Core","115V","Parallel 10V, Series 20V","Parallel 520mA, Series 260mA","Single","Single, Multiple Taps","No","4.4VA","Through Hole","PC Pin","42.93mm L x 31.75mm W","36.83mm","2000Vrms","0.33 lb (149.69g)"
https://www.hammfg.com/electronics/transformers/power/160-161.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_160D120.jpg,HM4191-ND,161F28,Hammond Manufacturing,XFRMR LAMINATED 4.4VA THRU HOLE,397,289,"11.37000","0","1","161","Active","Laminated Core","115V","Parallel 14V, Series 28V","Parallel 320mA, Series 160mA","Single","Single, Multiple Taps","No","4.4VA","Through Hole","PC Pin","42.93mm L x 31.75mm W","36.83mm","2000Vrms","0.33 lb (149.69g)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=4900-RD63&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/4900-Series-Dual-Primary.JPG,A129372-ND,4900-9013RD63,TE Connectivity Passive Product,4900-9013RD63=TRANSFORMER,219,0,"11.82000","0","1","4900","Active","Laminated Core","115V, 230V","Parallel 6.3V, Series 12.6V","-","Dual","Dual","No","12VA","Through Hole","PC Pin","22.61mm L x 72.97mm W","35.81mm","-","-"
https://belfuse.com/resources/241-L.pdf,//media.digikey.com/Photos/Signal%20Transformers%20Photos/MFG_DP-241-4-12L.JPG,595-1808-ND,DP-241-4-12L,Signal Transformer,XFRMR LAMINATED 6VA CHAS MOUNT,149,0,"12.10000","0","1","Two-4-One™","Active","Laminated Core","115V, 230V","12.6V","500mA","Dual","Single","Yes","6VA","Chassis Mount","Wire Leads","60.30mm L x 33.30mm W","36.20mm","2500Vrms","0.44 lb (199.58g)"
https://belfuse.com/resources/MPC.pdf,-,595-1953-ND,MPC-X-15,Signal Transformer,XFRMR LAMINATED 10VA THRU HOLE,627,0,"12.35000","0","1","MPC","Active","Laminated Core","115V","Parallel 5V, Series 15V","Parallel 360mA, Series 50mA","Single","Dual","Yes","10VA","Through Hole","PC Pin","47.60mm L x 36.50mm W","41.70mm","1500Vrms","0.56 lb (254.01g)"
https://www.hammfg.com/electronics/transformers/power/160-161.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_160D120.jpg,HM4202-ND,161G24,Hammond Manufacturing,XFRMR LAMINATED 10VA THRU HOLE,163,105,"13.68000","0","1","161","Active","Laminated Core","115V","Parallel 12V, Series 24V","Parallel 900mA, Series 450mA","Single","Single, Multiple Taps","No","10VA","Through Hole","PC Pin","49.28mm L x 36.58mm W","42.93mm","2000Vrms","0.7 lb (317.51g)"
https://www.hammfg.com/files/parts/pdf/229A30.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_229A10.jpg,HM4847-ND,229A30,Hammond Manufacturing,XFRMR SEMI-TORO 6VA THRU HOLE,205,0,"15.31000","0","1","229","Active","Semi-Toroidal","115V, 230V","Parallel 15V, Series 30V","Parallel 400mA, Series 200mA","Dual","Dual","No","6VA","Through Hole","PC Pin","39.62mm L x 47.75mm W","21.59mm","1750Vrms","0.37 lb (167.83g)"
https://belfuse.com/resources/LPI.pdf,-,595-1239-ND,16-150-LPI,Signal Transformer,XFRMR SEMI-TORO 2.5VA THRU HOLE,208,0,"16.11000","0","1","LPI","Active","Semi-Toroidal","115V, 230V","Parallel 8V, Series 16V","Parallel 300mA, Series 150mA","Dual","Dual","No","2.5VA","Through Hole","PC Pin","60.20mm L x 42.10mm W","18.30mm","4000Vrms","0.27 lb (122.47g)"
https://belfuse.com/resources/datasheets/signaltransformer/ds-st-lp-series.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/LP-20-600.JPG,595-1324-ND,LP-20-600,Signal Transformer,XFRMR SEMI-TORO 12VA THRU HOLE,150,0,"16.25000","0","1","LP","Active","Semi-Toroidal","115V, 230V","Parallel 10V, Series 20V","Parallel 1.2A, Series 600mA","Dual","Dual","No","12VA","Through Hole","PC Pin","63.50mm L x 50.80mm W","27.10mm","1500Vrms","0.688 lb (312.07g)"
https://www.hammfg.com/electronics/transformers/power/162-164.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_162D10.jpg,HM2095-ND,162H48,Hammond Manufacturing,XFRMR LAMINATED 20VA THRU HOLE,1565,0,"18.50000","0","1","162","Active","Laminated Core","115V, 230V","Parallel 24V, Series 48V","Parallel 800mA, Series 400mA","Dual","Dual","No","20VA","Through Hole","PC Pin","57.15mm L x 47.63mm W","36.52mm","2500Vrms","0.8 lb (362.87g)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=4000-09A19BB999&DocType=Customer+Drawing&DocLang=English,-,PB2991-ND,4000-09A19BB999,TE Connectivity Potter & Brumfield Relays,XFRMR LAMINATED 10VA CHAS MOUNT,300,0,"18.50000","0","1","4000, Products Unlimited","Active","Laminated Core","208V, 240V","24V","-","Single","Single","No","10VA","Chassis Mount","Solder, Quick Connect","82.55mm L x 57.15mm W","49.53mm","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=4000-09M04AE999&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/4000-09M04AE999.jpg,PB2999-ND,4000-09M04AE999,TE Connectivity Potter & Brumfield Relays,XFRMR LAMINATED 30VA CHAS MOUNT,196,0,"18.68000","0","1","4000, Products Unlimited","Active","Laminated Core","208V, 240V","24V","-","Single","Single","No","30VA","Chassis Mount","Solder, Quick Connect","82.55mm L x 47.75mm W","62.23mm","-","-"
https://belfuse.com/resources/14A-Triple.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/14A-30-%20SERIES.jpg,595-1828-ND,14A-30-515,Signal Transformer,XFRMR LAMINATED 30VA THRU HOLE,259,0,"19.08000","0","1","One-4-All™","Active","Laminated Core","115V, 230V","5V, ±15V","1.25A, 200mA","Dual","Dual","Yes","30VA","Through Hole","PC Pin","66.70mm L x 55.50mm W","39.70mm","4000Vrms","1.2 lbs (544.3g)"
https://www.hammfg.com/electronics/transformers/power/183.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_183E10.jpg,HM4637-ND,183K24,Hammond Manufacturing,XFRMR LAMINATED 56VA THRU HOLE,229,401,"19.40000","0","1","183","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 4.66A, Series 2.33A","Dual","Dual","No","56VA","Through Hole","PC Pin","76.20mm L x 63.50mm W","46.02mm","4000Vrms","1.7 lbs (771.1g)"
https://www.hammfg.com/electronics/transformers/power/183.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_183E10.jpg,HM4638-ND,183K28,Hammond Manufacturing,XFRMR LAMINATED 56VA THRU HOLE,115,112,"19.40000","0","1","183","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 4A, Series 2A","Dual","Dual","No","56VA","Through Hole","PC Pin","76.20mm L x 63.50mm W","46.02mm","4000Vrms","1.7 lbs (771.1g)"
https://www.hammfg.com/electronics/transformers/power/183.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_183E10.jpg,HM4639-ND,183K36,Hammond Manufacturing,XFRMR LAMINATED 56VA THRU HOLE,108,103,"19.40000","0","1","183","Active","Laminated Core","115V, 230V","Parallel 18V, Series 36V","Parallel 3.12A, Series 1.56A","Dual","Dual","No","56VA","Through Hole","PC Pin","76.20mm L x 63.50mm W","46.02mm","4000Vrms","1.7 lbs (771.1g)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=4000-01V18BC999&DocType=Customer+Drawing&DocLang=English,-,PB3055-ND,4000-01V18BC999,TE Connectivity Potter & Brumfield Relays,XFRMR LAMINATED 40VA CHAS MOUNT,116,0,"20.04000","0","1","4000, Products Unlimited","Active","Laminated Core","120V","24V","-","Single","Single","No","40VA","Chassis Mount","Wire Leads","-","-","-","2 lbs (907.2g)"
https://www.hammfg.com/electronics/transformers/power/185.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_185C10.jpg,HM2121-ND,185C230,Hammond Manufacturing,XFRMR LAMINATED 25VA CHAS MOUNT,217,447,"20.60000","0","1","185","Active","Laminated Core","115V, 230V","Parallel 115V, Series 230V","Parallel 220mA, Series 110mA","Dual","Dual","No","25VA","Chassis Mount","Solder, Quick Connect","71.37mm L x 56.39mm W","58.67mm","4000Vrms","1.3 lbs (589.7g)"
https://belfuse.com/resources/IF.pdf,-,595-1933-ND,IF-18-34,Signal Transformer,XFRMR SEMI-TORO 18VA THRU HOLE,205,0,"21.27000","0","1","IF","Active","Semi-Toroidal","115V, 230V","Parallel 17V, Series 34V","Parallel 1.06A, Series 530mA","Dual","Dual","No","18VA","Through Hole","PC Pin","67.60mm L x 57.00mm W","27.60mm","4000Vrms","15 lbs (6.8kg)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=4000-03E07K999&DocType=Customer+Drawing&DocLang=English,-,PB3077-ND,4000-03E07K999,TE Connectivity Potter & Brumfield Relays,XFRMR LAMINATED 40VA CHAS MOUNT,764,0,"21.79000","0","1","4000, Products Unlimited","Active","Laminated Core","277V","24V","-","Single","Single","No","40VA","Chassis Mount","Wire Leads","90.47mm L x 54.61mm W","55.58mm","-","1.6 lbs (725.7g)"
https://belfuse.com/resources/241.pdf,//media.digikey.com/photos/Signal%20Transformers%20Photos/SINGLE%20XFORMER%20TO63-1810.jpg,595-1063-ND,241-8-28,Signal Transformer,XFRMR LAMINATED 100VA CHAS MOUNT,117,0,"23.25000","0","1","Two-4-One™","Active","Laminated Core","115V","28V","3.6A","Single","Single","Yes","100VA","Chassis Mount","Solder, Quick Connect","102.40mm L x 58.50mm W","67.70mm","2500Vrms","2.8 lbs (1.3kg)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=4000-78AW18K999&DocType=Customer+Drawing&DocLang=English,-,PB3081-ND,4000-78AW18K999,TE Connectivity Potter & Brumfield Relays,XFRMR LAMINATED 50VA CHAS MOUNT,298,0,"24.46000","0","1","4000, Products Unlimited","Active","Laminated Core","575V","24V","-","Single","Single","No","50VA","Chassis Mount","Wire Leads","90.47mm L x 63.50mm W","55.58mm","-","2.1 lbs (952.5g)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=4000-51E07K999&DocType=Customer+Drawing&DocLang=English,-,PB3047-ND,4000-51E07K999,TE Connectivity Potter & Brumfield Relays,XFRMR LAMINATED 40VA CHAS MOUNT,183,0,"26.49000","0","1","4000, Products Unlimited","Active","Laminated Core","380V, 415V","24V","-","Single","Single","No","40VA","Chassis Mount","Wire Leads","90.47mm L x 54.61mm W","55.58mm","-","1.6 lbs (725.7g)"
https://www.hammfg.com/electronics/transformers/power/166.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/166%20Series.jpg,HM4395-ND,166G100,Hammond Manufacturing,XFRMR LAMINATED 50VA CHAS MOUNT,123,133,"36.13000","0","1","166","Active","Laminated Core","115V","100V","500mA","Single","Single","Yes","50VA","Chassis Mount","Wire Leads","93.73mm L x 54.10mm W","58.67mm","2000Vrms","2 lbs (907.2g)"
https://www.hammfg.com/electronics/transformers/class-2/bf.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_BF2F.jpg,HM2180-ND,BF2G,Hammond Manufacturing,XFRMR LAMINATED 75VA CHAS MOUNT,207,289,"56.94000","0","1","BF","Active","Laminated Core","120V","24V","3.13A","Single","Single","No","75VA","Chassis Mount","Wire Leads","76.20mm L x 63.50mm W","95.25mm","-","3.2 lbs (1.5kg)"
https://www.hammfg.com/files/parts/pdf/226T.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_226D.jpg,HM4830-ND,226T,Hammond Manufacturing,XFRMR SEMI-TORO 20VA THRU HOLE,56,9,"77.88000","0","1","226","Active","Semi-Toroidal","115V","Parallel 20V, Series 40V","Parallel 1A, Series 500mA","Single","Dual","No","20VA","Through Hole","PC Pin","43.94mm L x 34.29mm W","20.32mm","-","0.22 lb (99.79g)"
https://belfuse.com/resources/Rectifiers.pdf,-,595-1741-ND,12.8-12,Signal Transformer,XFRMR LAMINATED 153.6VA CHAS MNT,87,0,"82.47000","0","1","-","Active","Laminated Core","105V, 115V, 125V","Parallel 6.4V, Series 12.8V","Parallel 24A, Series 12A","Single, Multiple Taps","Single, Multiple Taps","Yes","153.6VA","Chassis Mount","Solder, Quick Connect","104.80mm L x 82.60mm W","87.30mm","1500Vrms","6 lbs (2.7kg)"
https://www.hammfg.com/files/legacy/pdf/5c0016-17.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_266C24.jpg,HM4986-ND,266N48,Hammond Manufacturing,XFRMR LAMINATED 192VA CHAS MOUNT,57,108,"94.52000","0","1","266","Active","Laminated Core","117V, 234V","Parallel 24V, Series 48V","Parallel 8A, Series 4A","Dual","Dual","No","192VA","Chassis Mount","Wire Leads","87.38mm L x 91.95mm W","107.19mm","2000Vrms","8 lbs (3.6kg)"
https://www.hammfg.com/electronics/transformers/power/1182.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1182-Series.jpg,HM2497-ND,1182U110P,Hammond Manufacturing,TRANSFORMER TOROIDAL POWER POTTE,40,15,"210.17000","0","1","1182","Active","Toroidal","117V","Parallel 110V, Series 220V","Parallel 13.6A, Series 6.8A","Dual","Dual","No","1500VA","Chassis Mount","Wire Leads","187.96mm Dia","82.55mm","4000Vrms","24 lbs (10.9kg)"
http://catalog.triadmagnetics.com/Asset/F20-055.pdf,//media.digikey.com/Photos/Triad%20Magnetics%20Photos/C2%20Split%20Pack%2039.67mm.JPG,237-1809-ND,F20-055,Triad Magnetics,XFRMR LAMINATED THRU HOLE,200,120,"7.32000","0","1","Split Pack™, Class 2/3, F","Active","Laminated Core","115V","Parallel 10V, Series 20V","Parallel 110mA, Series 55mA","Single","Dual","No","1.1VA","Through Hole","PC Pin","34.93mm L x 28.58mm W","23.80mm","2500Vrms","0.17 lb (77.11g)"
http://catalog.triadmagnetics.com/Asset/VPP24-210.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%205.0VA%20TO61-1617.jpg,VPP24-210-B-ND,VPP24-210-B,Triad Magnetics,XFRMR LAMINATED 5VA THRU HOLE,158,0,"7.69000","0","1","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 12V, Series 24V","Parallel 420mA, Series 210mA","Dual","Dual","No","5VA","Through Hole","PC Pin","41.28mm L x 33.32mm W","34.93mm","4000Vrms","0.37 lb (167.83g)"
http://catalog.triadmagnetics.com/Asset/VPP20-1000.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/XFORMER%2020.0VA%20TO61-1617.jpg,VPP20-1000-B-ND,VPP20-1000-B,Triad Magnetics,XFRMR LAMINATED 20VA THRU HOLE,2194,3400,"11.49000","0","1","PC Mount: World Series™","Active","Laminated Core","115V, 230V","Parallel 10V, Series 20V","Parallel 2A, Series 1A","Dual","Dual","No","20VA","Through Hole","PC Pin","57.15mm L x 47.63mm W","41.28mm","4000Vrms","0.9 lb (408.23g)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=4900-RA60&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/4900-Series-Dual-Primary.JPG,A108173-ND,4900-9028RD63,TE Connectivity Passive Product,XFRMR LAMINATED 12VA THRU HOLE,124,0,"11.64000","0","1","4900","Active","Laminated Core","115V, 230V","Parallel 14V, Series 28V","Parallel 857mA, Series 429mA","Dual","Dual","No","12VA","Through Hole","PC Pin","48.00mm L x 40.00mm W","35.80mm","-","-"
//media.digikey.com/pdf/Data%20Sheets/Amveco%20PDFs/70000_Series_Cat.pdf,"//media.digikey.com/photos/Amveco%20Magnetics%20Photos/70001,%2070002,%2070003,%2070004,%2070005.jpg",TE70005-ND,70005K,Acme Electric/Amveco/Actown,XFRMR TOROIDAL 1.6VA THRU HOLE,200,0,"9.53000","0","1","70000","Discontinued at Digi-Key","Toroidal","115V, 230V","Parallel 22V, Series 44V","Parallel 72mA, Series 36mA","Dual","Dual","No","1.6VA","Through Hole","PC Pin","36.60mm L x 39.60mm W","18.50mm","4000Vrms","0.157 lb (71.21g)"
//media.digikey.com/pdf/Data%20Sheets/Amveco%20PDFs/70000_Series_Cat.pdf,"//media.digikey.com/photos/Amveco%20Magnetics%20Photos/70030,%2070031,%2070032,%2070033,%2070034,%2070035.jpg",TE70034-ND,70034K,Acme Electric/Amveco/Actown,XFRMR TOROIDAL 7VA THRU HOLE,411,0,"11.75000","0","1","70000","Discontinued at Digi-Key","Toroidal","115V, 230V","Parallel 18V, Series 36V","Parallel 388mA, Series 194mA","Dual","Dual","No","7VA","Through Hole","PC Pin","49.70mm L x 49.70mm W","23.10mm","4000Vrms","0.32 lb (145.15g)"
//media.digikey.com/pdf/Data%20Sheets/Amveco%20PDFs/70000_Series_Cat.pdf,"//media.digikey.com/photos/Amveco%20Magnetics%20Photos/70060,%2070061,%2070062,%2070063,%2070064,%2070065.jpg",TE70064-ND,70064K,Acme Electric/Amveco/Actown,XFRMR TOROIDAL 25VA THRU HOLE,1344,0,"17.20000","0","1","70000","Discontinued at Digi-Key","Toroidal","115V, 230V","Parallel 18V, Series 36V","Parallel 1.388A, Series 694mA","Dual","Dual","No","25VA","Through Hole","PC Pin","60.00mm L x 60.00mm W","37.50mm","4000Vrms","0.856 lb (388.28g)"
//media.digikey.com/pdf/Data%20Sheets/Amveco%20PDFs/62000%20Series%20Low%20Profile%20Miniature%20Transformers.pdf,"//media.digikey.com/photos/Amveco%20Magnetics%20Photos/62060,%2062061,%2062062,%2062063,%2062064,%2062065.jpg",TE62060-ND,62060-P2S02,Acme Electric/Amveco/Actown,XFRMR TOROIDAL 25VA CHAS MOUNT,2195,0,"19.02000","0","1","62000","Discontinued at Digi-Key","Toroidal","115V, 230V","Parallel 7V, Series 14V","Parallel 3.57A, Series 1.785A","Dual","Dual","No","25VA","Chassis Mount","Wire Leads","-","-","4000Vrms","0.856 lb (388.28g)"
//media.digikey.com/pdf/Data%20Sheets/Amveco%20PDFs/62000%20Series%20Low%20Profile%20Miniature%20Transformers.pdf,"//media.digikey.com/photos/Acme%20Electric,%20Amveco,%20Actown/62000%20Series%20.jpg",TE62084-ND,62084-P2S02,Acme Electric/Amveco/Actown,XFRMR TOROIDAL 50VA CHAS MOUNT,107,0,"26.61000","0","1","62000","Discontinued at Digi-Key","Toroidal","115V, 230V","Parallel 18V, Series 36V","Parallel 2.776A, Series 1.388A","Dual","Dual","No","50VA","Chassis Mount","Wire Leads","-","-","4000Vrms","1.5 lbs (680.4g)"
