Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Core Processor","Speed","Number of Cores","Power (Watts)","Cooling Type","Size / Dimension","Form Factor","Expansion Site/Bus","RAM Capacity/Installed","Storage Interface","Video Outputs","Ethernet","USB","RS-232 (422, 485)","Digital I/O Lines","Analog Input:Output","Watchdog Timer","Operating Temperature"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PQR20E04BW-ND,EDM1IMX6PQR20E04BW,TechNexion,MODULE EDM COMPACT TYPE 1,0,0,"150.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PDR10E04BWTE-ND,EDM1IMX6PDR10E04BWTE,TechNexion,MODULE EDM COMPACT TYPE 1,0,0,"153.40000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-Pro-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB01-B-000-00.jpg,SRMX6DLWT1D01GE008P00CH-ND,SRMX6DLWT1D01GE008P00CH,SolidRun LTD,SBC PRO CARRIER WIFI/BT DUAL,0,0,"154.28000","0","1","HummingBoard Pro","Active","ARM® Cortex®-A9, i.MX6DualLite","1.2GHz","2","-","-","3.35"" x 2.20"" (85mm x 56mm)","-","mPCIe","4GB/1GB","mSATA, uSD","HDMI, LVDS, MIPI, SPDIF","10/100 Mbps (1)","USB 2.0 (2)","-","26","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-Pro-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB01-B-000-00.jpg,SRMX6DUW00D01GE008P00AH-ND,SRMX6DUW00D01GE008P00AH,SolidRun LTD,SBC PRO CARRIER DUAL IMX6,0,0,"154.28000","0","60","HummingBoard Pro","Active","ARM® Cortex®-A9, i.MX6Dual","1.2GHz","2","-","-","3.35"" x 2.20"" (85mm x 56mm)","-","mPCIe","4GB/1GB","mSATA, uSD","HDMI, LVDS, MIPI, SPDIF","10/100/1000 Mbps (1)","USB 2.0 (4)","-","26","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-edge-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB.jpg,SRMX6DLW00D01GE008E00CH-ND,SRMX6DLW00D01GE008E00CH,SolidRun LTD,SBC EDGE CARRIER DUAL LT IMX6,0,0,"154.28000","0","1","HummingBoard Edge","Active","ARM® Cortex®-A9, i.MX6DualLite","1.2GHz","2","-","-","4.02"" x 2.72"" (102mm x 69mm)","-","mPCIe","4GB/1GB","eSATA, M.2, uSD","HDMI, LVDS, MIPI","10/100 Mbps (1)","USB 2.0 (2)","-","36","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-gate-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB0.jpg,SRMX6DLWT1D01GE008G00CH-ND,SRMX6DLWT1D01GE008G00CH,SolidRun LTD,SBC GATE CARRIER WIFI/BT DUAL,0,0,"154.28000","0","1","HummingBoard Gate","Active","ARM® Cortex®-A9, i.MX6DualLite","1.2GHz","2","-","-","4.02"" x 2.72"" (102mm x 69mm)","-","mPCIe","4GB/1GB","uSD","HDMI, MIPI","10/100 Mbps (1)","USB 2.0 (2)","-","36","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-gate-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB0.jpg,SRMX6DUW00D01GE008G00AH-ND,SRMX6DUW00D01GE008G00AH,SolidRun LTD,SBC GATE CARRIER DUAL IMX6,0,0,"154.28000","0","60","HummingBoard Gate","Active","ARM® Cortex®-A9, i.MX6Dual","1.2GHz","2","-","-","4.02"" x 2.72"" (102mm x 69mm)","-","mPCIe","4GB/1GB","uSD","HDMI, MIPI","10/100/1000 Mbps (1)","USB 2.0 (4)","-","36","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PQR20E04TI-ND,EDM1IMX6PQR20E04TI,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 QUA,0,0,"154.70000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://downloadt.advantech.com/ProductFile/PIS/PCM-3343/Product%20-%20Datasheet/PCM-3343_DS(01.15.14)20140205144750.pdf,-,PCM-3343EL-256A1E-ND,PCM-3343EL-256A1E,Advantech Corp,PC/104 VORTEX86DX 1GHZ MOD WITH,0,0,"155.61000","0","1","-","Active","Vortex86DX","800MHz","1","-","Heat Sink","3.8"" x 3.5"" (96mm x 90mm)","-","PC/104","512MB/256MB","CompactFlash, PATA, SPI","-","10/100 Mbps","USB 2.0 (2)","2","16","-","Yes","0°C ~ 60°C"
-,-,EDM1CFIMX6D10R1GBNI4GLS2C-ND,EDM1CFIMX6D10R1GBNI4GLS2C,TechNexion,MOD EDM COMPACT TYPE1 I.MX6 DUAL,0,0,"156.00000","0","100","EDM1","Active","ARM® Cortex®-A9, i.MX6Dual","1.0GHz","2","-","-","3.23"" x 2.36"" (82mm x 60mm)","EDM Compact","PCIe","1GB/1GB","SATA2, SDIO/MMC","-","-","USB 2.0, USB OTG 2.0","-","-","-","-","0°C ~ 60°C"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PQR20E04BBTE-ND,EDM1IMX6PQR20E04BBTE,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 QUA,0,0,"156.00000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-Pro-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB01-B-000-00.jpg,SRMX6DUW00D01GE008P00CH-ND,SRMX6DUW00D01GE008P00CH,SolidRun LTD,SBC PRO CARRIER DUAL IMX6,0,0,"156.60000","0","1","HummingBoard Pro","Active","ARM® Cortex®-A9, i.MX6Dual","1.2GHz","2","-","-","3.35"" x 2.20"" (85mm x 56mm)","-","mPCIe","4GB/1GB","mSATA, uSD","HDMI, LVDS, MIPI, SPDIF","10/100/1000 Mbps (1)","USB 2.0 (4)","-","26","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-gate-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB0.jpg,SRMX6DUW00D01GE008G00CH-ND,SRMX6DUW00D01GE008G00CH,SolidRun LTD,SBC GATE CARRIER DUAL IMX6,0,0,"156.60000","0","1","HummingBoard Gate","Active","ARM® Cortex®-A9, i.MX6Dual","1.2GHz","2","-","-","4.02"" x 2.72"" (102mm x 69mm)","-","mPCIe","4GB/1GB","uSD","HDMI, MIPI","10/100/1000 Mbps (1)","USB 2.0 (4)","-","36","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PQPR20E04BB-ND,EDM1IMX6PQPR20E04BB,TechNexion,MODULE EDM COMPACT TYPE 1,0,0,"156.60000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-edge-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB.jpg,SRMX6DLW00D01GE008E00AH-ND,SRMX6DLW00D01GE008E00AH,SolidRun LTD,SBC EDGE CARRIER DUAL LT IMX6,0,0,"160.66400","0","60","HummingBoard Edge","Active","ARM® Cortex®-A9, i.MX6DualLite","1.2GHz","2","-","-","4.02"" x 2.72"" (102mm x 69mm)","-","mPCIe","4GB/1GB","eSATA, M.2, uSD","HDMI, LVDS, MIPI","10/100 Mbps (1)","USB 2.0 (2)","-","36","-","-","-"
http://downloadt.advantech.com/ProductFile/PIS/PCM-9343/Product%20-%20Datasheet/PCM-9343_DS(01.15.14)20140205145044.pdf,-,PCM-9343EL-S6A1E-ND,PCM-9343EL-S6A1E,Advantech Corp,3.5 ""SBC DM&P VORTEX86DX 800MHZ,0,0,"160.93000","0","1","-","Active","Vortex86DX","800MHz","1","2.2W","Heat Sink","5.7"" x 4"" (146mm x 102mm)","PC/104","PC/104","512MB/256MB","CompactFlash, SATA, SPI","-","10/100 Mbps","USB 2.0 (2)","2","16","-","Yes","0°C ~ 60°C"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-base-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB01-B-000-00.jpg,SRMX6DUWT1D01GE008B00CH-ND,SRMX6DUWT1D01GE008B00CH,SolidRun LTD,HB BASE CARRIER WIFI/BT DUAL,0,0,"162.40000","0","1","HummingBoard Base","Active","ARM® Cortex®-A9, i.MX6Dual","1.2GHz","2","-","-","3.35"" x 2.20"" (85mm x 56mm)","-","-","2GB/1GB","uSD","HDMI, MIPI, SPDIF","10/100/1000 Mbps (1)","USB 2.0 (4)","-","26","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PQR20E04BWTE-ND,EDM1IMX6PQR20E04BWTE,TechNexion,MODULE EDM COMPACT TYPE 1,0,0,"163.80000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-edge-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB.jpg,SRMX6DUW00D01GE008E00IH-ND,SRMX6DUW00D01GE008E00IH,SolidRun LTD,SBC EDGE CARRIER DUAL IMX6,0,0,"163.85600","0","60","HummingBoard Edge","Active","ARM® Cortex®-A9, i.MX6Dual","1.2GHz","2","-","-","4.02"" x 2.72"" (102mm x 69mm)","-","mPCIe","4GB/1GB","eSATA, M.2, uSD","HDMI, LVDS, MIPI","10/100/1000 Mbps (1)","USB 2.0 (4)","-","36","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PQPR20E04BW-ND,EDM1IMX6PQPR20E04BW,TechNexion,MODULE EDM COMPACT TYPE 1,0,0,"165.30000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,EDM2CFIMX6D10R1GBNI4GLS2C-ND,EDM2CFIMX6D10R1GBNI4GLS2C,TechNexion,MOD EDM COMPACT TYPE2 I.MX6 DUAL,0,0,"165.60000","0","10","EDM2","Not For New Designs","ARM® Cortex®-A9, i.MX6Dual","1.0GHz","2","-","-","3.23"" x 2.36"" (82mm x 60mm)","EDM Compact","PCIe","1GB/1GB","SATA2, SDIO/MMC","-","-","USB 2.0, USB OTG 2.0","-","-","-","-","0°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0364_Web.pdf,-,DFR0364-ND,DFR0364,DFRobot,CUBIEBOARD4 CC-A80 HIGH-PERFORMA,0,0,"166.09000","0","1","-","Active","ARM® Cortex®-A7, ARM® Cortex®-A15","1.3GHz, 2.0GHz","8","-","-","-","-","I²C, UART","2GB/2GB","eMMC, uSD","HDMI, VGA","10/100/1000 Mbps","USB 2.0 (4), USB 3.0 (1)","-","-","-","-","-20°C ~ 70°C"
http://www.technexion.org/images/corporate/marketing/edm-series-201602.pdf,-,EDM1CFIMX6Q10R1GBNI4GLS2C-ND,EDM1CFIMX6Q10R1GBNI4GLS2C,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 QUA,0,0,"167.70000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.technexion.org/images/corporate/marketing/edm-series-201602.pdf,-,EDM1CFIMX6QC10R2GBNI4GLS2C-ND,EDM1CFIMX6QC10R2GBNI4GLS2C,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 QUA,0,0,"167.70000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PQPR20E04TE-ND,EDM1IMX6PQPR20E04TE,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 QUA,0,0,"167.70000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,EDM1CFIMX6U10R1GBNI4GL2CTE-ND,EDM1CFIMX6U10R1GBNI4GL2CTE,TechNexion,MOD EDM COMPACT TYPE1 I.MX6 DUAL,0,0,"169.00000","0","100","EDM1","Active","ARM® Cortex®-A9, i.MX6DualLite","1.0GHz","2","-","-","3.23"" x 2.36"" (82mm x 60mm)","EDM Compact","PCIe","1GB/1GB","SATA2, SDIO/MMC","-","-","USB 2.0, USB OTG 2.0","-","-","-","-","-20°C ~ 70°C"
-,-,EDM2CFIMX6U10R1GBNI4GL2CTE-ND,EDM2CFIMX6U10R1GBNI4GL2CTE,TechNexion,MOD EDM COMPACT TYPE2 I.MX6 DUAL,0,0,"169.00000","0","100","EDM2","Not For New Designs","ARM® Cortex®-A9, i.MX6DualLite","1.0GHz","2","-","-","3.23"" x 2.36"" (82mm x 60mm)","EDM Compact","PCIe","1GB/1GB","SATA2, SDIO/MMC","-","-","USB 2.0, USB OTG 2.0","-","-","-","-","-20°C ~ 70°C"
http://downloadt.advantech.com/ProductFile/PIS/RSB-3410/Product%20-%20Datasheet/RSB-3410_DS(03.10.16)20160316105406.pdf,-,RSB-3410DL-MDA1E-ND,RSB-3410DL-MDA1E,Advantech Corp,I.MX6 DUAL LITE 1.0GHZ 1GB DRAM,0,0,"170.24000","0","1","-","Active","ARM® Cortex®-A9, i.MX6DualLite","1.0GHz","2","4.4W","Heat Sink","3.9"" x 2.8"" (100mm x 72mm)","2.5"" SBC","Mini-PCIe, SD, SIM","1GB/1GB","-","HDMI, LVDS","10/100/1000 Mbps","USB 2.0 (2)","1","-","-","Yes","0°C ~ 60°C"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-edge-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB.jpg,SRMX6DUW00D01GE008E00AH-ND,SRMX6DUW00D01GE008E00AH,SolidRun LTD,SBC EDGE CARRIER DUAL IMX6,0,0,"170.24000","0","60","HummingBoard Edge","Active","ARM® Cortex®-A9, i.MX6Dual","1.2GHz","2","-","-","4.02"" x 2.72"" (102mm x 69mm)","-","mPCIe","4GB/1GB","eSATA, M.2, uSD","HDMI, LVDS, MIPI","10/100/1000 Mbps (1)","USB 2.0 (4)","-","36","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-edge-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB.jpg,SRMX6DLWT1D01GE008E00CH-ND,SRMX6DLWT1D01GE008E00CH,SolidRun LTD,SBC EDGE CARRIER WIFI/BT DUAL,0,0,"171.68000","0","1","HummingBoard Edge","Active","ARM® Cortex®-A9, i.MX6DualLite","1.2GHz","2","-","-","4.02"" x 2.72"" (102mm x 69mm)","-","mPCIe","4GB/1GB","eSATA, M.2, uSD","HDMI, LVDS, MIPI","10/100 Mbps (1)","USB 2.0 (2)","-","36","-","-","-"
http://downloadt.advantech.com/download/downloadlit.aspx?LIT_ID=9e3f6c42-a3fc-452a-b76b-cc280bd7893b,-,ROM-3310WS-MCA1E-ND,ROM-3310WS-MCA1E,Advantech Corp,TI AM3352 1.0GHZ -40 TO +85C,0,0,"172.90000","0","1","-","Active","TI Sitara Cortex A8 AM3352","1.0GHz","1","2.11W","Heat Sink","2.7"" x 2.7"" (68mm x 68mm)","RTX 2.0","-","512MB/0MB","-","TTL","10/100/1000 Mbps","USB 2.0 (2)","-","10","-","Yes","-40°C ~ 85°C"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-edge-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB.jpg,SRMX6DUW00D01GE008E00CH-ND,SRMX6DUW00D01GE008E00CH,SolidRun LTD,SBC EDGE CARRIER DUAL IMX6,0,0,"174.00000","0","1","HummingBoard Edge","Active","ARM® Cortex®-A9, i.MX6Dual","1.2GHz","2","-","-","4.02"" x 2.72"" (102mm x 69mm)","-","mPCIe","4GB/1GB","eSATA, M.2, uSD","HDMI, LVDS, MIPI","10/100/1000 Mbps (1)","USB 2.0 (4)","-","36","-","-","-"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PQPR20E04TI-ND,EDM1IMX6PQPR20E04TI,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 QUA,0,0,"174.20000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Advantech%20PDFs/ROM-7420.pdf,-,ROM-7420CD-MDA1E-ND,ROM-7420CD-MDA1E,Advantech Corp,I.MX6 DC 1.0GHZ,0,0,"174.23000","0","1","-","Active","ARM® Cortex®-A9, i.MX6Dual","1.0GHz","2","3.16W","Heat Sink","2.75"" x 2.75"" (70mm x 70mm)","Qseven 1.2","PCIe","1GB/1GB","SATA 2.0 (1)","HDMI, LVDS, VGA","10/100/1000 Mbps","USB 2.0 (2)","-","8","-","Yes","0°C ~ 60°C"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PQPR20E04BBTE-ND,EDM1IMX6PQPR20E04BBTE,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 QUA,0,0,"175.50000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.netburner.com/download/legacy-sb72-ex-datasheet/?wpdmdl=4156&ind=0,-,SB72EX-100CR-ND,SB72EX-100CR,NetBurner Inc.,DUAL PORT SERIAL-ETHERNET,0,0,"179.00000","0","1","SB","Active","ColdFire 5272","62.5MHz","1","-","-","4.2"" x 3.25"" (106.68mm x 82.55mm)","-","-","8MB/8MB","-","-","10/100 Mbps (1)","-","2","-","-","-","0°C ~ 70°C"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:microsom:docs:sr-data_sheet-imx6-microsom-i4pro.pdf,//media.digikey.com/Photos/SolidRun/MFG_USOM04.jpg,SRMX6QDW00D02GE000V15A0-ND,SRMX6QDW00D02GE000V15A0,SolidRun LTD,SOM QUAD PRO AUTO TEMP 2GB 1GHZ,0,0,"179.81600","0","60","MicroSoM i4Pro","Active","ARM® Cortex®-A9, i.MX6Quad","1.2GHz","4","-","-","1.85"" x 1.18"" (47mm x 30mm)","-","SATA, PCIe","2GB/2GB","eMMC, NOR-Flash, PCIeSSD, SD/mSD","DSI, HDMI, LVDS","10/100/1000 Mbps (1)","USB 2.0 (1), USB OTG (1)","-","75","-","-","-40°C ~ 105°C"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1imx6plus.pdf,-,EDM1IMX6PQPR20E04BWTE-ND,EDM1IMX6PQPR20E04BWTE,TechNexion,EDM COMPACT TYPE 1 NXP I.MX6 QUA,0,0,"183.30000","0","100","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://downloadt.advantech.com/ProductFile/PIS/SIMB-M22/Product%20-%20Datasheet/SIMB-M22_DS(03.06.14)20140312111815.pdf,-,SIMB-M22-2G2S0A1E-ND,SIMB-M22-2G2S0A1E,Advantech Corp,CIRCUIT MODULE AMD T40R MINI-IT,0,0,"185.00000","0","1","-","Active","AMD G-Series T40R","1.0GHz","1","-","Heat Sink","6.69"" x 6.69"" (170mm x 170mm)","mini-ITX","Mini-PCIe, PCIe","4GB/0GB","SATA 3.0 (5)","DD, eDP, HDMI, LVDS, VGA","10/100/1000 Mbps","USB 2.0 (8)","4","8","-","Yes","0°C ~ 50°C"
https://www.seco.com/misk/UDOO_X86_datasheet.pdf,-,1485-1024-ND,SB02-3740-0000-C1,UDOO,SBC UDOO X86 ADVANCED PLUS,0,0,"188.75000","0","1","Advanced Plus","Active","Celeron N3160","2.24GHz","4","-","-","4.72"" x 3.35"" (120mm x 85mm)","-","-","4GB/4GB","eMMC, MicroSD, SATA 3, SSD","HDMI, MiniDP","GbE","USB 3.0 (3)","-","20","-","-","-"
http://downloadt.advantech.com/ProductFile/PIS/SIMB-M02/Product%20-%20Datasheet/SIMB-M02_DS(03.06.14)20140312111146.pdf,-,SIMB-M02-D2500A1E-ND,SIMB-M02-D2500A1E,Advantech Corp,CIRCUIT MODULE INTEL ATOM CEDAR,0,0,"189.00000","0","1","-","Active","Atom D2550","1.86GHz","2","-","Fan","6.69"" x 6.69"" (170mm x 170mm)","mini-ITX","Mini-PCIe, PCIe","4GB/0GB","SATA 2.0 (2)","DP, HDMI, LVDS, VGA","10/100/1000 Mbps","USB 2.0 (7)","6","8","-","Yes","0°C ~ 50°C"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-Pro-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB01-B-000-00.jpg,SRMX6QDW00D02GE008P00IH-ND,SRMX6QDW00D02GE008P00IH,SolidRun LTD,SBC PRO CARRIER QUAD IMX6,0,0,"196.84000","0","60","HummingBoard Pro","Active","ARM® Cortex®-A9, i.MX6Quad","1.2GHz","4","-","-","3.35"" x 2.20"" (85mm x 56mm)","-","mPCIe","4GB/2GB","mSATA, uSD","HDMI, LVDS, MIPI, SPDIF","10/100/1000 Mbps (1)","USB 2.0 (4)","-","26","-","-","-"
https://wiki.solid-run.com/lib/exe/fetch.php?media=imx6:hummingboard:docs:sr-imx6-hummingboard-gate-datasheet.pdf,//media.digikey.com/Photos/SolidRun/MFG_HB0.jpg,SRMX6QDW00D02GE008G00IH-ND,SRMX6QDW00D02GE008G00IH,SolidRun LTD,SBC GATE CARRIER QUAD IMX6,0,0,"196.84000","0","60","HummingBoard Gate","Active","ARM® Cortex®-A9, i.MX6Quad","1.2GHz","4","-","-","4.02"" x 2.72"" (102mm x 69mm)","-","mPCIe","4GB/2GB","uSD","HDMI, MIPI","10/100/1000 Mbps (1)","USB 2.0 (4)","-","36","-","-","-"
http://downloadt.advantech.com/ProductFile/PIS/SIMB-M02/Product%20-%20Datasheet/SIMB-M02_DS(03.06.14)20140312111146.pdf,-,SIMB-M02-N2600A1E-ND,SIMB-M02-N2600A1E,Advantech Corp,CIRCUIT MODULE INTEL ATOM CEDAR,0,0,"198.00000","0","1","-","Active","Atom N2600","1.6GHz","2","-","Fan","6.69"" x 6.69"" (170mm x 170mm)","mini-ITX","Mini-PCIe, PCIe","2GB/0GB","SATA 2.0 (2)","DP, HDMI, LVDS, VGA","10/100/1000 Mbps","USB 2.0 (7)","6","8","-","Yes","0°C ~ 50°C"
http://downloadt.advantech.com/ProductFile/PIS/ROM-3420/Product%20-%20Datasheet/ROM-3420_DS(03.10.16)20160420161553.pdf,-,ROM-3420CD-MDA1E-ND,ROM-3420CD-MDA1E,Advantech Corp,I.MX6 DC 1.0GHZ 1GB DRAM,0,0,"198.17000","0","1","-","Active","ARM® Cortex®-A9, i.MX6Dual","1.0GHz","2","6.25W","Heat Sink","2.7"" x 2.7"" (68mm x 68mm)","RTX 2.0","PCIe","1GB/1GB","SATA 2.0 (1)","HDMI, LVDS, TTL","10/100/1000 Mbps","USB 2.0 (2)","-","10","-","Yes","0°C ~ 60°C"
http://downloadt.advantech.com/ProductFile/PIS/SIMB-A21/Product%20-%20Datasheet/SIMB-A21_DS(03.06.14)20140312100739.pdf,-,SIMB-A21-8VG00A1E-ND,SIMB-A21-8VG00A1E,Advantech Corp,LAG1155 INTEL CORE I7/I5/I3 CEL,0,0,"200.83000","0","1","-","Active","Intel Core i7/i5/i3/Celeron","2.5GHz ~ 3.9GHz","2/3/4","-","Heat Sink","12"" x 8"" (308mm x 203mm)","-","PCI, PCIe","16GB/0GB","SATA 2.0 (4), SSD","DP, DVI, VGA","10/100/1000 Mbps","USB 2.0 (10)","6","8","-","Yes","0°C ~ 50°C"
http://downloadt.advantech.com/download/downloadlit.aspx?lit_id=bf5cce0b-9ed2-4435-a924-20045f9620a7,-,SIMB-M01-1VGS8A1E-ND,SIMB-M01-1VGS8A1E,Advantech Corp,CIRCUIT MODULE D525 + NM10 MINI,0,0,"200.83000","0","1","-","Active","Atom D525","1.8GHz","2","-","Heat Sink","6.69"" x 6.69"" (170mm x 170mm)","-","PCIe","4GB/0GB","SATA 2.0 (2)","DP, HDMI, VGA","10/100/1000 Mbps","USB 2.0 (8)","2","-","-","-","0°C ~ 50°C"
https://s3-us-west-2.amazonaws.com/technexion-downloads/datasheets/edm1cfimx6.pdf,-,EDM1CFIMX6D10R1GBNI4GLS2CTE-ND,EDM1CFIMX6D10R1GBNI4GLS2CTE,TechNexion,MOD EDM COMPACT TYPE1 I.MX6 DUAL,0,0,"201.50000","0","100","EDM1","Active","ARM® Cortex®-A9, i.MX6Dual","1.0GHz","2","-","-","3.23"" x 2.36"" (82mm x 60mm)","EDM Compact","PCIe","1GB/1GB","SATA2, SDIO/MMC","-","-","USB 2.0, USB OTG 2.0","-","-","-","-","-20°C ~ 70°C"
-,-,EDM2CFIMX6D10R1GBNI4GLS2CTE-ND,EDM2CFIMX6D10R1GBNI4GLS2CTE,TechNexion,MOD EDM COMPACT TYPE2 I.MX6 DUAL,0,0,"201.50000","0","100","EDM2","Not For New Designs","ARM® Cortex®-A9, i.MX6Dual","1.0GHz","2","-","-","3.23"" x 2.36"" (82mm x 60mm)","EDM Compact","PCIe","1GB/1GB","SATA2, SDIO/MMC","-","-","USB 2.0, USB OTG 2.0","-","-","-","-","-20°C ~ 70°C"
-,-,EDM2CFIMX6Q10R2GBNI4GLS2C-ND,EDM2CFIMX6Q10R2GBNI4GLS2C,TechNexion,MOD EDM COMPACT TYPE2 I.MX6 QUAD,0,0,"208.38000","0","10","EDM2","Not For New Designs","ARM® Cortex®-A9, i.MX6Quad","1.0GHz","4","-","-","3.23"" x 2.36"" (82mm x 60mm)","EDM Compact","PCIe","2GB/2GB","SATA2, SDIO/MMC","-","-","USB 2.0, USB OTG 2.0","-","-","-","-","0°C ~ 60°C"
-,-,EDM1CFIMX6Q10R2GBNI4GLS2C-ND,EDM1CFIMX6Q10R2GBNI4GLS2C,TechNexion,MOD EDM COMPACT TYPE1 I.MX6 QUAD,0,0,"208.80000","0","1","EDM1","Active","ARM® Cortex®-A9, i.MX6Quad","1.0GHz","4","-","-","3.23"" x 2.36"" (82mm x 60mm)","EDM Compact","PCIe","2GB/2GB","SATA2, SDIO/MMC","-","-","USB 2.0, USB OTG 2.0","-","-","-","-","0°C ~ 60°C"
