Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Function","Embedded","Utilized IC / Part","Primary Attributes","Supplied Contents"
http://www.ti.com/lit/pdf/sluu444,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_BQ24650EVM-639.jpg,296-28320-ND,BQ24650EVM-639,Texas Instruments,EVAL MODULE FOR BQ24650,5,30,"102.80000","0","1","-","Active","Power Management","Battery Charger","No","BQ24650","Battery Charge Controller for Solar Power, 5V ~ 28V Input","Board(s)"
http://www.ti.com/lit/pdf/sluubh7,//media.digikey.com/Photos/Texas%20Instr%20Photos/BQ35100EVM-795.jpg,296-45216-ND,BQ35100EVM-795,Texas Instruments,EVAL BOARD FOR BQ35100,4,77,"102.80000","0","1","-","Active","Power Management","Fuel Gauge","-","BQ35100","-","Board(s), Cable(s)"
http://www.ti.com/lit/pdf/slyu022,//media.digikey.com/Photos/Texas%20Instr%20Photos/DRV10983EVM.jpg,296-38466-ND,DRV10983EVM,Texas Instruments,EVAL BOARD FOR DRV10983,1,180,"102.80000","0","1","-","Active","Power Management","Motor Controller/Driver","-","DRV10983","-","Board(s), Accessories"
http://www.ti.com/lit/pdf/snlu195,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_DS90LV047-48AEVM.jpg,296-43990-ND,DS90LV047-48AEVM,Texas Instruments,EVALUATION MODULE,2,51,"102.80000","0","1","-","Active","Interface","Digital Cable Driver","-","DS90LV047A, DS90LV048A","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0172-75_Web.pdf,-,1910-1008-ND,PIS-0173,Pi Supply,SCREENLY PRO W/ UNIV PWR ADAPTER,24,0,"105.00000","0","1","Screenly","Active","Interface","Digital Signage","Yes, Other","BCM2837","-","Board(s), Cable(s), Power Supply, Accessories"
https://datasheets.maximintegrated.com/en/ds/MAX30001EVSYS.pdf,//media.digikey.com/Photos/Maxim%20Photos/MFG_MAX30001EVSYS%23.jpg,MAX30001EVSYS#-ND,MAX30001EVSYS#,Maxim Integrated,EVAL MAX30001 BIO AFE,12,72,"112.50000","0","1","-","Active","Interface","Analog Front End (AFE)","Yes, MCU, 32-Bit","MAX30001","1-Channel (Single)","Board(s), Cable(s)"
https://www.analog.com/media/en/technical-documentation/user-guides/ADN8834CB-EVALZ_8834CP-EVALZ_UG-858.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_ADN8834CP-EVALZ.JPG,ADN8834CP-EVALZ-ND,ADN8834CP-EVALZ,Analog Devices Inc.,EVAL BOARD 1.5A TEC ADN8834,16,104,"113.63000","0","1","-","Active","Power Management","Thermoelectric Cooler","-","ADN8834","2.7V ~ 5.5V Input Voltage","Board(s)"
https://www.analog.com/media/en/technical-documentation/user-guides/EVAL-AD2S1210SDZ_UG-709.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/EVAL-AD2S1210SDZ.jpg,EVAL-AD2S1210SDZ-ND,EVAL-AD2S1210SDZ,Analog Devices Inc.,EVAL BOARD FOR AD2S1210,9,23,"115.86000","0","1","-","Active","Interface","Resolver-to-Digital","No","AD2S1210","10 ~ 16-bit Resolution, 3125 rps Max (10-bit) or 1024 Pulses","Board(s), Power Supply"
http://www.linear.com/docs/35846,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_DC1322A.jpg,DC1322A-ND,DC1322A,Linear Technology/Analog Devices,EVAL BOARD CAP CHARGER LT3751,25,151,"125.00000","0","1","-","Active","Power Management","Capacitor Charger","No","LT3751","-","Board(s)"
https://datasheets.maximintegrated.com/en/ds/MAX14830EVKIT.pdf,//media.digikey.com/Photos/Maxim%20Photos/MAX14830EVKIT%23.jpg,MAX14830EVKIT#-ND,MAX14830EVKIT#,Maxim Integrated,EVAL KIT QUAD SER UART MAX14830,7,69,"125.00000","0","1","-","Active","Interface","UART","No","MAX14830","4-Channel (Quad)","Board(s)"
https://www.infineon.com/dgdl/Infineon-ApplicationNote_EvaluationBoard_EVAL_1EDF_G1_HB_GAN-AN-v01_01-EN.pdf?fileId=5546d46268554f4a01685ac9e48d0291,//media.digikey.com/Photos/Infineon%20Photos/EVAL1EDFG1HBGANTOBO1.jpg,EVAL1EDFG1HBGANTOBO1-ND,EVAL1EDFG1HBGANTOBO1,Infineon Technologies,600V COOLGAN EICEDRIVER,8,0,"131.77000","0","1","CoolGaN™, EiceDriver™","Active","Power Management","Half H-Bridge Driver (External FET)","-","1EDF5673K, IGOT60R070D1","-","Board(s)"
https://www.allegromicro.com/~/media/Files/Datasheets/A4963-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/APEK4963GLP-01-T-DK.jpg,620-1727-ND,APEK4963GLP-01-T-DK,"Allegro MicroSystems, LLC",BOARD EVAL MOTOR CONTROL A4963,4,0,"140.00000","0","1","-","Active","Power Management","Motor Controller/Driver","-","A4963","Requires 620-1754-ND","Board(s)"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fintegrated-circuits%2Ftmc5130-eval%2F_datasheet%2FTMC5130_Eval_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/MFG_TMC5130-EVAL-KIT.jpg,1460-1125-ND,TMC5130-EVAL-KIT,Trinamic Motion Control GmbH,EVAL KIT FOR TMC5130,14,0,"147.50000","0","1","Landungsbrücke, Startrampe","Active","Power Management","Motor Controller/Driver, Stepper","Yes, MCU, 32-Bit","TMC5130","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Trinamic%20Motion%20Control%20PDFs/TMC-Landungsbr%C3%BCcke.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMC2130-EVAL-KIT.jpg,1460-1129-ND,TMC2130-EVAL-KIT,Trinamic Motion Control GmbH,EVAL KIT FOR TMC2130,14,0,"147.50000","0","1","Landungsbrücke, Startrampe","Active","Power Management","Motor Controller/Driver, Stepper","Yes, MCU, 32-Bit","TMC2130","-","Board(s)"
https://www.silabs.com/documents/public/user-guides/Si53301-4-EVB.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/SI53301%5E4-EVB.JPG,336-2393-ND,SI53301/4-EVB,Silicon Labs,BOARD EVAL CLOCK BUFFER SI53300,14,0,"147.53000","0","1","-","Active","Timing","Clock Buffer","-","Si53300","-","Board(s)"
http://www.linear.com/docs/52368,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC2386A-B.jpg,DC2386A-B-ND,DC2386A-B,Linear Technology/Analog Devices,DEMO BRD LTC4125EUFD LTC4120EUD,24,512,"150.00000","0","1","-","Active","Power Management","Wireless Power Supply/Charging","No","LTC4120, LTC4125","Transmitter and Receiver","Board(s)"
http://www.ti.com/lit/pdf/slyu023,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_DRV2700EVM.jpg,296-41112-ND,DRV2700EVM,Texas Instruments,EVAL BOARD FOR DRV2700,25,1,"154.72000","0","1","-","Active","Power Management","Motor Controller/Driver","-","DRV2700","Piezoelectric","Board(s), Cable(s)"
http://www.ti.com/lit/pdf/slau658,//media.digikey.com/Photos/Texas%20Instr%20Photos/PGA411Q1EVM.jpg,296-44091-ND,PGA411Q1EVM,Texas Instruments,EVAL BOARD FOR PGA411,16,140,"154.72000","0","1","-","Active","Interface","Resolver-to-Digital","Yes, MCU, 16-Bit","PGA411-Q1","-","Board(s)"
http://www.ti.com/lit/pdf/slvu410,//media.digikey.com/Photos/Texas%20Instr%20Photos/DRV8842EVM.JPG,296-38643-ND,DRV8842EVM,Texas Instruments,EVAL MODULE FOR DRV8842,9,29,"154.72000","0","1","-","Active","Power Management","Motor Controller/Driver","Yes, MCU, 16-Bit","DRV8842","Single-H-Bridge Driver, 3.5A (5A Peak),  8.2V ~ 45V","Board(s)"
http://www.ti.com/lit/pdf/sluube3,//media.digikey.com/Photos/Texas%20Instr%20Photos/BQ28Z610EVM-532.JPG,296-46684-ND,BQ28Z610EVM-532,Texas Instruments,1-CELL TO 2-CELL PROGRAMMABLE BA,8,12,"154.72000","0","1","-","Active","Power Management","Fuel Gauge","-","BQ28Z610","-","Board(s)"
http://www.ti.com/lit/pdf/snau112,//media.digikey.com/Photos/National%20Semi%20Photos/SPIO-4%5ENOPB.jpg,SPIO-4/NOPB-ND,SPIO-4/NOPB,Texas Instruments,BOARD INTERFACE FOR AFE,7,3,"154.72000","0","1","-","Active","Interface","Analog Front End (AFE)","Yes, MCU, 32-Bit","SAM3U, XC6SLX16","USB Powered or External Supply","Board(s), Cable(s)"
http://www.ti.com/lit/pdf/slou291,//media.digikey.com/photos/Texas%20Instr%20Photos/DRV8432EVM.JPG,296-37495-ND,DRV8432EVM,Texas Instruments,EVAL MODUOLE FOR DRV8432,4,7,"154.72000","0","1","-","Active","Power Management","Motor Controller/Driver","-","DRV8432","-","Board(s)"
http://www.ti.com/lit/pdf/sluubg6,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_BQ25703AEVM-732.JPG,296-47069-ND,BQ25703AEVM-732,Texas Instruments,EVAIL MOD,3,143,"154.72000","0","1","-","Active","Power Management","Battery Charger","-","BQ25703A","-","Board(s)"
http://www.ti.com/lit/pdf/slvuan9,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS65986EVM.jpg,296-46857-ND,TPS65986EVM,Texas Instruments,EVALUATION MODULE,2,93,"154.72000","0","1","-","Active","Interface","USB Type-C™","-","TPS65986","-","Board(s)"
http://www.ti.com/lit/pdf/sbau309,-,296-50257-ND,OPT3101EVM,Texas Instruments,OPT3101EVM,2,79,"154.72000","0","1","-","Active","Interface","Analog Front End (AFE)","-","OPT3101","-","Board(s)"
https://www.allegromicro.com/~/media/Files/Datasheets/A4915-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/APEK4915MET-01-T-DK.jpg,620-1545-ND,APEK4915MET-01-T DK,"Allegro MicroSystems, LLC",BOARD DEMO FOR 4915,13,0,"156.25000","0","1","-","Active","Power Management","Motor Controller/Driver","No","A4915","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Powercast%20PDFs/P2110-EVB_RevC_Instr_7-8-15.pdf,//media.digikey.com/Photos/Powercast/MFG_P2110-EVB.jpg,1964-1001-ND,P2110-EVB,Powercast Corporation,P2110 EVALUATION BOARD AND ANTEN,10,0,"156.25000","0","1","Powerharvester®","Active","Power Management","Energy Harvesting","-","P2110","RF Energy (Radio Waves) to DC","Board(s)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/UG-383.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/EV-ADF4159EB3Z.jpg,EV-ADF4159EB3Z-ND,EV-ADF4159EB3Z,Analog Devices Inc.,EVAL BOARD FOR ADF4159,10,31,"165.70000","0","1","-","Active","Timing","PLL","-","ADF4159","Single Fractional-N PLL","Board(s)"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/UG-435.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/EVAL-ADF4351EB1Z.jpg,EVAL-ADF4351EB1Z-ND,EVAL-ADF4351EB1Z,Analog Devices Inc.,BOARD 1 EVAL FOR ADF4351,5,0,"165.70000","0","1","-","Active","Timing","Frequency Synthesizer","No","ADF4351","Single Fractional-N PLL","Board(s), Cable(s)"
//media.digikey.com/pdf/Data%20Sheets/Wurth%20Electronics%20PDFs/760308MP.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_760308MP.jpg,732-10324-ND,760308MP,Wurth Electronics Inc.,WIRELESS CHARGING DESIGN KIT,19,0,"175.00000","0","1","WE-WPCC","Active","Power Management","Wireless Power Supply/Charging","-","WE-WPCC","Transmitter and Receiver","Board(s), Power Supply"
https://www.cypress.com/file/141156/download,//media.digikey.com/Photos/Cypress%20Semi%20Photos/MFG_CY8CKIT-037.jpg,CY8CKIT-037-ND,CY8CKIT-037,Cypress Semiconductor Corp,DEV KIT MOTOR CONTROL PSOC 4,23,0,"186.56000","0","1","PSoC®","Active","Power Management","Motor Controller/Driver","Yes, MCU, 8-Bit","PSoC® 4","-","Board(s), Cable(s), Power Supply, Accessories"
https://www.analog.com/media/en/technical-documentation/user-guides/UG-426.pdf,//media.digikey.com/photos/Analog%20Devices%20Photos/EVAL-ADAS1000SDZ.jpg,EVAL-ADAS1000SDZ-ND,EVAL-ADAS1000SDZ,Analog Devices Inc.,BOARD EVAL ECG AFE FOR ADAS1000,4,3,"188.43000","0","1","-","Active","Interface","Analog Front End (AFE) for ECG, EKG","-","ADAS1000","-","Board(s), Power Supply"
https://www.analog.com/media/en/technical-documentation/evaluation-documentation/UG-383.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/EV-ADF4159EB1Z.jpg,EV-ADF4159EB1Z-ND,EV-ADF4159EB1Z,Analog Devices Inc.,EVAL BOARD FOR ADF4159,4,54,"189.38000","0","1","-","Active","Timing","PLL","-","ADF4159","Single Fractional-N PLL","Board(s)"
https://www.analog.com/media/en/technical-documentation/user-guides/EVAL-ADAU1467Z-UG-1134.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/EVAL-ADAU1467ZANGLE.jpg,EVAL-ADAU1467Z-ND,EVAL-ADAU1467Z,Analog Devices Inc.,EVALUATION BOARD I.C.,2,107,"189.38000","0","1","SigmaDSP®","Active","Audio","Audio Processing","-","ADAU1467","-","Board(s), Cable(s), Power Supply"
http://www.newhavendisplay.com/nhdev/specs/NHDev_v2.pdf,//media.digikey.com/Photos/Newhaven%20Display%20Photos/NHDEV-DEVELOPMENT-BOARD.jpg,NHDEVDEVELOPMENTBOARD-ND,NHDEV DEVELOPMENT BOARD,Newhaven Display Intl,BOARD DEV LCD COG TFT 100X95MM,12,0,"190.00000","0","1","-","Active","Display","LCD Display","Yes, MCU, 32-Bit","STM32","For TFT, COG Graphic, and Character LCD Displays","Board(s), Power Supply, Accessories"
https://www.trinamic.com/fileadmin/assets/Products/ICs_Documents/TMC5160_Datasheet_V1.01.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMC5160-EVAL-KIT.JPG,1460-1252-ND,TMC5160-EVAL-KIT,Trinamic Motion Control GmbH,EVAL KIT FOR TMC5160,3,0,"191.00000","0","1","-","Active","Power Management","Motor Controller/Driver, Stepper","-","TMC5160","Motors (Stepper)","Board(s)"
http://www.linear.com/docs/44913,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_DC2069A.jpg,DC2069A-ND,DC2069A,Linear Technology/Analog Devices,DEMO BOARD LT8490,8,53,"195.00000","0","1","-","Active","Power Management","Battery Charger","-","LT8490","-","Board(s)"
https://www.silabs.com/documents/public/user-guides/Si5341-D-EVB.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/SI5341-D-EVB.jpg,336-3777-ND,SI5341-D-EVB,Silicon Labs,SI5341 EVALUATION BOARD FOR CLOC,21,0,"197.03000","0","1","-","Active","Timing","Clock Generator","-","Si5341","-","Board(s)"
http://ww1.microchip.com/downloads/en/DeviceDoc/DS-52080a.pdf,//media.digikey.com/Photos/Microchip%20Tech%20Photos/DM330021-2.jpg,DM330021-2-ND,DM330021-2,Microchip Technology,BOARD DEV DSPICDEM MCLV-2,12,0,"199.99000","0","1","dsPICDEM™","Active","Power Management","Motor Controller/Driver","Yes, MCU, 16-Bit","dsPIC33EP256MC506","-","Board(s)"
http://www.linear.com/docs/44144,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_DC2044A.jpg,DC2044A-ND,DC2044A,Linear Technology/Analog Devices,BOARD EVAL FOR LTC4020EUHF,4,0,"200.00000","0","1","-","Active","Power Management","Battery Charger","-","LTC4020","-","Board(s)"
https://www.rohm.com/documents/11405/4551949/WLC_MP_EVK_Manual_REV_1.0.pdf,//media.digikey.com/Photos/Rohm%20Photos/MFG_760-308-MP.jpg,ROHM-760308MP-EVK-001-ND,ROHM-760308MP-EVK-001,Rohm Semiconductor,WIRELESS CHARGING DESIGN KIT,9,0,"202.44000","0","1","-","Active","Power Management","Wireless Power Supply/Charging","-","BD57015GWL, BD57020MWV","Transmitter and Receiver","Board(s), Power Supply"
http://www.ti.com/lit/pdf/slvuaf8,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS65982-EVM.jpg,296-42612-ND,TPS65982-EVM,Texas Instruments,EVAL MODULE TPS65982,21,314,"206.64000","0","1","-","Active","Interface","USB Type-C™","-","TPS65982","-","Board(s)"
http://www.ti.com/lit/pdf/sbau181,//media.digikey.com/Photos/Texas%20Instr%20Photos/ADS1298RECGFE-PDK.jpg,296-30640-ND,ADS1298RECGFE-PDK,Texas Instruments,KIT PERFORMANCE DEMO FOR ADS1298,15,22,"206.64000","0","1","-","Active","Interface","Analog Front End (AFE) for ECG, EKG","No","ADS1298","-","Board(s)"
http://www.ti.com/lit/pdf/slau443,//media.digikey.com/Photos/Texas%20Instr%20Photos/ADS1299EEGFE-PDK.jpg,296-34948-ND,ADS1299EEGFE-PDK,Texas Instruments,KIT PERFORMANCE DEMO ADS1299,14,0,"206.64000","0","1","-","Active","Interface","Analog Front End (AFE)","-","ADS1299","8-Channel (Octal)","Board(s)"
http://www.ti.com/lit/pdf/slvuaw8,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS65981EVM.jpg,296-46856-ND,TPS65981EVM,Texas Instruments,EVALUATION MODULE,11,41,"206.64000","0","1","-","Active","Interface","USB Type-C™","-","TPS65981","-","Board(s)"
http://www.ti.com/lit/pdf/snlu190,//media.digikey.com/Photos/Texas%20Instr%20Photos/DP83867ERGZ-R-EVM.jpg,296-43252-ND,DP83867ERGZ-R-EVM,Texas Instruments,EVAL DP83867ERGZ,7,81,"206.64000","0","1","-","Active","Interface","Ethernet","-","DP83867","10BASE-Te, 100BASE-TX, 1000BASE-T","Board(s)"
http://www.ti.com/lit/pdf/slau621,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_AFE4404EVM.jpg,296-42569-ND,AFE4404EVM,Texas Instruments,EVAL MODULE AFE4404,6,4,"206.64000","0","1","-","Active","Interface","Analog Front End (AFE)","-","AFE4404","Medical Pulse Oximeter Applications","Board(s)"
http://www.ti.com/lit/pdf/snlu179,//media.digikey.com/Photos/Texas%20Instr%20Photos/DP83822EVM.JPG,296-44776-ND,DP83822EVM,Texas Instruments,DP83822 10/100 MBPS ETHERNET PHY,6,71,"206.64000","0","1","-","Active","Interface","Ethernet","-","DP83822","-","Board(s)"
http://www.ti.com/lit/pdf/snvu551,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMG5200EVM-02.jpg,296-47181-ND,LMG5200EVM-02,Texas Instruments,EVAL BOARD FOR LMG5200,5,12,"206.64000","0","1","-","Active","Power Management","Half H-Bridge Driver (Internal FET)","-","LMG5200","-","Board(s)"
http://www.ti.com/lit/pdf/sluua25,//media.digikey.com/photos/Texas%20Instr%20Photos/BQ51050BEVM-764.jpg,296-37490-ND,BQ51050BEVM-764,Texas Instruments,EVAL BOARD FOR BQ51050,5,0,"206.64000","0","1","bqTESLA™","Active","Power Management","Wireless Power Supply/Charging","-","BQ51050B","Receiver","Board(s)"
http://www.ti.com/lit/pdf/sllu227,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TUSB4041PAPEVM.jpg,296-43147-ND,TUSB4041PAPEVM,Texas Instruments,EVAL MODULE TUSB4041P,4,44,"206.64000","0","1","-","Active","Interface","USB 2.0 Hub","-","TUSB4041","4-Channel (Quad)","Board(s)"
http://www.ti.com/lit/pdf/sluuau8,//media.digikey.com/Photos/Texas%20Instr%20Photos/BQ51003EVM-764.JPG,296-37855-ND,BQ51003EVM-764,Texas Instruments,EVAL BOARD WIRELESS RX BQ51003,3,0,"206.64000","0","1","-","Active","Power Management","Wireless Power Supply/Charging","No","BQ51003","Receiver","Board(s)"
https://www.allegromicro.com/~/media/Files/Datasheets/A3930-1-Datasheet.ashx,//media.digikey.com/Photos/Allegro%20Microsystems/APEK3930KJP-01-T-DK.jpg,620-1567-ND,APEK3930KJP-01-T-DK,"Allegro MicroSystems, LLC",BOARD EVAL FOR A3930KJP,17,0,"218.75000","0","1","-","Active","Power Management","Motor Controller/Driver","-","A3930","Motors (BLDC)","Board(s)"
https://www.analog.com/media/en/technical-documentation/user-guides/EVAL-ADAU1777Z-UG-1055.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/EVAL-ADAU1777Z.jpg,EVAL-ADAU1777Z-ND,EVAL-ADAU1777Z,Analog Devices Inc.,EVAL BOARD FOR ADAU1777,7,40,"221.57000","0","1","-","Active","Audio","CODEC","-","ADAU1777","USB Powered or External Supply","Board(s), Cable(s)"
http://epc-co.com/epc/documents/guides/EPC9126HC_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9126HC.jpg,917-1179-ND,EPC9126HC,EPC,LIDAR DEMO BOARD 100V EPC2001C,35,0,"231.25000","0","1","eGaN®","Active","Power Management","*","-","EPC2001C","-","Board(s)"
https://www.cypress.com/file/230181/download,//media.digikey.com/Photos/Cypress%20Semi%20Photos/MFG_CY4531.jpg,428-3805-ND,CY4531,Cypress Semiconductor Corp,KIT DEV TYPE C CNTRLR,17,0,"234.38000","0","1","EZ-PD™","Active","Interface","USB Type-C™","-","CCG3","-","Board(s), Cable(s), Power Supply"
http://www.cypress.com/file/372576/download,//media.digikey.com/Photos/Cypress%20Semi%20Photos/MFG_CY4532.jpg,428-4400-ND,CY4532,Cypress Semiconductor Corp,KIT DEV TYPE C CNTRLR,5,0,"242.81000","0","1","EZ-PD™","Active","Interface","USB Type-C™","-","CCG3PA","-","Board(s)"
http://www.linear.com/docs/44777,//media.digikey.com/Photos/Analog%20Devices%20Photos/MFG_DC2134A.jpg,DC2134A-ND,DC2134A,Linear Technology/Analog Devices,BOARD EVAL FOR LTC4020EUHF,12,344,"250.00000","0","1","-","Active","Power Management","Battery Charger","-","LTC4020","-","Board(s)"
http://ww1.microchip.com/downloads/en/DeviceDoc/evb9514user.pdf,//media.digikey.com/Photos/SMSC%20Photos/EVB9514.JPG,638-1094-ND,EVB9514,Microchip Technology,EVALUATION BOARD FOR LAN9514,7,0,"255.00000","0","1","-","Active","Interface","Ethernet Controller (PHY and MAC)","No","LAN9514","Single Chip Hi-Speed USB to 10/100 Ethernet","Board(s)"
http://www.ti.com/lit/pdf/slvu925,//media.digikey.com/photos/Texas%20Instr%20Photos/BQ76940EVM.jpg,296-37862-ND,BQ76940EVM,Texas Instruments,EVAL BOARD BQ76940 BQ78350,14,91,"258.56000","0","1","-","Active","Power Management","Battery Charger","-","BQ76940, BQ78350","-","Board(s), Cable(s)"
http://www.ti.com/lit/pdf/snau176,//media.digikey.com/photos/Texas%20Instr%20Photos/LMX2571EVM.jpg,296-41113-ND,LMX2571EVM,Texas Instruments,EVAL BOARD FOR LMX2571,6,6,"258.56000","0","1","PLLatinum™","Active","Timing","Frequency Synthesizer","-","LMX2571","Single Fractional-N PLL with VCO","Board(s)"
http://www.ti.com/lit/pdf/sluuba7,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_BQ76PL455EVM.jpg,296-46686-ND,BQ76PL455EVM,Texas Instruments,16-CELL BATTERY MONITOR WITH PAS,3,140,"258.56000","0","1","-","Active","Power Management","Battery Monitor","-","BQ76PL455","Cell Balancer","Board(s)"
http://www.ti.com/lit/pdf/slvu925,//media.digikey.com/photos/Texas%20Instr%20Photos/BQ76930EVM.jpg,296-38887-ND,BQ76930EVM,Texas Instruments,EVAL MODULE FOR BQ76930,2,1,"258.56000","0","1","-","Active","Power Management","Battery Monitor","-","BQ76930","-","Board(s)"
//media.digikey.com/pdf/Data%20Sheets/CREE%20Power/CRD-5FF0912P_UM.pdf,//media.digikey.com/Photos/Cree%20Photos/MFG_CRD-5FF0912.jpg,CRD-5FF0912P-ND,CRD-5FF0912P,Cree/Wolfspeed,EVAL BOARD FOR C3M0120090J,17,0,"281.25000","0","1","-","Active","Power Management","Half H-Bridge Driver (External FET)","-","C3M0120090J","-","Partially Populated Board(s) - Main IC Not Included"
https://www.analog.com/media/en/technical-documentation/user-guides/EV-ADF4355SD1Z_UG-805.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/EV-ADF4355SD1Z.jpg,EV-ADF4355SD1Z-ND,EV-ADF4355SD1Z,Analog Devices Inc.,EVAL BOARD ADF4355,6,15,"284.06000","0","1","-","Active","Timing","Frequency Synthesizer","-","ADF4355","Single Fractional-N and Integer-N PLL with VCO","Board(s), Cable(s)"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fintegrated-circuits%2Ftmc429-tmc26x-eval%2F_manual%2FTMC429%2BTMC26x-EVAL_Manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMC429+TMC26X-EVAL.JPG,1460-1004-ND,TMC429+TMC26X-EVAL,Trinamic Motion Control GmbH,"EVAL MOD TMC429,260,261,262",20,0,"290.60000","0","1","-","Active","Power Management","Motor Controller/Driver, Stepper","-","TMC260, TMC261, TMC262, TMC424, TMC429","-","Board(s), Cable(s)"
http://www.linear.com/docs/41736,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC890B.jpg,DC890B-ND,DC890B,Linear Technology/Analog Devices,BOARD USB DATA COLLECTION,16,100,"300.00000","0","1","-","Active","Interface","USB Controller","Yes","-","Data Acquisition System (DAS)","Board(s)"
http://www.linear.com/docs/41733,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC718C.jpg,DC718C-ND,DC718C,Linear Technology/Analog Devices,DEMO QUIKEVAL-II DATA,4,74,"300.00000","0","1","-","Active","Interface","USB Controller","Yes","-","Data Acquisition System (DAS)","Board(s), Cable(s)"
http://www.ti.com/lit/pdf/snlu224,-,296-47999-ND,DS90UB953-Q1EVM,Texas Instruments,DS90UB953-Q1EVM,7,30,"310.48000","0","1","-","Active","Interface","Serializer","-","DS90UB953-Q1","-","Board(s)"
http://www.ti.com/lit/pdf/snlu135,//media.digikey.com/Photos/Texas%20Instr%20Photos/DS90UB914A-CXEVM.jpg,296-38395-ND,DS90UB914A-CXEVM,Texas Instruments,EVAL MODULE FOR DS90UB914A,5,43,"310.48000","0","1","-","Active","Interface","Deserializer","-","DS90UB914AQ","-","Board(s)"
http://www.ti.com/lit/pdf/sllu198,//media.digikey.com/Photos/Texas%20Instr%20Photos/TUSB8041EVM.JPG,296-38357-ND,TUSB8041EVM,Texas Instruments,EVAL BOARD FOR TUSB8041,5,2,"310.48000","0","1","-","Active","Interface","USB 3.0 Hub","-","TUSB8041","4-Channel (Quad)","Board(s)"
http://www.ti.com/lit/pdf/snau195,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMX2592EVM.jpg,296-43812-ND,LMX2592EVM,Texas Instruments,EVAL BOARD FOR LMX2592,3,88,"310.48000","0","1","PLLatinum™","Active","Timing","Frequency Synthesizer","No","LMX2592","Single Fractional-N and Integer-N PLL with VCO","Board(s)"
http://www.ti.com/lit/pdf/snau217,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LMX2572EVM.jpg,296-48239-ND,LMX2572EVM,Texas Instruments,EVAL BOARD FOR LMX2572,3,98,"310.48000","0","1","-","Active","Timing","Frequency Synthesizer","-","LMX2572","-","Board(s), Cable(s), Accessories"
http://www.ti.com/lit/pdf/sllu228,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TMDS181RGZEVM.jpg,296-44002-ND,TMDS181RGZEVM,Texas Instruments,EVALUATION MODULE,2,0,"310.48000","0","1","-","Active","Interface","Retimer","No","TMDS181","-","Board(s)"
