Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Current - Leakage","Dissipation Factor","Mounting Type","Package / Case","Manufacturer Size Code","Height - Seated (Max)","Features","Operating Temperature","Supplier Device Package","Size / Dimension"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJY227M002RWJ-ND,NOJY227M002RWJ,AVX Corporation,CAP NIOB OXI 220UF 20% 2.5V 2917,0,0,"0.74200","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","220µF","±20%","2.5V","400 mOhms","11µA","8%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJY227M004RWJ-ND,NOJY227M004RWJ,AVX Corporation,CAP NIOB OXIDE 220UF 20% 4V 2917,0,0,"0.74200","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","220µF","±20%","4V","400 mOhms","17.6µA","10%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJY337M002RWJ-ND,NOJY337M002RWJ,AVX Corporation,CAP NIOB OXI 330UF 20% 2.5V 2917,0,0,"0.74200","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","330µF","±20%","2.5V","300 mOhms","16.5µA","10%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJY337M004RWJ-ND,NOJY337M004RWJ,AVX Corporation,CAP NIOB OXIDE 330UF 20% 4V 2917,0,0,"0.74200","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","330µF","±20%","4V","300 mOhms","26.4µA","12%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJY477M001RWJ-ND,NOJY477M001RWJ,AVX Corporation,CAP NIOB OXI 470UF 20% 1.8V 2917,0,0,"0.74200","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","470µF","±20%","1.8V","300 mOhms","16.9µA","8%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJY686M006RWJ-ND,NOJY686M006RWJ,AVX Corporation,CAP NIOB OXID 68UF 20% 6.3V 2917,0,0,"0.74200","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","68µF","±20%","6.3V","500 mOhms","8.2µA","6%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJY227M006RWJ-ND,NOJY227M006RWJ,AVX Corporation,CAP NIOB OXI 220UF 20% 6.3V 2917,0,0,"0.74200","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","220µF","±20%","6.3V","400 mOhms","26.4µA","10%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJD477M004RWJ-ND,NOJD477M004RWJ,AVX Corporation,CAP NIOB OXIDE 470UF 20% 4V 2917,0,0,"0.74800","0","500","Tape & Reel (TR)","OxiCap® NOJ","Active","470µF","±20%","4V","300 mOhms","37.6µA","12%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,NOSC107M004R0150-ND,NOSC107M004R0150,AVX Corporation,CAP NIOB OXIDE 100UF 20% 4V 2312,0,0,"0.75140","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","100µF","±20%","4V","150 mOhms","8µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,NOJC337M001RWJ-ND,NOJC337M001RWJ,AVX Corporation,CAP NIOB OXI 330UF 20% 1.8V 2312,0,0,"0.75650","0","500","Tape & Reel (TR)","OxiCap® NOJ","Active","330µF","±20%","1.8V","300 mOhms","11.9µA","8%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%202.6H,6.0L,3.2W.jpg",478-4920-2-ND,NOJF157M006RWJ,AVX Corporation,CAP NIOB OXI 150UF 20% 6.3V 2312,0,0,"0.76160","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","150µF","±20%","6.3V","400 mOhms","18µA","8%","Surface Mount","2312 (6032 Metric)","F","0.079"" (2.00mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%202.6H,6.0L,3.2W.jpg",NOJF107M006RWJ-ND,NOJF107M006RWJ,AVX Corporation,CAP NIOB OXI 100UF 20% 6.3V 2312,0,0,"0.76160","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","100µF","±20%","6.3V","400 mOhms","12µA","8%","Surface Mount","2312 (6032 Metric)","F","0.079"" (2.00mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%202.6H,6.0L,3.2W.jpg",NOJF227M004RWJ-ND,NOJF227M004RWJ,AVX Corporation,CAP NIOB OXIDE 220UF 20% 4V 2312,0,0,"0.76160","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","220µF","±20%","4V","400 mOhms","17.6µA","10%","Surface Mount","2312 (6032 Metric)","F","0.079"" (2.00mm)","-","-55°C ~ 105°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,NOSC227M002R0125-ND,NOSC227M002R0125,AVX Corporation,CAP NIOB OXI 220UF 20% 2.5V 2312,0,0,"0.78200","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","220µF","±20%","2.5V","125 mOhms","11µA","8%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJX107M004RWJ-ND,NOJX107M004RWJ,AVX Corporation,CAP NIOB OXIDE 100UF 20% 4V 2917,0,0,"0.78400","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","100µF","±20%","4V","400 mOhms","8µA","6%","Surface Mount","2917 (7343 Metric)","X","0.059"" (1.50mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJX157M002RWJ-ND,NOJX157M002RWJ,AVX Corporation,CAP NIOB OXI 150UF 20% 2.5V 2917,0,0,"0.78400","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","150µF","±20%","2.5V","400 mOhms","7.5µA","6%","Surface Mount","2917 (7343 Metric)","X","0.059"" (1.50mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJX227M001RWJ-ND,NOJX227M001RWJ,AVX Corporation,CAP NIOB OXI 220UF 20% 1.8V 2917,0,0,"0.78400","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","220µF","±20%","1.8V","400 mOhms","8µA","8%","Surface Mount","2917 (7343 Metric)","X","0.059"" (1.50mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOJ_LP.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOJX686M006RWJ-ND,NOJX686M006RWJ,AVX Corporation,CAP NIOB OXID 68UF 20% 6.3V 2917,0,0,"0.78400","0","1000","Tape & Reel (TR)","OxiCap® NOJ","Active","68µF","±20%","6.3V","500 mOhms","8.2µA","6%","Surface Mount","2917 (7343 Metric)","X","0.059"" (1.50mm)","-","-55°C ~ 105°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/photos/AVX%20Photos/TLJ 6032-15(EIA).JPG,478-3233-2-ND,NOSW476M004R0150,AVX Corporation,CAP NIOB OXIDE 47UF 20% 4V 2312,0,0,"0.79800","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","47µF","±20%","4V","150 mOhms","3.8µA","6%","Surface Mount","2312 (6032 Metric)","W","0.059"" (1.50mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/photos/AVX%20Photos/TLJ 6032-15(EIA).JPG,478-3233-1-ND,NOSW476M004R0150,AVX Corporation,CAP NIOB OXIDE 47UF 20% 4V 2312,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","OxiCap® NOS","Discontinued at Digi-Key","47µF","±20%","4V","150 mOhms","3.8µA","6%","Surface Mount","2312 (6032 Metric)","W","0.059"" (1.50mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/photos/AVX%20Photos/TLJ 6032-15(EIA).JPG,478-3233-6-ND,NOSW476M004R0150,AVX Corporation,CAP NIOB OXIDE 47UF 20% 4V 2312,0,0,"Digi-Reel","0","1","Digi-Reel®","OxiCap® NOS","Discontinued at Digi-Key","47µF","±20%","4V","150 mOhms","3.8µA","6%","Surface Mount","2312 (6032 Metric)","W","0.059"" (1.50mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,NOSC157M004R0150-ND,NOSC157M004R0150,AVX Corporation,CAP NIOB OXIDE 150UF 20% 4V 2312,0,0,"0.79900","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","150µF","±20%","4V","150 mOhms","12µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,NOSC157M002R0150-ND,NOSC157M002R0150,AVX Corporation,CAP NIOB OXI 150UF 20% 2.5V 2312,0,0,"0.79900","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","150µF","±20%","2.5V","150 mOhms","7.6µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3226-2-ND,NOSC227M002R0080,AVX Corporation,CAP NIOB OXI 220UF 20% 2.5V 2312,0,0,"0.83980","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","220µF","±20%","2.5V","80 mOhms","11µA","8%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSD157M006R0100-ND,NOSD157M006R0100,AVX Corporation,CAP NIOB OXI 150UF 20% 6.3V 2917,0,0,"0.84150","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","150µF","±20%","6.3V","100 mOhms","18µA","6%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/photos/AVX%20Photos/TLJ 6032-15(EIA).JPG,NOSW686M002R0150-ND,NOSW686M002R0150,AVX Corporation,CAP NIOB OXID 68UF 20% 2.5V 2312,0,0,"0.86800","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","68µF","±20%","2.5V","150 mOhms","3.4µA","6%","Surface Mount","2312 (6032 Metric)","W","0.059"" (1.50mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,NOSC686M006R0075-ND,NOSC686M006R0075,AVX Corporation,CAP NIOB OXID 68UF 20% 6.3V 2312,0,0,"0.89600","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","68µF","±20%","6.3V","75 mOhms","8.2µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3225-2-ND,NOSC157M002R0065,AVX Corporation,CAP NIOB OXI 150UF 20% 2.5V 2312,0,0,"0.89680","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","150µF","±20%","2.5V","65 mOhms","7.6µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,//media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3238-2-ND,NOSC157M004R0090,AVX Corporation,CAP NIOB OXIDE 150UF 20% 4V 2312,0,0,"0.89680","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","150µF","±20%","4V","90 mOhms","12µA","6%","Surface Mount","2312 (6032 Metric)","C","0.110"" (2.80mm)","Low ESR","-55°C ~ 125°C","2312 (6032 Metric)","0.236"" L x 0.126"" W (6.00mm x 3.20mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3240-2-ND,NOSD227M004R0100,AVX Corporation,CAP NIOB OXIDE 220UF 20% 4V 2917,0,0,"1.09440","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","220µF","±20%","4V","100 mOhms","17.6µA","8%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSD227M006R0060-ND,NOSD227M006R0060,AVX Corporation,CAP NIOB OXI 220UF 20% 6.3V 2917,0,0,"1.29280","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","220µF","±20%","6.3V","60 mOhms","26.4µA","8%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSD227M006R0045-ND,NOSD227M006R0045,AVX Corporation,CAP NIOB OXI 220UF 20% 6.3V 2917,0,8000,"1.34400","0","500","Tape & Reel (TR)","OxiCap® NOS","Active","220µF","±20%","6.3V","45 mOhms","26.4µA","6%","Surface Mount","2917 (7343 Metric)","D","0.122"" (3.10mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3221-2-ND,NOSY337M001R0100,AVX Corporation,CAP NIOB OXI 330UF 20% 1.8V 2917,0,0,"1.55040","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","330µF","±20%","1.8V","100 mOhms","11.9µA","8%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3222-2-ND,NOSY477M001R0100,AVX Corporation,CAP NIOB OXI 470UF 20% 1.8V 2917,0,0,"1.55040","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","470µF","±20%","1.8V","100 mOhms","16.9µA","8%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3227-2-ND,NOSY227M002R0100,AVX Corporation,CAP NIOB OXI 220UF 20% 2.5V 2917,0,0,"1.55040","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","220µF","±20%","2.5V","100 mOhms","11µA","8%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3236-2-ND,NOSX107M004R0100,AVX Corporation,CAP NIOB OXIDE 100UF 20% 4V 2917,0,0,"1.55040","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","100µF","±20%","4V","100 mOhms","8µA","6%","Surface Mount","2917 (7343 Metric)","X","0.067"" (1.70mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3237-2-ND,NOSY157M004R0100,AVX Corporation,CAP NIOB OXIDE 150UF 20% 4V 2917,0,0,"1.55040","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","150µF","±20%","4V","100 mOhms","12µA","6%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSX157M002R0100-ND,NOSX157M002R0100,AVX Corporation,CAP NIOB OXI 150UF 20% 2.5V 2917,0,0,"1.63200","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","150µF","±20%","2.5V","100 mOhms","7.5µA","6%","Surface Mount","2917 (7343 Metric)","X","0.059"" (1.50mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSX227M001R0100-ND,NOSX227M001R0100,AVX Corporation,CAP NIOB OXI 220UF 20% 1.8V 2917,0,0,"1.63200","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","220µF","±20%","1.8V","100 mOhms","8µA","8%","Surface Mount","2917 (7343 Metric)","X","0.059"" (1.50mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSX686M006R0100-ND,NOSX686M006R0100,AVX Corporation,CAP NIOB OXID 68UF 20% 6.3V 2917,0,0,"1.63200","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","68µF","±20%","6.3V","100 mOhms","8.2µA","6%","Surface Mount","2917 (7343 Metric)","X","0.059"" (1.50mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSY107M006R0100-ND,NOSY107M006R0100,AVX Corporation,CAP NIOB OXI 100UF 20% 6.3V 2917,0,0,"1.63200","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","100µF","±20%","6.3V","100 mOhms","12µA","6%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSY157M006R0100-ND,NOSY157M006R0100,AVX Corporation,CAP NIOB OXI 150UF 20% 6.3V 2917,0,0,"1.63200","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","150µF","±20%","6.3V","100 mOhms","18µA","6%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSY227M004R0100-ND,NOSY227M004R0100,AVX Corporation,CAP NIOB OXIDE 220UF 20% 4V 2917,0,0,"1.63200","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","220µF","±20%","4V","100 mOhms","17.6µA","10%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSY337M002R0100-ND,NOSY337M002R0100,AVX Corporation,CAP NIOB OXI 330UF 20% 2.5V 2917,0,0,"1.63200","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","330µF","±20%","2.5V","100 mOhms","16.5µA","10%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSY337M004R0150-ND,NOSY337M004R0150,AVX Corporation,CAP NIOB OXIDE 330UF 20% 4V 2917,0,0,"1.63200","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","330µF","±20%","4V","150 mOhms","26.4µA","12%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
http://datasheets.avx.com/NOS.pdf,"//media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",NOSY686M006R0100-ND,NOSY686M006R0100,AVX Corporation,CAP NIOB OXID 68UF 20% 6.3V 2917,0,0,"1.63200","0","1000","Tape & Reel (TR)","OxiCap® NOS","Active","68µF","±20%","6.3V","100 mOhms","8.2µA","6%","Surface Mount","2917 (7343 Metric)","Y","0.079"" (2.00mm)","Low ESR","-55°C ~ 125°C","2917 (7343 Metric)","0.287"" L x 0.169"" W (7.30mm x 4.30mm)"
