Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shape","Length","Width","Diameter","Mounting Type","Features","Material","Color"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SJ4570-Type.jpg,2-4-10-SJ4570-ND,2-4-10-SJ4570,3M (TC),LP RCLSBLE FSTNR 2""X4"" RCT 10PK,0,0,"29.69500","0","2","Dual Lock™  SJ4570","Active","Interlocking Stems","Rectangular","4.000"" (101.60mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,2-4-10-SJ4575-ND,2-4-10-SJ4575,3M (TC),RCLSBLE FSTNR 2""X4"" RCTNGL 10PK,0,0,"30.87500","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Rectangular","4.000"" (101.60mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3402%20(WHITE)%201^.JPG,SJ340210W-25-ND,SJ-3402 (WHITE) 1"",3M,HOOK PLAIN BACK 1"" X 25YD WHITE,0,0,"30.91000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","75.00' (22.86m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJA7501-3%5E4-50-WHITE.JPG,3M10466-ND,SJA7501-3/4-50-WHITE,3M,LOOP WHITE 3/4"" X 50YD X 0.12"",3,0,"31.05000","0","1","SJA7501","Obsolete","Hook and Loop - Loop Only","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Adhesive","-","Polyamide (PA), Nylon","White"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJA7502-3%5E4-50-WHITE.JPG,3M10472-ND,SJA7502-3/4-50-WHITE,3M,HOOK WHITE 3/4"" X 50YD X 0.12"",1,0,"31.05000","0","1","SJA7502","Obsolete","Hook and Loop - Hook Only","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Adhesive","-","Polyamide (PA), Nylon","White"
http://multimedia.3m.com/mws/media/108783O/scotchmate-reclosable-fasteners-sj3506-sj3507.pdf,-,1-1-100-SJ3506/SJ3507-ND,1-1-100-SJ3506/SJ3507,3M (TC),RECLOSABLE FSTNR 1�x1� 1=100PC,0,0,"31.69000","0","2","Scotchmate™","Active","Hook and Loop","-","1.000"" (25.40mm)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","White"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,-,1-1-100-SJ4575-ND,1-1-100-SJ4575,3M (TC),3M SJ4575 RECLOSABLE FASTENER -,0,0,"31.84500","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Square","1.000"" (25.40mm)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,-,3-3-10-SJ4570-ND,3-3-10-SJ4570,3M (TC),LP RCLSBLE FSTNR 3""X3"" SQR 10PK,0,0,"32.24500","0","2","Dual Lock™  SJ4570","Active","Interlocking Stems","Square","3.000"" (76.20mm)","3.000"" (76.20mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
http://tapecasecom.blob.core.windows.net/product/download/70070938785.PDF,-,1-1-100-SJ3530/SJ3531-ND,1-1-100-SJ3530/SJ3531,3M (TC),3M SJ3530/SJ3531 RECLOSABLE FAST,0,0,"32.54500","0","2","Scotchmate™","Active","Hook and Loop - Hook Only","Square","1.000"" (25.40mm)","1.000"" (25.40mm)","-","Adhesive, Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/142923O/scotchmate-hook-loop-dual-lock-reclosable-fasteners.PDF,//media.digikey.com/Photos/3M%20Photos/MFG_MP-3401%2002%20BLACK.jpg,MP-3401/02B-ND,MP-3401/02 BLACK,3M,HOOK & LOOP 1""X4.9YD BLK SEW-ON,0,0,"33.39200","0","5","Scotchmate™","Active","Hook and Loop","-","14.70' (4.48m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/142923O/scotchmate-hook-loop-dual-lock-reclosable-fasteners.PDF,//media.digikey.com/photos/3M%20Photos/MP-3401^02%20WHITE.JPG,MP-3401/02W-ND,MP-3401/02 WHITE,3M,HOOK & LOOP 1""X4.9YD WHT SEW-ON,0,0,"33.39200","0","5","Scotchmate™","Active","Hook and Loop","-","14.70' (4.48m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,3-3-10-SJ4575-ND,3-3-10-SJ4575,3M (TC),RCLSBLE FSTNR 3""X3"" SQR 10PK,0,0,"33.58000","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Square","3.000"" (76.20mm)","3.000"" (76.20mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3401%20(WHITE)%205^8^.JPG,SJ340158W-50-ND,SJ-3401 (WHITE) 5/8"",3M,LOOP PLAIN BACK 5/8"" X 50YD WHT,0,0,"34.69389","0","18","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","0.625"" (15.88mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/SJ-3402%20(WHITE)%2058.JPG,SJ340258W-50-ND,SJ-3402 (WHITE) 5/8"",3M,HOOK PLAIN BACK 5/8"" X 50YD WHT,0,0,"34.69389","0","18","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","0.625"" (15.88mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3402%20(BLACK)%205^8^.JPG,SJ340258B-50-ND,SJ-3402 (BLACK) 5/8"",3M,HOOK PLAIN BACK 5/8"" X 50YD BLK,0,0,"34.69389","0","18","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","0.625"" (15.88mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3401%20(BLACK)%205^8^.JPG,SJ340158B-50-ND,SJ-3401 (BLACK) 5/8"",3M,LOOP PLAIN BACK 5/8"" X 50YD BLK,0,0,"34.69389","0","18","Scotchmate™","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","0.625"" (15.88mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SJ4570-Type.jpg,2-5-10-SJ4570-ND,2-5-10-SJ4570,3M (TC),LP RCLSBLE FSTNR 2""X5"" RCT 10PK,0,0,"35.33500","0","2","Dual Lock™  SJ4570","Active","Interlocking Stems","Rectangular","5.000"" (127.00mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7401-2-50-BLACK.JPG,3M10481-ND,SJP7401-2-50-BLACK,3M,LOOP BLACK 2"" X 50YD X 0.11"",0,0,"35.89200","0","10","SJP7401","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7401-2-50-WHITE.jpg,3M10482-ND,SJP7401-2-50-WHITE,3M,LOOP WHITE 2"" X 50YD X 0.11"",0,0,"35.89200","0","10","SJP7401","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7402-2-50-BLACK.jpg,3M10487-ND,SJP7402-2-50-BLACK,3M,HOOK BLACK 2"" X 50YD X 0.11"",0,0,"35.89200","0","10","SJP7402","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/678023O/hook-and-loop-reclosable-fasteners-sjp7401-7402-sja7501-7502.pdf,//media.digikey.com/Photos/3M%20Photos/SJP7402-2-50-WHITE.jpg,3M10488-ND,SJP7402-2-50-WHITE,3M,HOOK WHITE 2"" X 50YD X 0.11"",0,0,"35.89200","0","10","SJP7402","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","2.000"" (50.80mm)","-","Sew On","-","Polyamide (PA), Nylon","White"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3401%20(BLACK)%201^.JPG,SJ340110B-25-ND,SJ-3401 (BLACK) 1"",3M,LOOP PLAIN BACK 1"" X 25YD BLACK,0,0,"36.62000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","75.00' (22.86m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3402%20(BLACK)%201^.JPG,SJ340210B-25-ND,SJ-3402 (BLACK) 1"",3M,HOOK PLAIN BACK 1"" X 25YD BLACK,0,0,"36.62000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","75.00' (22.86m)","1.000"" (25.40mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,2-5-10-SJ4575-ND,2-5-10-SJ4575,3M (TC),RCLSBLE FSTNR 2""X5"" RCTNGL 10PK,0,0,"36.81500","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Rectangular","5.000"" (127.00mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,-,2-2-25-SJ4570-ND,2-2-25-SJ4570,3M (TC),LP RCLSBLE FSTNR 2""X2"" SQR 25PK,0,0,"37.03500","0","2","Dual Lock™  SJ4570","Active","Interlocking Stems","Square","2.000"" (50.80mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3526N%20(BLACK)%201.jpg,SJ352758B-10-ND,SJ-3527N (BLACK) 5/8"",3M,LOOP PRESS BACK 5/8"" X 10YD BLK,0,0,"37.84000","0","1","Scotchmate™","Active","Hook and Loop - Loop Only","-","30.00' (9.14m)","0.625"" (15.88mm)","-","Adhesive - Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/photos/3M%20Photos/SJ-3526N%20(BLACK)%201.jpg,SJ352658B-10-ND,SJ-3526N (BLACK) 5/8"",3M,HOOK PRESS BACK 5/8"" X 10YD BLK,0,0,"37.84000","0","1","Scotchmate™","Active","Hook and Loop - Hook Only","-","30.00' (9.14m)","0.625"" (15.88mm)","-","Adhesive","-","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,2-2-25-SJ4575-ND,2-2-25-SJ4575,3M (TC),RCLSBLE FSTNR 2""X2"" SQR 25PK,0,0,"38.57500","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Square","2.000"" (50.80mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,-,2-3-10-SJ3541-ND,2-3-10-SJ3541,3M (TC),RCLSBLE FSTNR 2""X3"" RCTNGL 10PK,0,0,"38.90500","0","2","Dual Lock™  SJ3541","Active","Interlocking Stems","Rectangular","3.000"" (76.20mm)","2.000"" (50.80mm)","-","Adhesive - Rubber","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,-,2-3-10-SJ3542-ND,2-3-10-SJ3542,3M (TC),RCLSBLE FSTNR 2""X3"" RCTNGL 10PK,0,0,"38.90500","0","2","Dual Lock™  SJ3542","Active","Interlocking Stems","Rectangular","3.000"" (76.20mm)","2.000"" (50.80mm)","-","Adhesive - Rubber","170 Stem Density","Polyolefin (PO)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070488187.PDF,-,1-1-100-SJ3532N/SJ3533N-ND,1-1-100-SJ3532N/SJ3533N,3M (TC),3M SJ3532N/SJ3533N RECLOSABLE FA,0,0,"39.15000","0","2","Scotchmate™","Active","Hook and Loop - Hook Only","Square","1.000"" (25.40mm)","1.000"" (25.40mm)","-","Adhesive, Rubber","-","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,-,4-5-6-SJ4570-ND,4-5-6-SJ4570,3M (TC),LP RCLSBLE FSTNR 4""X5"" RCT 6PK,0,0,"39.59000","0","2","Dual Lock™  SJ4570","Active","Interlocking Stems","Rectangular","5.000"" (127.00mm)","4.000"" (101.60mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
https://multimedia.3m.com/mws/media/1582656O/3m-fastener-sj3571.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SJ340x.jpg,SJ3402-3/4""X50YD-BLACK-ND,SJ3402-3/4""X50YD-BLACK,3M,BLACK HOOK,0,0,"39.63625","0","16","Scotchmate™","Active","Hook and Loop - Hook Only","-","150.00' (45.72m)","0.750"" (19.05mm)","-","Sew On","-","Polyamide (PA), Nylon","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,-,3-4-10-SJ4570-ND,3-4-10-SJ4570,3M (TC),LP RCLSBLE FSTNR 3""X4"" RCT 10PK,0,0,"40.46000","0","2","Dual Lock™  SJ4570","Active","Interlocking Stems","Rectangular","4.000"" (101.60mm)","3.000"" (76.20mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,-,1-6-10-SJ3541-ND,1-6-10-SJ3541,3M (TC),RCLSBLE FSTNR 1""X6"" RCTNGL 10PK,0,0,"40.75500","0","2","Dual Lock™  SJ3541","Active","Interlocking Stems","Rectangular","6.000"" (152.40mm)","1.000"" (25.40mm)","-","Adhesive - Rubber","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,-,1-6-10-SJ3542-ND,1-6-10-SJ3542,3M (TC),RCLSBLE FSTNR 1""X6"" RCTNGL 10PK,0,0,"40.75500","0","2","Dual Lock™  SJ3542","Active","Interlocking Stems","Rectangular","6.000"" (152.40mm)","1.000"" (25.40mm)","-","Adhesive - Rubber","170 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SJ4570-Type.jpg,2-6-10-SJ4570-ND,2-6-10-SJ4570,3M (TC),LP RCLSBLE FSTNR 2""X6"" RCT 10PK,0,0,"40.98000","0","2","Dual Lock™  SJ4570","Active","Interlocking Stems","Rectangular","6.000"" (152.40mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,4-5-6-SJ4575-ND,4-5-6-SJ4575,3M (TC),RCLSBLE FSTNR 4""X5"" RCTNGL 6PK,0,0,"41.29000","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Rectangular","5.000"" (127.00mm)","4.000"" (101.60mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,3-4-10-SJ4575-ND,3-4-10-SJ4575,3M (TC),RCLSBLE FSTNR 3""X4"" RCTNGL 10PK,0,0,"42.20000","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Rectangular","4.000"" (101.60mm)","3.000"" (76.20mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,SJ4575CIRCLE-3""-10-ND,SJ4575 CIRCLE-3""-10,3M (TC),RCLSBLE FSTNR 3""X3"" CIRCLE 10PK,0,0,"42.64500","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Circular","-","-","3.000"" (76.20mm)","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,-,2-3-10-SJ3550-ND,2-3-10-SJ3550,3M (TC),RCLSBLE FSTNR 2""X3"" RCTNGL 10PK,0,0,"42.70500","0","2","Dual Lock™  SJ3550","Active","Interlocking Stems","Rectangular","3.000"" (76.20mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","250 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,2-6-10-SJ4575-ND,2-6-10-SJ4575,3M (TC),RCLSBLE FSTNR 2""X6"" RCTNGL 10PK,0,0,"42.73500","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Rectangular","6.000"" (152.40mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,-,5-5-6-SJ4570-ND,5-5-6-SJ4570,3M (TC),LP RCLSBLE FSTNR 5""X5"" SQR 6PK,0,0,"42.75500","0","2","Dual Lock™  SJ4570","Active","Interlocking Stems","Square","5.000"" (127.00mm)","5.000"" (127.00mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,4-6-6-SJ4575-ND,4-6-6-SJ4575,3M (TC),RCLSBLE FSTNR 4""X6"" RCTNGL 6PK,0,0,"43.18000","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Rectangular","6.000"" (152.40mm)","4.000"" (101.60mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,-,2-3-10-SJ3551-ND,2-3-10-SJ3551,3M (TC),RCLSBLE FSTNR 2""X3"" RCTNGL 10PK,0,0,"43.65500","0","2","Dual Lock™  SJ3551","Active","Interlocking Stems","Rectangular","3.000"" (76.20mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,-,3-5-10-SJ4570-ND,3-5-10-SJ4570,3M (TC),LP RCLSBLE FSTNR 3""X5"" RCT 10PK,0,0,"43.71500","0","2","Dual Lock™  SJ4570","Active","Interlocking Stems","Rectangular","5.000"" (127.00mm)","3.000"" (76.20mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,-,SJ4570CIRCLE-1""-50-ND,SJ4570 CIRCLE-1""-50,3M (TC),LP RCLSBLE FSTNR 1""X1"" CIRC 50PK,0,0,"43.82500","0","2","Dual Lock™  SJ4570","Active","Interlocking Stems","Circular","-","-","1.000"" (25.40mm)","Adhesive - Acrylic","-","Polypropylene (PP)","Clear"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,-,2-4-10-SJ3541-ND,2-4-10-SJ3541,3M (TC),RCLSBLE FSTNR 2""X4"" RCTNGL 10PK,0,0,"44.18000","0","2","Dual Lock™  SJ3541","Active","Interlocking Stems","Rectangular","4.000"" (101.60mm)","2.000"" (50.80mm)","-","Adhesive - Rubber","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,-,2-4-10-SJ3542-ND,2-4-10-SJ3542,3M (TC),RCLSBLE FSTNR 2""X4"" RCTNGL 10PK,0,0,"44.18000","0","2","Dual Lock™  SJ3542","Active","Interlocking Stems","Rectangular","4.000"" (101.60mm)","2.000"" (50.80mm)","-","Adhesive - Rubber","170 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,4-4-10-SJ4575-ND,4-4-10-SJ4575,3M (TC),RCLSBLE FSTNR 4""X4"" SQR 10PK,0,0,"44.20000","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Square","4.000"" (101.60mm)","4.000"" (101.60mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
http://tapecasecom.blob.core.windows.net/product/download/70070939866.pdf,-,2-3-10-SJ3552-ND,2-3-10-SJ3552,3M (TC),RCLSBLE FSTNR 2""X3"" RCTNGL 10PK,0,0,"44.45500","0","2","Dual Lock™  SJ3552","Active","Interlocking Stems","Rectangular","3.000"" (76.20mm)","2.000"" (50.80mm)","-","Adhesive - Acrylic","170 Stem Density","Polyolefin (PO)","Black"
-,-,SJ3418FRSLTGRY5/8""X50YD-ND,SJ3418FR SLT GRY 5/8""X50YD,3M,FASTENER LOOP FLAME RESISTANT,0,0,"44.49278","0","54","-","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","0.625"" (15.88mm)","-","Sew On","Flame Resistant","Nylon","Gray"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,-,3-3-10-SJ3540-ND,3-3-10-SJ3540,3M (TC),RCLSBLE FSTNR 3""X3"" SQR 10PK,0,0,"44.50500","0","2","Dual Lock™  SJ3540","Active","Interlocking Stems","Square","3.000"" (76.20mm)","3.000"" (76.20mm)","-","Adhesive - Rubber","250 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,-,3-3-10-SJ3541-ND,3-3-10-SJ3541,3M (TC),RCLSBLE FSTNR 3""X3"" SQR 10PK,0,0,"44.50500","0","2","Dual Lock™  SJ3541","Active","Interlocking Stems","Square","3.000"" (76.20mm)","3.000"" (76.20mm)","-","Adhesive - Rubber","400 Stem Density","Polyolefin (PO)","Black"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,-,3-3-10-SJ3542-ND,3-3-10-SJ3542,3M (TC),RCLSBLE FSTNR 3""X3"" SQR 10PK,0,0,"44.50500","0","2","Dual Lock™  SJ3542","Active","Interlocking Stems","Square","3.000"" (76.20mm)","3.000"" (76.20mm)","-","Adhesive - Rubber","170 Stem Density","Polyolefin (PO)","Black"
-,-,SJ3418FRWHT5/8""X50YD-ND,SJ3418FR WHT 5/8""X50YD,3M,FASTENER LOOP FLAME RESISTANT,0,0,"44.60444","0","18","-","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","0.625"" (15.88mm)","-","Sew On","Flame Resistant","Nylon","White"
-,-,SJ3418FRBGE5/8""X50YD-ND,SJ3418FR BGE 5/8""X50YD,3M,FASTENER LOOP FLAME RESISTANT,0,0,"44.62500","0","18","-","Active","Hook and Loop - Loop Only","-","150.00' (45.72m)","0.625"" (15.88mm)","-","Sew On","Flame Resistant","Nylon","Beige"
http://multimedia.3m.com/mws/media/142919O/dual-lock-low-profile-reclosable-fastener-sj4570-sj4575.pdf,//media.digikey.com/Photos/3M%20Photos/SJ4575-1'XxxYD.jpg,5-5-6-SJ4575-ND,5-5-6-SJ4575,3M (TC),RCLSBLE FSTNR 5""X5"" SQR 6PK,0,0,"44.64000","0","2","Dual Lock™  SJ4575","Active","Interlocking Stems","Square","5.000"" (127.00mm)","5.000"" (127.00mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","Black"
http://multimedia.3m.com/mws/media/108783O/scotchmate-reclosable-fasteners-sj3506-sj3507.pdf,-,1-2-100-SJ3506/SJ3507-ND,1-2-100-SJ3506/SJ3507,3M (TC),RECLOSABLE FSTNR 2�x1� 1=100PC,0,0,"44.98000","0","2","Scotchmate™","Active","Hook and Loop","-","2.000"" (50.80mm)","1.000"" (25.40mm)","-","Adhesive - Acrylic","-","Polypropylene (PP)","White"
http://multimedia.3m.com/mws/media/182981O/dual-lock-reclosable-fasteners-sj3540-sj3541-and-sj3542.pdf,-,1-1-100-SJ3540-ND,1-1-100-SJ3540,3M (TC),3M SJ3540 RECLOSE FASTENER 1=100,0,0,"45.11000","0","2","Dual Lock™","Active","Interlocking Stems","Square","1.000"" (25.40mm)","1.000"" (25.40mm)","-","Adhesive, Rubber","250 Stem Density","Polyolefin (PO)","Black"
