Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Container Type","Size / Dimension","Height","Area (L x W)","Design","Material","Color","Thickness","Features","Ratings","Material Flammability Rating"
http://www.budind.com/pdf/hb2100b.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CU-3004-A.jpg,377-1091-ND,CU-3004-A,Bud Industries,BOX ALUM NATURAL 5""L X 2.25""W,171,113,"8.80000","0","1","Mini-Box","Active","Box","5.000"" L x 2.250"" W (127.00mm x 57.15mm)","2.250"" (57.15mm)","11.3in² (73cm²)","U Shaped Pieces","Metal, Aluminum","Natural","0.040"" (1.02mm)","-","-","-"
http://www.hammondmfg.com/pdf/1591GFL.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591GFLBK.jpg,HM855-ND,1591GFLBK,Hammond Manufacturing,BOX ABS BLACK 4.74""L X 3.69""W,461,1518,"8.90000","0","1","1591FL","Active","Box","4.744"" L x 3.685"" W (120.50mm x 93.60mm)","1.338"" (33.99mm)","17.5in² (113cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant, Mounting Flange","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591S.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591SBK.jpg,HM121-ND,1591SBK,Hammond Manufacturing,BOX ABS BLACK 4.34""L X 3.24""W,372,1306,"8.90000","0","1","1591","Active","Box","4.335"" L x 3.236"" W (110.11mm x 82.19mm)","1.732"" (43.99mm)","14.0in² (90cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591G.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591GBK.jpg,HM119-ND,1591GBK,Hammond Manufacturing,BOX ABS BLACK 4.74""L X 3.69""W,177,1890,"8.90000","0","1","1591","Active","Box","4.744"" L x 3.685"" W (120.50mm x 93.60mm)","1.338"" (33.99mm)","17.5in² (113cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant","IP54","UL94 V-0"
//media.digikey.com/pdf/Data%20Sheets/BUD%20Industries%20PDFs/DPB%20Series.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/DPB-4760.JPG,377-1609-ND,DPB-4760,Bud Industries,BOX ABS BLACK 4.51""L X 3.51""W,156,1449,"8.90000","0","1","-","Active","Box","4.512"" L x 3.508"" W (114.60mm x 89.10mm)","1.257"" (31.93mm)","15.8in² (102cm²)","Split Sides","Plastic, ABS","Black","-","Mounting Brackets","-","UL94 5VA"
https://www.hammfg.com/files/parts/pdf/1590A.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1590ABK.jpg,HM1531-ND,1590ABK,Hammond Manufacturing,BOX ALUM BLACK 3.64""L X 1.52""W,149,0,"8.90000","0","1","1590","Active","Box","3.642"" L x 1.516"" W (92.51mm x 38.51mm)","1.220"" (30.99mm)","5.52in² (35.6cm²)","Cover Included","Metal, Aluminum","Black","0.080"" (2.03mm)","EMI Shielded","IP54","-"
http://www.hammondmfg.com/pdf/1591H.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591HBK.jpg,HM120-ND,1591HBK,Hammond Manufacturing,BOX ABS BLACK 6.52""L X 2.79""W,145,361,"8.90000","0","1","1591","Active","Box","6.524"" L x 2.787"" W (165.71mm x 70.79mm)","1.141"" (28.98mm)","18.1in² (117cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591SFL.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591SFLBK.jpg,HM849-ND,1591SFLBK,Hammond Manufacturing,BOX ABS BLACK 4.34""L X 3.24""W,109,2645,"8.90000","0","1","1591FL","Active","Box","4.335"" L x 3.236"" W (110.11mm x 82.19mm)","1.732"" (43.99mm)","14.0in² (90cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant, Mounting Flange","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/RL6465.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RL6465.JPG,HM1075-ND,RL6465,Hammond Manufacturing,BOX ABS GRAY 5.91""L X 3.94""W,304,901,"8.94000","0","1","RL","Active","Box","5.906"" L x 3.937"" W (150.01mm x 100.00mm)","3.543"" (90.00mm)","23.2in² (150cm²)","Cover Included","Plastic, ABS","Gray","0.110"" (2.79mm)","PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1591U.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591UBK.jpg,HM123-ND,1591UBK,Hammond Manufacturing,BOX ABS BLACK 4.72""L X 4.72""W,140,755,"9.02000","0","1","1591","Active","Box","4.724"" L x 4.724"" W (120.00mm x 119.99mm)","2.322"" (58.98mm)","22.3in² (144cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant","IP54","UL94 V-0"
http://www.serpac.com/userprints/A21.pdf,//media.digikey.com/photos/Serpac%20Photos/A-21%20BLACK.jpg,SRA21B-ND,"A21,BK",Serpac,BOX ABS BLACK 4.25""L X 2.6""W,454,0,"9.10000","0","1","A","Active","Box","4.250"" L x 2.600"" W (107.95mm x 66.04mm)","1.120"" (28.45mm)","11.2in² (72cm²)","Split Sides and End Panel(s)","Plastic, ABS","Black","0.070"" (1.78mm)","PCB Supports","IP40","UL94 HB"
http://www.hammondmfg.com/pdf/1594A.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1594ABK.jpg,HM226-ND,1594ABK,Hammond Manufacturing,BOX ABS BLACK 2.21""L X 2.21""W,280,710,"9.14000","0","1","1594","Active","Box","2.205"" L x 2.205"" W (56.00mm x 56.00mm)","1.578"" (40.08mm)","4.86in² (31.4cm²)","Cover Included","Plastic, ABS","Black","0.130"" (3.30mm)","Flame Retardant","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1550WD.pdf,//media.digikey.com/Renders/Hammond%20Renders/1550WD.jpg,HM1212-ND,1550WD,Hammond Manufacturing,BOX ALUM UNPAINTED 4.51""LX2.52""W,230,116,"9.14000","0","1","1550W","Active","Box","4.508"" L x 2.520"" W (114.50mm x 64.00mm)","2.169"" (55.09mm)","11.5in² (74cm²)","Cover Included","Metal, Aluminum","Unpainted","0.071"" (1.80mm)","Watertight","IP66","-"
http://www.hammondmfg.com/pdf/1594A.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1594AGY.jpg,HM231-ND,1594AGY,Hammond Manufacturing,BOX ABS GRAY 2.21""L X 2.21""W,115,925,"9.14000","0","1","1594","Active","Box","2.205"" L x 2.205"" W (56.00mm x 56.00mm)","1.578"" (40.08mm)","4.86in² (31.4cm²)","Cover Included","Plastic, ABS","Gray","0.130"" (3.30mm)","Flame Retardant","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1599BBAT.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1599BBKBAT.jpg,HM351-ND,1599BBKBAT,Hammond Manufacturing,BOX ABS BLACK 5.12""L X 2.56""W,445,869,"9.16000","0","1","1599","Active","Box","5.118"" L x 2.559"" W (130.00mm x 65.00mm)","1.004"" (25.50mm)","13.1in² (85cm²)","Hand Held, Split Sides","Plastic, ABS","Black","-","Battery Door, Card Guides, Flame Retardant, PCB Supports","IP54","UL94 V-0"
http://www.budind.com/pdf/hb32002.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBF-32002.jpg,377-1761-ND,NBF-32002,Bud Industries,BOX ABS GRAY 5.11""L X 3.93""W,1219,1813,"9.20000","0","1","NBF","Active","Box","5.110"" L x 3.930"" W (129.79mm x 99.82mm)","2.750"" (69.85mm)","20.1in² (130cm²)","Hinged Door, Lid","Plastic, ABS","Gray","0.115"" (2.92mm)","PCB Supports, Non-Metallic Hinges","IP66, NEMA 1,2,4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1550WQ.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1550WQBK.jpg,HM1233-ND,1550WQBK,Hammond Manufacturing,BOX ALUM BLACK 2.36""L X 2.17""W,513,287,"9.22000","0","1","1550W","Active","Box","2.362"" L x 2.165"" W (60.00mm x 55.00mm)","1.185"" (30.10mm)","5.11in² (33.0cm²)","Cover Included","Metal, Aluminum","Black","0.059"" (1.50mm)","Watertight","IP66","-"
http://www.hammondmfg.com/pdf/1594E.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1594ESGY.jpg,HM225-ND,1594ESGY,Hammond Manufacturing,BOX ABS GRAY 6.58""L X 4.21""W,139,833,"9.24000","0","1","1594S","Active","Box","6.575"" L x 4.213"" W (167.01mm x 107.01mm)","2.555"" (64.90mm)","27.7in² (179cm²)","Cover Included","Plastic, ABS","Gray","0.130"" (3.30mm)","-","IP54","-"
http://www.hammondmfg.com/pdf/1598B.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1598BSGY.jpg,HM246-ND,1598BSGY,Hammond Manufacturing,BOX ABS GRAY 5.29""L X 5.32""W,156,423,"9.29000","0","1","1598S","Active","Box","5.287"" L x 5.323"" W (134.29mm x 135.20mm)","2.008"" (51.00mm)","28.0in² (181cm²)","Split Sides and End Panel(s)","Plastic, ABS with Aluminum Panels","Gray","-","Card Guides, PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1599K.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1599KSGY.jpg,HM873-ND,1599KSGY,Hammond Manufacturing,BOX PLASTIC GRAY 8.66""L X 5.51""W,720,773,"9.36000","0","1","1599S","Active","Box","8.661"" L x 5.512"" W (219.99mm x 140.00mm)","1.575"" (40.00mm)","47.7in² (308cm²)","Hand Held, Split Sides","Plastic, Polystyrene","Gray","-","Card Guides, PCB Supports","IP54","-"
-,//media.digikey.com/photos/BUD%20Industries%20Photos/PN-1331-DGMB.jpg,377-2154-ND,PN-1331-DGMB,Bud Industries,BOX ABS GRAY 3.28""L X 3.2""W,974,1343,"9.40000","0","1","PN","Active","Box","3.283"" L x 3.196"" W (83.39mm x 81.18mm)","2.165"" (55.00mm)","10.4in² (67cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, Mounting Flange, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.hammondmfg.com/pdf/1591XXD.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591xxdbk.JPG,HM1044-ND,1591XXDBK,Hammond Manufacturing,BOX ABS BLACK 6""L X 3.25""W,408,3208,"9.46000","0","1","1591XX","Active","Box","6.001"" L x 3.245"" W (152.43mm x 82.42mm)","2.057"" (52.25mm)","19.5in² (126cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Flame Retardant, PCB Supports","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591XXDFL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1591XXDFLBK.jpg,HM2032-ND,1591XXDFLBK,Hammond Manufacturing,BOX ABS BLACK 6""L X 3.25""W,177,2118,"9.46000","0","1","1591XXFL","Active","Box","6.001"" L x 3.245"" W (152.43mm x 82.42mm)","2.057"" (52.25mm)","19.5in² (126cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Flame Retardant, Mounting Flange, PCB Supports","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591DFL.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591DFLBK.jpg,HM856-ND,1591DFLBK,Hammond Manufacturing,BOX ABS BLACK 5.91""L X 3.15""W,111,1277,"9.46000","0","1","1591FL","Active","Box","5.906"" L x 3.150"" W (150.01mm x 80.01mm)","1.969"" (50.00mm)","18.6in² (120cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant, Mounting Flange","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1599E.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1599BBK.jpg,HM213-ND,1599EBK,Hammond Manufacturing,BOX ABS BLACK 6.69""L X 3.37""W,330,4384,"9.48000","0","1","1599","Active","Box","6.693"" L x 3.366"" W (170.00mm x 85.50mm)","1.368"" (34.75mm)","22.4in² (145cm²)","Hand Held, Split Sides","Plastic, ABS","Black","-","Card Guides, Flame Retardant, PCB Supports","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1591C.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591CTCL.jpg,HM959-ND,1591CTCL,Hammond Manufacturing,BOX PLSTC TRN CLR 4.72""LX2.56""W,646,631,"9.52000","0","1","1591T","Active","Box","4.724"" L x 2.559"" W (120.00mm x 65.00mm)","1.567"" (39.80mm)","12.1in² (78cm²)","Cover Included","Plastic, Polycarbonate","Translucent - Clear","0.079"" (2.01mm)","Card Guides","IP54","UL91 V-0"
http://www.hammondmfg.com/pdf/RP1135.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RP1135.JPG,HM1106-ND,RP1135,Hammond Manufacturing,BOX ABS GRAY 4.94""L X 3.36""W,227,0,"9.60000","0","1","RP","Active","Box","4.941"" L x 3.363"" W (125.50mm x 85.42mm)","2.165"" (55.00mm)","16.6in² (107cm²)","Cover Included","Plastic, ABS","Gray","0.108"" (2.74mm)","PCB Supports, Watertight","IP65","UL94 HB"
http://www.hammondmfg.com/pdf/1455D602.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1455D602BK.jpg,HM1352-ND,1455D602BK,Hammond Manufacturing,BOX ALUM BLACK 2.36""L X 1.67""W,182,166,"9.74000","0","1","1455","Active","Box","2.362"" L x 1.673"" W (60.00mm x 42.50mm)","0.906"" (23.00mm)","3.95in² (25.5cm²)","End Panel(s)","Metal, Aluminum; Plastic","Black","0.047"" (1.20mm)","Card Guides","-","-"
http://www.hammondmfg.com/pdf/1591T.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591TBK.jpg,HM122-ND,1591TBK,Hammond Manufacturing,BOX ABS BLACK 4.72""L X 3.16""W,150,281,"9.80000","0","1","1591","Active","Box","4.724"" L x 3.157"" W (120.00mm x 80.19mm)","2.311"" (58.70mm)","14.9in² (96cm²)","Cover Included","Plastic, ABS","Black","0.079"" (2.01mm)","Card Guides, Flame Retardant","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/1550P.pdf,//media.digikey.com/Renders/Hammond%20Renders/1550PBK.jpg,HM1203-ND,1550PBK,Hammond Manufacturing,BOX ALUM BLACK 3.15""L X 2.17""W,102,104,"9.81000","0","1","1550","Active","Box","3.150"" L x 2.165"" W (80.00mm x 55.00mm)","0.988"" (25.10mm)","6.82in² (44.0cm²)","Cover Included","Metal, Aluminum","Black","0.059"" (1.50mm)","-","IP54","-"
http://www.hammondmfg.com/pdf/1554B.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1554BGY.jpg,HM918-ND,1554BGY,Hammond Manufacturing,BOX ABS GRAY 2.56""L X 2.56""W,210,478,"9.84000","0","1","1554","Active","Box","2.559"" L x 2.559"" W (65.00mm x 65.00mm)","1.575"" (40.00mm)","6.55in² (42.3cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Watertight","IP66, NEMA 4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/RL6555.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RL6555.JPG,HM1076-ND,RL6555,Hammond Manufacturing,BOX ABS GRAY 6.89""L X 4.92""W,112,119,"9.86000","0","1","RL","Active","Box","6.890"" L x 4.921"" W (175.01mm x 124.99mm)","2.756"" (70.00mm)","33.9in² (219cm²)","Cover Included","Plastic, ABS","Gray","0.134"" (3.40mm)","PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1599EBAT.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1599EBKBAT.jpg,HM353-ND,1599EBKBAT,Hammond Manufacturing,BOX ABS BLACK 6.69""L X 3.37""W,146,522,"9.90000","0","1","1599","Active","Box","6.693"" L x 3.366"" W (170.00mm x 85.50mm)","1.368"" (34.75mm)","22.4in² (145cm²)","Hand Held, Split Sides","Plastic, ABS","Black","-","Battery Door, Card Guides, Flame Retardant, PCB Supports","IP54","UL94 V-0"
http://www.hammondmfg.com/pdf/RM2055M.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RM2055M.JPG,HM1097-ND,RM2055M,Hammond Manufacturing,BOX ABS GRAY 7.48""L X 5.51""W,136,43,"9.94000","0","1","RM","Active","Box","7.480"" L x 5.512"" W (189.99mm x 140.00mm)","1.988"" (50.50mm)","41.2in² (266cm²)","Split Sides and End Panel(s)","Plastic, ABS","Gray","-","PCB Supports","IP43","UL94 HB"
https://www.hammfg.com/files/parts/pdf/1590BBFL.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1590BBFL.jpg,HM573-ND,1590BBFL,Hammond Manufacturing,BOX ALUM UNPAINTED 4.71""LX3.7""W,24464,457,"10.01000","0","1","1590FL","Active","Box","4.705"" L x 3.701"" W (119.50mm x 94.00mm)","1.339"" (34.00mm)","17.3in² (112cm²)","Cover Included","Metal, Aluminum","Unpainted","0.089"" (2.26mm)","-","IP54","-"
http://www.hammondmfg.com/pdf/1550M.pdf,//media.digikey.com/Renders/Hammond%20Renders/1550M.jpg,HM1198-ND,1550M,Hammond Manufacturing,BOX ALUM UNPAINTED 4.74""LX3.95""W,361,604,"10.01000","0","1","1550","Active","Box","4.740"" L x 3.953"" W (120.40mm x 100.41mm)","1.394"" (35.41mm)","18.7in² (121cm²)","Cover Included","Metal, Aluminum","Unpainted","0.071"" (1.80mm)","-","IP54","-"
http://www.hammondmfg.com/pdf/1554B.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1554B2GY.jpg,HM1788-ND,1554B2GY,Hammond Manufacturing,BOX PLASTIC GRAY 2.56""L X 2.56""W,125,0,"10.03000","0","1","1554","Active","Box","2.559"" L x 2.559"" W (65.00mm x 65.00mm)","1.575"" (40.00mm)","6.55in² (42.3cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.118"" (3.00mm)","PCB Supports, Watertight","IP66, NEMA 4,4X,12,13, UL-508","UL94 5VA"
http://www.budind.com/pdf/hb32610.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/TBG-32610-W.jpg,377-2299-ND,TBG-32610-W,Bud Industries,BOX ABS WHITE 5.51""L X 3.94""W,212,289,"10.10000","0","1","TB","Active","Box","5.512"" L x 3.937"" W (140.00mm x 100.00mm)","1.181"" (30.00mm)","21.7in² (140cm²)","Split Sides","Plastic, ABS","White","0.091"" (2.30mm)","PCB Supports, Sealing Gasket","IP65","UL94 V-0"
http://www.hammondmfg.com/pdf/1550B.pdf,//media.digikey.com/Renders/Hammond%20Renders/1550BBK.jpg,HM1181-ND,1550BBK,Hammond Manufacturing,BOX ALUM BLACK 4.51""L X 2.52""W,134,16,"10.22000","0","1","1550","Active","Box","4.508"" L x 2.520"" W (114.50mm x 64.00mm)","1.185"" (30.10mm)","11.5in² (74cm²)","Cover Included","Metal, Aluminum","Black","0.059"" (1.50mm)","-","IP54","-"
http://www.budind.com/pdf/hb1323.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PN-1323-DG.JPG,377-1121-ND,PN-1323-DG,Bud Industries,BOX ABS GRAY 4.53""L X 3.54""W,582,88,"10.35000","0","1","PN","Active","Box","4.528"" L x 3.543"" W (115.01mm x 89.99mm)","2.165"" (55.00mm)","16.0in² (103cm²)","Cover Included","Plastic, ABS","Gray","0.120"" (3.05mm)","Card Guides, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.budind.com/pdf/hb32004.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBF-32004.jpg,377-1762-ND,NBF-32004,Bud Industries,BOX ABS GRAY 5.9""L X 3.93""W,270,199,"10.35000","0","1","NBF","Active","Box","5.900"" L x 3.930"" W (149.86mm x 99.82mm)","2.750"" (69.85mm)","23.2in² (150cm²)","Hinged Door, Lid","Plastic, ABS","Gray","0.115"" (2.92mm)","PCB Supports, Non-Metallic Hinges","IP66, NEMA 1,2,4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1599H.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1599HBK.jpg,HM214-ND,1599HBK,Hammond Manufacturing,BOX ABS BLACK 8.66""L X 4.33""W,165,1108,"10.46000","0","1","1599","Active","Box","8.661"" L x 4.331"" W (219.99mm x 110.01mm)","1.762"" (44.75mm)","37.5in² (242cm²)","Hand Held, Split Sides","Plastic, ABS","Black","-","Card Guides, Flame Retardant, PCB Supports","IP54","UL94 V-0"
https://www.pomonaelectronics.com/file/17141/download?token=CODIA91E,//media.digikey.com/photos/Pomona%20Photos/MFG_2428.jpg,501-1811-ND,2428,Pomona Electronics,BOX ALUM UNPAINTED 2.25""LX1.38""W,213,0,"10.49000","0","1","Size B","Active","Box","2.250"" L x 1.380"" W (57.15mm x 35.05mm)","1.130"" (28.70mm)","3.11in² (20.1cm²)","Cover Included","Metal, Aluminum","Unpainted","-","EMI Shielded","-","-"
https://www.pomonaelectronics.com/file/17135/download?token=oE3KnA0F,//media.digikey.com/photos/Pomona%20Photos/MFG_2400.jpg,501-1630-ND,2400,Pomona Electronics,BOX ALUM UNPAINTED 2.25""LX1.13""W,168,0,"10.49000","0","1","Size A","Active","Box","2.250"" L x 1.130"" W (57.15mm x 28.70mm)","0.880"" (22.35mm)","2.54in² (16.4cm²)","Cover Included","Metal, Aluminum","Unpainted","-","EMI Shielded","-","-"
http://www.budind.com/pdf/hb3510bc.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/HH-3510-BCB.JPG,377-1611-ND,HH-3510-BCB,Bud Industries,BOX ABS BLACK 6.3""L X 3.7""W,168,202,"10.50000","0","1","Grabbers Style O","Active","Box","6.299"" L x 3.701"" W (159.99mm x 94.01mm)","0.984"" (25.00mm)","23.2in² (150cm²)","Hand Held, Split Sides","Plastic, ABS","Black","-","Battery Compartment, AAA, PCB Supports","-","UL94 V-0"
http://www.budind.com/pdf/hb3281mb.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CU-3287-MB.jpg,377-1537-ND,CU-3287-MB,Bud Industries,BOX ABS BLACK 6.11""L X 4.61""W,122,0,"10.50000","0","1","Utilibox Style A","Active","Box","6.112"" L x 4.612"" W (155.24mm x 117.14mm)","1.356"" (34.44mm)","28.2in² (182cm²)","Cover Included","Plastic, ABS","Black","0.130"" (3.30mm)","Mounting Flange, PCB Supports","-","UL94 5VA"
http://www.hammondmfg.com/pdf/1591S.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1591STCL.JPG,HM1176-ND,1591STCL,Hammond Manufacturing,BOX PLSTC TRN CLR 4.34""LX3.24""W,377,553,"10.53000","0","1","1591T","Active","Box","4.335"" L x 3.236"" W (110.11mm x 82.19mm)","1.732"" (43.99mm)","14.0in² (90cm²)","Cover Included","Plastic, Polycarbonate","Translucent - Clear","0.079"" (2.01mm)","Card Guides","IP54","UL91 V-0"
http://www.hammondmfg.com/pdf/1550WC.pdf,//media.digikey.com/Renders/Hammond%20Renders/1550WC.jpg,HM1210-ND,1550WC,Hammond Manufacturing,BOX ALUM UNPAINTED 4.53""LX3.54""W,155,337,"10.66000","0","1","1550W","Active","Box","4.528"" L x 3.543"" W (115.01mm x 89.99mm)","2.169"" (55.09mm)","16.0in² (103cm²)","Cover Included","Metal, Aluminum","Unpainted","0.071"" (1.80mm)","Watertight","IP66","-"
http://www.budind.com/pdf/hb1321.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PN-1321.jpg,377-1114-ND,PN-1321,Bud Industries,BOX PLASTIC GRAY 4.53""L X 2.56""W,318,737,"10.80000","0","1","PN","Active","Box","4.528"" L x 2.559"" W (115.01mm x 65.00mm)","1.576"" (40.03mm)","11.7in² (75cm²)","Cover Included","Plastic, Polycarbonate","Gray","0.100"" (2.54mm)","Card Guides, PCB Supports","IP65, NEMA 1,2,4,4X,12,13, UL-508","UL94 HB"
http://www.hammondmfg.com/pdf/RL6655.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RL6655.jpg,HM1077-ND,RL6655,Hammond Manufacturing,BOX ABS GRAY 7.87""L X 5.91""W,122,168,"10.80000","0","1","RL","Active","Box","7.874"" L x 5.906"" W (200.00mm x 150.00mm)","2.756"" (70.00mm)","46.5in² (300cm²)","Cover Included","Plastic, ABS","Gray","0.124"" (3.15mm)","PCB Supports","IP54","-"
http://www.hammondmfg.com/pdf/1553B_BAT.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1553BBKBAT.jpg,HM915-ND,1553BBKBAT,Hammond Manufacturing,BOX ABS BLACK 4.62""L X 3.11""W,217,1020,"10.87000","0","1","1553","Active","Box","4.615"" L x 3.109"" W (117.22mm x 78.97mm)","0.945"" (24.00mm)","14.4in² (93cm²)","Hand Held, Split Sides","Plastic, ABS","Black","0.108"" (2.74mm)","Battery Compartment, 9V and AA, PCB Supports","-","UL94 HB"
http://www.hammondmfg.com/pdf/1553B_BAT.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1553bbkbkbat.JPG,HM1155-ND,1553BBKBKBAT,Hammond Manufacturing,BOX ABS BLACK 4.62""L X 3.11""W,198,1163,"10.87000","0","1","1553","Active","Box","4.615"" L x 3.109"" W (117.22mm x 78.97mm)","0.945"" (24.00mm)","14.4in² (93cm²)","Hand Held, Split Sides","Plastic, ABS","Black","0.108"" (2.74mm)","Battery Compartment, 9V and AA, PCB Supports","-","UL94 HB"
http://www.hammondmfg.com/pdf/1553B_BAT.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1553BYLBK.JPG,HM1157-ND,1553BYLBKBAT,Hammond Manufacturing,BOX ABS YELLOW 4.62""L X 3.11""W,154,1208,"10.87000","0","1","1553","Active","Box","4.615"" L x 3.109"" W (117.22mm x 78.97mm)","0.945"" (24.00mm)","14.4in² (93cm²)","Hand Held, Split Sides","Plastic, ABS","Yellow","0.108"" (2.74mm)","Battery Compartment, 9V and AA, PCB Supports","-","UL94 HB"
http://www.hammondmfg.com/pdf/1554D.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1554DGY.jpg,HM919-ND,1554DGY,Hammond Manufacturing,BOX ABS GRAY 4.72""L X 2.56""W,176,610,"10.89000","0","1","1554","Active","Box","4.724"" L x 2.559"" W (120.00mm x 65.00mm)","2.362"" (60.00mm)","12.1in² (78cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, PCB Supports, Watertight","IP66, NEMA 4,4X,12,13","UL94 HB"
http://www.hammondmfg.com/pdf/1554E.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1554EGY.jpg,HM920-ND,1554EGY,Hammond Manufacturing,BOX ABS GRAY 3.54""L X 3.54""W,265,806,"11.00000","0","1","1554","Active","Box","3.543"" L x 3.543"" W (89.99mm x 89.99mm)","2.362"" (60.00mm)","12.6in² (81cm²)","Cover Included","Plastic, ABS","Gray","0.118"" (3.00mm)","Card Guides, PCB Supports, Watertight","IP66, NEMA 4,4X,12,13","UL94 HB"
