Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Style","Number of Units","Dimensions - Panel","Dimensions - Overall","Door","Features","Mounting Rails","Ventilation","Material","Color"
https://assets.tripplite.com/product-pdfs/en/srw12usdpg.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRW12USDPG.jpg,SRW12USDPG-ND,SRW12USDPG,Tripp Lite,12UWALL MNT RACK ENC 25X24X26,0,0,"517.75000","0","1","SmartRack™","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","12U","25.500"" L x 23.630"" W x 25.060"" H (647.70mm x 600.20mm x 636.52mm)","29.920"" L x 28.150"" W x 29.330"" H (759.97mm x 715.01mm x 744.98mm)","Steel","-","Two Pair","Bottom, Sides, Top","Metal, Steel","Black"
https://www.hammfg.com/electrical/products/commercial/cmcq.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CMC202010.jpg,CMCQ363612-ND,CMCQ363612,Hammond Manufacturing,RACK STEEL 14X36X36 GRY,0,4,"520.02000","0","1","CMCHQ","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","-","-","14.000"" L x 36.000"" W x 36.000"" H (355.60mm x 914.40mm x 914.40mm)","Steel","Dual Door","-","Non-Vented","Metal, Steel","Gray"
https://assets.tripplite.com/product-pdfs/en/srw15usg.pdf,-,SRW15USG-ND,SRW15USG,Tripp Lite,15UWALL MNT RACK ENC 30X24X22,0,0,"524.25000","0","1","SmartRack™","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","15U","20.500"" W (520.70mm)","23.620"" L x 21.600"" W x 30.330"" H (599.95mm x 548.64mm x 770.38mm)","Steel","Hinged, Locking, Wall Mount, Window","Two Pair","Bottom, Sides, Top","Metal, Steel","Black"
https://www.hammfg.com/dci/products/cabinet-systems/c2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F195631BK1-ND,C2F195631BK1,Hammond Manufacturing,RACK STEEL 31.5X23X63.3 BLK,0,10,"525.00000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","32U","29.500"" L x 19.110"" W x 56.060"" H (749.30mm x 485.39mm x 1423.92mm)","31.500"" L x 23.000"" W x 63.310"" H (800.10mm x 584.20mm x 1608.07mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
https://www.hammfg.com/dci/products/cabinet-systems/c2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F197023BK1-ND,C2F197023BK1,Hammond Manufacturing,RACK STEEL 23.6X23X77.3 BLK,0,20,"525.00000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","40U","21.630"" L x 19.110"" W x 70.060"" H (549.40mm x 485.39mm x 1779.52mm)","23.630"" L x 23.000"" W x 77.310"" H (600.20mm x 584.20mm x 1963.67mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
https://www.hammfg.com/files/parts/pdf/C2F195631LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F195631LG1-ND,C2F195631LG1,Hammond Manufacturing,RACK FRAME,0,6,"525.00000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","32U","29.500"" L x 19.110"" W x 56.060"" H (749.30mm x 485.39mm x 1423.92mm)","31.500"" L x 23.000"" W x 63.310"" H (800.10mm x 584.20mm x 1608.07mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
https://www.hammfg.com/files/parts/pdf/C2F197023LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F197023LG1-ND,C2F197023LG1,Hammond Manufacturing,RACK FRAME,0,5,"525.00000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","40U","21.630"" L x 19.110"" W x 70.060"" H (549.40mm x 485.39mm x 1779.52mm)","23.630"" L x 23.000"" W x 77.310"" H (600.20mm x 584.20mm x 1963.67mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
https://www.hammfg.com/files/parts/pdf/C4F244236BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923SBK1.jpg,C4F244236BK1-ND,C4F244236BK1,Hammond Manufacturing,24U 36IN C4 CABINET FRAME,0,9,"529.90000","0","1","C4","Active","Open Rack","Open Rack, Double Frame","24U","34.220"" L x 19.920"" W x 42.060"" H (869.19mm x 488.19mm x 1068.32mm)","36.000"" L x 24.000"" W x 48.500"" H (914.40mm x 609.60mm x 1231.90mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/9R3pg26-32.pdf,-,REFK1904217LG1-ND,REFK1904217LG1,Hammond Manufacturing,RACK STEEL 17.5X21.3X47.2 GRY,0,0,"532.70000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","24U","16.000"" L x 17.810"" W x 42.000"" H (406.40mm x 452.37mm x 1066.80mm)","17.500"" L x 21.330"" W x 47.190"" H (444.50mm x 541.78mm x 1198.63mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Gray"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F243523BK1-ND,C2F243523BK1,Hammond Manufacturing,RACK FRAME,0,0,"533.40000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","20U","21.630"" L x 24.110"" W x 35.060"" H (549.40mm x 612.39mm x 890.52mm)","23.630"" L x 28.000"" W x 42.310"" H (600.20mm x 711.20mm x 1074.67mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F243523LG1-ND,C2F243523LG1,Hammond Manufacturing,RACK FRAME,0,0,"533.40000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","20U","21.630"" L x 24.110"" W x 35.060"" H (549.40mm x 612.39mm x 890.52mm)","23.630"" L x 28.000"" W x 42.310"" H (600.20mm x 711.20mm x 1074.67mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
http://www.budind.com/pdf/hb5601.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/MFG_WM-56xx.jpg,377-1627-ND,WM-5616,Bud Industries,CABINET WALL MOUNT 51.34""X17.9"",0,4,"535.00000","0","1","Emperor","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","27U","17.900"" L x 17.720"" W x 47.480"" H (454.66mm x 450.09mm x 1205.99mm)","21.650"" L x 23.620"" W x 51.340"" H (549.91mm x 599.95mm x 1304.04mm)","Glass (Front), Steel (Rear)","Removable Sides, Wall Mount","Two Pair","Sides","Metal, Steel","Black"
https://www.hammfg.com/dci/products/cabinet-systems/c2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F193536BK1-ND,C2F193536BK1,Hammond Manufacturing,RACK STEEL 36X23X42.3 BLK,0,11,"541.10000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","20U","34.000"" L x 19.110"" W x 35.060"" H (863.60mm x 485.39mm x 890.52mm)","36.000"" L x 23.000"" W x 42.310"" H (914.40mm x 584.20mm x 1074.67mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
https://www.hammfg.com/dci/products/cabinet-systems/c2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F196331BK1-ND,C2F196331BK1,Hammond Manufacturing,RACK STEEL 31.5X23X70.3 BLK,0,19,"541.10000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","36U","29.500"" L x 19.110"" W x 63.060"" H (749.30mm x 485.39mm x 1601.72mm)","31.500"" L x 23.000"" W x 70.310"" H (800.10mm x 584.20mm x 1785.87mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
https://www.hammfg.com/dci/products/cabinet-systems/c2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F197823BK1-ND,C2F197823BK1,Hammond Manufacturing,RACK STEEL 23.6X23X86.1 BLK,0,35,"541.10000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","45U","21.630"" L x 19.110"" W x 78.810"" H (549.40mm x 485.39mm x 2001.77mm)","23.630"" L x 23.000"" W x 86.060"" H (600.20mm x 584.20mm x 2185.92mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
https://www.hammfg.com/dci/products/cabinet-systems/c2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F193536LG1-ND,C2F193536LG1,Hammond Manufacturing,RACK FRAME,0,7,"541.10000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","20U","34.000"" L x 19.110"" W x 35.060"" H (863.60mm x 485.39mm x 890.52mm)","36.000"" L x 23.000"" W x 42.310"" H (914.40mm x 584.20mm x 1074.67mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
https://www.hammfg.com/files/parts/pdf/C2F196331LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F196331LG1-ND,C2F196331LG1,Hammond Manufacturing,RACK FRAME,0,12,"541.10000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","36U","29.500"" L x 19.110"" W x 63.060"" H (749.30mm x 485.39mm x 1601.72mm)","31.500"" L x 23.000"" W x 70.310"" H (800.10mm x 584.20mm x 1785.87mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
https://www.hammfg.com/files/parts/pdf/C2F197823LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F197823LG1-ND,C2F197823LG1,Hammond Manufacturing,RACK FRAME,0,0,"541.10000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","45U","21.630"" L x 19.110"" W x 78.810"" H (549.40mm x 485.39mm x 2001.77mm)","23.630"" L x 23.000"" W x 86.060"" H (600.20mm x 584.20mm x 2185.92mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
https://www.belden.com/hubfs/resources/technical/technical-data/english/XWM-2420-SD-2.pdf,-,XWM-2420-SD-2-ND,XWM-2420-SD-2,Belden Inc.,ENCLOSURE 24"" WALL MT 18"" DP,0,0,"542.20000","0","1","XWM","Active","Cabinet Rack","Enclosed, Bottom, Front, Sides, Top","12U","-","20.000"" L x 21.250"" W x 24.000"" H (508.00mm x 539.75mm x 609.60mm)","Steel","-","Two Pair","Bottom, Sides, Top","Metal, Steel","Beige"
https://www.hammfg.com/files/parts/pdf/C4F244242BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923SBK1.jpg,C4F244242BK1-ND,C4F244242BK1,Hammond Manufacturing,24U 42IN C4 CABINET FRAME,0,6,"543.90000","0","1","C4","Active","Open Rack","Open Rack, Double Frame","24U","40.220"" L x 19.920"" W x 42.060"" H (1962.15mm x 505.97mm x 1068.32mm)","42.000"" L x 24.000"" W x 48.500"" H (1066.80mm x 609.60mm x 1231.90mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F244223BK1-ND,C2F244223BK1,Hammond Manufacturing,RACK FRAME,0,0,"544.60000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","24U","21.630"" L x 24.110"" W x 42.060"" H (549.40mm x 612.39mm x 1068.32mm)","23.630"" L x 28.000"" W x 49.310"" H (600.20mm x 711.20mm x 1252.47mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F244223LG1-ND,C2F244223LG1,Hammond Manufacturing,RACK FRAME,0,0,"544.60000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","24U","21.630"" L x 24.110"" W x 42.060"" H (549.40mm x 612.39mm x 1068.32mm)","23.630"" L x 28.000"" W x 49.310"" H (600.20mm x 711.20mm x 1252.47mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
https://www.hammfg.com/dci/products/cabinet-systems/c2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F197031BK1-ND,C2F197031BK1,Hammond Manufacturing,RACK STEEL 31.5X23X77.3 BLK,0,20,"549.50000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","40U","29.500"" L x 19.110"" W x 70.060"" H (749.30mm x 485.39mm x 1779.53mm)","31.500"" L x 23.000"" W x 77.310"" H (800.10mm x 584.20mm x 1963.67mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
https://www.hammfg.com/files/parts/pdf/C2F197031LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F197031LG1-ND,C2F197031LG1,Hammond Manufacturing,RACK FRAME,0,18,"549.50000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","40U","29.500"" L x 19.110"" W x 70.060"" H (749.30mm x 485.39mm x 1779.53mm)","31.500"" L x 23.000"" W x 77.310"" H (800.10mm x 584.20mm x 1963.67mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
http://www.budind.com/pdf/hb8924.pdf,-,VR-8924-ND,VR-8924,Bud Industries,VALURACK CABINET 66.56X22X26"",0,0,"550.35000","0","1","ValuRack","Active","Open Rack","Enclosed, Sides","35U","24.000"" L x 17.812"" W x 61.312"" H (609.60mm x 452.42mm x 1557.33mm)","26.000"" L x 22.000"" W x 66.562"" H (660.40mm x 558.80mm x 1690.68mm)","Doorless","Front and Rear Access","One Pair","-","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/RCSC_Series.pdf,-,RCSC1904224BK1-ND,RCSC1904224BK1,Hammond Manufacturing,RACK STEEL 24.5X24X46.3 BLK,0,7,"554.40000","0","1","RCSC","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","24U","22.990"" L x 19.090"" W x 42.030"" H (583.95mm x 484.89mm x 1067.56mm)","24.500"" L x 24.000"" W x 46.280"" H (622.30mm x 609.60mm x 1175.51mm)","Doorless","Knockouts","Two Pair","Non-Vented","Metal, Steel","Black"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F244923BK1-ND,C2F244923BK1,Hammond Manufacturing,RACK FRAME,0,0,"554.40000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","28U","21.630"" L x 24.110"" W x 49.060"" H (549.40mm x 612.39mm x 1246.12mm)","23.630"" L x 28.000"" W x 56.310"" H (600.20mm x 711.20mm x 1430.27mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F244923LG1-ND,C2F244923LG1,Hammond Manufacturing,RACK FRAME,0,0,"554.40000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","28U","21.630"" L x 24.110"" W x 49.060"" H (549.40mm x 612.39mm x 1246.12mm)","23.630"" L x 28.000"" W x 56.310"" H (600.20mm x 711.20mm x 1430.27mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
http://www.budind.com/pdf/hb8035.pdf,-,DC-8035-ND,DC-8035,Bud Industries,RACK OPEN ASSEMBLY 26.25"" X 84"",0,0,"555.55000","0","1","-","Active","Open Rack","Open Rack, Single Frame","44U","3.000"" L x 17.752"" W x 77.000"" H (76.20mm x 450.90mm x 1955.80mm)","15.000"" L x 20.250"" W x 84.000"" H (381.00mm x 514.35mm x 2133.60mm)","Doorless","Mounting Brackets","-","-","Metal, Aluminum","Black"
https://www.hammfg.com/dci/products/cabinet-systems/c2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F194236BK1-ND,C2F194236BK1,Hammond Manufacturing,RACK STEEL 36X23X49.3 BLK,0,12,"557.20000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","24U","34.000"" L x 19.110"" W x 42.060"" H (863.60mm x 485.39mm x 1068.32mm)","36.000"" L x 23.000"" W x 49.310"" H (914.40mm x 584.20mm x 1252.47mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/9R3pg26-32.pdf,-,REFK1904917LG1-ND,REFK1904917LG1,Hammond Manufacturing,RACK STEEL 17.5X21.3X54.2 GRY,0,0,"557.20000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","28U","16.000"" L x 17.810"" W x 49.000"" H (406.40mm x 452.37mm x 1244.60mm)","17.500"" L x 21.330"" W x 54.190"" H (444.50mm x 541.78mm x 1376.43mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Gray"
https://www.hammfg.com/files/parts/pdf/C2F194236LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F194236LG1-ND,C2F194236LG1,Hammond Manufacturing,RACK FRAME,0,0,"557.20000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","24U","34.000"" L x 19.110"" W x 42.060"" H (863.60mm x 485.39mm x 1068.32mm)","36.000"" L x 23.000"" W x 49.310"" H (914.40mm x 584.20mm x 1252.47mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
https://www.hammfg.com/files/parts/pdf/C4F247331BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923SBK1.jpg,C4F247331BK1-ND,C4F247331BK1,Hammond Manufacturing,42U 31IN C4 CABINET FRAME,0,11,"557.90000","0","1","C4","Active","Open Rack","Open Rack, Double Frame","42U","29.720"" L x 19.920"" W x 73.560"" H (754.89mm x 505.97mm x 1868.42mm)","31.500"" L x 24.000"" W x 80.080"" H (800.10mm x 609.60mm x 2034.03mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/9R3pg26-32.pdf,-,REFK1904224LG1-ND,REFK1904224LG1,Hammond Manufacturing,RACK STEEL 24.5X21.3X47.2 GRY,0,18,"560.70000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","24U","23.000"" L x 17.810"" W x 42.000"" H (584.20mm x 452.37mm x 1066.80mm)","24.500"" L x 21.330"" W x 47.190"" H (622.30mm x 533.40mm x 1198.63mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Gray"
https://www.hammfg.com/files/parts/pdf/C4F247731BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2T1923SBK1.jpg,C4F247731BK1-ND,C4F247731BK1,Hammond Manufacturing,44U 31IN C4 CABINET FRAME,0,8,"564.20000","0","1","C4","Active","Open Rack","Open Rack, Double Frame","44U","29.720"" L x 19.920"" W x 77.060"" H (754.89mm x 505.97mm x 1957.32mm)","31.500"" L x 24.000"" W x 83.580"" H (800.10mm x 609.60mm x 2122.93mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
https://www.hammfg.com/dci/products/cabinet-systems/c2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F194936BK1-ND,C2F194936BK1,Hammond Manufacturing,RACK STEEL 36X23X56.3 BLK,0,12,"564.90000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","28U","34.000"" L x 19.110"" W x 49.060"" H (863.60mm x 485.39mm x 1246.12mm)","36.000"" L x 23.000"" W x 56.310"" H (914.40mm x 584.20mm x 1430.27mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
https://www.hammfg.com/files/parts/pdf/C2F194936LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F194936LG1-ND,C2F194936LG1,Hammond Manufacturing,RACK FRAME,0,0,"564.90000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","28U","34.000"" L x 19.110"" W x 49.060"" H (863.60mm x 485.39mm x 1246.12mm)","36.000"" L x 23.000"" W x 56.310"" H (914.40mm x 584.20mm x 1430.27mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F245623BK1-ND,C2F245623BK1,Hammond Manufacturing,RACK FRAME,0,0,"564.90000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","32U","21.630"" L x 24.110"" W x 56.060"" H (549.40mm x 612.39mm x 1423.92mm)","23.630"" L x 28.000"" W x 63.310"" H (600.20mm x 711.20mm x 1602.74mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F245623LG1-ND,C2F245623LG1,Hammond Manufacturing,RACK FRAME,0,0,"564.90000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","32U","21.630"" L x 24.110"" W x 56.060"" H (549.40mm x 612.39mm x 1423.92mm)","23.630"" L x 28.000"" W x 63.310"" H (600.20mm x 711.20mm x 1602.74mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F246323BK1-ND,C2F246323BK1,Hammond Manufacturing,RACK FRAME,0,0,"564.90000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","36U","21.630"" L x 24.110"" W x 63.060"" H (549.40mm x 612.39mm x 1601.72mm)","23.630"" L x 28.000"" W x 70.310"" H (600.20mm x 711.20mm x 1785.87mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F246323LG1-ND,C2F246323LG1,Hammond Manufacturing,RACK FRAME,0,0,"564.90000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","36U","21.630"" L x 24.110"" W x 63.060"" H (549.40mm x 612.39mm x 1601.72mm)","23.630"" L x 28.000"" W x 70.310"" H (600.20mm x 711.20mm x 1785.87mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
http://www.hammondmfg.com/pdf/RCSC_Series.pdf,-,RCSC1904231BK1-ND,RCSC1904231BK1,Hammond Manufacturing,RACK STEEL 31.5X24X46.3 BLK,0,19,"567.00000","0","1","RCSC","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","24U","29.990"" L x 19.090"" W x 42.030"" H (761.75mm x 484.89mm x 1067.56mm)","31.500"" L x 24.000"" W x 46.280"" H (800.10mm x 609.60mm x 1175.51mm)","Doorless","Knockouts","Two Pair","Non-Vented","Metal, Steel","Black"
http://www.budind.com/pdf/hb8092.pdf,-,DR-8092-ND,DR-8092,Bud Industries,RACK DOUBLE 84""X20.25""X24"" BLK,0,0,"570.95000","0","1","-","Active","Open Rack","Open Rack, Double Frame","44U","18.000"" L x 17.750"" W x 77.000"" H (457.20mm x 450.85mm x 1955.80mm)","24.000"" L x 20.250"" W x 84.125"" H (609.60mm x 514.35mm x 2136.78mm)","Doorless","Mounting Brackets","-","-","Metal, Aluminum","Black"
https://www.hammfg.com/dci/products/cabinet-systems/c2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F195636BK1-ND,C2F195636BK1,Hammond Manufacturing,RACK STEEL 36X23X63.3 BLK,0,9,"573.30000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","32U","34.000"" L x 19.110"" W x 56.060"" H (863.60mm x 485.39mm x 1423.92mm)","36.000"" L x 23.000"" W x 63.310"" H (914.40mm x 584.20mm x 1608.07mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
https://www.hammfg.com/dci/products/cabinet-systems/c2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F196336BK1-ND,C2F196336BK1,Hammond Manufacturing,RACK STEEL 36X23X70.3 BLK,0,12,"573.30000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","36U","34.000"" L x 19.110"" W x 63.060"" H (863.60mm x 485.39mm x 1601.72mm)","36.000"" L x 23.000"" W x 70.310"" H (914.40mm x 584.20mm x 1785.87mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
http://www.hammondmfg.com/pdf/9R3pg26-32.pdf,-,REFK1903531LG1-ND,REFK1903531LG1,Hammond Manufacturing,RACK STEEL 31.5X21.3X40.2 GRY,0,3,"573.30000","0","1","REFK","Active","Cabinet Rack","Enclosed, Bottom, Sides, Top","20U","30.000"" L x 17.810"" W x 35.000"" H (762.00mm x 452.37mm x 889.00mm)","31.500"" L x 21.330"" W x 40.190"" H (800.10mm x 541.78mm x 1020.83mm)","Doorless","Front and Rear Access","One Pair","Non-Vented","Metal, Steel","Gray"
https://www.hammfg.com/files/parts/pdf/C2F195636LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F195636LG1-ND,C2F195636LG1,Hammond Manufacturing,RACK FRAME,0,2,"573.30000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","32U","34.000"" L x 19.110"" W x 56.060"" H (863.60mm x 485.39mm x 1423.92mm)","36.000"" L x 23.000"" W x 63.310"" H (914.40mm x 584.20mm x 1608.07mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
https://www.hammfg.com/files/parts/pdf/C2F196336LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F196336LG1-ND,C2F196336LG1,Hammond Manufacturing,RACK FRAME,0,6,"573.30000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","36U","34.000"" L x 19.110"" W x 63.060"" H (863.60mm x 485.39mm x 1601.72mm)","36.000"" L x 23.000"" W x 70.310"" H (914.40mm x 584.20mm x 1785.87mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
https://www.hammfg.com/files/parts/pdf/C2F193523LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Black.jpg,C2F198523BK1-ND,C2F198523BK1,Hammond Manufacturing,RACK FRAME,0,0,"573.30000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","49U","21.630"" L x 19.110"" W x 85.810"" H (549.40mm x 485.39mm x 2179.57mm)","23.630"" L x 23.000"" W x 93.060"" H (600.20mm x 584.20mm x 2363.72mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Black"
https://www.hammfg.com/files/parts/pdf/C2F193523LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2_SERIES_Beige.Gray.jpg,C2F198523LG1-ND,C2F198523LG1,Hammond Manufacturing,RACK FRAME,0,4,"573.30000","0","1","C2","Active","Open Rack","Open Rack, Double Frame","49U","21.630"" L x 19.110"" W x 85.810"" H (549.40mm x 485.39mm x 2179.57mm)","23.630"" L x 23.000"" W x 93.060"" H (600.20mm x 584.20mm x 2363.72mm)","Doorless","Front and Rear Access","-","-","Metal, Steel","Gray"
