Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Utilized IC / Part","Interconnect System","Suggested Programming Environment","Included MCU/MPU Board(s)","Contents"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2943_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2943.jpg,2943-ND,2943,Adafruit Industries LLC,METAL CHASIS FOR MINI ROBOT,0,0,"9.95000","0","1","-","Active","Robot Components","-","-","-","-","Chassis"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4225_Web.pdf,-,1528-2954-ND,4225,Adafruit Industries LLC,NVIDIA JETBOT PARTS PACK,0,0,"34.95000","0","1","*","Active","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110990070.jpg,110990070-ND,110990070,"Seeed Technology Co., Ltd",4WD ARDUINO COMPATIBLE ROBOT PLA,0,0,"52.02000","0","1","-","Active","Wheeled","-","-","-","-","Fully Assembled"
https://www.waveshare.com/w/upload/d/d4/Robot_arm_kit_assembly_en.pdf,-,110090202-ND,110090202,"Seeed Technology Co., Ltd",4DOF METAL ROBOT ARM KIT FOR RAS,0,0,"56.09000","0","1","*","Active","-","-","-","-","-","-"
https://www.waveshare.com/w/upload/d/d4/Robot_arm_kit_assembly_en.pdf,-,110090201-ND,110090201,"Seeed Technology Co., Ltd",4DOF METAL ROBOT ARM KIT FOR MIC,0,0,"56.09000","0","1","*","Active","-","-","-","-","-","-"
http://www.waveshare.com/wiki/AlphaBot,-,110090144-ND,110090144,"Seeed Technology Co., Ltd",ALPHABOT WHEELED FOR ARDUINO,0,0,"57.11000","0","1","AlphaBot","Active","Wheeled","ATMEGA328P, AMS1117","Arduino R3 Shield, Raspberry Pi HAT (40 pin)","Arduino IDE","UNO PLUS","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110060866_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110060866.jpg,110060866-ND,110060866,"Seeed Technology Co., Ltd",ALPHABOT2 ROBOT ARDUINO,0,0,"61.19000","0","1","AlphaBot2","Active","Wheeled","ST188, ITR20001, TB6612FNG, WS2812B","Arduino R3 Shield, Xbee","-","-","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
http://www.waveshare.com/wiki/AlphaBot,-,110090141-ND,110090141,"Seeed Technology Co., Ltd",ALPHABOT WHEELED FOR RASP PI,0,0,"67.31000","0","1","AlphaBot","Active","Wheeled","TLC1543, LM298P, LM2596","Arduino R3 Shield, Raspberry Pi HAT (40 pin)","-","-","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110060864_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110060864.jpg,110060864-ND,110060864,"Seeed Technology Co., Ltd",ALPHABOT2 ROBOT ARDUINO,0,0,"84.65000","0","1","AlphaBot2","Active","Wheeled","ATMEGA328P, AMS1117, ST188, ITR20001, TB6612FNG, WS2812B","Arduino R3 Shield, Xbee","Arduino IDE","UNO PLUS","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110060862_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110060862.jpg,110060862-ND,110060862,"Seeed Technology Co., Ltd",ALPHABOT2 ROBOT RASPBERRYPI,0,0,"87.71000","0","1","AlphaBot2","Active","Wheeled","ST188, ITR20001, TB6612FNG, WS2812B","Raspberry Pi pHAT","-","-","Board(s), Cable(s), Chassis, Components, Hardware, Sensor(s), Servo(s), Wheel(s)"
http://www.waveshare.com/wiki/AlphaBot,-,110090142-ND,110090142,"Seeed Technology Co., Ltd",ALPHABOT WHEELED W/UNO PLUS,0,0,"94.35000","0","1","AlphaBot","Active","Wheeled","ATMEGA328P, AMS1117, ST188, ITR20001, TB6612FNG, WS2812B","Arduino R3 Shield, Raspberry Pi HAT (40 pin)","Arduino IDE","UNO PLUS","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
https://www.pololu.com/docs/pdf/0J57/zumo_shield_for_arduino.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1639.jpg,1528-2008-ND,1639,Adafruit Industries LLC,ZUMO ROBOT FOR ARDUINO V1.2,0,0,"99.95000","0","1","Zumo","Active","Tank Tread","DRV8835, LSM303DLHC, L3GD20H","Arduino R3 Shield","-","-","Board(s), Cable(s), Chassis, Hardware, Sensor(s), Treads, Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110090181_Web.pdf,-,110090181-ND,110090181,"Seeed Technology Co., Ltd",QSCOUT ROBOT BUILDING KIT LINE F,0,0,"101.99000","0","1","Q-Scout","Active","Wheeled","ATmega328P","-","Arduino IDE","Arduino Uno R3","Board(s), Cable(s), Chassis, Hardware, Sensor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110090103_Web.pdf,-,110090103-ND,110090103,"Seeed Technology Co., Ltd",MBOT-BLUE BLUETOOTH VERSION 1.1,0,0,"110.91000","0","1","mBot","Active","Wheeled","ATmega328","Makeblock Me","Arduino IDE, mBlock","mCore","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
http://www.waveshare.com/wiki/AlphaBot,-,110090143-ND,110090143,"Seeed Technology Co., Ltd",ALPHABOT WHEELED W/RASP PI3-B,0,0,"114.23000","0","1","AlphaBot","Active","Wheeled","BCM2837, TLC1543, LM298P, LM2596","Arduino R3 Shield, Raspberry Pi HAT (40 pin)","-","Raspberry Pi 3","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110090104_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110090104.jpg,110090104-ND,110090104,"Seeed Technology Co., Ltd",MBOT-BLUE 2.4G VERSION 1.1,0,0,"114.74000","0","1","mBot","Active","Wheeled","ATmega328","Makeblock Me","Arduino IDE, mBlock","mCore","Board(s), Chassis, Components, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110060863_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110060863.jpg,110060863-ND,110060863,"Seeed Technology Co., Ltd",ALPHABOT2 ROBOT RASPBERRYPI 3,0,0,"119.33000","0","1","AlphaBot2","Active","Wheeled","BCM2837, ST188, ITR20001, TB6612FNG, WS2812B","Arduino R3 Shield, Raspberry Pi HAT (40 pin)","-","Raspberry Pi 3","Board(s), Cable(s), Chassis, Components, Hardware, Sensor(s), Servo(s), Wheel(s)"
http://download.mikroe.com/documents/specials/educational/buggy/buggy-development-platform-manual-v102.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-1750.jpg,1471-1645-ND,MIKROE-1750,MikroElektronika,BUGGY KIT FOR PIC18FJ,0,0,"162.18000","0","1","BUGGY","Active","Wheeled","PIC18FJ","mikroBUS™ Click™","-","-","BLE P Click Board(s), Buggy Kit, Clicker 2 Board(s)"
http://download.mikroe.com/documents/specials/educational/buggy/buggy-development-platform-manual-v102.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-1830.jpg,1471-1647-ND,MIKROE-1830,MikroElektronika,BUGGY KIT FOR FT90X,0,0,"162.18000","0","1","BUGGY","Active","Wheeled","FT90X","mikroBUS™ Click™","-","-","BLE P Click Board(s), Buggy Kit, Clicker 2 Board(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3462_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3462.jpg,1528-2341-ND,3462,Adafruit Industries LLC,IBM TJBOT-A WATSON MAKER KIT,0,0,"187.44000","0","1","IBM TJBot","Active","Servo Actuators","BCM2837","Raspberry Pi HAT (40 pin)","IBM Watson","Raspberry Pi 3","Chassis, Components, Hardware, Raspberry Pi, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/114991551_Web.pdf,-,114991551-ND,114991551,"Seeed Technology Co., Ltd",CRAZYFLIE 2.1,0,0,"198.90000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110090102_Web.pdf,-,110090102-ND,110090102,"Seeed Technology Co., Ltd",MBOT RANGER ARDUINO MEGA 2560,0,0,"216.74000","0","1","mBot Ranger","Active","Wheeled","ATmega2560","Makeblock Me","Arduino IDE, mBlock","Me Auriga","Chassis, Hardware, Motor(s), Treads, Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/304_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/MFG_304.JPG,1528-1923-ND,304,Adafruit Industries LLC,THE ORIGINAL EGG-BOT - DELUXE KI,0,0,"220.00000","0","1","Egg-Bot","Active","-","PIC18F46J50, A4983","-","-","EiBotBoard v2.0","Fully Assembled"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110090146.jpg,110090146-ND,110090146,"Seeed Technology Co., Ltd",SDP MINI RPLIDAR EXPERIMENTAL PL,0,0,"508.98000","0","1","RPLIDAR","Active","Wheeled","-","-","SLAMWARE","SLAMWARE Core","Board(s), Components"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110090101_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110090101.jpg,1597-1398-ND,110090101,"Seeed Technology Co., Ltd",DOBOT MAGICIAN ROBOTIC ARM,0,0,"1732.99000","0","1","Dobot Magician","Active","Arm","-","-","DobotStudio","-","Fully Assembled"
-,-,27915-ND,27915,Parallax Inc.,KIT DTMF TRANSCEIVER,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-"
-,//media.digikey.com/photos/Parallax%20Photos/MFG_28103.jpg,28103-ND,28103,Parallax Inc.,KIT FULL BOARD OF EDUCATION,0,0,"Obsolete","0","1","BASIC Stamp®","Obsolete","-","-","-","-","-","Board(s), Cable(s), Power Supply"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/27923.pdf,//media.digikey.com/photos/Parallax%20Photos/27923.jpg,27923-ND,27923,Parallax Inc.,LCD SERIAL 2X16 BACKLIT,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/StampWorks_Man.pdf,-,27297-ND,27297,Parallax Inc.,KIT STAMPWORKS WITH BS2-IC,0,0,"Obsolete","0","1","BASIC Stamp®","Obsolete","-","-","-","-","-","-"
-,//media.digikey.com/photos/Parallax%20Photos/27235.jpg,27235-ND,27235,Parallax Inc.,KIT BS2P24 PRO STARTER,0,0,"Obsolete","0","1","BASIC Stamp®","Obsolete","Robot Components","BASIC Stamp 2","-","BASIC Stamp Editor","-","Board(s), Cable(s), Components, Manual"
-,-,27238-ND,27238,Parallax Inc.,BASIC STAMP STARTER KIT,0,0,"Obsolete","0","1","BASIC Stamp®","Obsolete","-","-","-","-","-","-"
-,-,27311-ND,27311,Parallax Inc.,KIT TODDLER FULL BLUE,0,0,"Obsolete","0","1","BASIC Stamp®","Obsolete","-","-","-","-","-","-"
-,-,27310PAR-ND,27310,Parallax Inc.,KIT TODDLER FULL GOLD,0,0,"Obsolete","0","1","BASIC Stamp®","Obsolete","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/BASIC_Stamp_Syntax_Reference_Man.pdf,//media.digikey.com/Photos/Parallax%20Photos/27207.jpg,27207-ND,27207,Parallax Inc.,KIT BASIC STAMP DISCOVERY,0,0,"Obsolete","0","1","BASIC Stamp®","Obsolete","Robot Components","BASIC Stamp 2","-","BASIC Stamp Editor","-","Board(s), Cable(s), Components, Hardware, Servo(s)"
-,-,27948-ND,27948,Parallax Inc.,BOARD PRINTER SERIAL INKJET,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-"
-,-,27949-ND,27949,Parallax Inc.,KIT SRL INKJET PRINTER HPQ7453A,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-"
-,//media.digikey.com/photos/Parallax%20Photos/MFG_910-90005.jpg,910-90005-ND,910-90005,Parallax Inc.,KIT BASIC STAMP-PORTABLE DEVICE,0,0,"Obsolete","0","1","BASIC Stamp®","Obsolete","-","-","-","-","-","-"
https://www.parallax.com/sites/default/files/downloads/32212-Propeller-Proto-Schematic-RevA.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_130-32212.jpg,130-32212-ND,130-32212,Parallax Inc.,KIT ACC PROPELLER PROTO BOARD,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Robot Components","Propeller","-","-","-","-"
-,-,27312-ND,27312,Parallax Inc.,KIT BUMPER SENSORS TODDLER TOES,0,0,"Obsolete","0","1","-","Obsolete","Sensors","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/27313-16%20Penguin_Robot_Kit.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_27313.jpg,27313-ND,27313,Parallax Inc.,KIT ROBOT PENGUIN RED ANODIZED,0,0,"Obsolete","0","1","Penguin","Obsolete","Biped","BASIC Stamp","-","BASIC Stamp Editor","-","Board(s), Chassis, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/27313-16%20Penguin_Robot_Kit.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_27314.jpg,27314-ND,27314,Parallax Inc.,KIT ROBOT PENGUIN BLUE ANODIZED,0,0,"Obsolete","0","1","Penguin","Obsolete","Biped","BASIC Stamp","-","BASIC Stamp Editor","-","Board(s), Chassis, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/27313-16%20Penguin_Robot_Kit.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_27315.jpg,27315-ND,27315,Parallax Inc.,KIT ROBOT PENGUIN NICKL ANODIZED,0,0,"Obsolete","0","1","Penguin","Obsolete","Biped","BASIC Stamp","-","BASIC Stamp Editor","-","Board(s), Chassis, Hardware, Servo(s)"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/27313-16%20Penguin_Robot_Kit.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_27316.jpg,27316-ND,27316,Parallax Inc.,KIT ROBOT PENGUIN BLACK ANODIZED,0,0,"Obsolete","0","1","Penguin","Obsolete","Biped","BASIC Stamp","-","BASIC Stamp Editor","-","Board(s), Chassis, Hardware, Servo(s)"
https://www.parallax.com/sites/default/files/downloads/27400-SumoBot-Manual-v2.1.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_27400.jpg,27400-ND,27400,Parallax Inc.,KIT ROBOT SUMOBOT,0,0,"Obsolete","0","1","SumoBot®","Obsolete","Wheeled","BASIC Stamp 2","-","BASIC Stamp Editor","-","Board(s), Chassis, Components, Hardware, Manual, Wheel(s)"
https://www.parallax.com/sites/default/files/downloads/28136-S2-StartupGuide.pdf,//media.digikey.com/photos/Parallax%20Photos/MFG_28136.jpg,28136-ND,28136,Parallax Inc.,KIT SCRIBBLER ROBOT,0,0,"Obsolete","0","1","Scribbler","Obsolete","Wheeled","Propeller","-","-","-","Fully Assembled"
https://www.parallax.com/sites/default/files/downloads/28202-Gripper-Kit-for-BOE-Bot-Manual-v3.0.pdf,//media.digikey.com/Photos/Parallax%20Photos/28202.jpg,28202-ND,28202,Parallax Inc.,KIT GRIPPER FOR BOE-BOT,0,0,"Obsolete","0","1","-","Obsolete","Gripper","-","-","-","-","Gripper, Hardware, Servo(s)"
-,//media.digikey.com/photos/Parallax%20Photos/MFG_30051.jpg,30051-ND,30051,Parallax Inc.,KIT CMUCAM FOR BOE-BOT,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","-","-","-","-","-","-"
-,//media.digikey.com/photos/Parallax%20Photos/MFG_28118.jpg,28118-ND,28118,Parallax Inc.,KIT BOE-BOT MS ROBOTICS STUDIO,0,0,"Discontinued at Digi-Key","0","1","Boe-Bot","Discontinued at Digi-Key","Wheeled","-","-","-","-","Board(s), Cable(s), Chassis, Components, Hardware, Manual, Servo(s), Wheel(s)"
-,//media.digikey.com/photos/Parallax%20Photos/MFG_28326.jpg,28326-ND,28326,Parallax Inc.,KIT BOE-BOT REFRESHER PACK,0,0,"Obsolete","0","1","Boe-Bot","Obsolete","Robot Components","-","-","-","-","Components, LEDs, Wire(s)"
-,-,910-27400-ND,910-27400,Parallax Inc.,KIT SUMOBOT ROBOT SERIAL/USB,0,0,"Obsolete","0","1","SumoBot®","Obsolete","Wheeled","-","-","-","-","Chassis, Components, Main Board(s)"
-,-,910-27402-ND,910-27402,Parallax Inc.,KIT SUMOBOT COMPETITION SRL/USB,0,0,"Obsolete","0","1","SumoBot®","Obsolete","Wheeled","-","-","-","-","Chassis, Components, Main Board(s)"
-,-,910-28103-ND,910-28103,Parallax Inc.,KIT BOARD OF EDU SERIAL/USB,0,0,"Obsolete","0","1","BASIC Stamp®","Obsolete","-","-","-","-","-","-"
-,-,910-28132-ND,910-28132,Parallax Inc.,KIT BOE-BOT ROBOT SERIAL/USB,0,0,"Obsolete","0","1","Boe-Bot","Obsolete","Wheeled","-","-","-","-","Chassis, Components, Main Board(s)"
-,-,910-28137-ND,910-28137,Parallax Inc.,KIT SCRIBBLER ROBOT SERIAL/USB,0,0,"Obsolete","0","1","Scribbler","Obsolete","Wheeled","Propeller","-","-","-","Fully Assembled"
https://www.parallax.com/sites/default/files/downloads/27971-Motor-Mount-Wheel-Kit-Guide-v2.0.pdf,-,27971-ND,27971,Parallax Inc.,KIT MOTOR MNT/WHEEL W/POS CONT,0,0,"Obsolete","0","1","-","Obsolete","Robot Components","-","-","-","-","Encoder Sets, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/28195.pdf,-,28195-ND,28195,Parallax Inc.,KIT PROPELLER QUADROVER ROBOT,0,0,"Discontinued at Digi-Key","0","1","QUADROVER","Discontinued at Digi-Key","Wheeled","Propeller","-","-","-","Fully Assembled"
http://www.ti.com/lit/pdf/spmu167,//media.digikey.com/Photos/Texas%20Instr%20Photos/EKB-UCOS3-EVM.jpg,296-27712-ND,EKB-UCOS3-EVM,Texas Instruments,KIT EVALBOT FOR LM3S9B92,0,0,"Obsolete","0","1","Stellaris®","Obsolete","Robot Components","LM3S9B92","-","-","-","Board(s), Cable(s), Components, Hardware, Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/28980.pdf,//media.digikey.com/Photos/Parallax%20Photos/MFG_28980-L.jpg,28980-ND,28980,Parallax Inc.,KIT STINGRAY ROBOT,0,0,"Obsolete","0","1","Stingray","Obsolete","Wheeled","Propeller","-","-","-","Board(s), Chassis, Hardware, Motor(s), Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/28985.pdf,//media.digikey.com/Photos/Parallax%20Photos/28985.jpg,28985-ND,28985,Parallax Inc.,KIT FOR STINGRAY - PING,0,0,"Obsolete","0","1","PING)))™","Obsolete","Sensors","-","-","-","-","Hardware, Sensor(s)"
http://www.ti.com/lit/pdf/spmu167,//media.digikey.com/Photos/Texas%20Instr%20Photos/EKK-EVALBOT.jpg,296-28323-ND,EKK-EVALBOT,Texas Instruments,KIT EVALBOT W/ARM-KEIL LM3S9B92,0,0,"Discontinued at Digi-Key","0","1","Stellaris®","Discontinued at Digi-Key","Robot Components","LM3S9B92","-","-","-","Board(s), Cable(s), Components, Hardware, Wheel(s)"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/LM3S9B92.pdf,//media.digikey.com/Photos/Texas%20Instr%20Photos/EKC-EVALBOT.jpg,296-28325-ND,EKC-EVALBOT,Texas Instruments,KIT EVLBOT CODESOURCERY LM3S9B92,0,0,"Discontinued at Digi-Key","0","1","Stellaris®","Discontinued at Digi-Key","Robot Components","LM3S9B92","-","-","-","Board(s), Cable(s), Components, Hardware, Wheel(s)"
http://www.ti.com/lit/pdf/spmu167,//media.digikey.com/Photos/Texas%20Instr%20Photos/EKT-EVALBOT.jpg,296-28326-ND,EKT-EVALBOT,Texas Instruments,KIT EVLBOT CODERED TECH LM3S9B92,0,0,"Discontinued at Digi-Key","0","1","Stellaris®","Discontinued at Digi-Key","Robot Components","LM3S9B92","-","-","-","Board(s), Cable(s), Components, Hardware, Wheel(s)"
-,//media.digikey.com/Photos/Parallax%20Photos/MFG_28336.jpg,28336-ND,28336,Parallax Inc.,KIT SCRIBBLER 2 ROBOT,0,0,"Obsolete","0","1","Scribbler","Obsolete","Wheeled","Propeller","-","Propeller Tool, S2 GUI","-","Fully Assembled"
https://www.parallax.com/sites/default/files/downloads/28560-Mouse-Sensor-Kit-Product-Documentation.pdf,//media.digikey.com/Photos/Parallax%20Photos/28560.jpg,28560PAR-ND,28560,Parallax Inc.,MOUSE SENSOR KIT,0,0,"Obsolete","0","1","-","Obsolete","Sensors","MCS-12086","-","-","-","Base, Board(s), Cable(s), Components, Hardware"
https://www.parallax.com/sites/default/files/downloads/28034-Infrared-Line-Follower-Documentation.pdf,//media.digikey.com/Photos/Parallax%20Photos/28034.jpg,28034PAR-ND,28034,Parallax Inc.,INFRARED LINE FOLLOWER KIT,0,0,"Obsolete","0","1","-","Obsolete","Robot Components","ICM7555","-","-","-","Board(s), Cable(s), Hardware"
https://www.parallax.com/sites/default/files/downloads/28971-Caster-Wheel-Doc-v1.0.pdf,//media.digikey.com/Photos/Parallax%20Photos/28971.JPG,28971-ND,28971,Parallax Inc.,CASTER WHEEL KIT,0,0,"Obsolete","0","1","-","Obsolete","Robot Components","-","-","-","-","Hardware, Wheel(s)"
https://www.parallax.com/sites/default/files/downloads/80000-ELEV-8-Quadcopter-Info-Assembly-Guide-v1.1_0.pdf,//media.digikey.com/Photos/Parallax%20Photos/80000.jpg,80000-ND,80000,Parallax Inc.,ELEV-8 QUADCOPTER KIT,0,0,"Obsolete","0","1","ELEV-8","Obsolete","Quadcopter","Propeller","-","-","-","Board(s), Chassis, Components, Hardware, Motor(s), Propeller(s)"
https://www.parallax.com/sites/default/files/downloads/570-00070-7.2v-Motor-Bracket-and-Wheel-Kit-Documentation-v1.1.pdf,-,570-00070-ND,570-00070,Parallax Inc.,"7.2V MOTOR,BRACKET & WHEEL KIT",0,0,"Obsolete","0","1","-","Obsolete","Robot Components","-","-","-","-","Hardware, Motor(s), Wheel(s)"
-,-,TREV-MCP030-ND,TREV-MCP030,Microchip Technology,PICAXE MICROBOT KIT,0,0,"Active","0","0","PICAXE","Active","Robot Components","PICAXE","-","-","-","Board(s), Cable(s), Components, Hardware, Wheel(s)"
-,//media.digikey.com/Photos/Parallax%20Photos/725-28998.jpg,725-28998-ND,725-28998,Parallax Inc.,DUAL PING & IR ACRYLIC STAND,0,0,"Obsolete","0","1","PING)))™","Obsolete","Robot Components","-","-","-","-","Bracket(s), Cable(s), Hardware, Sensor(s)"
//media.digikey.com/pdf/Data%20Sheets/Parallax%20PDFs/80080_Web.pdf,//media.digikey.com/Photos/Parallax%20Photos/80080.jpg,80080-ND,80080,Parallax Inc.,ELEV-8 CRASH PACK,0,0,"Obsolete","0","1","ELEV-8","Obsolete","Quadcopter Components","-","-","-","-","Hardware, Landing Gear, Propeller(s)"
-,//media.digikey.com/Photos/Parallax%20Photos/80090.jpg,80090-ND,80090,Parallax Inc.,ELEV-8 AIRFRAME & HARDWARE KIT,0,0,"Obsolete","0","1","ELEV-8","Obsolete","Quadcopter Components","-","-","-","-","Chassis, Hardware, Landing Gear, Propeller(s)"
https://www.parallax.com/sites/default/files/downloads/28190-Dagu-Rover-Robot-Documentation.pdf,//media.digikey.com/Photos/Parallax%20Photos/28190.jpg,28190PAR-ND,28190,Parallax Inc.,DAGU ROVER 5 TRACKED W/ENCODERS,0,0,"Obsolete","0","1","Rover 5","Obsolete","Tank Tread","-","-","-","-","-"
-,-,910-32300-ND,910-32300,Parallax Inc.,KIT STARTER PROPELLER & BOOK,0,0,"Obsolete","0","1","Propeller™","Obsolete","-","-","-","-","-","-"
-,-,28970-ND,28970,Parallax Inc.,ROBOT BASE FULL KIT MADE IN USA,0,0,"Obsolete","0","1","-","Obsolete","Robot Components","-","-","-","-","Chassis, Hardware"
https://www.parallax.com/sites/default/files/downloads/28970-Robot-Base-Kit-v1.0.pdf,-,28977-ND,28977,Parallax Inc.,ROBOT BASE KIT BLACK HDPE,0,0,"Obsolete","0","1","-","Obsolete","Robot Components","-","-","-","-","Chassis, Hardware"
https://www.parallax.com/sites/default/files/downloads/28990-28992-Eddie-Robot-Platform-v1.3.pdf,-,28992-ND,28992,Parallax Inc.,ROBOT EDDIE UNASSEMBLED,0,0,"Obsolete","0","1","Eddie","Obsolete","Wheeled","Propeller","-","-","-","Board(s), Cable(s), Chassis, Hardware, Sensor(s), Wheel(s)"
http://www.parallax.com/sites/default/files/downloads/550-28990-Eddie-Control-Board-RevA.pdf,-,28993-ND,28993,Parallax Inc.,EDDIE CTRL BD W/ PWR CONN,0,0,"Obsolete","0","1","Eddie","Obsolete","Wheeled","P8X32A","-","Propeller Tool","-","Board(s), Cable(s), Chassis, Components, Hardware, Servo(s), Wheel(s)"
https://reference.digilentinc.com/_media/servo_robot_kit_basic:srk-basic_rm.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_240-042.jpg",240-042-ND,240-042,"Digilent, Inc.",KIT SERVO ROBOT,0,0,"Obsolete","0","1","-","Obsolete","Wheeled","PIC32MX320F128","-","-","Cerebot™ MX3cK","Board(s), Cable(s), Components, Hardware, Wheel(s)"
https://reference.digilentinc.com/_media/line-following_servo_robot_kit:srk-line_rm.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_240-043.jpg",240-043-ND,240-043,"Digilent, Inc.",KIT SERVO ROBOT LINE FOLLOWING,0,0,"Obsolete","0","1","-","Obsolete","Wheeled","PIC32MX320F128","Pmod","MPLAB® IDE","Cerebot™ MX3cK","Board(s), Cable(s), Chassis, Components, Hardware, Servo(s), Wheel(s)"
https://reference.digilentinc.com/_media/motor_robot_kit_basic:mrk-basic_rm.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_240-048.jpg",240-048-ND,240-048,"Digilent, Inc.",KIT MOTOR ROBOT MRK,0,0,"Obsolete","0","1","-","Obsolete","Wheeled","PIC32MX460F512L","-","-","Cerebot™ MX3cK","Board(s), Cable(s), Components, Hardware, Wheel(s)"
https://reference.digilentinc.com/_media/servo_robot_kit_basic:srk-basic_rm.pdf,"//media.digikey.com/Photos/Digilent,%20Inc/MFG_240-050.jpg",240-050-ND,240-050,"Digilent, Inc.",KIT MOTOR ROBOT LINE FOLLOWING,0,0,"Obsolete","0","1","-","Obsolete","Wheeled","PIC32MX460F512L","Pmod","MPLAB® IDE","Cerebot™ MX3cK","Board(s), Cable(s), Chassis, Components, Hardware, Servo(s), Wheel(s)"
-,//media.digikey.com/Photos/Arduino/A001078.jpg,1050-1064-ND,A001078,Arduino,ARDUINO ROBOT US PLUG,0,0,"Obsolete","0","1","-","Obsolete","Wheeled","ATmega32U4","-","-","-","Board(s), Cable(s), LCD, Motor(s), Power Supply, Wheel(s)"
