Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Tip - Temperature","Tip - Type","Workstand","Power (Watts)","Voltage - Input","Features","Includes","For Use With/Related Products"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/MFG_0052917999.jpg,T0052917999-ND,T0052917999,Apex Tool Group,SOLDERING IRON 65W 24V,0,0,"Obsolete","0","1","Weller®, WMP","Obsolete","Iron","200°F ~ 850°F (100°C ~ 450°C)","NT1","WDH20","65W","24V","ESD Safe","-","WWD, WR Series"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0053315999.jpg,T0053315999-ND,T0053315999,Apex Tool Group,SOLDERING IRON 65W 24V,0,0,"Obsolete","0","1","Weller®, WMPT","Obsolete","Iron","200°F ~ 850°F (100°C ~ 450°C)","NT1","WDH20T","65W","24V","ESD Safe","-","WD, WR Series"
-,-,0052916199-ND,0052916199,Apex Tool Group,SOLDERING IRON 80W 24V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron","150°F ~ 850°F (50°C ~ 450°C)","LT Series","Not Included","80W","24V","ESD Safe","-","WD Series"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/photos/Cooper%20Industries%20Photos/MFG_0053313199.jpg,T0053313199-ND,T0053313199,Apex Tool Group,SOLDERING IRON 80W,0,0,"Obsolete","0","1","Weller®, MPR","Obsolete","Iron","200°F ~ 850°F (100°C ~ 450°C)","LTB (Chisel)","KH25P","80W","-","ESD Safe","-","-"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/MFG_0053311499.jpg,0053311499-ND,0053311499,Apex Tool Group,SOLDERING IRON HOT AIR 100W 24V,0,0,"Obsolete","0","1","Weller®, HAP1","Obsolete","Iron, Hot Air","150°F ~ 1022°F (50°C ~ 550°C)","R06, R04","WDH30","100W","24V","ESD Safe","-","WAD101, WMA3V, WMD1S, WMD3, WR3M"
-,-,0051318199-ND,0051318199,Apex Tool Group,SOLDERING IRON 80W 24V,0,0,"Obsolete","0","1","Weller®, DXV","Obsolete","Iron","150°F ~ 850°F (50°C ~ 450°C)","DX113HM","AKV80","80W","24V","-","Iron Holder","-"
-,-,0053313899-ND,0053313899,Apex Tool Group,DESOLDERING TOOL 120W 24V,0,0,"Obsolete","0","1","Weller®, DSX80","Obsolete","Tool, Desoldering","200°F ~ 850°F (93°C ~ 454°C)","DX Series","Not Included","120W","24V","-","-","WDD81X, WR2000VX, WR2000X, WR2000"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/EBSHP-1.jpg,EB1235-ND,EBSHP-1,MENDA/EasyBraid,HANDPIECE,0,0,"Discontinued at Digi-Key","0","1","EB","Discontinued at Digi-Key","Handpiece","-","Not Included","Not Included","-","-","-","Tip Removal Pad","EB-9000PS"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0051317899N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_0051317899.jpg,T0051317899N-ND,T0051317899N,Apex Tool Group,DESOLDERING TWEEZERS 80W 12V,0,0,"Obsolete","0","1","Weller®, WXMT","Obsolete","Tweezers, Desoldering","-","RTW2","WDH60","80W","12V","ESD Safe, Motion Sensing","-","WX Series"
//media.digikey.com/PDF/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/0052920299.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_0052920299.jpg,T0052920299-ND,T0052920299,Apex Tool Group,SOLDERING IRON 120W 24V,0,0,"Obsolete","0","1","Weller®, WXP","Obsolete","Iron","200°F ~ 850°F (100°C ~ 450°C)","XTB","WDH10","120W","24V","ESD Safe","-","WX1, WX2, WXA2, WXD2"
-,-,0052920899-ND,0052920899,Apex Tool Group,SOLDERING IRON 80W 24V,0,0,"Obsolete","0","1","Weller®, WX","Obsolete","Iron","212°F ~ 842°F (100°C ~ 450°C)","LTB (Chisel)","Not Included","80W","24V","LED Indicator","-","WXP80"
//media.digikey.com/PDF/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WX1_Soldering_Station.pdf,-,0052920999-ND,0052920999,Apex Tool Group,SOLDERING IRON 80W 24V,0,0,"Obsolete","0","1","Weller®, WX","Obsolete","Iron","-","LT Series","WDH10","80W","24V","-","-","WX1, WX2 Series"
-,-,SP25NBUS-ND,SP25NBUS,Apex Tool Group,SOLDERING IRON 25W 120V,0,0,"Discontinued at Digi-Key","0","1","Weller®","Discontinued at Digi-Key","Iron","Up to 750°F (400°C)","MT1 (Conical)","Not Included","25W","120V","LED Light (3), Soft Grip","-","-"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/SHP-K.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/SHP-K.jpg,EB1343-ND,SHP-K,MENDA/EasyBraid,HANDPIECE,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Handpiece","-","Not Included","Not Included","-","-","ESD Safe","Tip Removal Pad","EB-2000S, PS-900"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/SHP-S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/SHP-S.jpg,EB1344-ND,SHP-S,MENDA/EasyBraid,HANDPIECE,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Handpiece","-","Not Included","Not Included","-","-","-","Tip Removal Pad","SP200"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/SHP-KM.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/SHP-KM.jpg,EB1345-ND,SHP-KM,MENDA/EasyBraid,HANDPIECE,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Handpiece","-","Not Included","Not Included","-","-","ESD Safe","Tip Removal Pad","EB-2000S, MFR-PS1100, MFR-PS2200 Series"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/SHP-P.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/SHP-P.jpg,EB1346-ND,SHP-P,MENDA/EasyBraid,HANDPIECE,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Handpiece","-","P Series","Not Included","-","-","-","-","EB-2000S, PS-900"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/SHP-SM.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/SHP-SM.jpg,EB1349-ND,SHP-SM,MENDA/EasyBraid,HANDPIECE 55W 100-240V,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Handpiece","-","ES Series","Not Included","55W","100 ~ 240V","Curie Heat Technology","Tip Removal Pad","EB-2000S-SM"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_8200PKS.jpg,8200PKS-ND,8200PKS,Apex Tool Group,SOLDERING GUN 100W 140W 120V,0,0,"Obsolete","0","1","Weller®, Sensormatic","Obsolete","Gun","Up to 900°F (482°C)","6150, 6160, 7135W","Not Included","100W, 140W","120V","-","-","-"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_BP650NB.jpg,BP650NB-ND,BP650NB,Apex Tool Group,SOLDERING IRON CORDLSS 4.5W 4.5V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron, Cordless (Battery)","Up to 900°F (482°C)","BP1 (Conical)","Not Included","4.5W","4.5V","Cordless, LED Indicator, Protective Cap","Solder, Wrench","-"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_D550PK3GAC.jpg,D550PK3GAC-ND,D550PK3GAC,Apex Tool Group,SOLDERING GUN 200W 260W 120V,0,0,"Obsolete","0","26","Weller®","Obsolete","Gun","Up to 1100°F (593°C)","6150, 6160, 7250","Not Included","200W, 260W","120V","LED Light","Case","-"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/DS40.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_DS40.jpg,DS40-ND,DS40,Apex Tool Group,DESOLDER TOOL 40W-120V QUICK,0,0,"Obsolete","0","1","-","Obsolete","Lead Free","-","-","-","-","-","-","-","-"
-,-,MT1501-ND,MT1501,Apex Tool Group,SOLDERING IRON 150W 24V,0,0,"Obsolete","0","10","Weller®, Microtouch","Obsolete","Iron","400°F ~ 850°F (204°C ~ 454°C)","-","Not Included","150W","24V","-","-","MT1500"
-,-,PES51G2S-ND,PES51G2S,Apex Tool Group,SOLDERING IRON 50W 24V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron","-","-","Not Included","50W","24V","-","-","-"
-,-,SP803WOT-ND,SP803WOT,Apex Tool Group,SOLDERING IRON 80W 120V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron","Up to 900°F (482°C)","Not Included","Not Included","80W","120V","Impact Resistant","-","-"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_TC201FE.jpg,TC201FE-ND,TC201FE,Apex Tool Group,SOLDERING IRON 42W 24V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron","600°F/700°F/800°F (316°C/371°C/427°C)","PTA7","Not Included","42W","24V","ESD Safe, Fume Extraction","-","WTCP Series"
-,-,TEC1201AFE-ND,TEC1201AFE,Apex Tool Group,SOLDERING IRON 42W 24V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron","350°F ~ 850°F (177°C ~ 454°C)","ETA","Not Included","42W","24V","Burn Resistant Cord, ESD Safe","-","EC, Silver, WRS Series"
-,-,W60KA-ND,W60KA,Apex Tool Group,SOLDERING IRON 60W 120V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron","-","Included, Not Specified","Not Included","60W","120V","-","Case","-"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_W60P.jpg,W60P-ND,W60P,Apex Tool Group,SOLDERING IRON 60W 120V,0,0,"Obsolete","0","1","Weller®","Obsolete","Iron","600°F/700°F/800°F (316°C/371°C/427°C)","CT5A7","Not Included","60W","120V","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EDS-KIT.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EDS-GUN-1.jpg,EB1501-ND,EDS-GUN-1,MENDA/EasyBraid,DESOLDERING GUN,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Gun, Desoldering","-","EDT Series","Not Included","-","-","ESD Safe","-","EB-9000S"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EDS-KIT.pdf,-,EDS-GUN-2-ND,EDS-GUN-2,MENDA/EasyBraid,DESOLDERING GUN,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Gun, Desoldering","-","EDT Series","SHH-3","-","-","ESD Safe","-","EB-5000S"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EDS-KIT.pdf,-,EDS-GUN-3-ND,EDS-GUN-3,MENDA/EasyBraid,DESOLDERING GUN,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Gun, Desoldering","-","EDT Series","SHH-3","-","-","ESD Safe","-","EB-2000S"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EDS-KIT.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EDS-KIT-1.jpg,EB1511-ND,EDS-KIT-1,MENDA/EasyBraid,DESOLDERING GUN,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Gun, Desoldering","-","EDT Series","SHH-3","-","-","ESD Safe","Air Hose, Chamber Liner (15), Cleaning Tool Kit, Filter Wool (6), Tip Removal Pad","TMT-9000S"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EDS-KIT.pdf,-,EDS-KIT-2-ND,EDS-KIT-2,MENDA/EasyBraid,DESOLDERING GUN,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Gun, Desoldering","-","EDT Series","SHH-3","-","-","ESD Safe","Air Hose, Chamber Liner (15), Cleaning Tool Kit, Filter Wool (6), Tip Removal Pad","EB-5000S"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EDS-KIT.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EDS-KIT-1.jpg,EDS-KIT-3-ND,EDS-KIT-3,MENDA/EasyBraid,DESOLDERING GUN,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Gun, Desoldering","-","EDT Series","SHH-3","-","-","ESD Safe","Air Hose, Chamber Liner (15), Cleaning Tool Kit, Filter Wool (6), Tip Removal Pad","EB-2000S"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/ETZ-KIT.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_ETZ-KIT.jpg,ETZ-KIT-2-ND,ETZ-KIT-2,MENDA/EasyBraid,DESOLDERING TWEEZERS,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Tweezers, Desoldering","-","ETZ Series","SHH-TTZ","-","-","Ergonomic, Lockable Arms","-","EB-5000S"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/ETZ-KIT.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SHP%20Series.jpg,SHP-MTZ-ND,SHP-MTZ,MENDA/EasyBraid,DESOLDERING TWEEZERS,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Tweezers, Desoldering","-","ETZ Series","Not Included","-","-","Ergonomic, Lockable Arms","-","EB-9000S"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/SHP-T.pdf,-,SHP-T-ND,SHP-T,MENDA/EasyBraid,HANDPIECE,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Handpiece","-","ET Series","Not Included","-","-","ESD Safe","-","EB-5000S"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/ETZ-KIT.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SHP%20Series.jpg,SHP-TTZ-ND,SHP-TTZ,MENDA/EasyBraid,DESOLDERING TWEEZERS,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Tweezers, Desoldering","-","ETZ Series","Not Included","-","-","Ergonomic, Lockable Arms","-","EB-5000S"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/ETZ-KIT.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_ETZ-KIT.jpg,ETZ-KIT-3-ND,ETZ-KIT-3,MENDA/EasyBraid,DESOLDERING TWEEZERS,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Tweezers, Desoldering","-","ETZ Series","SHH-KTZ","-","-","Ergonomic, Lockable Arms","-","EB-2000S"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/ETZ-KIT.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_SHH%20Series.jpg,SHP-KTZ-ND,SHP-KTZ,MENDA/EasyBraid,DESOLDERING TWEEZERS,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Tweezers, Desoldering","-","ETZ Series","Not Included","-","-","Ergonomic, Lockable Arms","-","EB-2000S"
-,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_GST-SMT-1.jpg,GST-SMT-1-ND,GST-SMT-1,Global Specialties,SMT SOLDERING/REWORK TOOL KIT,0,0,"Obsolete","0","1","-","Obsolete","Iron","-","-","-","-","-","-","Case, Iron Holder, Tweezers, Tools","-"
-,//media.digikey.com/Photos/Master%20Appliance%20Photos/MFG_UT-100-TC.jpg,UT-100-TC-ND,UT-100-TC,Master Appliance Co,SOLDERING IRON CORDLESS,0,0,"Obsolete","0","10","Ultratorch®","Obsolete","Iron, Cordless (Butane)","Up to 2372°F (1260°C)","70-01-01, 70-01-02, 70-01-05, 70-01-16, 70-01-52, 70-01-55","70-43","-","-","Switch Ignition","Butane Cartridge, Case, Pliers, Protective Cap, Solder, Sponge, Wire Cutter, Wrench","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/TOL-09450_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_TOL-09450.jpg,TOL-09450-ND,TOL-09450,SparkFun Electronics,SOLDERPRO 50 BUTANE SOLDERING IR,0,0,"Obsolete","0","1","SolderPro 50","Obsolete","Iron, Cordless (Butane)","Up to 2400°F (1316°C)","Included, Not Specified","Not Included","30~70W","-","Torch Feature","Protective Cap","-"
-,-,8200D-ND,8200D,Apex Tool Group,"GUN,SOLDER,UNIV,220V,240V",0,0,"Obsolete","0","1","Weller®","Obsolete","Gun","-","Included, Not Specified","Not Included","100W, 140W","240V","Light, Trigger","-","-"
-,-,8200G3GCC-ND,8200G3GCC,Apex Tool Group,"GUN,GOVT,24PC MIN",0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-","-","-","-"
-,-,9400PKCP-ND,9400PKCP,Apex Tool Group,"KIT,SOLDER GUN,140/100W,120V,CAN",0,0,"Active","0","0","-","Active","-","-","-","-","-","-","-","-","-"
-,-,WST2N-ND,WST2N,Apex Tool Group,PYROPEN JR. CORDLESS MINI-IRON,0,0,"Obsolete","0","1","-","Obsolete","Soldering","392°F ~ 842°F (200°C ~ 450°C)","Needle Tip","-","-","-","-","-","-"
-,-,WSTA6N-ND,WSTA6N,Apex Tool Group,"IRON,PYROPEN JR,SELF IGNITE",0,0,"Obsolete","0","1","-","Obsolete","Soldering","392°F ~ 932°F (200°C ~ 500°C)","Needle Tip","-","-","-","Self-Ignite","WPT01, WHC0152","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/17801.pdf,//media.digikey.com/Photos/Aven%20Photos/17801.jpg,243-1408-ND,17801,Aven Tools,SOLDERING IRON CORDLESS 30W-70W,0,0,"Obsolete","0","1","Goldtool","Obsolete","Iron, Cordless (Butane)","750°F ~ 2500°F (400°C ~ 1300°C)","Included, Not Specified","Built In","30W ~ 70W","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/17801-KIT.pdf,//media.digikey.com/Photos/Aven%20Photos/17801-KIT.jpg,17801-KIT-ND,17801-KIT,Aven Tools,SOLDERING IRON HOT AIR 30W,0,0,"Obsolete","0","1","SiMOTEK®","Obsolete","Iron, Hot Air","-","Included, Not Specified","Built In","30W","-","-","Case, Solder, Sponge","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/17802.pdf,//media.digikey.com/Photos/Aven%20Photos/17802.jpg,17802-ND,17802,Aven Tools,SOLDERING IRON CORDLESS 30-125W,0,0,"Obsolete","0","1","-","Obsolete","Iron, Cordless (Butane)","-","Included, Not Specified","Not Included","30W ~ 125W","-","-","Protective Cap","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/17802-KIT.pdf,-,17802-KIT-ND,17802-KIT,Aven Tools,SOLDERING IRON HOT AIR 125W,0,0,"Obsolete","0","1","-","Obsolete","Iron, Hot Air","-","Included, Not Specified","Not Included","125W","-","-","Case, Solder, Sponge","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/110060040.jpg,110060040-ND,110060040,"Seeed Technology Co., Ltd",SOLDERING IRON 22W 230V,0,0,"Obsolete","0","2","-","Obsolete","Iron","-","Included, Not Specified","Included, Not Specified","22W","230V","-","Case, Iron Holder, Pliers, Solder, Tweezers","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/110990447.jpg,110990447-ND,110990447,"Seeed Technology Co., Ltd",SOLDERING IRON 25W 110V,0,0,"Obsolete","0","2","-","Obsolete","Iron","-","Included, Not Specified","Included, Not Specified","25W","110V","-","Case, Pliers, Solder, Tweezers","-"
http://www.seeedstudio.com/document/pdf/PRO-35.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110990219_A.jpg,110990219-ND,110990219,"Seeed Technology Co., Ltd",SOLDERING IRON CORDLESS 9W 4.5V,0,0,"Obsolete","0","2","Solderpro™, 35K","Obsolete","Iron, Cordless (Battery)","Up to 896°F (480°C)","Included, Not Specified","Built In","9W","4.5V","-","Case, Flashlight, Protective Cap, Solder, Tools","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110990481_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110990481.jpg,110990481-ND,110990481,"Seeed Technology Co., Ltd",SOLDERING IRON 65W 100-240V,0,0,"Obsolete","0","50","-","Obsolete","Iron","212°F ~ 752°F (100°C ~ 400°C)","BC2","Not Included","65W","100 ~ 240V","Alert Mode, Digital LCD Display, Mini USB Port, Programmable, Sleep Mode","Adapter (European Std), Earth Clamps","-"
https://www.hakkousa.com/files/index/download/id/17712/,//media.digikey.com/Photos/Hakko/MFG_FR300-05_cmyk_v2.jpg,1691-1067-ND,FR300-05/P,"American Hakko Products, Inc.",DESOLDERING TOOL 140W 120V,0,0,"Obsolete","0","1","-","Obsolete","Gun, Desoldering","660°F ~ 930°F (350°C ~ 500°C)","Not Included","C5003","140W","120V","Ergonomic, Internal Air, Quick Change Tips, Solder Collection Chamber, Temperature Control","Case, Cleaning Tool Kit","-"
