Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Wattage","Voltage - Input","Plug Type","Voltage - Output","Number of Channels","Control/Display Type","Includes","Base Unit","Supplied Iron, Tweezer, Handle","Supplied Tips/Nozzles","Workstand","Temperature Range","Features"
-,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB%20Series%20SHH-4.jpg,EB-2000S-TZ-ND,EB-2000S-TZ,MENDA/EasyBraid,SOLDER STATION 55W 2 CH 100-240V,0,0,"Discontinued at Digi-Key","0","1","EB-2000S","Discontinued at Digi-Key","Soldering","55W","100 ~ 240V","Included, Not Specified","-","2","None","Iron Holder, Tip Removal Pad","EB-2000PS","SHP-K, SHP-KTZ","-","SHH-4, SHH-KTZ","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-5000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB-5000PS-1.jpg,EB-5000PS-1-ND,EB-5000PS-1,MENDA/EasyBraid,SOLDER STATION 52W 1 CH 100-110V,0,0,"Discontinued at Digi-Key","0","1","EB-5000S","Discontinued at Digi-Key","Soldering","52W","100 ~ 110V","Included, Not Specified","-","1","None","Iron Holder, Tip Removal Pad","EB-5000PS","SHP-T","Sold Separately","SHH-2","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-5000S.pdf,-,EB-5000PS-2-ND,EB-5000PS-2,MENDA/EasyBraid,SOLDER STATION 52W 1 CH 220-240V,0,0,"Discontinued at Digi-Key","0","1","EB-5000S","Discontinued at Digi-Key","Soldering","52W","220 ~ 240V","Included, Not Specified","-","1","None","Iron Holder, Tip Removal Pad","EB-5000PS","SHP-T","Sold Separately","SHH-2","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-5000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB-5000S.jpg,EB1510-ND,EB-5000S-1,MENDA/EasyBraid,SOLDER STATION 52W 1 CH 100-110V,0,0,"Discontinued at Digi-Key","0","1","EB-5000S","Discontinued at Digi-Key","Soldering","52W","100 ~ 110V","Included, Not Specified","-","1","None","Iron Holder, Tip Removal Pad","EB-5000PS","SHP-T","Sold Separately","SHH-2","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-5000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB-5000S.jpg,EB-5000S-2-ND,EB-5000S-2,MENDA/EasyBraid,REWORK SLD STA 52W 1 CH 220-240V,0,0,"Discontinued at Digi-Key","0","1","EB-5000S","Discontinued at Digi-Key","Rework, Soldering","52W","220 ~ 240V","Included, Not Specified","-","1","None","Iron Holder, Tip Removal Pad","EB-5000PS","SHP-T","Sold Separately","SHH-2","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
//media.digikey.com/PDF/Data%20Sheets/Easy%20Braid%20PDFs/EB-9000S-2.pdf,-,EB-9000PS-2-ND,EB-9000PS-2,MENDA/EasyBraid,SOLDER STATION 40W 2 CH 220-240V,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Soldering","40W","220 ~ 240V","Included, Not Specified","-","2","Digital","-","EB-9000PS","-","-","-","122°F (50°C) (Max)","Curie Heat Technology"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-2000S.pdf,-,EB-2000PS-ND,EB-2000PS,MENDA/EasyBraid,SOLDER STATION 55W 1 CH 100-240V,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Soldering","55W","100 ~ 240V","Included, Not Specified","-","1","None","Iron Holder, Tip Removal Pad","EB-2000PS","SHP-K","-","SHH-4","122°F (50°C) (Max)","Curie Heat Technology"
-,-,EB-9000PS-1-ND,EB-9000PS-1,MENDA/EasyBraid,SOLDER STATION 40W 2 CH 100-110V,0,0,"Discontinued at Digi-Key","0","1","-","Discontinued at Digi-Key","Soldering","40W","100 ~ 110V","Included, Not Specified","-","2","Digital","-","EB-9000PS","-","-","-","122°F (50°C) (Max)","Curie Heat Technology"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,-,SP-101-ND,SP-101,Techspray,SOLDER POT 350W 120V,0,0,"Obsolete","0","1","Plato®","Obsolete","Solder Pot","350W","120V","Included, Not Specified","-","-","Analog","Crucible Pot, Dross Tray","-","-","-","-","500°F ~ 975°F (260°C ~ 524°C)","ESD Safe, Leveling Feet, Removable Tray, Thermal Timer"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,-,SP-101P-ND,SP-101P,Techspray,SOLDER POT 350W 120V,0,0,"Obsolete","0","1","Plato®","Obsolete","Solder Pot","350W","120V","Included, Not Specified","-","-","Analog","Crucible Pot, Dross Tray","-","-","-","-","500°F ~ 975°F (260°C ~ 524°C)","ESD Safe, Leveling Feet, Removable Tray, Thermal Timer"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,-,SP-150TP-ND,SP-150TP,Techspray,SOLDER POT 350W 240V,0,0,"Obsolete","0","1","Plato®","Obsolete","Solder Pot","350W","240V","Not Included","-","-","Digital","Crucible Pot, Dross Tray","-","-","-","-","925°F (496°C) (Max)","ESD Safe, LCD Display, Leveling Feet, Removable Tray"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,-,SP-201P-ND,SP-201P,Techspray,SOLDER POT 350W 240V,0,0,"Obsolete","0","1","Plato®","Obsolete","Solder Pot","350W","240V","Not Included","-","-","Analog","Crucible Pot, Dross Tray","-","-","-","-","500°F ~ 975°F (260°C ~ 524°C)","ESD Safe, Leveling Feet, Removable Tray, Thermal Timer"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,-,SP-301-ND,SP-301,Techspray,SOLDER POT 500W 120V,0,0,"Obsolete","0","1","Plato®","Obsolete","Solder Pot","500W","120V","Included, Not Specified","-","-","Analog","Crucible Pot, Dross Tray","-","-","-","-","500°F ~ 1099°F (260°C ~ 593°C)","ESD Safe, Leveling Feet, Removable Tray, Thermal Timer"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,-,SP-301P-ND,SP-301P,Techspray,SOLDER POT 500W 120V,0,0,"Obsolete","0","1","Plato®","Obsolete","Solder Pot","500W","120V","Included, Not Specified","-","-","Analog","Crucible Pot, Dross Tray","-","-","-","-","500°F ~ 1099°F (260°C ~ 593°C)","ESD Safe, Leveling Feet, Removable Tray, Thermal Timer"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,-,SP-401P-ND,SP-401P,Techspray,SOLDER POT 500W 240V,0,0,"Obsolete","0","1","Plato®","Obsolete","Solder Pot","500W","240V","Not Included","-","-","Analog","Crucible Pot, Dross Tray","-","-","-","-","500°F ~ 1099°F (260°C ~ 593°C)","ESD Safe, Leveling Feet, Removable Tray, Thermal Timer"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,-,SP-500T-ND,SP-500T,Techspray,SOLDER POT 350W 120V,0,0,"Obsolete","0","1","Plato®","Obsolete","Solder Pot","350W","120V","Included, Not Specified","-","-","Digital","Crucible Pot, Dross Tray","-","-","-","-","925°F (496°C) (Max)","ESD Safe, LCD Display, Leveling Feet, Removable Tray"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,-,SP-500TP-ND,SP-500TP,Techspray,SOLDER POT 350W 120V,0,0,"Obsolete","0","1","Plato®","Obsolete","Solder Pot","350W","120V","Included, Not Specified","-","-","Digital","Crucible Pot, Dross Tray","-","-","-","-","925°F (496°C) (Max)","ESD Safe, LCD Display, Leveling Feet, Removable Tray"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,-,SP-600TP-ND,SP-600TP,Techspray,SOLDER POT 1KW 120V,0,0,"Obsolete","0","1","Plato®","Obsolete","Solder Pot","1kW","120V","Included, Not Specified","-","-","Digital","Crucible Pot, Dross Tray, Safety Cover","-","-","-","-","750°F (399°C) (Max)","ESD Safe, LCD Display, Leveling Feet, Removable Tray"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/WD1003.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_WD1003.jpg,WD1003N-ND,WD1003N,Apex Tool Group,SOLDERING STATION 65W 1 CH 120V,0,0,"Obsolete","0","1","Weller®","Obsolete","Soldering","65W","120V","Included, Not Specified","24V","1","Digital","Iron Holder, Tip","WD1","WP65","XNTA","WDH10","150°F ~ 850°F (50°C ~ 450°C)","Auto Off, ESD Safe, LCD Display, Lockout, Setback"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/EB-2000S.pdf,//media.digikey.com/Photos/Easy%20Braid%20Photos/MFG_EB%20Series%20SHH-4.jpg,EB-2000S-K-UPG-ND,EB-2000S-K-UPG,MENDA/EasyBraid,SOLDER STATION 55W 2 CH 100-240V,0,0,"Discontinued at Digi-Key","0","1","EB-2000S","Discontinued at Digi-Key","Soldering","55W","100 ~ 240V","Included, Not Specified","-","2","None","Iron Holder, Tip Removal Pad","EB-2000PS","SHP-K","-","SHH-3","122°F (50°C) (Max)","Curie Heat Technology, ESD Safe"
http://cdn.sparkfun.com/datasheets/Tools/SFE03.0010Packaging.HotAirRework.303D.Manual-05.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_TOL-10706.jpg,1568-1497-ND,TOL-10706,SparkFun Electronics,REWORK STATION 1 CH 120V,0,0,"Obsolete","0","1","-","Obsolete","Rework (Hot Air)","-","120V","-","-","1","Digital","Iron Holder, Tips (2)","303D","-","Included, Not Specified","Included, Not Specified","212°F ~ 896°F (100°C ~ 480°C)","ESD Safe"
-,-,WR3000SAN-ND,WR3000SAN,Apex Tool Group,WR3ME WP80 DXV80 HAP200 120V,0,0,"Active","0","0","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,17522-ND,17522,Aven Tools,DESOLDERING STATION W/ PUMP,0,0,"Obsolete","0","1","-","Obsolete","Desoldering","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/17100-600.pdf,//media.digikey.com/Photos/Aven%20Photos/17100-600.jpg,243-1177-ND,17100-600,Aven Tools,SOLDER POT 600W,0,0,"Obsolete","0","1","-","Obsolete","Solder Pot","600W","-","Included, Not Specified","-","-","Analog","Crucible Pot","-","-","-","-","32°F  ~ 1022°F (0°C ~ 550°C)","On/Off Switch, Self Regulating Temperature"
http://www.avenconnect.com/product_sheets/17100-100.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_17100-100.jpg,243-1250-ND,17100-100,Aven Tools,SOLDER POT 100W,0,0,"Obsolete","0","1","-","Obsolete","Solder Pot","100W","-","Included, Not Specified","-","-","Analog","Crucible Pot","-","-","-","-","392°F ~ 752°F (200°C ~ 400°C)","On/Off Switch"
