Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Product Type","Type","ESD Protection","Color","Width","Length","Shelf Life","Shelf Life Start","Storage/Refrigeration Temperature"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-E-25.JPG,EB1029-ND,Q-E-25,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.125"" 25',23,0,"13.59000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","-","Brown","0.125"" (3.18mm)","25' (7.62m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1810-10F.JPG,1873-1033-ND,1810-25F,Techspray,DESOLDER BRAID ROSIN 0.075"" 25',8,0,"15.06000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Green","0.075"" (1.90mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-A-25.JPG,EB1051-ND,OS-A-25,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.025"" 25',12,0,"16.00000","0","1","One Step, OS™","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Silver","0.025"" (0.63mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/S-B-100.JPG,EB1175-ND,S-B-100,MENDA/EasyBraid,DESOLDER BRAID UNFLUX 0.05"" 100',3,0,"37.88000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","-","Gold","0.050"" (1.27mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/LF-E-5AS.JPG,EB1192-ND,LF-E-5AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.125"" 5',18,0,"4.52000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Brown","0.125"" (3.18mm)","5' (1.524m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/LF-D-10AS.JPG,EB1196-ND,LF-D-10AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.1"" 10',15,0,"8.57000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","10' (3.048m)","-","-","-"
https://www.techspray.com/Content/msds/18301833_eng_usa_tds.pdf,-,1873-1071-ND,1831-10F,Techspray,DESOLDER BRAID UNFLUX 0.055"" 10',19,0,"6.20000","0","1","-","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Yellow","0.055"" (1.40mm)","10' (3.048m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1815-10F.JPG,1873-1043-ND,1815-10F,Techspray,DESOLDER BRAID NO-CLN 0.055"" 10',20,0,"9.33000","0","1","-","Active","Braid/Wick","No Clean","-","Yellow","0.055"" (1.40mm)","10' (3.048m)","-","-","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,//media.digikey.com/Photos/Techspray/1803-25F.jpg,1873-1016-ND,1803-25F,Techspray,DESOLDER BRAID ROSIN 0.075"" 25',21,0,"16.91000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Green","0.075"" (1.90mm)","25' (7.62m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,-,1873-1057-ND,1821-50F,Techspray,DESOLDER BRAID NO-CLN 0.055"" 50',2,0,"36.15000","0","1","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Yellow","0.055"" (1.40mm)","50' (15.24m)","-","-","-"
https://www.techspray.com/content/msds/TS-1814-1825_ENG_TDS.pdf,-,1873-1049-ND,1817-100F,Techspray,DESOLDR BRAID NO-CLN 0.098"" 100',5,0,"82.84000","0","1","-","Active","Braid/Wick","No Clean","-","Blue","0.098"" (2.50mm)","100' (30.5m)","-","-","-"
http://tds.us.henkel.com/NA/UT/HNAUTTDS.nsf/web/C02DA4EEC49768D485257A3F00756771/$File/NC-AB%20WICK-EN.pdf,-,290998-ND,290998,Multicore,DESOLDR BRAID NO-CLN 0.074"" 4.9',0,0,"3.32920","0","50","-","Active","Braid/Wick","No Clean","Static Dissipative (SD)","-","0.074"" (1.88mm)","4.9' (1.5m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,-,5-5L-ND,5-5L,Chemtronics,DESOLDER BRAID ROSIN 0.05"" 5',0,0,"3.58200","0","25","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Yellow","0.050"" (1.27mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,-,10-5L-ND,10-5L,Chemtronics,DESOLDER BRAID ROSIN 0.1"" 5',0,0,"3.94200","0","25","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWPBFree.pdf,-,40-1-5-ND,40-1-5,Chemtronics,DESOLDR BRAID LEAD FREE 0.03"" 5',0,0,"4.28400","0","25","Soder-Wick® LF","Active","Braid/Wick","Lead Free","Static Dissipative (SD)","White","0.030"" (0.76mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWUnflux.pdf,-,75-2-10-ND,75-2-10,Chemtronics,DESOLDER BRAID UNFLUX 0.06"" 10',0,0,"6.10200","0","25","Soder-Wick® SW 75","Active","Braid/Wick","Unfluxed","ESD Safe","Yellow","0.060"" (1.52mm)","10' (3.048m)","24 Months","Date of Manufacture","-"
-,-,80-BGA-5-ND,80-BGA-5,Chemtronics,DESOLDER BRAID ROSIN 5',0,0,"6.12000","0","25","Soder-Wick® SW 80","Active","Braid/Wick","Rosin, Non Activated (R), Lead Free","Static Dissipative (SD)","Purple","-","5' (1.524m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_SWUnflux.pdf,-,75-3-10-ND,75-3-10,Chemtronics,DESOLDER BRAID UNFLUX 0.08"" 10',0,0,"6.40800","0","25","Soder-Wick® SW 75","Active","Braid/Wick","Unfluxed","ESD Safe","Green","0.080"" (2.03mm)","10' (3.048m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWUnflux.pdf,-,75-4-10-ND,75-4-10,Chemtronics,DESOLDER BRAID UNFLUX 0.11"" 10',0,0,"7.23600","0","25","Soder-Wick® SW 75","Active","Braid/Wick","Unfluxed, Lead Free","ESD Safe","Blue","0.110"" (2.79mm)","10' (3.048m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,-,80-3-10-ND,80-3-10,Chemtronics,DESOLDER BRAID ROSIN 0.08"" 10',0,0,"7.38000","0","25","Soder-Wick® SW 80","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Green","0.080"" (2.03mm)","10' (3.048m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,-,80-2-10-ND,80-2-10,Chemtronics,DESOLDER BRAID ROSIN 0.06"" 10',7,0,"7.64000","0","1","Soder-Wick® SW 80","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Yellow","0.060"" (1.52mm)","10' (3.048m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,-,80-5-10-ND,80-5-10,Chemtronics,DESOLDER BRAID ROSIN 0.145"" 10',0,0,"9.09000","0","25","Soder-Wick® SW 80","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Brown","0.145"" (3.68mm)","10' (3.048m)","24 Months","Date of Manufacture","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,-,S-B-25-ND,S-B-25,MENDA/EasyBraid,DESOLDER BRAID UNFLUX 0.05"" 25',0,0,"13.32000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","-","Gold","0.050"" (1.27mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,-,S-B-25AS-ND,S-B-25AS,MENDA/EasyBraid,DESOLDER BRAID UNFLUX 0.05"" 25',0,0,"13.32000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Gold","0.050"" (1.27mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,-,Q-B-25AS-ND,Q-B-25AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.05"" 25',0,0,"13.59000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Gold","0.050"" (1.27mm)","25' (7.62m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_SWUnflux.pdf,-,70-2-25-ND,70-2-25,Chemtronics,DESOLDER BRAID UNFLUX 0.06"" 25',0,0,"16.96000","0","1","Soder-Wick® SW 70","Active","Braid/Wick","Unfluxed","-","Yellow","0.060"" (1.52mm)","25' (7.62m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWUnflux.pdf,-,70-3-25-ND,70-3-25,Chemtronics,DESOLDER BRAID UNFLUX 0.08"" 25',0,0,"17.90000","0","1","Soder-Wick® SW 70","Active","Braid/Wick","Unfluxed, Lead Free","-","Green","0.080"" (2.03mm)","25' (7.62m)","24 Months","Date of Manufacture","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,-,LF-A-25-ND,LF-A-25,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.025"" 25',0,0,"18.64000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","-","Silver","0.025"" (0.63mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,-,LF-B-25-ND,LF-B-25,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.05"" 25',0,0,"18.64000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","-","Gold","0.050"" (1.27mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,-,LF-C-25-ND,LF-C-25,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.075"" 25',0,0,"18.64000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","-","Green","0.075"" (1.91mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,-,LF-D-25-ND,LF-D-25,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.1"" 25',0,0,"18.64000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","-","Blue","0.100"" (2.54mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,-,LF-E-25-ND,LF-E-25,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.125"" 25',0,0,"18.64000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","-","Brown","0.125"" (3.18mm)","25' (7.62m)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,-,Q-E-50AS-ND,Q-E-50AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.125"" 50',0,0,"24.12000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Brown","0.125"" (3.18mm)","50' (15.24m)","-","-","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,-,Q-C-50-ND,Q-C-50,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.075"" 50',0,0,"24.84000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Green","0.075"" (1.90mm)","50' (15.24m)","-","-","-"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_7880.jpg,7880-ND,7880,Apex Tool Group,DESOLDER PUMP WITH TIP,0,0,"30.50000","0","1","-","Not For New Designs","Pump With Tip","-","-","-","-","-","-","-","-"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_425-NS-10.jpg,473-1256-ND,424-NS-10,MG Chemicals,DESOLDER BRAID 10 PACK,1,0,"30.62000","0","1","SuperWick, 400-NS","Obsolete","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Yellow","0.050"" (1.27mm)","5' (1.524m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
http://www.mgchemicals.com/downloads/appguide/appguide0805.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_454-NS.jpg,473-1079-ND,454-NS,MG Chemicals,DESOLDER BRAID NO-CLN 0.1"" 50',0,0,"32.96333","0","6","SuperWick, 400-NS","Active","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA), Lead Free","Static Dissipative (SD)","Blue","0.100"" (2.54mm)","50' (15.24m)","-","-","72°F ~ 81°F (22°C ~ 27°C)"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,-,2-50L-ND,2-50L,Chemtronics,DESOLDER BRAID ROSIN 0.03"" 50',0,0,"33.80000","0","1","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R)","-","White","0.030"" (0.76mm)","50' (15.24m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,-,5-50L-ND,5-50L,Chemtronics,DESOLDER BRAID ROSIN 0.05"" 50',0,0,"33.80000","0","1","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R)","-","Yellow","0.050"" (1.27mm)","50' (15.24m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,-,7-50L-ND,7-50L,Chemtronics,DESOLDER BRAID ROSIN 0.075"" 50',0,0,"35.36000","0","1","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R)","-","Green","0.075"" (1.91mm)","50' (15.24m)","24 Months","Date of Manufacture","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/S-D-100.JPG,EB1181-ND,S-D-100,MENDA/EasyBraid,DESOLDER BRAID UNFLUX 0.1"" 100',0,0,"36.61200","0","5","Sea Braid™","Active","Braid/Wick","Unfluxed","-","Blue","0.100"" (2.54mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,-,EB1178-ND,S-C-100,MENDA/EasyBraid,DESOLDR BRAID UNFLUX 0.075"" 100',2,0,"37.88000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","-","Green","0.075"" (1.91mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Sea-Braid-Desoldering-Braid.pdf,-,S-B-100AS-ND,S-B-100AS,MENDA/EasyBraid,DESOLDER BRAID UNFLUX 0.05"" 100',0,0,"37.88000","0","1","Sea Braid™","Active","Braid/Wick","Unfluxed","Static Dissipative (SD)","Gold","0.050"" (1.27mm)","100' (30.48m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,-,10-50L-ND,10-50L,Chemtronics,DESOLDER BRAID ROSIN 0.1"" 50',0,0,"38.06000","0","1","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R)","-","Blue","0.100"" (2.54mm)","50' (15.24m)","24 Months","Date of Manufacture","-"
http://documents.easybraidco.com/PDF/Quick-Braid-Desoldering-Braid.pdf,-,Q-E-100AS-ND,Q-E-100AS,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.125"" 100',0,0,"40.40000","0","1","Quick Braid™","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Brown","0.125"" (3.18mm)","100' (30.48m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,-,SW18015-ND,SW18015,Chemtronics,DESOLDER BRAID ROSIN 0.03"" 5',0,0,"43.98000","0","6","Soder-Wick® SW 80","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","White","0.030"" (0.76mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,-,SW18025-ND,SW18025,Chemtronics,DESOLDER BRAID ROSIN 0.06"" 5',0,0,"43.98000","0","6","Soder-Wick® SW 80","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Yellow","0.060"" (1.52mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
-,-,SW16015-ND,SW16015,Chemtronics,DESOLDER BRAID NO-CLN 0.03"" 5',0,0,"47.42000","0","6","Soder-Wick® SW 60","Active","Braid/Wick","No Clean","Static Dissipative (SD)","White","0.030"" (0.76mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWNoClean.pdf,-,SW16025-ND,SW16025,Chemtronics,DESOLDER BRAID NO-CLN 0.06"" 5',0,0,"47.46000","0","6","Soder-Wick® SW 60","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Yellow","0.060"" (1.52mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,-,SW18035-ND,SW18035,Chemtronics,DESOLDER BRAID ROSIN 0.08"" 5',0,0,"47.46000","0","6","Soder-Wick® SW 80","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Green","0.080"" (2.03mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWPBFree.pdf,-,SW14025-ND,SW14025,Chemtronics,DESOLDR BRAID LEAD FREE 0.06"" 5',0,0,"48.06000","0","6","Soder-Wick® LF","Active","Braid/Wick","Lead Free","Static Dissipative (SD)","Yellow","0.060"" (1.52mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWNoClean.pdf,-,SW16035-ND,SW16035,Chemtronics,DESOLDER BRAID NO-CLN 0.08"" 5',0,0,"49.22000","0","6","Soder-Wick® SW 60","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Green","0.080"" (2.03mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWPBFree.pdf,-,SW14035-ND,SW14035,Chemtronics,DESOLDR BRAID LEAD FREE 0.08"" 5',0,0,"50.22000","0","6","Soder-Wick® LF","Active","Braid/Wick","Lead Free","Static Dissipative (SD)","Green","0.080"" (2.03mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,-,SW18045-ND,SW18045,Chemtronics,DESOLDER BRAID ROSIN 0.11"" 5',0,0,"50.98000","0","6","Soder-Wick® SW 80","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Blue","0.110"" (2.79mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWNoClean.pdf,-,SW16045-ND,SW16045,Chemtronics,DESOLDER BRAID NO-CLN 0.11"" 5',0,0,"56.12000","0","6","Soder-Wick® SW 60","Active","Braid/Wick","No Clean","Static Dissipative (SD)","Blue","0.110"" (2.79mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,-,SW18055-ND,SW18055,Chemtronics,DESOLDER BRAID ROSIN 0.145"" 5',0,0,"56.20000","0","6","Soder-Wick® SW 80","Active","Braid/Wick","Rosin, Non Activated (R)","Static Dissipative (SD)","Brown","0.145"" (3.68mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWPBFree.pdf,-,SW14045-ND,SW14045,Chemtronics,DESOLDR BRAID LEAD FREE 0.11"" 5',0,0,"56.28000","0","6","Soder-Wick® LF","Active","Braid/Wick","Lead Free","Static Dissipative (SD)","Blue","0.110"" (2.79mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,-,LF-A-100-ND,LF-A-100,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.025"" 100',0,0,"58.07000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","-","Silver","0.025"" (0.63mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,-,LF-B-100-ND,LF-B-100,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.05"" 100',0,0,"58.07000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","-","Gold","0.050"" (1.27mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,-,LF-C-100-ND,LF-C-100,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.075"" 100',0,0,"58.07000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","-","Green","0.075"" (1.91mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,-,LF-D-100-ND,LF-D-100,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.1"" 100',0,0,"58.07000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","-","Blue","0.100"" (2.54mm)","100' (30.5m)","-","-","-"
http://documents.easybraidco.com/PDF/Lead-Free-Desoldering-Braid.pdf,-,LF-E-100-ND,LF-E-100,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.125"" 100',0,0,"58.07000","0","1","One Step, LF™","Active","Braid/Wick","Rosin, Mildly Activated (RMA), Lead Free","-","Brown","0.125"" (3.18mm)","100' (30.5m)","-","-","-"
-,-,SW16055-ND,SW16055,Chemtronics,DESOLDER BRAID NO-CLN 0.145"" 5',0,0,"61.46000","0","6","Soder-Wick® SW 60","Active","Braid/Wick","No Clean","Static Dissipative (SD)","White","0.145"" (3.68mm)","5' (1.524m)","24 Months","Date of Manufacture","-"
https://www.techspray.com/content/msds/TS-1801-1813_ENG_TDS.pdf,-,1873-1013-ND,1802-500F,Techspray,DESOLDER BRAID ROSIN 0.055"" 500',0,0,"278.38000","0","1","Pro Wick","Active","Braid/Wick","Rosin, Non Activated (R)","-","Yellow","0.055"" (1.40mm)","500' (152.4m)","-","-","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,-,5-500L-ND,5-500L,Chemtronics,DESOLDER BRAID ROSIN 0.05"" 500',0,0,"330.28000","0","1","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R)","-","Yellow","0.050"" (1.27mm)","500' (152.4m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,-,7-500L-ND,7-500L,Chemtronics,DESOLDER BRAID ROSIN 0.075"" 500',0,0,"343.40000","0","1","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R)","-","Green","0.075"" (1.91mm)","500' (152.4m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_SWRosin.pdf,-,50-2-500-ND,50-2-500,Chemtronics,DESOLDER BRAID ROSIN 0.06"" 500',0,0,"367.26000","0","1","Soder-Wick® SW 50","Active","Braid/Wick","Rosin, Non Activated (R)","-","Yellow","0.060"" (1.52mm)","500' (152.4m)","24 Months","Date of Manufacture","-"
https://www.chemtronics.com/content/msds/TDS_Cwik.pdf,-,10-500L-ND,10-500L,Chemtronics,DESOLDER BRAID ROSIN 0.1"" 500',0,0,"367.52000","0","1","Chem-Wik®","Active","Braid/Wick","Rosin, Non Activated (R)","-","Blue","0.100"" (2.54mm)","500' (152.4m)","24 Months","Date of Manufacture","-"
-,//media.digikey.com/photos/Seeed%20Technology%20Ltd/MFG_404030001.jpg,404030001-ND,404030001,"Seeed Technology Co., Ltd",DESOLDER BRAID 0.118"" 5',0,0,"2.55000","0","13","-","Active","Braid/Wick","-","-","-","0.118"" (3.00mm)","5' (1.524m)","-","-","-"
-,-,PD-03-D-ND,PD-03-D,"American Hakko Products, Inc.","TOOL,DSDRG,ESD,PD-03,DISS.",0,0,"16.87000","0","1","-","Active","-","-","ESD Safe","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/Esay%20Braid%20Catalog.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-D-5.jpg,EB1056-ND,OS-D-5,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.1"" 5',0,0,"Obsolete","0","25","One Step, OS™","Obsolete","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Blue","0.100"" (2.54mm)","5' (1.524m)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/Esay%20Braid%20Catalog.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-C-5.jpg,EB1054-ND,OS-C-5,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.075"" 5',0,0,"Obsolete","0","25","One Step, OS™","Obsolete","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Green","0.075"" (1.91mm)","5' (1.524m)","-","-","-"
-,//media.digikey.com/photos/Easy%20Braid%20Photos/Q-E-5.jpg,EB1028-ND,Q-E-5,MENDA/EasyBraid,DESOLDER BRAID ROSIN 0.125"" 5',0,0,"Obsolete","0","25","Quick Braid™","Obsolete","Braid/Wick","Rosin, Non Activated (R)","-","Brown","0.125"" (3.18mm)","5' (1.524m)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/Esay%20Braid%20Catalog.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-B-5.jpg,EB1052-ND,OS-B-5,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.05"" 5',0,0,"Obsolete","0","25","One Step, OS™","Obsolete","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Gold","0.050"" (1.27mm)","5' (1.524m)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Easy%20Braid%20PDFs/Esay%20Braid%20Catalog.pdf,//media.digikey.com/photos/Easy%20Braid%20Photos/OS-E-5.jpg,EB1058-ND,OS-E-5,MENDA/EasyBraid,DESOLDER BRAID NO-CLN 0.125"" 5',0,0,"Obsolete","0","25","One Step, OS™","Obsolete","Braid/Wick","No Clean, Rosin, Mildly Activated (RMA)","-","Brown","0.125"" (3.18mm)","5' (1.524m)","-","-","-"
