Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Current","DC Resistance (DCR) (Max)","Operating Temperature","Insertion Loss","Temperature Coefficient","Ratings","Mounting Type","Package / Case","Size / Dimension","Height (Max)","Thread Size"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W2F1-Series.jpg,478-12990-1-ND,W2F15C4738AT1A,AVX Corporation,CAP FEEDTHRU 0.047UF 50V 0805,4000,0,"0.55000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W2F1-Series.jpg,478-12990-6-ND,W2F15C4738AT1A,AVX Corporation,CAP FEEDTHRU 0.047UF 50V 0805,4000,0,"Digi-Reel","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_automotive_general_yff-ac_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805%20CKD%20Series.jpg,445-175331-2-ND,YFF21AC1E103MT0Y0N,TDK Corporation,AUTOMOTIVE GRADE FEED THROUGH FI,4000,0,"0.12375","0","4000","Tape & Reel (TR)","YFF-AC","Active","10000pF","±20%","25V","400mA","-","-55°C ~ 125°C","30dB @ 20MHz ~ 2GHz","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_automotive_general_yff-ac_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805%20CKD%20Series.jpg,445-175331-1-ND,YFF21AC1E103MT0Y0N,TDK Corporation,AUTOMOTIVE GRADE FEED THROUGH FI,7968,0,"0.55000","0","1","Cut Tape (CT)","YFF-AC","Active","10000pF","±20%","25V","400mA","-","-55°C ~ 125°C","30dB @ 20MHz ~ 2GHz","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_automotive_general_yff-ac_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805%20CKD%20Series.jpg,445-175331-6-ND,YFF21AC1E103MT0Y0N,TDK Corporation,AUTOMOTIVE GRADE FEED THROUGH FI,7968,0,"Digi-Reel","0","1","Digi-Reel®","YFF-AC","Active","10000pF","±20%","25V","400mA","-","-55°C ~ 125°C","30dB @ 20MHz ~ 2GHz","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_automotive_general_yff-ac_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805%20CKD%20Series.jpg,445-175332-2-ND,YFF21AC1E223MT0Y0N,TDK Corporation,AUTOMOTIVE GRADE FEED THROUGH FI,4000,0,"0.13200","0","4000","Tape & Reel (TR)","YFF-AC","Active","0.022µF","±20%","25V","1A","-","-55°C ~ 125°C","30dB @ 10MHz ~ 2GHz","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_automotive_general_yff-ac_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805%20CKD%20Series.jpg,445-175332-1-ND,YFF21AC1E223MT0Y0N,TDK Corporation,AUTOMOTIVE GRADE FEED THROUGH FI,7985,0,"0.59000","0","1","Cut Tape (CT)","YFF-AC","Active","0.022µF","±20%","25V","1A","-","-55°C ~ 125°C","30dB @ 10MHz ~ 2GHz","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_automotive_general_yff-ac_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805%20CKD%20Series.jpg,445-175332-6-ND,YFF21AC1E223MT0Y0N,TDK Corporation,AUTOMOTIVE GRADE FEED THROUGH FI,7985,0,"Digi-Reel","0","1","Digi-Reel®","YFF-AC","Active","0.022µF","±20%","25V","1A","-","-55°C ~ 125°C","30dB @ 10MHz ~ 2GHz","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11176-2-ND,W3F15C1028AT1A,AVX Corporation,CAP FEEDTHRU 1000PF 50V 1206,12000,0,"0.13552","0","2000","Tape & Reel (TR)","W3F","Active","1000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11176-1-ND,W3F15C1028AT1A,AVX Corporation,CAP FEEDTHRU 1000PF 50V 1206,13310,0,"0.56000","0","1","Cut Tape (CT)","W3F","Active","1000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11176-6-ND,W3F15C1028AT1A,AVX Corporation,CAP FEEDTHRU 1000PF 50V 1206,13310,0,"Digi-Reel","0","1","Digi-Reel®","W3F","Active","1000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-12993-2-ND,W3F15C2228AT1A,AVX Corporation,CAP FEEDTHRU 2200PF 50V 1206,6000,0,"0.13552","0","2000","Tape & Reel (TR)","W3F","Active","2200pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-12993-1-ND,W3F15C2228AT1A,AVX Corporation,CAP FEEDTHRU 2200PF 50V 1206,6000,0,"0.56000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-12993-6-ND,W3F15C2228AT1A,AVX Corporation,CAP FEEDTHRU 2200PF 50V 1206,6000,0,"Digi-Reel","0","1","-","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11173-2-ND,W3F11A2218AT1F,AVX Corporation,CAP FEEDTHRU 220PF 100V 1206,3000,0,"0.13782","0","1000","Tape & Reel (TR)","W3F","Active","220pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11173-1-ND,W3F11A2218AT1F,AVX Corporation,CAP FEEDTHRU 220PF 100V 1206,3089,0,"0.54000","0","1","Cut Tape (CT)","W3F","Active","220pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11173-6-ND,W3F11A2218AT1F,AVX Corporation,CAP FEEDTHRU 220PF 100V 1206,3089,0,"Digi-Reel","0","1","Digi-Reel®","W3F","Active","220pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W2F1-Series.jpg,478-11163-2-ND,W2F15C2228AT1F,AVX Corporation,CAP FEEDTHRU 2200PF 50V 0805,4000,0,"0.13988","0","1000","Tape & Reel (TR)","W2F","Active","2200pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W2F1-Series.jpg,478-11163-1-ND,W2F15C2228AT1F,AVX Corporation,CAP FEEDTHRU 2200PF 50V 0805,4500,0,"0.55000","0","1","Cut Tape (CT)","W2F","Active","2200pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W2F1-Series.jpg,478-11163-6-ND,W2F15C2228AT1F,AVX Corporation,CAP FEEDTHRU 2200PF 50V 0805,4500,0,"Digi-Reel","0","1","Digi-Reel®","W2F","Active","2200pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_automotive_general_yff-ac_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805%20CKD%20Series.jpg,445-175333-2-ND,YFF21AC1E473MT0Y0N,TDK Corporation,AUTOMOTIVE GRADE FEED THROUGH FI,4000,0,"0.14025","0","4000","Tape & Reel (TR)","YFF-AC","Active","0.047µF","±20%","25V","1A","-","-55°C ~ 125°C","30dB @ 5MHz ~ 2GHz","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_automotive_general_yff-ac_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805%20CKD%20Series.jpg,445-175333-1-ND,YFF21AC1E473MT0Y0N,TDK Corporation,AUTOMOTIVE GRADE FEED THROUGH FI,7960,0,"0.62000","0","1","Cut Tape (CT)","YFF-AC","Active","0.047µF","±20%","25V","1A","-","-55°C ~ 125°C","30dB @ 5MHz ~ 2GHz","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/3tf_automotive_general_yff-ac_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805%20CKD%20Series.jpg,445-175333-6-ND,YFF21AC1E473MT0Y0N,TDK Corporation,AUTOMOTIVE GRADE FEED THROUGH FI,7960,0,"Digi-Reel","0","1","Digi-Reel®","YFF-AC","Active","0.047µF","±20%","25V","1A","-","-55°C ~ 125°C","30dB @ 5MHz ~ 2GHz","-","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11179-2-ND,W3F15C2238AT1F,AVX Corporation,CAP FEEDTHRU 0.022UF 50V 1206,8000,0,"0.14399","0","1000","Tape & Reel (TR)","W3F","Active","0.022µF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11179-1-ND,W3F15C2238AT1F,AVX Corporation,CAP FEEDTHRU 0.022UF 50V 1206,8000,0,"0.56000","0","1","Cut Tape (CT)","W3F","Active","0.022µF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11179-6-ND,W3F15C2238AT1F,AVX Corporation,CAP FEEDTHRU 0.022UF 50V 1206,8000,0,"Digi-Reel","0","1","Digi-Reel®","W3F","Active","0.022µF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11177-2-ND,W3F15C1028AT1F,AVX Corporation,CAP FEEDTHRU 1000PF 50V 1206,2000,0,"0.14399","0","1000","Tape & Reel (TR)","W3F","Active","1000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11177-1-ND,W3F15C1028AT1F,AVX Corporation,CAP FEEDTHRU 1000PF 50V 1206,2430,0,"0.56000","0","1","Cut Tape (CT)","W3F","Active","1000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11177-6-ND,W3F15C1028AT1F,AVX Corporation,CAP FEEDTHRU 1000PF 50V 1206,2430,0,"Digi-Reel","0","1","Digi-Reel®","W3F","Active","1000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W2F1-Series.jpg,478-11162-2-ND,W2F15C1038AT1A,AVX Corporation,CAP FEEDTHRU 0.01UF 50V 0805,4000,0,"0.16830","0","4000","Tape & Reel (TR)","W2F","Active","10000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W2F1-Series.jpg,478-11162-1-ND,W2F15C1038AT1A,AVX Corporation,CAP FEEDTHRU 0.01UF 50V 0805,4000,0,"0.75000","0","1","Cut Tape (CT)","W2F","Active","10000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W2F1-Series.jpg,478-11162-6-ND,W2F15C1038AT1A,AVX Corporation,CAP FEEDTHRU 0.01UF 50V 0805,4000,0,"Digi-Reel","0","1","Digi-Reel®","W2F","Active","10000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.01mm x 1.25mm)","0.045"" (1.14mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Renders/AVX%20Renders/W2H-W3H%20Series%201206.jpg,478-11425-2-ND,W3F11A4708AT1A,AVX Corporation,CAP FEEDTHRU 47PF 100V 1206,12000,4000,"0.17600","0","2000","Tape & Reel (TR)","W3F","Active","47pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Renders/AVX%20Renders/W2H-W3H%20Series%201206.jpg,478-11425-1-ND,W3F11A4708AT1A,AVX Corporation,CAP FEEDTHRU 47PF 100V 1206,15650,4000,"0.73000","0","1","Cut Tape (CT)","W3F","Active","47pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Renders/AVX%20Renders/W2H-W3H%20Series%201206.jpg,478-11425-6-ND,W3F11A4708AT1A,AVX Corporation,CAP FEEDTHRU 47PF 100V 1206,15650,4000,"Digi-Reel","0","1","Digi-Reel®","W3F","Active","47pF","-20%, +50%","100V","300mA","600mOhm","-55°C ~ 125°C","-","C0G, NP0","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11178-2-ND,W3F15C1038AT1F,AVX Corporation,CAP FEEDTHRU 0.01UF 50V 1206,3000,0,"0.19635","0","1000","Tape & Reel (TR)","W3F","Active","10000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11178-1-ND,W3F15C1038AT1F,AVX Corporation,CAP FEEDTHRU 0.01UF 50V 1206,3985,1000,"0.77000","0","1","Cut Tape (CT)","W3F","Active","10000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Photos/AVX%20Photos/W3F1-Series.jpg,478-11178-6-ND,W3F15C1038AT1F,AVX Corporation,CAP FEEDTHRU 0.01UF 50V 1206,3985,1000,"Digi-Reel","0","1","Digi-Reel®","W3F","Active","10000pF","-20%, +50%","50V","300mA","600mOhm","-55°C ~ 125°C","-","X7R","AEC-Q200","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.050"" (1.27mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,//media.digikey.com/Renders/Knowles%20Syfer/FlexiCap-0805-(2012-Metric)-4-PC-Pad.jpg,1608-1467-2-ND,0805J1000222MXTE01,Knowles Syfer,CAP CER,3000,0,"0.25280","0","3000","Tape & Reel (TR)","FlexiCap™","Active","2200pF","±20%","100V","300mA","-","-55°C ~ 125°C","34dB @ 100MHz","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W x 0.045"" H (2.00mm x 1.25mm x 1.15mm)","0.045"" (1.15mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,//media.digikey.com/Renders/Knowles%20Syfer/FlexiCap-0805-(2012-Metric)-4-PC-Pad.jpg,1608-1467-1-ND,0805J1000222MXTE01,Knowles Syfer,CAP CER,5800,0,"0.56000","0","1","Cut Tape (CT)","FlexiCap™","Active","2200pF","±20%","100V","300mA","-","-55°C ~ 125°C","34dB @ 100MHz","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W x 0.045"" H (2.00mm x 1.25mm x 1.15mm)","0.045"" (1.15mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,//media.digikey.com/Renders/Knowles%20Syfer/FlexiCap-0805-(2012-Metric)-4-PC-Pad.jpg,1608-1467-6-ND,0805J1000222MXTE01,Knowles Syfer,CAP CER,5800,0,"Digi-Reel","0","1","Digi-Reel®","FlexiCap™","Active","2200pF","±20%","100V","300mA","-","-55°C ~ 125°C","34dB @ 100MHz","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W x 0.045"" H (2.00mm x 1.25mm x 1.15mm)","0.045"" (1.15mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,-,1608-1462-2-ND,0805J0500473MXTE01,Knowles Syfer,CAP CER,3000,0,"0.30400","0","3000","Tape & Reel (TR)","FlexiCap™","Active","0.047µF","±20%","50V","300mA","-","-55°C ~ 125°C","40dB @ 100MHz","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W x 0.045"" H (2.00mm x 1.25mm x 1.15mm)","0.045"" (1.15mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,-,1608-1462-1-ND,0805J0500473MXTE01,Knowles Syfer,CAP CER,4730,0,"0.68000","0","1","Cut Tape (CT)","FlexiCap™","Active","0.047µF","±20%","50V","300mA","-","-55°C ~ 125°C","40dB @ 100MHz","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W x 0.045"" H (2.00mm x 1.25mm x 1.15mm)","0.045"" (1.15mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,-,1608-1462-6-ND,0805J0500473MXTE01,Knowles Syfer,CAP CER,4730,0,"Digi-Reel","0","1","Digi-Reel®","FlexiCap™","Active","0.047µF","±20%","50V","300mA","-","-55°C ~ 125°C","40dB @ 100MHz","X7R","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W x 0.045"" H (2.00mm x 1.25mm x 1.15mm)","0.045"" (1.15mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,//media.digikey.com/Renders/Knowles%20Syfer/FlexiCap-0805-(2012-Metric)-4-PC-Pad.jpg,1608-1464-2-ND,0805J1000221MCTE01,Knowles Syfer,CAP CER,3000,0,"0.31040","0","3000","Tape & Reel (TR)","FlexiCap™","Active","220pF","±20%","100V","300mA","-","-55°C ~ 125°C","12dB @ 100MHz","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W x 0.045"" H (2.00mm x 1.25mm x 1.15mm)","0.045"" (1.15mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,//media.digikey.com/Renders/Knowles%20Syfer/FlexiCap-0805-(2012-Metric)-4-PC-Pad.jpg,1608-1464-1-ND,0805J1000221MCTE01,Knowles Syfer,CAP CER,4800,0,"0.69000","0","1","Cut Tape (CT)","FlexiCap™","Active","220pF","±20%","100V","300mA","-","-55°C ~ 125°C","12dB @ 100MHz","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W x 0.045"" H (2.00mm x 1.25mm x 1.15mm)","0.045"" (1.15mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,//media.digikey.com/Renders/Knowles%20Syfer/FlexiCap-0805-(2012-Metric)-4-PC-Pad.jpg,1608-1464-6-ND,0805J1000221MCTE01,Knowles Syfer,CAP CER,4800,0,"Digi-Reel","0","1","Digi-Reel®","FlexiCap™","Active","220pF","±20%","100V","300mA","-","-55°C ~ 125°C","12dB @ 100MHz","C0G, NP0","-","Surface Mount","0805 (2012 Metric)","0.079"" L x 0.049"" W x 0.045"" H (2.00mm x 1.25mm x 1.15mm)","0.045"" (1.15mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,//media.digikey.com/Renders/Knowles%20Syfer/MLCC-1806-Pkg.jpg,1608-1469-2-ND,1806J1000471MCTE01,Knowles Syfer,CAP CER,7500,0,"0.54450","0","2500","Tape & Reel (TR)","FlexiCap™","Active","470pF","±20%","100V","300mA","-","-55°C ~ 125°C","18dB @ 100MHz","C0G, NP0","-","Surface Mount","1806 (4516 Metric)","0.177"" L x 0.063"" W x 0.051"" H (4.50mm x 1.60mm x 1.30mm)","0.051"" (1.30mm)","-"
https://www.knowlescapacitors.com/getattachment/982649d9-f72f-4bee-a557-e7285e5005bc/E01-300mA.aspx,//media.digikey.com/Renders/Knowles%20Syfer/MLCC-1806-Pkg.jpg,1608-1469-1-ND,1806J1000471MCTE01,Knowles Syfer,CAP CER,9681,0,"1.24000","0","1","Cut Tape (CT)","FlexiCap™","Active","470pF","±20%","100V","300mA","-","-55°C ~ 125°C","18dB @ 100MHz","C0G, NP0","-","Surface Mount","1806 (4516 Metric)","0.177"" L x 0.063"" W x 0.051"" H (4.50mm x 1.60mm x 1.30mm)","0.051"" (1.30mm)","-"
