Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Number of Conductors","Pitch","Cable Length","Cable Width","Jacket (Insulation) Material","Jacket (Insulation) Thickness","Conductor Material","Conductor Plating","Ratings","Features"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-11.jpg,AF11-250-ND,PSR1635-11,Parlex USA LLC,CABLE FLAT FLEX 11COND 0.100"",0,0,"251.90000","0","1","PSR1635","Active","11","0.100"" (2.54mm)","250' (76.2m)","1.20"" (30.48mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-12.jpg,AF12-250-ND,PSR1635-12,Parlex USA LLC,CABLE FLAT FLEX 12COND 0.100"",0,0,"276.51000","0","1","PSR1635","Active","12","0.100"" (2.54mm)","250' (76.2m)","1.30"" (33.02mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-13.jpg,AF13-250-ND,PSR1635-13,Parlex USA LLC,CABLE FLAT FLEX 13COND 0.100"",0,0,"276.51000","0","1","PSR1635","Active","13","0.100"" (2.54mm)","250' (76.2m)","1.40"" (35.56mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-14.jpg,AF14-250-ND,PSR1635-14,Parlex USA LLC,CABLE FLAT FLEX 14COND 0.100"",0,0,"301.12000","0","1","PSR1635","Active","14","0.100"" (2.54mm)","250' (76.2m)","1.50"" (38.10mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-15.jpg,AF15-250-ND,PSR1635-15,Parlex USA LLC,CABLE FLAT FLEX 15COND 0.100"",0,0,"301.12000","0","1","PSR1635","Active","15","0.100"" (2.54mm)","250' (76.2m)","1.60"" (40.64mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-16.jpg,AF16-250-ND,PSR1635-16,Parlex USA LLC,CABLE FLAT FLEX 16COND 0.100"",1,0,"325.73000","0","1","PSR1635","Active","16","0.100"" (2.54mm)","250' (76.2m)","1.70"" (43.18mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-20.jpg,AF20-250-ND,PSR1635-20,Parlex USA LLC,CABLE FLAT FLEX 20COND 0.100"",0,0,"399.55000","0","1","PSR1635","Active","20","0.100"" (2.54mm)","250' (76.2m)","2.10"" (53.34mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-18.jpg,AF18-500-ND,PSR1635-18,Parlex USA LLC,CABLE FLAT FLEX 18COND 0.100"",0,0,"581.25000","0","3","PSR1635","Active","18","0.100"" (2.54mm)","500' (152.4m)","1.90"" (48.26mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
-,-,AF08-300-ND,AF08-300,Parlex USA LLC,CABLE 8 COND .100 FLAT FLEX,0,0,"Discontinued at Digi-Key","0","0","PSR1635","Discontinued at Digi-Key","8","0.100"" (2.54mm)","300' (91.4m)","0.90"" (22.86mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-18.jpg,AF18-5-ND,PSR1635-18,Parlex USA LLC,CABLE FLAT FLEX 18COND 0.100"",0,0,"Discontinued at Digi-Key","0","1","PSR1635","Discontinued at Digi-Key","18","0.100"" (2.54mm)","5' (1.52m)","1.90"" (48.26mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-18.jpg,AF18-10-ND,PSR1635-18,Parlex USA LLC,CABLE FLAT FLEX 18COND 0.100"",0,0,"Discontinued at Digi-Key","0","1","PSR1635","Discontinued at Digi-Key","18","0.100"" (2.54mm)","10' (3.05m)","1.90"" (48.26mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-18.jpg,AF18-25-ND,PSR1635-18,Parlex USA LLC,CABLE FLAT FLEX 18COND 0.100"",0,0,"Discontinued at Digi-Key","0","1","PSR1635","Discontinued at Digi-Key","18","0.100"" (2.54mm)","25' (7.62m)","1.90"" (48.26mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-18.jpg,AF18-50-ND,PSR1635-18,Parlex USA LLC,CABLE FLAT FLEX 18COND 0.100"",0,0,"Discontinued at Digi-Key","0","1","PSR1635","Discontinued at Digi-Key","18","0.100"" (2.54mm)","50' (15.24m)","1.90"" (48.26mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-18.jpg,AF18-100-ND,PSR1635-18,Parlex USA LLC,CABLE FLAT FLEX 18COND 0.100"",0,0,"Discontinued at Digi-Key","0","1","PSR1635","Discontinued at Digi-Key","18","0.100"" (2.54mm)","100' (30.5m)","1.90"" (48.26mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
http://www.johnsonelectric.com/en/resources-for-engineers/ffc-flat-flexible-cables/ffc-inquiry-form-and-distribution-availability/~/media/68341462F8C24422B092CABF67385811.ashx,//media.digikey.com/photos/Parlex%20Photos/PS-1635-18.jpg,AF18-250-ND,PSR1635-18,Parlex USA LLC,CABLE FLAT FLEX 18COND 0.100"",0,0,"Discontinued at Digi-Key","0","1","PSR1635","Discontinued at Digi-Key","18","0.100"" (2.54mm)","250' (76.2m)","1.90"" (48.26mm)","Polyester","0.002"" (0.05mm)","Copper, Bare","-","UL Style 2643","Conductor 1 Tinned"
