Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Function","Actuator Type","Operating Pressure","Orifice Diameter","Fluid Type","Connection Method","For Use With/Related Products","Mounting Type","Features"
http://www.crouzet-USA.com/PDF/Pneumatics/Logic_Components_ATEX.pdf,-,81529016-ND,81529016,Crouzet,FLOW RESTRICT ONE-WAY FREE HANG,0,0,"46.05000","0","1","-","Active","Flow Restrictor, Fixed","One-Way","-","15 ~ 116PSI (1 ~ 8 bar)","0.024"" (0.60mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Free Hanging (In-Line)","-"
-,//media.digikey.com/photos/Crouzet%20Photos/81282510.JPG,966-1199-ND,81282510,Crouzet,MINIVALVE NC 812825 NF,0,0,"46.35000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-"
-,-,81501031-ND,81501031,Crouzet,LOGIC YES ELEMENT SUB-BASE MOUNT,0,0,"46.98400","0","10","-","Active","Logic Element","LOGIC YES","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
-,-,81513040-ND,81513040,Crouzet,SUB-BASE END DIN RAIL,0,0,"47.19000","0","1","-","Active","Sub-Base, End","-","-","30 ~ 116PSI (2 ~ 8 bar)","-","-","Push-In Connection for Tubing 6.00mm Dia","Control Valve","DIN Rail","-"
-,-,81506027-ND,81506027,Crouzet,LOGIC NOT ELEMENT SUB-BASE MOUNT,0,0,"49.44000","0","1","-","Active","Logic Element","LOGIC NOT","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/8151307x_81517x06.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81513075.JPG,966-1244-ND,81513075,Crouzet,SUB-BASE END DIN RAIL,0,0,"49.49000","0","1","-","Active","Sub-Base, End","-","-","30 ~ 116PSI (2 ~ 8 bar)","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Control Valve","DIN Rail","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,-,81519080-ND,81519080,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"49.80000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Rotatable Connector, Supply Voltage 24VAC"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81921806.JPG,966-1321-ND,81921806,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,1,0,"51.87000","0","1","-","Active","Position Detector","3/2 Normally Closed","Lever, Roller","1 ~ 116PSI (0.1 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Threaded M5","-","Chassis Mount","Connectable Exhaust, Operating Force 18N"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,-,81921719-ND,81921719,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"51.87000","0","1","-","Active","Position Detector","3/2 Normally Closed","Roller Plunger","1 ~ 116PSI (0.1 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/8151307x_81517x06.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81513076.JPG,966-1245-ND,81513076,Crouzet,SUB-BASE END DIN RAIL,0,0,"53.52000","0","5","-","Active","Sub-Base, End","-","-","30 ~ 116PSI (2 ~ 8 bar)","-","-","Push-In Connection for Tubing 6.00mm Dia","Control Valve","DIN Rail","-"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81551001.jpg,966-1305-ND,81551001,Crouzet,SUB-BASE ROD MOUNT,0,0,"53.62000","0","1","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Sequencer","Rod Mount","-"
http://www.crouzet-USA.com/PDF/Pneumatics/Logic_Components_ATEX.pdf,-,81529026-ND,81529026,Crouzet,FLOW RESTRICT ONE-WAY FREE HANG,0,0,"54.28000","0","1","-","Active","Flow Restrictor, Fixed","One-Way","-","15 ~ 116PSI (1 ~ 8 bar)","0.010"" (0.25mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Free Hanging (In-Line)","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519378.jpg,966-1268-ND,81519380,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"54.54000","0","5","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 24VAC"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81552601.JPG,966-1147-ND,81552601,Crouzet,SUB-BASE DIN RAIL,0,0,"54.68000","0","1","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Sequencer","DIN Rail","Pressure Indicator, Rotatable Connector"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519680.jpg,966-1272-ND,81519680,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"55.15000","0","3","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 24VAC"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,-,81519381-ND,81519381,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"56.87000","0","5","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 48VAC"
-,-,81551004-ND,81551004,Crouzet,SUB-BASE ROD MOUNT,0,0,"56.98800","0","15","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Sequencer","Rod Mount","-"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81549510.JPG,966-1303-ND,81549510,Crouzet,SOLENOID VALVE 3/2 NC CHASSIS MT,0,0,"57.21000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.032"" (0.80mm)","Air, Inert Gas, Liquid","Threaded M5","-","Chassis Mount","Manual Override, Supply Voltage 24VDC"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/Logic_Elements.pdf,-,81504035-ND,81504035,Crouzet,SENSOR LOGIC NOT SUB-BASE MOUNT,0,0,"57.21000","0","5","-","Active","Sensor, Pressure Decay","LOGIC NOT","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
-,-,81551104-ND,81551104,Crouzet,SUB-BASE DIN RAIL,0,0,"57.86800","0","10","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Sequencer","DIN Rail","Pressure Indicator, Rotatable Connector"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/Low_Force_Position_Detectors.pdf,-,81290006-ND,81290006,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"59.89000","0","1","-","Active","Position Detector","3/2 Normally Closed","Round (Pin Plunger)","44 ~ 116PSI (3 ~ 8 bar)","0.079"" (2.00mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","Operating Force 0.5N"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519378.jpg,966-1267-ND,81519379,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"61.25000","0","5","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 220 ~ 230VAC"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81516100.jpg,966-1258-ND,81516100,Crouzet,CONTROL VALVE 4/2 SUBBASE MNT,0,0,"62.98000","0","5","-","Active","Control Valve, Momentary","4/2","-","30 ~ 116PSI (2 ~ 8 bar)","0.157"" (4.00mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81552605-ND,81552605,Crouzet,SUB-BASE DIN RAIL,0,0,"64.06000","0","1","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Sequencer","DIN Rail","Pressure Indicator, Rotatable Connector"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,-,81519679-ND,81519679,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"64.31000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 220VAC"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/89543101.JPG,966-1546-ND,89543101,Crouzet,CONTROL VALVE 3/2 NO PANEL MOUNT,0,0,"64.42000","0","5","-","Active","Control Valve, Momentary","3/2 Normally Open","-","0 ~ 116PSI (0 ~ 8 bar)","0.079"" (2.00mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Panel Mount","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519732.jpg,966-1144-ND,81519732,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"64.52100","0","10","-","Active","Solenoid Valve","3/2 Normally Closed","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 24VAC"
-,-,81503028-ND,81503028,Crouzet,LOGIC YES ELEMENT SUB-BASE MOUNT,0,0,"65.34000","0","1","-","Active","Logic Element","LOGIC YES","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Pressure Indicator"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81921714.JPG,966-1320-ND,81921714,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"66.31000","0","1","Miniature","Active","Position Detector","3/2 Normally Closed","Lever, Roller","1 ~ 116PSI (0.1 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","Connectable Exhaust, Operating Force 18N"
-,//media.digikey.com/Photos/Crouzet%20Photos/81519832.JPG,966-1277-ND,81519832,Crouzet,SOLENOID VALVE 3/2 NO SUBBASE MT,0,0,"67.71000","0","1","-","Active","Solenoid Valve","3/2 Normally Open","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 220 ~ 230VAC"
-,-,81513101-ND,81513101,Crouzet,CONTROL VALVE 3/2 NC SUB-BASE MT,0,0,"67.95000","0","1","-","Active","Control Valve, Momentary","3/2 Normally Closed","-","44 ~ 116PSI (3 ~ 8 bar)","0.118"" (3.00mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81921718-ND,81921718,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"68.25000","0","1","-","Active","Position Detector","3/2 Normally Closed","Lever, Roller","1 ~ 116PSI (0.1 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","Connectable Exhaust"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,-,89543005-ND,89543005,Crouzet,CONTROL VALVE 3/2 NO PANEL MOUNT,0,0,"68.60000","0","5","-","Active","Control Valve, Momentary","3/2 Normally Open","-","0 ~ 116PSI (0 ~ 8 bar)","0.079"" (2.00mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Panel Mount","-"
-,-,81519334-ND,81519334,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"68.68000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Supply Voltage 12VDC"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81513510.JPG,966-1247-ND,81513510,Crouzet,SWITCH PRES OPERATED SUB-BASE MT,0,0,"68.92000","0","5","-","Active","Pressure Switch","Pressure Operated","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas, Liquid","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Sub-Base Mount","Manual Override"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/81519x35.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519635.jpg,966-1270-ND,81519635,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"68.95000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Supply Voltage 24VDC"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/81519x35.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519035.jpg,966-1143-ND,81519035,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"69.01000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Supply Voltage 24VDC"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,-,81921717-ND,81921717,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"69.19000","0","1","-","Active","Position Detector","3/2 Normally Closed","Lever, Roller","1 ~ 116PSI (0.1 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","Connectable Exhaust"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/Low_Force_Position_Detectors.pdf,-,81290506-ND,81290506,Crouzet,POSITION DETECT 3/2 NO CHAS MNT,0,0,"69.40000","0","1","-","Active","Position Detector","3/2 Normally Open","Round (Pin Plunger)","44 ~ 116PSI (3 ~ 8 bar)","0.079"" (2.00mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","Operating Force 0.5N"
-,-,81516208-ND,81516208,Crouzet,CONTROL VALVE 4/2 SUBBASE MNT,0,0,"69.56000","0","1","-","Active","Control Valve, Momentary","4/2","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","-"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/Man-Machine-interface-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81735512.JPG,966-1074-ND,81735512,Crouzet,CONTROL VALVE 3/2 NC ROD MOUNT,0,0,"69.67000","0","1","-","Active","Control Valve, Momentary","3/2 Normally Closed","Pushbutton","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Rod Mount","Operating Force 8 ~ 18N"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/Sequencer_sub-bases.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81552102.jpg,966-1309-ND,81552102,Crouzet,SUB-BASE END DIN RAIL,0,0,"72.75000","0","5","-","Active","Sub-Base, End","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Sequencer","DIN Rail","Pressure Indicator, Rotatable Connector"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81513522.JPG,966-1249-ND,81513522,Crouzet,SWITCH VACUUM OPERATED DIN RAIL,0,0,"73.07000","0","1","-","Active","Vacuum Switch","Vacuum Operated","-","-4 ~ -12PSI (-0.3 ~ -0.8 bar)","-","Air, Inert Gas, Liquid","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","DIN Rail","Electrical Output"
-,-,81735535-ND,81735535,Crouzet,SPECIAL MAN MICROVLV,0,0,"73.07000","0","5","-","Active","-","-","-","-","-","-","-","-","-","-"
-,-,81552105-ND,81552105,Crouzet,SUB-BASE END DIN RAIL,0,0,"73.22000","0","1","-","Active","Sub-Base, End","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Sequencer","DIN Rail","Pressure Indicator, Rotatable Connector"
-,-,81545013-ND,81545013,Crouzet,VAC GEN PRES OPERATED FREE HANG,0,0,"74.05000","0","1","-","Active","Vacuum Generator","Pressure Operated","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 6.00mm Dia","-","Free Hanging (In-Line)","-"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,-,89543201-ND,89543201,Crouzet,CONTROL VALVE 3/2 NO PANEL MOUNT,0,0,"74.60000","0","1","-","Active","Control Valve, Momentary","3/2 Normally Open","-","0 ~ 116PSI (0 ~ 8 bar)","0.079"" (2.00mm)","Air, Inert Gas","Threaded 1/8"" BSP","-","Panel Mount","-"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,//media.digikey.com/Photos/Crouzet%20Photos/89543501.JPG,966-1548-ND,89543501,Crouzet,CONTROL VALVE 3/2 NO PANEL MOUNT,0,0,"75.12400","0","10","-","Active","Control Valve, Momentary","3/2 Normally Open","-","0 ~ 116PSI (0 ~ 8 bar)","0.079"" (2.00mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Panel Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/8151307x_81517x06.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81517106.JPG,966-1260-ND,81517106,Crouzet,SUB-BASE DIN RAIL,0,0,"76.13000","0","1","-","Active","Sub-Base","-","-","30 ~ 116PSI (2 ~ 8 bar)","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Control Valve","DIN Rail","-"
-,-,81516107-ND,81516107,Crouzet,CONTROL VALVE 4/2 SUBBASE MNT,0,0,"77.55000","0","1","-","Active","Control Valve, Momentary","4/2","-","51 ~ 116PSI (3.5 ~ 8 bar)","-","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81552002-ND,81552002,Crouzet,SUB-BASE END ROD MOUNT,0,0,"77.85000","0","1","-","Active","Sub-Base, End","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Sequencer","Rod Mount","-"
-,-,81552005-ND,81552005,Crouzet,SUB-BASE END ROD MOUNT,0,0,"78.15000","0","1","-","Active","Sub-Base, End","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Sequencer","Rod Mount","-"
-,//media.digikey.com/Photos/Crouzet%20Photos/81280004.jpg,966-1200-ND,81280004,Crouzet,NO 80 VERS MICROVLV W-B9,0,0,"78.78000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-"
-,-,81509081-ND,81509081,Crouzet,SWITCH PRES OPERATED SUB-BASE MT,0,0,"80.76000","0","1","-","Active","Pressure Switch","Pressure Operated","-","20PSI (1.4 bar)","-","Air, Inert Gas, Liquid","-","-","Sub-Base Mount","-"
-,-,81735539-ND,81735539,Crouzet,SPECIAL MANUAL MICROVLV,0,0,"81.08000","0","5","-","Active","-","-","-","-","-","-","-","-","-","-"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81737501.JPG,966-1318-ND,81737501,Crouzet,POSITION DETECTOR 3/2 NC ROD MNT,0,0,"81.15000","0","1","Microvalve","Active","Position Detector","3/2 Normally Closed","Round (Pin Plunger)","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Rod Mount","Operating Force 15N"
http://cdn.crouzet-control.com.s3.amazonaws.com/assets/library/pneumatics/pneumatic-logic-components.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81526001.JPG,966-1282-ND,81526001,Crouzet,FLOW RESTRICT ONEWAY SUB-BASE MT,0,0,"82.41000","0","1","-","Active","Flow Restrictor, Adjustable","One-Way","-","30 ~ 116PSI (2 ~ 8 bar)","0.067"" (1.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","-"
-,-,81513012-ND,81513012,Crouzet,SUB-BASE END DIN RAIL,0,0,"82.55000","0","5","-","Active","Sub-Base, End","-","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","Threaded 1/8"" BSP","-","DIN Rail","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/8151307x_81517x06.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81517206.JPG,966-1262-ND,81517206,Crouzet,SUB-BASE ROD MOUNT,0,0,"83.06000","0","5","-","Active","Sub-Base","-","-","30 ~ 116PSI (2 ~ 8 bar)","-","-","Push-In Connection for Tubing 6.00mm Dia","Control Valve","Rod Mount","-"
//media.digikey.com/pdf/Data%20Sheets/Crouzet%20PDFs/81513530.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81513530.JPG,966-1252-ND,81513530,Crouzet,SWITCH PRESSURE OPERATED DIN RL,0,0,"83.47000","0","5","-","Active","Pressure Switch","Pressure Operated","-","30 ~ 116PSI (2 ~ 8 bar)","0.098"" (2.50mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","DIN Rail","-"
http://cdn.crouzet-control.com/assets/library/pneumatics/position-detectors.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81505435.JPG,966-1117-ND,81505435,Crouzet,POS DET REL NEG OUT SUBBASE MNT,0,0,"83.64000","0","5","-","Active","Position Detector Relay","Negative Output","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Sub-Base Mount","-"
-,-,81519348-ND,81519348,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"84.22000","0","3","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Supply Voltage 24VDC"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81513527.JPG,966-1251-ND,81513527,Crouzet,SWITCH VACUUM OPERATED SUBBASE,0,0,"84.96000","0","1","-","Active","Vacuum Switch","Vacuum Operated","-","-4 ~ -13PSI (-0.3 ~ -0.9 bar)","-","Air, Inert Gas, Liquid","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Sub-Base Mount","-"
-,-,81519048-ND,81519048,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"85.05000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Supply Voltage 24VDC"
-,-,81542004-ND,81542004,Crouzet,SUB-BASE DIN RAIL,0,0,"85.71000","0","1","-","Active","Sub-Base","-","-","-","-","-","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","Logic Element","DIN Rail","Rotatable Connector"
http://cdn.crouzet-control.com/assets/library/Crouzet-Control_Pneumatics_EN.pdf,//media.digikey.com/photos/Crouzet%20Photos/89543105.jpg,966-1786-ND,89543105,Crouzet,CONTROL VALVE 3/2 NO PANEL MOUNT,0,0,"86.17300","0","10","-","Active","Control Valve, Momentary","3/2 Normally Open","-","0 ~ 116PSI (0 ~ 8 bar)","0.079"" (2.00mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Panel Mount","-"
-,-,81738501-ND,81738501,Crouzet,HVY DUTY RLR PLNGR-1 NC81 VLV,0,0,"86.74000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-"
http://cdn.crouzet-control.com/assets/library/pneumatics/pressure-switches-vacuum.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81513533.jpg,966-1173-ND,81513533,Crouzet,SWITCH PRESSURE OPERATED CHAS MT,1,0,"87.31000","0","1","-","Active","Pressure Switch","Pressure Operated","-","30 ~ 116PSI (2 ~ 8 bar)","-","Air, Inert Gas, Liquid","Threaded 1/8"" BSP","-","Chassis Mount","-"
-,-,81519648-ND,81519648,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"87.45000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","15 ~ 116PSI (1 ~ 8 bar)","0.020"" (0.50mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Supply Voltage 24VDC"
http://innovistasensors.crouzet-control.s3.amazonaws.com/assets/library/pneumatics/electro-pneumatic-valves.pdf,//media.digikey.com/Photos/Crouzet%20Photos/81519774.JPG,966-1273-ND,81519774,Crouzet,SOLENOID VALVE 3/2 NC SUBBASE MT,0,0,"87.86000","0","1","-","Active","Solenoid Valve","3/2 Normally Closed","-","30 ~ 116PSI (2 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","-","-","Sub-Base Mount","Manual Override, Rotatable Connector, Supply Voltage 24VAC"
-,-,81921712-ND,81921712,Crouzet,POSITION DETECT 3/2 NC CHAS MNT,0,0,"89.02000","0","1","Miniature","Active","Position Detector","3/2 Normally Closed","Lever, Roller","1 ~ 116PSI (0.1 ~ 8 bar)","0.106"" (2.70mm)","Air, Inert Gas","Push-In Connection for Tubing 5/32"" (4.00mm) Dia","-","Chassis Mount","Connectable Exhaust, Operating Force 18N"
