Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Coil Type","Voltage - Rated","Current Rating (Amps)","Steps per Revolution","Step Angle","Accuracy","Torque - Holding (oz-in / mNm)","Size / Dimension","NEMA Frame Size","Diameter - Shaft","Length - Shaft and Bearing","Mounting Hole Spacing","Termination Style","Operating Temperature","Coil Resistance","Features"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/23KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/23KM-K743-99V.jpg,P14294-ND,23KM-K743-99V,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"79.46400","0","10","23KM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","3A","200","1.8°","±5%","198.28 / 1400","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-10°C ~ 50°C","1.1 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/29SM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/29SM-K250-99V.jpg,P14308-ND,29SM-K250-99V,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"80.92200","0","10","29SM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","1.6A","200","1.8°","±5%","82.15 / 580","Round - 2.795"" Dia (71.00mm)","-","0.315"" (8.00mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads","-10°C ~ 50°C","2 Ohms","Round Shaft"
-,-,82929001-ND,82929001,Crouzet,MOTOR 829200 - 7 5 48STEP/T GEAR,0,0,"82.41600","0","15","82929","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/29SM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/29SM-K379-99V.jpg,P14310-ND,29SM-K379-99V,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"85.08900","0","10","29SM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","1.9A","200","1.8°","±5%","116.14 / 820","Round - 2.795"" Dia (71.00mm)","-","0.315"" (8.00mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads","-10°C ~ 50°C","1.75 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/29SM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/29SM-K035-99V.jpg,P14312-ND,29SM-K035-99V,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"89.25500","0","10","29SM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","2.2A","200","1.8°","±5%","127.47 / 900","Round - 2.795"" Dia (71.00mm)","-","0.315"" (8.00mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads","-10°C ~ 50°C","1.55 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/29SM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/29SM-K138-00V.jpg,P14313-ND,29SM-K138-00V,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"91.47700","0","10","29SM","Active","Hybrid","Unipolar","24VDC","2.6A","200","1.8°","±5%","169.96 / 1200","Round - 2.795"" Dia (71.00mm)","-","0.315"" (8.00mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads","-10°C ~ 50°C","1.25 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/29SM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/29SM-K138-99V.jpg,P14314-ND,29SM-K138-99V,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"94.25400","0","10","29SM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","2.6A","200","1.8°","±5%","169.96 / 1200","Round - 2.795"" Dia (71.00mm)","-","0.315"" (8.00mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads","-10°C ~ 50°C","1.25 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/29SM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/29SM-K711-99V.JPG,P14316-ND,29SM-K711-99V,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"102.58700","0","10","29SM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","3A","200","1.8°","±5%","205.36 / 1450","Round - 2.795"" Dia (71.00mm)","-","0.315"" (8.00mm)","0.984"" (25.00mm)","1.856"" (47.14mm)","Wire Leads","-10°C ~ 50°C","1 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/34KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/34KM-SERIES.jpg,P14319-ND,34KM-K012-00W,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"129.28333","0","3","34KM","Active","Hybrid","Unipolar","24VDC","3A","200","1.8°","±5%","354.07 / 2500","Square - 3.347"" x 3.347"" (85.00mm x 85.00mm)","34","0.551"" (14.00mm)","1.457"" (37.00mm)","2.740"" (69.60mm)","Wire Leads","-10°C ~ 50°C","1.1 Ohms","Double Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/34KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/34KM-SERIES.jpg,P14318-ND,34KM-K023-99W,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"132.11000","0","3","34KM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","1.9A","200","1.8°","±5%","354.07 / 2500","Square - 3.347"" x 3.347"" (85.00mm x 85.00mm)","34","0.551"" (14.00mm)","1.457"" (37.00mm)","2.740"" (69.60mm)","Wire Leads","-10°C ~ 50°C","2.8 Ohms","Double Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/34KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/34KM-SERIES.jpg,P14320-ND,34KM-K012-99W,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"132.11000","0","3","34KM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","3A","200","1.8°","±5%","354.07 / 2500","Square - 3.347"" x 3.347"" (85.00mm x 85.00mm)","34","0.551"" (14.00mm)","1.457"" (37.00mm)","2.740"" (69.60mm)","Wire Leads","-10°C ~ 50°C","1.1 Ohms","Double Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/34KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/34KM-SERIES.jpg,P14322-ND,34KM-K006-99W,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"132.11000","0","3","34KM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","4.8A","200","1.8°","±5%","354.07 / 2500","Square - 3.347"" x 3.347"" (85.00mm x 85.00mm)","34","0.551"" (14.00mm)","1.457"" (37.00mm)","2.740"" (69.60mm)","Wire Leads","-10°C ~ 50°C","0.45 Ohms","Double Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GS_Series.pdf,-,GS0036-17M001-ND,GS0036-17M001,NMB Technologies Corporation,HYBRID 17 STEP MOTOR 1:3.6 GEARB,0,0,"138.87600","0","5","GS","Active","Hybrid Gear Motor","Unipolar","24VDC","850mA","720","0.5°","-","28.33 / 200","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","4.2 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GS_Series.pdf,-,GS0072-17M001-ND,GS0072-17M001,NMB Technologies Corporation,HYBRID 17 STEP MOTOR 1:7.2 GEARB,0,0,"138.87600","0","5","GS","Active","Hybrid Gear Motor","Unipolar","24VDC","850mA","1440","0.25°","-","56.66 / 400","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","4.2 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GS_Series.pdf,-,GS0090-17M001-ND,GS0090-17M001,NMB Technologies Corporation,HYBRID 17 STEP MOTOR 1:9 GEARBOX,0,0,"143.04200","0","5","GS","Active","Hybrid Gear Motor","Unipolar","24VDC","850mA","1800","0.2°","-","70.82 / 500","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","4.2 Ohms","Flatted Shaft"
-,//media.digikey.com/Photos/Crouzet%20Photos/82914038.jpg,966-1838-ND,82914038,Crouzet,STEPPER MOTOR 4PH 15.5OHM 80:1,1,0,"143.72000","0","1","82914","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GS_Series.pdf,-,GS0100-17M001-ND,GS0100-17M001,NMB Technologies Corporation,HYBRID 17 STEP MOTOR 1:10 GEARBO,0,0,"145.81800","0","5","GS","Active","Hybrid Gear Motor","Unipolar","24VDC","850mA","2000","0.18°","-","79.32 / 560","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","4.2 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GT0xxx-17M000.pdf,-,GT0036-17M000-ND,GT0036-17M000,NMB Technologies Corporation,HYBRID 17 STEP MOTOR LOW BACKLAS,0,0,"145.81800","0","5","GT","Active","Hybrid Gear Motor","Unipolar","24VDC","1A","720","0.5°","-","49.56 / 350","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.236"" (6.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","3.1 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GT0xxx-17M000.pdf,-,GT0072-17M000-ND,GT0072-17M000,NMB Technologies Corporation,HYBRID 17 STEP MOTOR LOW BACKLAS,0,0,"145.81800","0","5","GT","Active","Hybrid Gear Motor","Unipolar","24VDC","1A","1440","0.25°","-","99.1 / 700","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.236"" (6.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","3.1 Ohms","Flatted Shaft"
-,-,80927001-ND,80927001,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00550","0","20","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927002-ND,80927002,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00550","0","20","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927004-ND,80927004,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00550","0","20","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927005-ND,80927005,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00550","0","20","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927008-ND,80927008,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00550","0","20","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927010-ND,80927010,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00550","0","20","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927012-ND,80927012,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00550","0","20","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927013-ND,80927013,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00550","0","20","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927014-ND,80927014,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00550","0","20","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927017-ND,80927017,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00550","0","20","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927019-ND,80927019,Crouzet,STEPPER MOTOR PM GEARED BIPOLAR,0,0,"151.00550","0","20","80927","Active","Permanent Magnet Gear Motor","Bipolar","-","-","-","-","-","708.05 / 5000","Square - 2.559"" x 2.559"" (65.00mm x 65.00mm)","-","0.315"" (8.00mm)","0.764"" (19.40mm)","2.205"" (56.00mm)","Wire Leads","-","-","Flatted Shaft"
-,-,80927003-ND,80927003,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00600","0","10","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927006-ND,80927006,Crouzet,STEPPER MOTOR PM GEARED BIPOLAR,0,0,"151.00600","0","10","80927","Active","Permanent Magnet Gear Motor","Bipolar","-","-","-","-","-","708.05 / 5000","Square - 2.559"" x 2.559"" (65.00mm x 65.00mm)","-","0.315"" (8.00mm)","0.764"" (19.40mm)","2.205"" (56.00mm)","Wire Leads","-","-","-"
-,-,80927007-ND,80927007,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00600","0","10","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927011-ND,80927011,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00600","0","10","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927015-ND,80927015,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00600","0","10","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927016-ND,80927016,Crouzet,MOTOR 82920 GEARBOX RC65 - 48STE,0,0,"151.00600","0","10","80927","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80927020-ND,80927020,Crouzet,STEPPER MOTOR PM GEARED UNIPOLAR,0,0,"151.00600","0","10","80927","Active","Permanent Magnet Gear Motor","Unipolar","-","-","-","-","-","708.05 / 5000","Square - 2.559"" x 2.559"" (65.00mm x 65.00mm)","-","0.315"" (8.00mm)","0.764"" (19.40mm)","2.205"" (56.00mm)","Wire Leads","-","-","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GS_Series.pdf,-,GS0180-17M001-ND,GS0180-17M001,NMB Technologies Corporation,HYBRID 17 STEP MOTOR 1:18 GEARBO,0,0,"152.76200","0","5","GS","Active","Hybrid Gear Motor","Unipolar","24VDC","850mA","3600","0.1°","-","113.30 / 800","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","4.2 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GT0xxx-17M000.pdf,-,GT0100-17M000-ND,GT0100-17M000,NMB Technologies Corporation,HYBRID 17 STEP MOTOR LOW BACKLAS,0,0,"152.76200","0","5","GT","Active","Hybrid Gear Motor","Unipolar","24VDC","1A","2000","0.18°","-","141.63 / 1000","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.236"" (6.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","3.1 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GT0xxx-17M000.pdf,-,GT0200-17M000-ND,GT0200-17M000,NMB Technologies Corporation,HYBRID 17 STEP MOTOR LOW BACKLAS,0,0,"155.54000","0","5","GT","Active","Hybrid Gear Motor","Unipolar","24VDC","1A","4000","0.09°","-","212.44 / 1500","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.236"" (6.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","3.1 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GS_Series.pdf,-,GS0360-17M001-ND,GS0360-17M001,NMB Technologies Corporation,HYBRID 17 STEP MOTOR 1:36 GEARBO,0,0,"159.70600","0","5","GS","Active","Hybrid Gear Motor","Unipolar","24VDC","850mA","7200","0.05°","-","113.30 / 800","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","4.2 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GT0xxx-17M000.pdf,-,GT0300-17M000-ND,GT0300-17M000,NMB Technologies Corporation,HYBRID 17 STEP MOTOR LOW BACKLAS,0,0,"159.70600","0","5","GT","Active","Hybrid Gear Motor","Unipolar","24VDC","1A","6000","0.06°","-","212.44 / 1500","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.236"" (6.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","3.1 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/Stepping_Motor_with_Gearbox_Catalog.pdf,-,PG15S-K20-HHF0-ND,PG15S-K20-HHF0,NMB Technologies Corporation,15MM DIAMETER PM STEP MOTOR 1:64,0,0,"166.65000","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/Stepping_Motor_with_Gearbox_Catalog.pdf,-,PG20L-K20-HHF1-ND,PG20L-K20-HHF1,NMB Technologies Corporation,20MM DIAMETER PM STEP MOTOR W1:6,0,0,"166.65000","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/Stepping_Motor_with_Gearbox_Catalog.pdf,-,PG25L-K24-HHF2-ND,PG25L-K24-HHF2,NMB Technologies Corporation,25MM DIAMETER PM STEP MOTOR 1:64,0,0,"166.65000","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GS_Series.pdf,-,GS0500-17M001-ND,GS0500-17M001,NMB Technologies Corporation,HYBRID 17 STEP MOTOR 1:50 GEARBO,0,0,"166.65000","0","5","GS","Active","Hybrid Gear Motor","Unipolar","24VDC","850mA","10000","0.036°","-","113.30 / 800","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","4.2 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GS_Series.pdf,-,GS1000-17M001-ND,GS1000-17M001,NMB Technologies Corporation,HYBRID 17 STEP MOTOR 1:100 GEARB,0,0,"173.59400","0","5","GS","Active","Hybrid Gear Motor","Unipolar","24VDC","850mA","20000","0.018°","-","113.30 / 800","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.787"" (20.00mm)","1.220"" (31.00mm)","Wire Leads","-10°C ~ 50°C","4.2 Ohms","Flatted Shaft"
-,-,0636000842-ND,0636000842,Molex,STEPPER MOTOR,0,0,"175.77000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/34KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/34KM-SERIES.jpg,P14325-ND,34KM-K112-00W,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,1,0,"176.79000","0","1","34KM","Active","Hybrid","Unipolar","24VDC","3A","200","1.8°","±5%","679.82 / 4800","Square - 3.347"" x 3.347"" (85.00mm x 85.00mm)","34","0.551"" (14.00mm)","1.457"" (37.00mm)","2.740"" (69.60mm)","Wire Leads","-10°C ~ 50°C","1.5 Ohms","Double Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/34KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/34KM-SERIES.jpg,P14327-ND,34KM-K106-00W,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"176.79333","0","3","34KM","Active","Hybrid","Unipolar","24VDC","4.8A","200","1.8°","±5%","679.82 / 4800","Square - 3.347"" x 3.347"" (85.00mm x 85.00mm)","34","0.551"" (14.00mm)","1.457"" (37.00mm)","2.740"" (69.60mm)","Wire Leads","-10°C ~ 50°C","0.65 Ohms","Double Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/34KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/34KM-SERIES.jpg,P14326-ND,34KM-K112-99W,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"179.62000","0","3","34KM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","3A","200","1.8°","±5%","679.82 / 4800","Square - 3.347"" x 3.347"" (85.00mm x 85.00mm)","34","0.551"" (14.00mm)","1.457"" (37.00mm)","2.740"" (69.60mm)","Wire Leads","-10°C ~ 50°C","1.5 Ohms","Double Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/34KM-K.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/34KM-K106-99W.jpg,P14328-ND,34KM-K106-99W,NMB Technologies Corporation,STEP MOTOR HYBRID DUAL SHAFT 24V,0,0,"179.62000","0","3","34KM","Active","Hybrid, Dual Shaft","Unipolar","24VDC","4.8A","200","1.8°","±5%","679.82 / 4800","Square - 3.347"" x 3.347"" (85.00mm x 85.00mm)","34","0.551"" (14.00mm)","1.457"" (37.00mm)","2.740"" (69.60mm)","Wire Leads","-10°C ~ 50°C","0.65 Ohms","Double Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GT_Series.pdf,-,GT0036-23M201-ND,GT0036-23M201,NMB Technologies Corporation,HYBRID 23 STEP MOTOR LOW BACKLAS,0,0,"187.48200","0","5","GT","Active","Hybrid Gear Motor","Unipolar","24VDC","900mA","720","0.5°","-","177.04 / 1250","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","1.260"" (32.00mm)","1.949"" (49.50mm)","Wire Leads","-10°C ~ 50°C","5.8 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GT_Series.pdf,-,GT0072-23M201-ND,GT0072-23M201,NMB Technologies Corporation,HYBRID 23 STEP MOTOR LOW BACKLAS,0,0,"194.42600","0","5","GT","Active","Hybrid Gear Motor","Unipolar","24VDC","900mA","1440","0.25°","-","354.07 / 2500","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","1.260"" (32.00mm)","1.949"" (49.50mm)","Wire Leads","-10°C ~ 50°C","5.8 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GT_Series.pdf,-,GT0100-23M201-ND,GT0100-23M201,NMB Technologies Corporation,HYBRID 23 STEP MOTOR LOW BACKLAS,0,0,"201.36800","0","5","GT","Active","Hybrid Gear Motor","Unipolar","24VDC","900mA","2000","0.18°","-","424.93 / 3000","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","1.260"" (32.00mm)","1.949"" (49.50mm)","Wire Leads","-10°C ~ 50°C","5.8 Ohms","Flatted Shaft"
-,-,80947002-ND,80947002,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"204.07167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947005-ND,80947005,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"204.07167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947011-ND,80947011,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"204.07167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947012-ND,80947012,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"204.07167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947013-ND,80947013,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"204.07167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947014-ND,80947014,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"204.07167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947015-ND,80947015,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"204.07167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947016-ND,80947016,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"204.07167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GT_Series.pdf,-,GT0200-23M201-ND,GT0200-23M201,NMB Technologies Corporation,HYBRID 23 STEP MOTOR LOW BACKLAS,0,0,"208.31200","0","5","GT","Active","Hybrid Gear Motor","Unipolar","24VDC","900mA","4000","0.09°","-","495.75 / 3500","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","1.260"" (32.00mm)","1.949"" (49.50mm)","Wire Leads","-10°C ~ 50°C","5.8 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/GT_Series.pdf,-,GT0300-23M201-ND,GT0300-23M201,NMB Technologies Corporation,HYBRID 23 STEP MOTOR LOW BACKLAS,0,0,"215.25600","0","5","GT","Active","Hybrid Gear Motor","Unipolar","24VDC","900mA","6000","0.06°","-","566.57 / 4000","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.315"" (8.00mm)","1.260"" (32.00mm)","1.949"" (49.50mm)","Wire Leads","-10°C ~ 50°C","5.8 Ohms","Flatted Shaft"
-,-,80947001-ND,80947001,Crouzet,STEPPER MOTOR PM GEARED BIPOLAR,0,0,"224.05167","0","6","80947","Active","Permanent Magnet Gear Motor","Bipolar","-","-","-","-","-","708.05 / 5000","Square - 2.559"" x 2.559"" (65.00mm x 65.00mm)","-","0.315"" (8.00mm)","0.764"" (19.40mm)","2.205"" (56.00mm)","Wire Leads","-","-","Flatted Shaft"
-,-,80947003-ND,80947003,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"224.05167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
