Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Technology","Number of Channels","Voltage - Isolation","Common Mode Transient Immunity (Min)","Propagation Delay tpLH / tpHL (Max)","Pulse Width Distortion (Max)","Rise / Fall Time (Typ)","Current - Output High, Low","Current - Peak Output","Voltage - Forward (Vf) (Typ)","Current - DC Forward (If) (Max)","Voltage - Output Supply","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package","Approvals"
http://www.onsemi.com/pub/Collateral/FOD3120-D.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/261;-MKT-N08L;-TS;-8.jpg,FOD3120TSR2VTR-ND,FOD3120TSR2V,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,1400,0,"1.42560","0","700","Tape & Reel (TR)","-","Active","Optical Coupling","1","5000Vrms","35kV/µs","400ns, 400ns","100ns","60ns, 60ns","2A, 2A","3A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","IEC, UL"
http://www.onsemi.com/pub/Collateral/FOD3120-D.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/261;-MKT-N08L;-TS;-8.jpg,FOD3120TSR2VCT-ND,FOD3120TSR2V,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,1400,0,"3.43000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","5000Vrms","35kV/µs","400ns, 400ns","100ns","60ns, 60ns","2A, 2A","3A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","IEC, UL"
http://www.onsemi.com/pub/Collateral/FOD3120-D.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/261;-MKT-N08L;-TS;-8.jpg,FOD3120TSR2VDKR-ND,FOD3120TSR2V,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 8SMD,1400,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","5000Vrms","35kV/µs","400ns, 400ns","100ns","60ns, 60ns","2A, 2A","3A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SMD, Gull Wing","8-SMD","IEC, UL"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,336-5205-2-ND,SI8261ABC-C-IPR,Silicon Labs,DGTL ISO 3.75KV GATE DRVR 8DIPGW,1000,0,"1.43510","0","500","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","3750Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","400mA, 600mA","600mA","2.8V (Max)","30mA","9.4V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,336-5205-1-ND,SI8261ABC-C-IPR,Silicon Labs,DGTL ISO 3.75KV GATE DRVR 8DIPGW,1495,0,"1.55000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","3750Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","400mA, 600mA","600mA","2.8V (Max)","30mA","9.4V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,336-5205-6-ND,SI8261ABC-C-IPR,Silicon Labs,DGTL ISO 3.75KV GATE DRVR 8DIPGW,1495,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Capacitive Coupling","1","3750Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","400mA, 600mA","600mA","2.8V (Max)","30mA","9.4V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CQC, CSA, UR, VDE"
http://www.vishay.com/docs/81808/vo3150a.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-DIP.jpg,VO3150A-ND,VO3150A,Vishay Semiconductor Opto Division,OPTOISO 5.3KV GATE DRIVER 8DIP,1760,0,"1.53000","0","1","Tube","-","Active","Optical Coupling","1","5300Vrms","25kV/µs","400ns, 400ns","200ns","100ns, 100ns","500mA, 500mA","500mA","1.3V","25mA","15V ~ 32V","-40°C ~ 110°C","Through Hole","8-DIP (0.300"", 7.62mm)","8-DIP","cUR, UR"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-4117-2-ND,ACPL-K342-560E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 8SO,2000,0,"1.53136","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","5000Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, IEC/EN/DIN, UR"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-4117-1-ND,ACPL-K342-560E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 8SO,2096,0,"3.80000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","5000Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, IEC/EN/DIN, UR"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-4117-6-ND,ACPL-K342-560E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 8SO,2096,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","5000Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, IEC/EN/DIN, UR"
https://www.silabs.com/Support%20Documents/TechnicalDocs/Si8220-21.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-SOIC.jpg,336-4676-ND,SI8220CB-D-IS,Silicon Labs,DGTL ISO 2.5KV GATE DRIVER 8SOIC,611,0,"1.57000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","1","2500Vrms","30kV/µs (Typ)","60ns, 40ns","-","20ns, 20ns (Max)","1.5A, 2.5A","2.5A","2.5V (Max)","30mA","12.2V ~ 24V","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC","CQC, CSA, UR, VDE"
https://docs.broadcom.com/docs/AV02-0821EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-4022-2-ND,ACPL-K312-500E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 8SO,2000,0,"1.57166","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","5000Vrms","15kV/µs","500ns, 500ns","300ns","50ns, 50ns","2A, 2A","2.5A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, UR"
https://docs.broadcom.com/docs/AV02-0821EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-4022-1-ND,ACPL-K312-500E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 8SO,2970,0,"3.90000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","5000Vrms","15kV/µs","500ns, 500ns","300ns","50ns, 50ns","2A, 2A","2.5A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, UR"
https://docs.broadcom.com/docs/AV02-0821EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-4022-6-ND,ACPL-K312-500E,Broadcom Limited,OPTOISO 5KV 1CH GATE DRIVER 8SO,2970,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","5000Vrms","15kV/µs","500ns, 500ns","300ns","50ns, 50ns","2A, 2A","2.5A","1.5V","25mA","15V ~ 30V","-40°C ~ 100°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, UR"
https://docs.broadcom.com/docs/AV02-4079EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-4140-2-ND,ACPL-P345-500E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 6SO,2000,0,"1.57569","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","3750Vrms","50kV/µs","120ns, 120ns","50ns","8ns, 8ns","800mA, 800mA","1A","1.55V","25mA","10V ~ 20V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO Stretched","CSA, UR"
https://docs.broadcom.com/docs/AV02-4079EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-4140-1-ND,ACPL-P345-500E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 6SO,2928,0,"3.91000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","3750Vrms","50kV/µs","120ns, 120ns","50ns","8ns, 8ns","800mA, 800mA","1A","1.55V","25mA","10V ~ 20V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO Stretched","CSA, UR"
https://docs.broadcom.com/docs/AV02-4079EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-4140-6-ND,ACPL-P345-500E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 6SO,2928,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","3750Vrms","50kV/µs","120ns, 120ns","50ns","8ns, 8ns","800mA, 800mA","1A","1.55V","25mA","10V ~ 20V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO Stretched","CSA, UR"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-4262-2-ND,ACPL-H342-500E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 8SO,2000,0,"1.57569","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","3750Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, UR"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-4262-1-ND,ACPL-H342-500E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 8SO,2950,0,"3.91000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","3750Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, UR"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-4262-6-ND,ACPL-H342-500E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 8SO,2950,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","3750Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, UR"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,336-4772-2-ND,SI8261BCC-C-IPR,Silicon Labs,DGTL ISO 3.75KV GATE DRVR 8DIPGW,1000,0,"1.58200","0","500","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","3750Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","13.5V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,336-4772-1-ND,SI8261BCC-C-IPR,Silicon Labs,DGTL ISO 3.75KV GATE DRVR 8DIPGW,1107,0,"3.94000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","3750Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","13.5V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,336-4772-6-ND,SI8261BCC-C-IPR,Silicon Labs,DGTL ISO 3.75KV GATE DRVR 8DIPGW,1107,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Capacitive Coupling","1","3750Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","13.5V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,336-4492-2-ND,SI8261BBC-C-IPR,Silicon Labs,DGTL ISO 3.75KV GATE DRVR 8DIPGW,500,0,"1.58200","0","500","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","3750Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","9.4V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,336-4492-1-ND,SI8261BBC-C-IPR,Silicon Labs,DGTL ISO 3.75KV GATE DRVR 8DIPGW,967,0,"1.71000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","3750Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","9.4V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/8-SMD.jpg,336-4492-6-ND,SI8261BBC-C-IPR,Silicon Labs,DGTL ISO 3.75KV GATE DRVR 8DIPGW,967,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Capacitive Coupling","1","3750Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","9.4V ~ 30V","-40°C ~ 125°C","Surface Mount","8-SMD, Gull Wing","8-DIP Gull Wing","CQC, CSA, UR, VDE"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-3949-2-ND,ACPL-H342-560E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 8SO,3000,0,"1.60659","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","3750Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, IEC/EN/DIN, UR"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-3949-1-ND,ACPL-H342-560E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 8SO,3000,0,"3.98000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","3750Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, IEC/EN/DIN, UR"
https://docs.broadcom.com/docs/AV02-2526EN,//media.digikey.com/Photos/Broadcom/516;8-SO-Stretched-6.8;;8.jpg,516-3949-6-ND,ACPL-H342-560E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 8SO,3000,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","3750Vrms","25kV/µs","350ns, 250ns","-","22ns, 18ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","8-SOIC (0.268"", 6.81mm Width)","8-SO","CSA, IEC/EN/DIN, UR"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/336;6SDIP-GW-7.5;M;6.JPG,336-4919-2-ND,SI8261BCD-C-ISR,Silicon Labs,DGTL ISO 5KV 1CH GATE DRVR 6SDIP,1000,0,"1.65000","0","1000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","13.5V ~ 30V","-40°C ~ 125°C","Surface Mount","6-SOIC (0.295"", 7.50mm Width)","6-SDIP Gull Wing","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/336;6SDIP-GW-7.5;M;6.JPG,336-4919-1-ND,SI8261BCD-C-ISR,Silicon Labs,DGTL ISO 5KV 1CH GATE DRVR 6SDIP,1063,0,"3.19000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","13.5V ~ 30V","-40°C ~ 125°C","Surface Mount","6-SOIC (0.295"", 7.50mm Width)","6-SDIP Gull Wing","CQC, CSA, UR, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/336;6SDIP-GW-7.5;M;6.JPG,336-4919-6-ND,SI8261BCD-C-ISR,Silicon Labs,DGTL ISO 5KV 1CH GATE DRVR 6SDIP,1063,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","500mA, 1.2A","4A","2.8V (Max)","30mA","13.5V ~ 30V","-40°C ~ 125°C","Surface Mount","6-SOIC (0.295"", 7.50mm Width)","6-SDIP Gull Wing","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/si8285-86-data-sheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-5057-ND,SI8286BC-IS,Silicon Labs,DGTL ISO 3.75KV 1CH GATE DRVR,176,0,"1.72000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","50ns, 50ns","5ns","5.5ns, 8.5ns","2.5A, 3A","4A","-","-","9.5V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UL, VDE"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/Si826x_Rev2015.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/336;6SDIP-GW-7.5;M;6.JPG,SI8261ABD-C-IS-ND,SI8261ABD-C-IS,Silicon Labs,DGTL ISO 5KV 1CH GATE DRVR 6SDIP,102,0,"1.77000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","60ns, 50ns","28ns","5.5ns, 8.5ns","400mA, 600mA","600mA","2.8V (Max)","30mA","9.4V ~ 30V","-40°C ~ 125°C","Surface Mount","6-SOIC (0.295"", 7.50mm Width)","6-SDIP Gull Wing","CQC, CSA, UR, VDE"
https://www.silabs.com/documents/public/data-sheets/Si823x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-4693-ND,SI8237AB-D-IS1,Silicon Labs,DGTL ISO 2.5KV GATE DRVR 16SOIC,199,0,"1.79000","0","1","Tube","Automotive, AEC-Q100","Active","Capacitive Coupling","2","2500Vrms","20kV/µs","60ns, 60ns","5.6ns","20ns, 20ns (Max)","250mA, 500mA","500mA","-","-","6.5V ~ 24V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","CQC, CSA, UR, VDE"
https://docs.broadcom.com/docs/AV02-4747EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-4141-2-ND,ACPL-P349-560E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 6SO,1000,0,"1.91555","0","1000","Tape & Reel (TR)","-","Active","Optical Coupling","1","3750Vrms","50kV/µs","110ns, 110ns","40ns","8ns, 8ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO","CSA, IEC/EN/DIN, UR"
https://docs.broadcom.com/docs/AV02-4747EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-4141-1-ND,ACPL-P349-560E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 6SO,1647,0,"4.75000","0","1","Cut Tape (CT)","-","Active","Optical Coupling","1","3750Vrms","50kV/µs","110ns, 110ns","40ns","8ns, 8ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO","CSA, IEC/EN/DIN, UR"
https://docs.broadcom.com/docs/AV02-4747EN,//media.digikey.com/Photos/Avago%20Tech%20Photos/ACPL-P480-000E.jpg,516-4141-6-ND,ACPL-P349-560E,Broadcom Limited,OPTOISO 3.75KV 1CH GATE DRVR 6SO,1647,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Optical Coupling","1","3750Vrms","50kV/µs","110ns, 110ns","40ns","8ns, 8ns","2A, 2A","2.5A","1.55V","25mA","15V ~ 30V","-40°C ~ 105°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SO","CSA, IEC/EN/DIN, UR"
https://www.silabs.com/documents/public/data-sheets/si8285-86-data-sheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-5054-2-ND,SI8285BC-ISR,Silicon Labs,DGTL ISO 3.75KV 1CH GATE DRVR,1250,0,"1.95490","0","1250","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","50ns, 50ns","5ns","5.5ns, 8.5ns","2.5A, 3A","4A","-","-","9.5V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UL, VDE"
https://www.silabs.com/documents/public/data-sheets/si8285-86-data-sheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-5054-1-ND,SI8285BC-ISR,Silicon Labs,DGTL ISO 3.75KV 1CH GATE DRVR,1250,0,"2.15000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","50ns, 50ns","5ns","5.5ns, 8.5ns","2.5A, 3A","4A","-","-","9.5V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UL, VDE"
https://www.silabs.com/documents/public/data-sheets/si8285-86-data-sheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_336;-16SOIC-7.5;-S;-16.jpg,336-5054-6-ND,SI8285BC-ISR,Silicon Labs,DGTL ISO 3.75KV 1CH GATE DRVR,1250,0,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Capacitive Coupling","1","5000Vrms","35kV/µs","50ns, 50ns","5ns","5.5ns, 8.5ns","2.5A, 3A","4A","-","-","9.5V ~ 30V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","CQC, CSA, UL, VDE"
http://www.onsemi.com/pub/Collateral/FOD8314-D.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/261;-6SOIC-6.81;-T;-6.jpg,FOD8314OS-ND,FOD8314,ON Semiconductor,OPTOISO 5KV 1CH GATE DRIVER 6SOP,1978,0,"2.03000","0","1","Tube","-","Active","Optical Coupling","1","5000Vrms","20kV/µs","500ns, 500ns","300ns","60ns, 40ns","1A, 1A","1.5A","1.5V","25mA","16V ~ 30V","-40°C ~ 100°C","Surface Mount","6-SOIC (0.268"", 6.80mm Width)","6-SOP","UL"
http://www.vishay.com/docs/84921/vod3120ab.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/751;8DIP-10.16;;8.jpg,VOD3120AG-ND,VOD3120AG,Vishay Semiconductor Opto Division,OPTOISO IGBT MOSFET DRIVER 2.5A,2000,0,"2.05000","0","1","-","-","Active","Optical Coupling","1","5300Vrms","35kV/µs","500ns, 500ns","70ns","35ns, 35ns","2.5A","2.5A","1.37V","20mA","15V ~ 30V","-40°C ~ 105°C","Through Hole","8-DIP (0.400"", 10.16mm)","8-DIP","CQC, cUL, UL, VDE"
