Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Style","Technology","Frequency","Memory Type","Writable Memory","Standards","Operating Temperature","Size / Dimension"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/V600_Series.pdf,-,V600-D8KR11-ND,V600-D8KR11,Omron Automation and Safety,RFID TAG R/W ENCAP,0,0,"344.66000","0","1","V600","Active","Encapsulated","Active","-","Read/Write","8kB (User)","-","-25°C ~ 70°C","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/V600_Series.pdf,-,V600-D8KR04-ND,V600-D8KR04,Omron Automation and Safety,RFID TAG R/W ENCAP,0,69,"359.64000","0","1","-","Active","Encapsulated","Passive","-","Read/Write","8kB (User)","-","-25°C ~ 70°C","86.00mm x 54.00mm x 20.00mm"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/V600_Series.pdf,-,V600-D8KR13-ND,V600-D8KR13,Omron Automation and Safety,RFID TAG R/W ENCAP,0,0,"359.64000","0","1","-","Active","Encapsulated","Passive","-","Read/Write","8kB (User)","-","-25°C ~ 70°C","86.00mm x 54.00mm x 10.30mm"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/V600_Series.pdf,-,V600-D8KF04-ND,V600-D8KF04,Omron Automation and Safety,RFID TAG R/W ENCAP,0,0,"605.88000","0","1","-","Active","Encapsulated","Passive","-","Read/Write","8kB (User)","-","-25°C ~ 70°C","86.00mm x 54.00mm x 20.00mm"
-,-,20926410602-ND,20926410602,HARTING,RFID TAG RW 860-960MZ ENCAP 50PC,0,0,"659.50000","0","1","-","Active","Encapsulated","Passive","860MHz ~ 960MHz","Read/Write","512b (EPC)","EPC","-50°C ~ 85°C","30.00mm x 26.00mm x 5.00mm"
-,-,20926410502-ND,20926410502,HARTING,RFID TAG RW 860-960MZ INLAY 50PC,0,0,"802.72000","0","1","-","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","512b (EPC)","EPC","-40°C ~ 85°C","108.00mm x 27.00mm x 2.40mm"
-,-,20926410402-ND,20926410402,HARTING,RFID TAG RW 860-960MZ INLAY 50PC,0,0,"869.35000","0","1","-","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","512b (EPC)","EPC","-40°C ~ 85°C","108.00mm x 48.00mm x 2.40mm"
-,-,20926410302-ND,20926410302,HARTING,RFID TAG RW 860-960MZ INLAY 50PC,0,0,"962.95000","0","1","-","Active","Inlay","Passive","860MHz ~ 960MHz","Read/Write","512b (EPC)","EPC","-40°C ~ 85°C","165.00mm x 51.00mm x 2.00mm"
https://www.nxp.com/docs/en/data-sheet/058031.pdf,-,"SL2ICS2001DW/V1D,3-ND","SL2ICS2001DW/V1D,3",NXP USA Inc.,RFID TAG R/W 13.56MHZ INLAY,0,0,"0.10746","0","64000","-","Active","Inlay","Passive","13.56MHz","Read/Write","1kB (User)","ISO 15693","-","-"
https://www.nxp.com/docs/en/data-sheet/HTMS1X01_8X01.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,"HTMS8101FTB/AF,115-ND","HTMS8101FTB/AF,115",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.16254","0","5000","HITAG® µ","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","1.76kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
https://www.nxp.com/docs/en/data-sheet/HTMS1X01_8X01.pdf,"//media.digikey.com/Photos/NXP%20Semi%20Photos/HTSH5601ETK,118.JPG","HTMS8101FTK/AF,115-ND","HTMS8101FTK/AF,115",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.18480","0","3000","HITAG® µ","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","1.76kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
https://www.nxp.com/docs/en/data-sheet/HTMS1X01_8X01.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT1122;-;-3.jpg,"HTMS8201FTB/AF,115-ND","HTMS8201FTB/AF,115",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.52273","0","5000","HITAG® µ","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","1.76kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
https://www.nxp.com/docs/en/data-sheet/HTMS1X01_8X01.pdf,"//media.digikey.com/Photos/NXP%20Semi%20Photos/HTSH5601ETK,118.JPG","HTMS8201FTK/AF,115-ND","HTMS8201FTK/AF,115",NXP USA Inc.,RFID TAG R/W 100-150KHZ ENCAP,0,0,"0.56379","0","3000","HITAG™","Active","Encapsulated","Passive","100kHz ~ 150kHz","Read/Write","1.76kb (User)","ISO 11784, ISO 11785","-","3.00mm x 2.00mm x 0.85mm"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_113990013.jpg,113990013-ND,113990013,"Seeed Technology Co., Ltd",RFID TAG R/W 13.56MHZ CARD,0,0,"2.04000","0","17","-","Active","Card","Passive","13.56MHz","Read/Write","8kB (User)","-","-10°C ~ 50°C","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/113990012_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_113990012.jpg,113990012-ND,113990012,"Seeed Technology Co., Ltd",RFID TAG R/W 13.56MHZ KEY FOB,0,0,"2.04000","0","20","-","Active","Key Fob","-","13.56MHz","Read/Write","1kB (User)","-","-30°C ~ 75°C","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/363_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_363.jpg,1528-1133-ND,363,Adafruit Industries LLC,RFID TAG R/W 13.56MHZ KEY FOB,0,0,"2.50000","0","1","-","Active","Key Fob","Passive","13.56MHz","Read/Write","1kB (User)","-","-","-"
-,-,110990035-ND,110990035,"Seeed Technology Co., Ltd",RFID TAG 125KHZ KEY FOB 5PCS,0,0,"2.55000","0","14","-","Active","Key Fob","-","125kHz","-","-","-","-","-"
-,-,"PCF7935AA/C0A,122-ND","PCF7935AA/C0A,122",NXP USA Inc.,RFID TAG R/W 125KHZ PLLMC,0,0,"2.60773","0","5000","-","Active","-","-","125kHz","Read/Write","-","-","-","-"
-,-,PCF7939MA/LABC08SP-ND,PCF7939MA/LABC08SP,NXP USA Inc.,IC TRANSPONDER PLLMC,0,0,"2.64577","0","5000","*","Active","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/4043_Web.pdf,-,1528-2830-ND,4043,Adafruit Industries LLC,RFID TAG R/W 13.56MHZ,0,0,"3.95000","0","1","-","Active","Wristband","Passive","13.56MHz","Read/Write","144B (User)","ISO 14443, NFC","-25°C ~ 70°C","-"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/TK5530.pdf,//media.digikey.com/photos/Atmel%20Photos/TK5530HM-232-PP.jpg,TK5530HM-232-PP-ND,TK5530HM-232-PP,Microchip Technology,RFID TAG R/W 125KHZ ENCAP,0,0,"Obsolete","0","1000","TK5530","Obsolete","Encapsulated","Passive","125kHz","Read/Write","128b (User)","-","-40°C ~ 85°C","12.10mm x 5.90mm x 3.00mm"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/TK5551.pdf,//media.digikey.com/photos/Atmel%20Photos/TK5551M-PP.jpg,TK5551M-PP-ND,TK5551M-PP,Microchip Technology,RFID TAG R/W 125KHZ ENCAP,0,0,"Obsolete","0","1000","TK5551","Obsolete","Encapsulated","Passive","125kHz","Read/Write","224b (User)","-","-40°C ~ 85°C","12.10mm x 5.90mm x 3.00mm"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/TK5552.pdf,-,TK5552A-PP-ND,TK5552A-PP,Microchip Technology,RFID TAG R/W 100-150KHZ,0,0,"Obsolete","0","1000","TK5552","Obsolete","-","Passive","100kHz ~ 150kHz","Read/Write","-","-","-25°C ~ 75°C","-"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-RR2B-20.jpg,481-1000-ND,RI-TRP-RE2B-01,Texas Instruments,RFID TAG RD ONLY 134.2KHZ ENCAP,0,0,"Obsolete","0","1","-","Obsolete","Glass Encapsulated","-","134.2kHz","Read Only","-","ISO 11785","-","3.85mm Dia x 31.20mm"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fri-trp-dr2b,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-RR2B-20.jpg,481-1001-ND,RI-TRP-RR2B-20,Texas Instruments,RFID TAG RD ONLY 134.2KHZ ENCAP,0,0,"Obsolete","0","2000","-","Obsolete","Glass Encapsulated","-","134.2kHz","Read Only","-","ISO 11785","-","3.85mm Dia x 31.20mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-WE2B-01.jpg,481-1002-ND,RI-TRP-WE2B-01,Texas Instruments,RFID TAG R/W 134.2KHZ GLSS ENCAP,0,0,"Obsolete","0","2000","-","Obsolete","Glass Encapsulated","-","134.2kHz","Read/Write","-","ISO 11785","-","3.85mm Dia x 31.20mm"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fri-trp-dr2b,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-RR2B-20.jpg,481-1003-ND,RI-TRP-WR2B-30,Texas Instruments,RFID TAG R/W 134.2KHZ GLSS ENCAP,0,0,"Obsolete","0","2000","-","Obsolete","Glass Encapsulated","-","134.2kHz","Read/Write","-","ISO 11785","-","3.85mm Dia x 31.20mm"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-xR2B.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-DR2B.JPG,481-1004-ND,RI-TRP-DR2B,Texas Instruments,RFID TAG R/W 134.2KHZ GLSS ENCAP,0,0,"Obsolete","0","2000","-","Obsolete","Glass Encapsulated","Passive","134.2kHz","Read/Write","1.36kb (User)","ISO 11784, ISO 11785","-25°C ~ 85°C","3.85mm Dia x 32.20mm"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fri-trp-dr2b,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-IR2B-01.jpg,481-1005-ND,RI-TRP-IR2B-01,Texas Instruments,RFID TAG R/W 134.2KHZ GLSS ENCAP,0,0,"Obsolete","0","2000","-","Obsolete","Glass Encapsulated","Passive","134.2kHz","Read/Write","1.36kb (User)","ISO 11784, ISO 11785","-25°C ~ 85°C","3.85mm Dia x 32.20mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-REHP-01.jpg,481-1006-ND,RI-TRP-REHP-01,Texas Instruments,RFID TAG RD ONLY 134.2KHZ ENCAP,0,0,"Obsolete","0","2000","-","Obsolete","Glass Encapsulated","Passive","134.2kHz","Read Only","-","ISO 11784, ISO 11785","-25°C ~ 70°C","3.85mm Dia x 23.10mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-RRHP,WRHP_Gde.pdf",//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-RRHP-20.jpg,481-1007-ND,RI-TRP-RRHP-20,Texas Instruments,RFID TAG R/W 134.2KHZ GLSS ENCAP,0,0,"Obsolete","0","2000","-","Obsolete","Glass Encapsulated","Passive","134.2kHz","Read/Write","80b (User)","-","-40°C ~ 85°C","3.85mm Dia x 23.10mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-WRHP-20.jpg,481-1008-ND,RI-TRP-WRHP-20,Texas Instruments,RFID TAG R/W 134.2KHZ GLSS ENCAP,0,0,"Obsolete","0","2000","-","Obsolete","Glass Encapsulated","Passive","134.2kHz","Read/Write","80b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","3.85mm Dia x 23.10mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-R9WK,%20W9WK.pdf",//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-R9WK-20.jpg,481-1009-ND,RI-TRP-R9WK-20,Texas Instruments,RFID TAG R/W 134.2KHZ ENCAP,0,0,"Obsolete","0","2000","-","Obsolete","Encapsulated","Passive","134.2kHz","Read/Write","80b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","12.00mm x 6.00mm x 3.00mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-R9WK,%20W9WK.pdf",//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-W9WK-03.jpg,481-1010-ND,RI-TRP-W9WK-03,Texas Instruments,RFID TAG R/W 134.2KHZ ENCAP,0,0,"Obsolete","0","2000","-","Obsolete","Encapsulated","Passive","134.2kHz","Read/Write","80b (User)","-","-40°C ~ 85°C","12.00mm x 6.00mm x 3.00mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-R9QL,W9QL.pdf","//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-W9QL-00,RI-TRP-R9QL-20.jpg",481-1011-ND,RI-TRP-R9QL-20,Texas Instruments,RFID TAG RD ONLY 134.2KHZ ENCAP,0,0,"Obsolete","0","250","-","Obsolete","Encapsulated","Passive","134.2kHz","Read Only","-","ISO 11784, ISO 11785","-25°C ~ 85°C","29.40mm Dia x 8.40mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-R9QL,W9QL.pdf",-,481-1012-ND,RI-TRP-W9QL-20,Texas Instruments,RFID TAG R/W 134.2KHZ ENCAP,0,0,"Obsolete","0","100","-","Obsolete","Encapsulated","Passive","134.2kHz","Read/Write","80b (User)","ISO 11784, ISO 11785","-25°C ~ 70°C","29.40mm Dia x 8.40mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-R9UR,%20W9UR.pdf","//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-R9UR,RI-TRP-W9UR.jpg",481-1013-ND,RI-TRP-R9UR,Texas Instruments,RFID TAG RD ONLY 134.2KHZ ENCAP,0,0,"Obsolete","0","100","-","Obsolete","Encapsulated","Passive","134.2kHz","Read Only","-","ISO 11784, ISO 11785","-25°C ~ 85°C","85.50mm x 5.50mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-R9UR,%20W9UR.pdf","//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-R9UR,RI-TRP-W9UR.jpg",481-1014-ND,RI-TRP-W9UR,Texas Instruments,RFID TAG R/W 134.2KHZ ENCAP,0,0,"Obsolete","0","59","-","Obsolete","Encapsulated","Passive","134.2kHz","Read/Write","80b (User)","ISO 11784, ISO 11785","-25°C ~ 70°C","85.50mm x 5.50mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-R9VS,%20W9VS.pdf","//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-R9VS-11,RI-TRP-W9VS-11.jpg",481-1015-ND,RI-TRP-R9VS-30,Texas Instruments,RFID TAG RD ONLY 134.2KHZ ENCAP,0,0,"Obsolete","0","50","-","Obsolete","Encapsulated","Passive","134.2kHz","Read Only","-","-","-25°C ~ 70°C","102.00mm x 36.00mm x 16.50mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-R9VS,%20W9VS.pdf","//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-R9VS-11,RI-TRP-W9VS-11.jpg",481-1016-ND,RI-TRP-W9VS-30,Texas Instruments,RFID TAG R/W 134.2KHZ ENCAP,0,0,"Obsolete","0","50","-","Obsolete","Encapsulated","Passive","134.2kHz","Read/Write","80b (User)","-","-25°C ~ 70°C","102.00mm x 36.00mm x 16.50mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-(R,W,D)9TD.pdf","//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-R9TD-16,RI-TRP-W9TD-13,RI-TRP-D9TD.jpg",481-1017-ND,RI-TRP-R9TD-16,Texas Instruments,RFID TAG RD ONLY 134.2KHZ ENCAP,0,0,"Obsolete","0","50","-","Obsolete","Encapsulated","Passive","134.2kHz","Read Only","-","ISO 11784, ISO 11785","-25°C ~ 85°C","21.00mm Dia x 121.00mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-(R,W,D)9TD.pdf","//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-R9TD-16,RI-TRP-W9TD-13,RI-TRP-D9TD.jpg",481-1018-ND,RI-TRP-W9TD-13,Texas Instruments,RFID TAG R/W 134.2KHZ ENCAP,0,0,"Obsolete","0","50","-","Obsolete","Encapsulated","Passive","134.2kHz","Read/Write","80b (User)","ISO 11784, ISO 11785","-25°C ~ 70°C","21.00mm Dia x 121.00mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-(R,W,D)9TD.pdf","//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-R9TD-16,RI-TRP-W9TD-13,RI-TRP-D9TD.jpg",481-1019-ND,RI-TRP-D9TD,Texas Instruments,RFID TAG R/W 134.2KHZ ENCAP,0,0,"Obsolete","0","50","-","Obsolete","Encapsulated","Passive","134.2kHz","Read/Write","80b (User)","ISO 11784, ISO 11785","-25°C ~ 70°C","21.00mm Dia x 121.00mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-R4FF-01.JPG,481-1020-ND,RI-TRP-R4FF-01,Texas Instruments,RFID TAG READ ONLY 134.2KHZ CARD,0,0,"Obsolete","0","250","-","Obsolete","Card","Passive","134.2kHz","Read Only","-","ISO 11784, ISO 11785","-25°C ~ 50°C","85.50mm x 54.00mm x 1.30mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-W4FF-01.JPG,481-1021-ND,RI-TRP-W4FF-01,Texas Instruments,RFID TAG R/W 134.2KHZ CARD,0,0,"Obsolete","0","250","-","Obsolete","Card","Passive","134.2kHz","Read/Write","80b (User)","ISO 11784, ISO 11785","-25°C ~ 50°C","85.50mm x 54.00mm x 1.30mm"
-,"//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-WFOB-01,RI-TRP-RFOB-01.jpg",481-1022-ND,RI-TRP-RFOB-01,Texas Instruments,RFID TAG RD ONLY 134.2KHZ KEYFOB,0,0,"Obsolete","0","100","-","Obsolete","Key Fob","Passive","134.2kHz","Read Only","-","ISO 11784, ISO 11785","-40°C ~ 85°C","10.50mm Dia x 37.50mm"
-,"//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TRP-WFOB-01,RI-TRP-RFOB-01.jpg",481-1023-ND,RI-TRP-WFOB-01,Texas Instruments,RFID TAG R/W 134.2KHZ KEY FOB,0,0,"Obsolete","0","100","-","Obsolete","Key Fob","Passive","134.2kHz","Read/Write","80b (User)","ISO 11784, ISO 11785","-40°C ~ 85°C","10.50mm Dia x 37.50mm"
http://ww1.microchip.com/downloads/en/DeviceDoc/Atmel-4602-Innovative-Silicon-RFID-IDIC-Solutions_Brochure.pdf,//media.digikey.com/Renders/Atmel%20Renders/TK5561A-PP.jpg,TK5561A-PP-ND,TK5561A-PP,Microchip Technology,RFID TAG R/W 125KHZ ENCAP,0,0,"Obsolete","0","1000","TK5561","Obsolete","Encapsulated","-","125kHz","Read/Write","320b (User)","-","-","12.00mm x 6.00mm x 3.00mm"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TH1-CB1A-00.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/MFG_RI-TH1-CB1A-00.jpg,481-1072-ND,RI-TH1-CB1A-00,Texas Instruments,RFID TAG R/W 13.56MHZ CARD,0,0,"Obsolete","0","250","-","Obsolete","Card","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693","-25°C ~ 50°C","85.60mm x 54.00mm x 0.76mm"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Frf-hdt-dvbb,//media.digikey.com/photos/Texas%20Instr%20Photos/RF-HDT-DVBB-N0.jpg,481-1062-ND,RF-HDT-DVBB-N1,Texas Instruments,RFID TAG R/W 13.56MHZ ENCAP,0,0,"Obsolete","0","1000","Encapsulated Plus","Obsolete","Encapsulated","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693, ISO 18000-3","-25°C ~ 90°C","22.00mm Dia x 3.00mm"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-I16-112A.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-I16-112A.jpg,481-1073-2-ND,RI-I16-112A,Texas Instruments,RFID TAG R/W 13.56MHZ INLAY,0,0,"Obsolete","0","5000","Tag-it™ HF-I Plus Circular Inlays","Obsolete","Inlay","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693, ISO 18000-3","-25°C ~ 70°C","50.80mm x 48.00mm x 0.36mm"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-I16-112A.pdf,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-I16-112A.jpg,481-1073-1-ND,RI-I16-112A,Texas Instruments,RFID TAG R/W 13.56MHZ INLAY,0,0,"Obsolete","0","1","Tag-it™ HF-I Plus Circular Inlays","Obsolete","Inlay","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693, ISO 18000-3","-25°C ~ 70°C","50.80mm x 48.00mm x 0.36mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TH1-CB2A,3A.pdf",//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TH1-CB2A-00.JPG,481-1068-ND,RI-TH1-CB2A-00,Texas Instruments,RFID TAG R/W 13.56MHZ CARD,0,0,"Obsolete","0","250","-","Obsolete","Card","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693","-25°C ~ 50°C","85.60mm x 54.00mm x 0.76mm"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TH1-CB2A,3A.pdf",//media.digikey.com/photos/Texas%20Instr%20Photos/RI-TH1-CB3A-00.JPG,481-1069-ND,RI-TH1-CB3A-00,Texas Instruments,RFID TAG R/W 13.56MHZ CARD,0,0,"Obsolete","0","250","-","Obsolete","Card","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693","-25°C ~ 50°C","85.60mm x 54.00mm x 0.76mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RX-HDT-KMAB-C1.JPG,481-1070-ND,RX-HDT-KMAB-C1,Texas Instruments,RFID TAG R/W 13.56MHZ KEY FOB,0,0,"Obsolete","0","250","-","Obsolete","Key Fob","-","13.56MHz","Read/Write","-","ISO 15693","-","54.00mm x 28.00mm x 1.70mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RF-HDT-JMRB-A0.jpg,481-1071-ND,RF-HDT-JMRB-A0,Texas Instruments,RFID TAG R/W 13.56MHZ ADH LABEL,0,0,"Obsolete","0","250","-","Obsolete","-","-","13.56MHz","Read/Write","-","ISO 15693","-","38.00mm x 22.50mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-I11-112A-03.jpg,481-1065-2-ND,RI-I11-112A-03,Texas Instruments,RFID TAG R/W 13.56MHZ INLAY,0,0,"Obsolete","0","5000","Tag-it™ HF-I Plus Square Inlays","Obsolete","Inlay","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693, ISO 18000-3","-25°C ~ 70°C","45.00mm x 45.00mm x 0.34mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-I11-112A-03.jpg,481-1065-1-ND,RI-I11-112A-03,Texas Instruments,RFID TAG R/W 13.56MHZ INLAY,0,0,"Obsolete","0","1","Tag-it™ HF-I Plus Square Inlays","Obsolete","Inlay","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693, ISO 18000-3","-25°C ~ 70°C","45.00mm x 45.00mm x 0.34mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-I02-112A-03.jpg,481-1066-2-ND,RI-I02-112A-03,Texas Instruments,RFID TAG R/W 13.56MHZ INLAY,0,0,"Obsolete","0","5000","Tag-it™ HF-I Plus Rectangle Inlays","Obsolete","Inlay","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693, ISO 18000-3","-25°C ~ 70°C","76.00mm x 45.00mm x 0.34mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-I02-112A-03.jpg,481-1066-1-ND,RI-I02-112A-03,Texas Instruments,RFID TAG R/W 13.56MHZ INLAY,0,0,"Obsolete","0","1","Tag-it™ HF-I Plus Rectangle Inlays","Obsolete","Inlay","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693, ISO 18000-3","-25°C ~ 70°C","76.00mm x 45.00mm x 0.34mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-I03-112A-03.jpg,296-43948-2-ND,RI-I03-112A-03,Texas Instruments,RFID TAG R/W 13.56MHZ INLAY,0,0,"Obsolete","0","5000","Tag-it™ HF-I Plus Rectangle Inlays","Obsolete","Inlay","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693, ISO 18000-3","-25°C ~ 70°C","76.00mm x 45.00mm x 0.34mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-I03-112A-03.jpg,296-43948-1-ND,RI-I03-112A-03,Texas Instruments,RFID TAG R/W 13.56MHZ INLAY,0,0,"Obsolete","0","1","Tag-it™ HF-I Plus Rectangle Inlays","Obsolete","Inlay","Passive","13.56MHz","Read/Write","2kb (User)","ISO 15693, ISO 18000-3","-25°C ~ 70°C","76.00mm x 45.00mm x 0.34mm"
-,//media.digikey.com/photos/Texas%20Instr%20Photos/RI-INL-R9QK-20.JPG,481-1079-5-ND,RI-INL-R9QK-20,Texas Instruments,RFID TAG RD ONLY 134.2KHZ INLAY,0,0,"Obsolete","0","3600","-","Obsolete","Inlay","-","134.2kHz","Read Only","-","ISO 11785","-","23.00mm Dia"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Frf-hdt-dvbe,//media.digikey.com/photos/Texas%20Instr%20Photos/RF-HDT-DVBE-N0.jpg,481-1081-ND,RF-HDT-DVBE-N0,Texas Instruments,RFID TAG R/W 13.56MHZ ENCAP,0,0,"Obsolete","0","1000","Encapsulated","Obsolete","Encapsulated","Passive","13.56MHz","Read/Write","256b (User)","ISO 15693, ISO 18000-3","-25°C ~ 90°C","22.00mm Dia x 3.00mm"
//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/RI-TRP-W9TB.pdf,-,481-1101-ND,RI-TRP-W9TB,Texas Instruments,RFID TAG R/W 134.2KHZ GLSS ENCAP,0,0,"Obsolete","0","96","-","Obsolete","Glass Encapsulated","Passive","134.2kHz","Read/Write","80b (User)","-","-25°C ~ 70°C","16.00mm Dia x 50.00mm"
