Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Topology","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output","Current - Output (Max)","Power (Watts)","Dimming","Features","Operating Temperature","Efficiency","Mounting Type","Package / Case","Size / Dimension"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2533-1-ND,VLD25-350-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 350MA,0,0,"Discontinued at Digi-Key","0","1","VLD25-SMT","Discontinued at Digi-Key","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","350mA","13W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2533-6-ND,VLD25-350-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 350MA,0,0,"Digi-Reel","0","1","VLD25-SMT","Discontinued at Digi-Key","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","350mA","13W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,RCD-24-0.30/PL/A-R-ND,RCD-24-0.30/PL/A-R,Recom Power,LED SUPPLY CC BUCK 2-35V 300MA,0,0,"9.30000","0","400","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","300mA","11W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU24.jpg,LDU2430S600-ND,LDU2430S600,XP Power,LED SUPPLY CC BUCK 2-28V 600MA,0,0,"9.40000","0","20","LDU24","Active","Constant Current","Buck","1","7V","30V","2 ~ 28V","600mA","17W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","95%","Through Hole","16-DIP Module, 9 Leads","0.92"" L x 0.55"" W x 0.40"" H (23.4mm x 14.0mm x 10.2mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1651-2-ND,RCD-24-0.50/PL/A-R,Recom Power,LED SUPPLY CC BUCK 2-35V 500MA,0,0,"9.51000","0","400","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","500mA","18W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 80°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1651-1-ND,RCD-24-0.50/PL/A-R,Recom Power,LED SUPPLY CC BUCK 2-35V 500MA,0,0,"Discontinued at Digi-Key","0","1","LIGHTLINE RCD-24-PL","Discontinued at Digi-Key","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","500mA","18W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 80°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1651-6-ND,RCD-24-0.50/PL/A-R,Recom Power,LED SUPPLY CC BUCK 2-35V 500MA,0,0,"Digi-Reel","0","1","LIGHTLINE RCD-24-PL","Discontinued at Digi-Key","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","500mA","18W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 80°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,RCD-24-0.30/PL/B-R-ND,RCD-24-0.30/PL/B-R,Recom Power,LED SUPPLY CC BUCK 2-35V 300MA,0,0,"9.81000","0","400","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","300mA","11W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,RCD-24-0.35/PL/B-R-ND,RCD-24-0.35/PL/B-R,Recom Power,LED SUPPLY CC BUCK 2-35V 350MA,0,0,"9.81000","0","400","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","350mA","12W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Renders/Recom%20Power%20Renders/MFG_LIGHTLINE-RCD-24-SERIES.jpg,945-1124-ND,RCD-24-0.70/SMD/OF,Recom Power,LED SUPPLY CC BUCK 2-35V 700MA,0,0,"Obsolete","0","32","LIGHTLINE RCD-24","Obsolete","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","700mA","25W","-","Remote On/Off, SCP","-40°C ~ 71°C","96%","Surface Mount","6-SMD","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24.pdf,//media.digikey.com/Renders/Recom%20Power%20Renders/MFG_LIGHTLINE-RCD-24-SERIES.jpg,1486-RCD-24-0.70/SMD/OF-CHP,RCD-24-0.70/SMD/OF,Recom Power,CONV DC/DC 0.7A 4.5-36VIN 2-35VO,32,0,"9.84000","0","32","LIGHTLINE RCD-24","Discontinued at Digi-Key","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","700mA","25W","-","Remote On/Off, SCP","-40°C ~ 71°C","96%","Surface Mount","6-SMD","0.87"" L x 0.49"" W x 0.33"" H (22.1mm x 12.6mm x 8.5mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2534-2-ND,VLD25-500-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 500MA,0,0,"9.96000","0","400","VLD25-SMT","Active","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","500mA","18W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2534-1-ND,VLD25-500-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 500MA,0,0,"Discontinued at Digi-Key","0","1","VLD25-SMT","Discontinued at Digi-Key","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","500mA","18W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2534-6-ND,VLD25-500-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 500MA,0,0,"Digi-Reel","0","1","VLD25-SMT","Discontinued at Digi-Key","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","500mA","18W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,RCD-24-0.60/PL/A-R-ND,RCD-24-0.60/PL/A-R,Recom Power,LED SUPPLY CC BUCK 2-35V 600MA,0,0,"10.00500","0","400","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","600mA","21W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 75°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,RCD-24-0.50/PL/B-R-ND,RCD-24-0.50/PL/B-R,Recom Power,LED SUPPLY CC BUCK 2-35V 500MA,0,0,"10.05000","0","400","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","500mA","18W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 80°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2535-2-ND,VLD25-600-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 600MA,0,0,"10.42500","0","400","VLD25-SMT","Active","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","600mA","22W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2535-1-ND,VLD25-600-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 600MA,0,0,"Discontinued at Digi-Key","0","1","VLD25-SMT","Discontinued at Digi-Key","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","600mA","22W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2535-6-ND,VLD25-600-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 600MA,0,0,"Digi-Reel","0","1","VLD25-SMT","Discontinued at Digi-Key","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","600mA","22W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,RCD-24-0.60/PL/B-R-ND,RCD-24-0.60/PL/B-R,Recom Power,LED SUPPLY CC BUCK 2-35V 600MA,0,0,"10.51500","0","400","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","600mA","21W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 75°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-dip.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VLD25-DIP.jpg,102-2641-ND,VLD25-600-DIP,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 600MA,0,0,"10.61122","0","98","VLD25-DIP","Active","Constant Current","Buck","1","5.5V","46V","3.3 ~ 36V","600mA","22W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","95%","Through Hole","6-DIP Module","0.90"" L x 0.40"" W x 0.37"" H (22.9mm x 10.2mm x 9.5mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-dip.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VLD25-DIP.jpg,102-2642-ND,VLD25-500-DIP,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 500MA,0,0,"10.61122","0","98","VLD25-DIP","Active","Constant Current","Buck","1","5.5V","46V","3.3 ~ 36V","500mA","18W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","95%","Through Hole","6-DIP Module","0.90"" L x 0.40"" W x 0.37"" H (22.9mm x 10.2mm x 9.5mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-dip.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_VLD25-DIP.jpg,102-2644-ND,VLD25-300-DIP,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 300MA,0,0,"10.61122","0","98","VLD25-DIP","Active","Constant Current","Buck","1","5.5V","46V","3.3 ~ 36V","300mA","11W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","95%","Through Hole","6-DIP Module","0.90"" L x 0.40"" W x 0.37"" H (22.9mm x 10.2mm x 9.5mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,RCD-24-0.70/PL/B-R-ND,RCD-24-0.70/PL/B-R,Recom Power,LED SUPPLY CC BUCK 2-35V 700MA,0,0,"10.77000","0","400","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","700mA","25W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 75°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU56.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU56.jpg,1470-2179-5-ND,LDU5660S600,XP Power,LED SUPPLY CC BUCK 2-56V 600MA,0,0,"11.28000","0","10","LDU56","Active","Constant Current","Buck","1","9V","60V","2 ~ 56V","600mA","34W","PWM","Remote On/Off, SCP","-40°C ~ 70°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2536-2-ND,VLD25-700-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 700MA,0,0,"11.46000","0","400","VLD25-SMT","Active","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","700mA","25W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2536-1-ND,VLD25-700-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 700MA,0,0,"Discontinued at Digi-Key","0","1","VLD25-SMT","Discontinued at Digi-Key","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","700mA","25W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.cui.com/product/resource/digikeypdf/vld25-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/VLD25-SMT-Series.jpg,102-2536-6-ND,VLD25-700-SMT-TR,CUI Inc.,LED SUPPLY CC BUCK 3.3-36V 700MA,0,0,"Digi-Reel","0","1","VLD25-SMT","Discontinued at Digi-Key","Constant Current","Buck","1","5.5V","48V","3.3 ~ 36V","700mA","25W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 71°C","96%","Surface Mount","16-SMD, Gull Wing, 6 Leads","0.94"" L x 0.71"" W x 0.31"" H (23.9mm x 18.1mm x 8.0mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,RCD-24-0.60/PL/A-ND,RCD-24-0.60/PL/A,Recom Power,LED SUPPLY CC BUCK 2-35V 600MA,0,0,"11.77167","0","12","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","4.5V","36V","2 ~ 35V","600mA","21W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 75°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.meanwell.com/Upload/PDF/LDH-45(DA)/LDH-45(DA)-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDH-45B.jpg,1866-3127-ND,LDH-45B-1050,MEAN WELL USA Inc.,LED DRIVER CC BOOST 21-43V 1.05A,4,0,"12.92000","0","1","LDH-45","Active","Constant Current","Boost","1","18V","32V","21 ~ 43V","1.05A","45W","Analog, PWM","Remote On/Off, OVP, SCP, UVLO","-40°C ~ 70°C","95%","Through Hole","7-DIP Module","2.95"" L x 2.09"" W x 0.89"" H (75.0mm x 53.0mm x 22.7mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1652-2-ND,RCD-24-1.00/PL/A-R,Recom Power,LED SUPPLY CC BUCK 2-32V 1A 6SMD,0,0,"13.35000","0","400","LIGHTLINE RCD-24-PL","Active","Constant Current","Buck","1","6V","36V","2 ~ 32V","1A","32W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 65°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1652-1-ND,RCD-24-1.00/PL/A-R,Recom Power,LED SUPPLY CC BUCK 2-32V 1A 6SMD,0,0,"Discontinued at Digi-Key","0","1","LIGHTLINE RCD-24-PL","Discontinued at Digi-Key","Constant Current","Buck","1","6V","36V","2 ~ 32V","1A","32W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 65°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.recom-power.com/pdf/Lightline/RCD-24PL.pdf,//media.digikey.com/Photos/Recom%20Power%20Inc/MFG_RCD-24PL.jpg,945-1652-6-ND,RCD-24-1.00/PL/A-R,Recom Power,LED SUPPLY CC BUCK 2-32V 1A 6SMD,0,0,"Digi-Reel","0","1","LIGHTLINE RCD-24-PL","Discontinued at Digi-Key","Constant Current","Buck","1","6V","36V","2 ~ 32V","1A","32W","Analog, PWM","Remote On/Off, OTP, SCP","-40°C ~ 65°C","96%","Surface Mount","6-SMD","1.22"" L x 0.45"" W x 0.26"" H (31.0mm x 11.4mm x 6.6mm)"
https://www.meanwell.com/Upload/PDF/LDD-H-DA/LDD-H-DA-SPEC.PDF,-,1866-5292-ND,LDD-700H-WDA,MEAN WELL USA Inc.,LED POWER SUPPLIES 6-50VIN 3-45V,25,0,"14.88000","0","1","LDD-H-DA","Active","Constant Current","Buck","1","6V","50V","3 ~ 45V","700mA","32W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C (With Derating)","95%","Chassis Mount","Module, Wire Leads","1.60"" L x 0.93"" W x 4.34"" H (40.6mm x 23.6mm x 110.2mm)"
https://www.meanwell.com/Upload/PDF/LDD-H-DA/LDD-H-DA-SPEC.PDF,-,1866-5284-ND,LDD-350H-DA,MEAN WELL USA Inc.,LED DRIVERS POWER SUPPLIES 6-50V,24,0,"14.88000","0","1","LDD-H-DA","Active","Constant Current","Buck","1","6V","50V","3 ~ 45V","350mA","-","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C (With Derating)","95%","Through Hole","16-DIP Module, 8 Leads","1.60"" L x 0.93"" W x 0.40"" H (40.6mm x 23.5mm x 10.1mm)"
https://www.meanwell.com/Upload/PDF/LDD-H-DA/LDD-H-DA-SPEC.PDF,-,1866-5277-ND,LDD-1050H-WDA,MEAN WELL USA Inc.,LED DRIVERS POWER SUPPLIES 6-50V,7,0,"14.88000","0","1","LDD-H-DA","Active","Constant Current","Buck","1","6V","50V","3 ~ 45V","1.05A","47W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C (With Derating)","95%","Chassis Mount","Module, Wire Leads","1.60"" L x 0.93"" W x 4.34"" H (40.6mm x 23.6mm x 110.2mm)"
https://www.meanwell.com/Upload/PDF/LDD-H-DA/LDD-H-DA-SPEC.PDF,-,1866-5280-ND,LDD-1400H-WDA,MEAN WELL USA Inc.,LED POWER SUPPLIES 6-40VIN 3-36V,7,0,"14.88000","0","1","LDD-H-DA","Active","Constant Current","Buck","1","6V","40V","3 ~ 36V","1.4A","50W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C (With Derating)","95%","Chassis Mount","Module, Wire Leads","1.60"" L x 0.93"" W x 4.34"" H (40.6mm x 23.6mm x 110.2mm)"
https://www.meanwell.com/Upload/PDF/LDD-H-DA/LDD-H-DA-SPEC.PDF,-,1866-5276-ND,LDD-1050H-DA,MEAN WELL USA Inc.,LED POWER SUPPLIES 6-50VIN 3-45V,6,0,"14.88000","0","1","LDD-H-DA","Active","Constant Current","Buck","1","6V","50V","3 ~ 45V","1.05A","-","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C (With Derating)","95%","Through Hole","16-DIP Module, 8 Leads","1.60"" L x 0.93"" W x 0.40"" H (40.6mm x 23.5mm x 10.1mm)"
https://www.meanwell.com/Upload/PDF/LDD-H-DA/LDD-H-DA-SPEC.PDF,-,1866-5291-ND,LDD-700H-DA,MEAN WELL USA Inc.,LED DRIVERS POWER SUPPLIES 6-50V,6,0,"14.88000","0","1","LDD-H-DA","Active","Constant Current","Buck","1","6V","50V","3 ~ 45V","700mA","-","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C (With Derating)","95%","Through Hole","16-DIP Module, 8 Leads","1.60"" L x 0.93"" W x 0.40"" H (40.6mm x 23.5mm x 10.1mm)"
https://www.meanwell.com/Upload/PDF/LDD-H-DA/LDD-H-DA-SPEC.PDF,-,1866-5279-ND,LDD-1400H-DA,MEAN WELL USA Inc.,LED POWER SUPPLIES 6-50VIN 3-45V,4,0,"14.88000","0","1","LDD-H-DA","Active","Constant Current","Buck","1","6V","40V","3 ~ 36V","1.4A","-","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C (With Derating)","95%","Through Hole","16-DIP Module, 8 Leads","1.60"" L x 0.93"" W x 0.40"" H (40.6mm x 23.5mm x 10.1mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU48.jpg,LDU4860S250-ND,LDU4860S250,XP Power,LED SUPPLY CC BUCK 2-57V 250MA,0,0,"17.86000","0","10","LDU48","Active","Constant Current","Buck","1","7V","60V","2 ~ 57V","250mA","14W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU48.jpg,LDU4860S300-ND,LDU4860S300,XP Power,LED SUPPLY CC BUCK 2-57V 300MA,0,0,"17.86000","0","10","LDU48","Active","Constant Current","Buck","1","7V","60V","2 ~ 57V","300mA","17W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 85°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
https://www.meanwell.com/Upload/PDF/LDH-45(DA)/LDH-45(DA)-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDH-45-DA.jpg,1866-5299-ND,LDH-45A-700DA,MEAN WELL USA Inc.,LED DRIVER CC BOOST 24-64V 700MA,3,0,"19.26000","0","1","LDH-45","Active","Constant Current","Boost","1","9V","18V","24 ~ 64V","700mA","45W","DALI","Remote On/Off, OVP, SCP, UVLO","-40°C ~ 70°C","90%","Through Hole","7-DIP Module","2.95"" L x 2.09"" W x 0.89"" H (75.0mm x 53.0mm x 22.7mm)"
https://www.xppower.com/Portals/0/pdfs/SF_LDU08-48.pdf,//media.digikey.com/Photos/XP%20Power/MFG_LDU48.jpg,LDU4860S600-ND,LDU4860S600,XP Power,LED SUPPLY CC BUCK 2-57V 600MA,0,0,"19.27000","0","10","LDU48","Active","Constant Current","Buck","1","7V","60V","2 ~ 57V","600mA","34W","Analog, PWM","Remote On/Off, SCP","-40°C ~ 70°C","97%","Through Hole","23-DIP Module, 9 Leads","1.25"" L x 0.80"" W x 0.49"" H (31.8mm x 20.3mm x 12.5mm)"
https://www.meanwell.com/Upload/PDF/LDD-L/LDD-L-SPEC.PDF,//media.digikey.com/Photos/Mean-Well-USA-Inc/MFG_LDD-600LS.jpg,LDD-600LS-ND,LDD-600LS,MEAN WELL USA Inc.,LED DRIVER CC BUCK 2-28V 600MA,0,0,"5.89000","0","1","LDD-L","Active","Constant Current","Buck","1","9V","32V","2 ~ 28V","600mA","-","PWM","Remote On/Off, OTP, SCP","-40°C ~ 85°C","95%","Surface Mount","16-SMD Module","1.00"" L x 0.41"" W x 0.37"" H (25.4mm x 10.5mm x 9.3mm)"
http://www.luxdrive.com/content/3021-BuckPuck.pdf,//media.digikey.com/Photos/LEDdynamics/BuckPuck%203021.jpg,788-1077-ND,3021-D-N-500,LEDdynamics Inc.,LED SUPP CC BUCK 32V 500MA 7SIP,0,0,"12.99000","0","25","BuckPuck™ 3021","Active","Constant Current","Buck","1","5V","32V","32V (Max)","500mA","16W","-","Remote On/Off, SCP","-40°C ~ 80°C","95%","Through Hole","7-SIP Module, 6 Leads","0.83"" L x 0.83"" W x 0.43"" H (21.0mm x 21.0mm x 11.0mm)"
