Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shell Size - Insert","Features","Color","Material","Large Diameter Supplied","Large Diameter Recovered","Small Diameter Supplied","Small Diameter Recovered","Large Recovered Length","Small Recovered Length","Total Length Supplied","Total Length Recovered"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/808012-000.JPG,202D142-3-0-ND,202D142-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,100,0,"16.40000","0","1","Thermofit 202D1","Active","Boot","42","-","Black","Polyolefin (PO), Semi-Rigid","1.220"" (30.99mm)","0.701"" (17.81mm)","1.220"" (30.99mm)","0.283"" (7.19mm)","1.390"" (35.31mm)","0.965"" (24.51mm)","-","2.630"" (66.80mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=214A011thru052&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/814409-000.JPG,214A011-3-0-ND,214A011-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK RECTANG BOOT SZ11 BLK,8,0,"16.63000","0","1","Thermofit 214A0","Active","Boot, Rectangular","11","-","Black","Polyolefin (PO), Semi-Rigid","0.850"" (21.59mm)","0.800"" (20.32mm)","0.311"" (7.90mm)","0.161"" (4.09mm)","0.752"" (19.10mm)","-","-","1.311"" (33.30mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202A1-ADHESIVE.jpg,202A132-3/86-0-ND,202A132-3/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,7,0,"17.16000","0","1","Thermofit 202A1","Active","Boot","32","Adhesive Coating, Flame Retardant","Black","Polyolefin (PO), Semi-Rigid","1.118"" (28.40mm)","0.559"" (14.20mm)","1.118"" (28.40mm)","0.260"" (6.60mm)","1.098"" (27.89mm)","0.630"" (16.00mm)","-","2.020"" (51.31mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202F211thru274&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/904734-000.JPG,202F211-71-0-ND,202F211-71-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ11 BLACK,13,0,"17.22000","0","1","Thermofit 202F2","Active","Boot","11","Lip","Black","Polyolefin (PO), Flexible","0.941"" (23.90mm)","0.390"" (9.91mm)","0.681"" (17.30mm)","0.260"" (6.60mm)","0.461"" (11.71mm)","3.402"" (86.41mm)","-","4.169"" (105.89mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=214A011thru052&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/814409-000.JPG,214A021-3-0-ND,214A021-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK RECTANG BOOT SZ21 BLK,22,0,"17.66000","0","1","Thermofit 214A0","Active","Boot, Rectangular","21","-","Black","Polyolefin (PO), Semi-Rigid","1.160"" (29.46mm)","1.110"" (28.19mm)","0.402"" (10.21mm)","0.209"" (5.31mm)","0.870"" (22.10mm)","-","-","1.531"" (38.89mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/808980-000.JPG,202D132-3-0-ND,202D132-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,9,0,"18.06000","0","1","Thermofit 202D1","Active","Boot","32","-","Black","Polyolefin (PO), Semi-Rigid","1.118"" (28.40mm)","0.563"" (14.30mm)","1.118"" (28.40mm)","0.260"" (6.60mm)","1.091"" (27.71mm)","0.850"" (21.59mm)","-","2.161"" (54.89mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/419820-000.JPG,202K132-3/86-0-ND,202K132-3/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,13,0,"18.12000","0","1","Thermofit 202K1","Active","Boot","32","Adhesive Coating, Flame Retardant, Lip","Black","Polyolefin (PO), Semi-Rigid","1.180"" (29.97mm)","0.559"" (14.20mm)","1.180"" (29.97mm)","0.232"" (5.89mm)","1.260"" (32.00mm)","0.710"" (18.03mm)","-","2.170"" (55.12mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806698-000.JPG,202A142-25-0-ND,202A142-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,9,0,"18.12000","0","1","Thermofit 202A1","Active","Boot","42","Fluid Resistant","Black","Elastomer, Semi-Rigid","1.220"" (30.99mm)","0.701"" (17.81mm)","1.220"" (30.99mm)","0.291"" (7.39mm)","1.402"" (35.61mm)","0.870"" (22.10mm)","-","2.630"" (66.80mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773847-4_instalite&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222K152-25L-0.jpg,A120840-ND,222K152-25L-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ52 BLACK,25,0,"18.25000","0","1","Thermofit 222K1","Active","Boot - 90°","52","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.420"" (36.07mm)","0.882"" (22.40mm)","1.420"" (36.07mm)","0.331"" (8.41mm)","1.496"" (38.00mm)","0.630"" (16.00mm)","-","1.810"" (45.97mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806604-000.JPG,222A132-25-0-ND,222A132-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ32 BLACK,4,0,"18.67000","0","1","Thermofit 222A1","Active","Boot - 90°","32","-","Black","Elastomer, Semi-Rigid","1.181"" (30.00mm)","0.559"" (14.20mm)","1.181"" (30.00mm)","0.252"" (6.40mm)","1.051"" (26.70mm)","0.701"" (17.81mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D1XX-X-60&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/814344-000.JPG,A104708-ND,202D121-4-60/42-0-CS5077,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,2,0,"18.90000","0","1","Thermofit 202D1","Active","Boot","21","-","Black","Polyolefin (PO), Flexible","0.917"" (23.29mm)","0.413"" (10.49mm)","0.917"" (23.29mm)","0.220"" (5.59mm)","0.831"" (21.11mm)","-","-","1.500"" (38.10mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202D121-4%5E42-0.JPG,A101236-ND,202D121-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK W/LIP,2,0,"18.92000","0","1","Thermofit 202D1","Active","Boot","21","-","Black","Polyolefin (PO), Flexible","0.917"" (23.29mm)","0.413"" (10.49mm)","0.917"" (23.29mm)","0.220"" (5.59mm)","0.831"" (21.11mm)","-","-","1.500"" (38.10mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806698-000.JPG,202A142-3-0-ND,202A142-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,29,0,"19.03000","0","1","Thermofit 202A1","Active","Boot","42","Flame Retardant","Black","Polyolefin (PO), Semi-Rigid","1.220"" (30.99mm)","0.701"" (17.81mm)","1.220"" (30.99mm)","0.291"" (7.39mm)","1.402"" (35.61mm)","0.870"" (22.10mm)","-","2.630"" (66.80mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/814589-000.JPG,202D142-3/42-0-ND,202D142-3/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,1,0,"19.39000","0","1","Thermofit 202D1","Active","Boot","42","-","Black","Polyolefin (PO), Semi-Rigid","1.220"" (30.99mm)","0.701"" (17.81mm)","1.220"" (30.99mm)","0.283"" (7.19mm)","1.390"" (35.31mm)","0.965"" (24.51mm)","-","2.630"" (66.80mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806606-000.JPG,202A153-3-0-ND,202A153-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ53 BLACK,1,0,"19.85000","0","1","Thermofit 202A1","Active","Boot","53","Flame Retardant","Black","Polyolefin (PO), Semi-Rigid","1.420"" (36.07mm)","0.862"" (21.89mm)","1.420"" (36.07mm)","0.339"" (8.61mm)","1.630"" (41.40mm)","0.870"" (22.10mm)","-","2.902"" (73.71mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806748-000.JPG,A104812-ND,222D132-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ32 BLACK,25,0,"19.97000","0","1","Thermofit 222D1","Active","Boot - 90°","32","-","Black","Elastomer, Semi-Rigid","1.118"" (28.40mm)","0.559"" (14.20mm)","1.118"" (28.40mm)","0.260"" (6.60mm)","1.071"" (27.20mm)","0.980"" (24.89mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806823-000.JPG,A104813-ND,222D142-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ42 BLACK,1,0,"19.98000","0","1","Thermofit 222D1","Active","Boot - 90°","42","-","Black","Elastomer, Semi-Rigid","1.220"" (30.99mm)","0.701"" (17.81mm)","1.220"" (30.99mm)","0.280"" (7.11mm)","1.220"" (30.99mm)","0.980"" (24.89mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/689127-000.JPG,202D211-25/225-0-ND,202D211-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ11 BLACK,1,0,"20.18000","0","1","Thermofit 202D2","Active","Boot","11","Abrasion Resistant, Adhesive Coating, Chemical Resistant, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resist","Black","Elastomer, Semi-Rigid, Irradiated","0.882"" (22.40mm)","0.449"" (11.40mm)","0.882"" (22.40mm)","0.252"" (6.40mm)","0.559"" (14.20mm)","3.402"" (86.41mm)","-","4.169"" (105.89mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222A111thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/814554-000.JPG,222A121-25/86-0-ND,222A121-25/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ21 BLACK,25,0,"20.24000","0","1","Thermofit 222A1","Active","Boot - 90°","21","-","Black","Elastomer, Semi-Rigid","0.980"" (24.89mm)","0.402"" (10.21mm)","0.980"" (24.89mm)","0.209"" (5.31mm)","0.890"" (22.61mm)","0.579"" (14.71mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202D221-4-0.JPG,A101240-ND,202D221-4-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK W/LIP,11,0,"20.41000","0","1","Thermofit 202D2","Active","Boot","21","Flame Retardant, Fluid Resistant, Heat Resistant, Lip","Black","Polyolefin (PO), Flexible, Irradiated","1.012"" (25.70mm)","0.591"" (15.00mm)","1.012"" (25.70mm)","0.291"" (7.39mm)","0.591"" (15.01mm)","3.882"" (98.60mm)","-","4.772"" (121.21mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=301A011thru048&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/823277-000.JPG,301A011-25/225-0-ND,301A011-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 T SZ11,1,0,"21.68000","0","1","Thermofit 301A0","Active","Boot, Transition - Breakout, 2:1 (T)","11","Abrasion Resistant, Adhesive Coating, Chemical Resistant, Flame Retardant, Fluid Resistant, Heat Resistant, Strain Resistant","Black","Elastomer, Semi-Rigid, Irradiated","0.260"" (6.60mm)","0.142"" (3.61mm)","0.260"" (6.60mm)","0.142"" (3.61mm)","0.594"" (15.09mm)","0.579"" (14.71mm)","-","1.169"" (29.69mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806604-000.JPG,222K132-3-0-ND,222K132-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ32 BLACK,1,0,"22.50000","0","1","Thermofit 222K1","Active","Boot - 90°","32","-","Black","Polyolefin (PO), Semi-Rigid","1.180"" (29.97mm)","0.559"" (14.20mm)","1.180"" (29.97mm)","0.232"" (5.89mm)","1.060"" (26.92mm)","0.790"" (20.07mm)","-","1.260"" (32.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202C611thru663&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202C6-38.1.jpg,202C632-71-0-ND,202C632-71-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,3,0,"22.66000","0","1","Thermofit 202C6","Active","Boot","32","-","Black","Polyolefin (PO), Flexible","1.500"" (38.10mm)","0.690"" (17.53mm)","1.500"" (38.10mm)","0.500"" (12.70mm)","-","0.882"" (22.40mm)","-","5.752"" (146.10mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202D253-4-0.JPG,A101243-ND,202D253-4-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ53 BLACK W/LIP,1,0,"23.35000","0","1","Thermofit 202D2","Active","Boot","53","Flame Retardant, Fluid Resistant, Heat Resistant, Lip","Black","Polyolefin (PO), Flexible, Irradiated","1.470"" (37.34mm)","1.161"" (29.49mm)","1.470"" (37.34mm)","0.409"" (10.39mm)","0.710"" (18.03mm)","5.598"" (142.19mm)","-","7.000"" (177.80mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202C611thru663&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202C6-47.8.jpg,202C642-71-0-ND,202C642-71-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,1,0,"23.61000","0","1","Thermofit 202C6","Active","Boot","42","-","Black","Polyolefin (PO), Flexible","1.882"" (47.80mm)","0.882"" (22.40mm)","1.882"" (47.80mm)","0.690"" (17.53mm)","-","1.000"" (25.40mm)","-","6.252"" (158.80mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=322A112thru158&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/820057-000.JPG,322A112-25-0-ND,322A112-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 T SZ12,3,0,"23.77000","0","1","Thermofit 322A1","Active","Boot, Transition - Breakout, 2:1 (T)","12","-","Black","Elastomer, Semi-Rigid","0.520"" (13.21mm)","0.230"" (5.84mm)","0.260"" (6.60mm)","0.118"" (3.00mm)","1.031"" (26.19mm)","0.760"" (19.30mm)","-","2.059"" (52.30mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/812860-000.JPG,202K163-25/86-0-ND,202K163-25/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ63 BLACK,5,0,"24.57000","0","1","Thermofit 202K1","Active","Boot","63","Adhesive Coating, Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.690"" (42.93mm)","1.110"" (28.19mm)","1.690"" (42.93mm)","0.390"" (9.91mm)","2.402"" (61.01mm)","1.180"" (29.97mm)","-","3.898"" (99.01mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=342A012thru058&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/878518-000.JPG,342A012-4/42-0-ND,342A012-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 45DEG SZ12,1,0,"26.20000","0","1","Thermofit 342A0","Active","Boot, Transition - Side Breakout, 45°","12","Adhesive Coating","Black","Polyolefin (PO), Flexible","0.520"" (13.21mm)","0.272"" (6.91mm)","0.260"" (6.60mm)","0.142"" (3.61mm)","0.902"" (22.91mm)","0.921"" (23.39mm)","-","1.941"" (49.30mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773847-4_instalite&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222K142-25L-0.jpg,A120839-ND,222K142-25L-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ42 BLACK,5,0,"26.49000","0","1","Thermofit 222K1","Active","Boot - 90°","42","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","1.220"" (30.99mm)","0.710"" (18.03mm)","1.220"" (30.99mm)","0.280"" (7.11mm)","1.220"" (30.99mm)","0.591"" (15.01mm)","-","1.540"" (39.12mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202C611thru663&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/806251-000.JPG,202C621-51/164-0-ND,202C621-51/164-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,2,0,"29.66000","0","1","Thermofit 202C6","Active","Boot","21","-","Black","EPB","0.882"" (22.40mm)","0.461"" (11.71mm)","0.701"" (17.81mm)","0.319"" (8.10mm)","-","0.780"" (19.81mm)","-","5.252"" (133.40mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382A012thru046&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/382A023-3-0.JPG,A101266-ND,382A023-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 Y SZ23,1,0,"30.80000","0","1","Thermofit 382A0","Active","Boot, Transition - Breakout, 2:1 (Y)","23","-","Black","Polyolefin (PO), Semi-Rigid","1.060"" (26.92mm)","0.488"" (12.40mm)","0.520"" (13.21mm)","0.240"" (6.10mm)","1.500"" (38.10mm)","1.700"" (43.18mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=462A421thru423&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/462A-4-21.JPG,462A421-71-0-ND,462A421-71-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 3:1 SZ21,2,0,"33.10000","0","1","Thermofit 462A4","Active","Boot, Transition - Breakout, 3:1","21","-","Black","Polyolefin (PO), Flexible","0.780"" (19.81mm)","0.260"" (6.60mm)","0.520"" (13.21mm)","0.260"" (6.60mm)","1.690"" (42.93mm)","1.690"" (42.93mm)","-","3.382"" (85.90mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=462A011thru060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/462A0-23.JPG,462A023-25/86-0-ND,462A023-25/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 3:1 SZ23,1,0,"36.05000","0","1","Thermofit 462A0","Active","Boot, Transition - Breakout, 3:1","23","-","Black","Elastomer, Semi-Rigid","1.060"" (26.92mm)","0.520"" (13.21mm)","0.520"" (13.21mm)","0.272"" (6.91mm)","1.690"" (42.93mm)","1.980"" (50.29mm)","-","3.669"" (93.19mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX-100&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202K1-30.0.jpg,A104809-ND,202K132-100/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,2,0,"36.39000","0","1","Thermofit 202K1","Active","Boot","32","Adhesive Coating, Lip","Black","Polyolefin (PO), Semi-Flexible, Halogen Free","1.180"" (29.97mm)","0.559"" (14.20mm)","0.591"" (15.01mm)","0.232"" (5.89mm)","1.260"" (32.00mm)","0.710"" (18.03mm)","-","2.170"" (55.12mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/814635-000.JPG,202D285-4-0-ND,202D285-4-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ85 BLACK,1,0,"37.17000","0","1","Thermofit 202D2","Active","Boot","85","Flame Retardant, Fluid Resistant, Heat Resistant, Lip","Black","Polyolefin (PO), Flexible, Irradiated","2.469"" (62.71mm)","1.850"" (46.99mm)","2.469"" (62.71mm)","0.690"" (17.53mm)","0.921"" (23.39mm)","6.031"" (153.19mm)","-","8.000"" (203.20mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=462A011thru060&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/462A023-25-0.jpg,A101268-ND,462A023-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 3:1 SZ23,5,0,"37.37000","0","1","Thermofit 462A0","Active","Boot, Transition - Breakout, 3:1","23","-","Black","Elastomer, Semi-Rigid","1.060"" (26.92mm)","0.520"" (13.21mm)","0.520"" (13.21mm)","0.272"" (6.91mm)","1.690"" (42.93mm)","1.980"" (50.29mm)","-","3.669"" (93.19mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX-100&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202K1-43.jpg,202K163-100-0-ND,202K163-100-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ63 BLACK,2,0,"39.29000","0","1","Thermofit 202K1","Active","Boot","63","Fluid Resistant, Lip","Black","Polyolefin (PO), Semi-Flexible, Halogen Free","1.690"" (42.93mm)","1.110"" (28.19mm)","0.984"" (24.99mm)","0.390"" (9.91mm)","2.402"" (61.01mm)","1.180"" (29.97mm)","-","3.898"" (99.01mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=562A011thru067&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/514596-000.JPG,562A011-25-0-ND,562A011-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 4:1 SZ11,2,0,"40.42000","0","1","Thermofit 562A0","Active","Boot, Transition - Breakout, 4:1","11","-","Black","Elastomer, Semi-Rigid","0.520"" (13.21mm)","0.272"" (6.91mm)","0.260"" (6.60mm)","0.138"" (3.51mm)","1.512"" (38.40mm)","0.949"" (24.10mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=562A011thru067&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/823811-000.JPG,562A022-25-0-ND,562A022-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 4:1 SZ22,2,0,"40.42000","0","1","Thermofit 562A0","Active","Boot, Transition - Breakout, 4:1","22","-","Black","Elastomer, Semi-Rigid","0.760"" (19.30mm)","0.382"" (9.70mm)","0.370"" (9.40mm)","0.209"" (5.31mm)","1.421"" (36.09mm)","1.260"" (32.00mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=562A011thru067&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/562A0-43.JPG,562A043-4-0-ND,562A043-4-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 4:1 SZ43,5,0,"46.12000","0","1","Thermofit 562A0","Active","Boot, Transition - Breakout, 4:1","43","-","Black","Polyolefin (PO), Flexible","1.060"" (26.92mm)","0.512"" (13.00mm)","0.520"" (13.21mm)","0.272"" (6.91mm)","2.039"" (51.79mm)","1.770"" (44.96mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/878499-000.JPG,202K174-25/225-0-ND,202K174-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ74 BLACK,5,0,"46.18000","0","1","Thermofit 202K1","Active","Boot","74","Adhesive Coating, Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","2.362"" (59.99mm)","1.382"" (35.10mm)","2.362"" (59.99mm)","0.618"" (15.70mm)","2.830"" (71.88mm)","1.970"" (50.04mm)","-","5.120"" (130.05mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1773847-4_instalite&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222K185-25L-0.jpg,A120843-ND,222K185-25L-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ85 BLACK,3,0,"46.25000","0","1","Thermofit 222K1","Active","Boot - 90°","85","Fluid Resistant, Lip","Black","Elastomer, Semi-Rigid","2.600"" (66.04mm)","1.752"" (44.50mm)","2.600"" (66.04mm)","0.661"" (16.79mm)","2.680"" (68.07mm)","1.890"" (48.01mm)","-","4.252"" (108.00mm)"
