Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Wire/Cable Tie Type","Length - Approximate","Bundle Diameter","Width","Length - Actual","Mounting Type","Tensile Strength","Features","Material","Color"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/115-06219.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/RT40R9C2.jpg,1436-1494-ND,RT40R9C2,HellermannTyton,RELEASABLE TIE 8.5""L 40LB NATURA,2900,0,"0.44220","0","100","100 per Pkg","-","Active","Standard, Releasable","8.50""","2.01"" (51.00mm)","0.157"" (4.00mm)","0.705' (215.00mm, 8.46"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/WITA-xx_Dwg.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WITA-40R-HS-M.jpg,RPC1804-ND,WITA-120R-UVB-D,Essentra Components,CABLE TIE LOCK UV BLK 15.75"",2000,0,"0.44496","0","500","500 per Pkg","WITA","Active","Standard, Locking","15.75""","4.45"" (113.03mm)","0.310"" (7.87mm)","1.312' (400.00mm)","Free Hanging (In-Line)","120 lbs (54.43 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTPLB2S--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLB_BLK.jpg,298-9958-ND,PLB2S-C0,Panduit Corp,TIE CBL DL STD WR BLK 7.6"",4200,0,"0.45720","0","100","100 per Pkg","PAN-TY® BOW-TY™ PLB","Active","Double Head, Locking","7.50""","1.80"" (45.72mm)","0.190"" (4.83mm)","0.633' (193.00mm, 7.60"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-INSL023CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/REZx00.NB3P.jpg,1436-1335-ND,REZ200.NB3P,HellermannTyton,RELEASABLE TIE 7.8""L 30LB BLACK,1100,0,"0.45980","0","100","100 per Pkg","-","Active","Standard, Pinch Releasable","7.75""","1.97"" (50.00mm)","0.185"" (4.70mm)","0.656' (200.00mm, 7.87"")","Free Hanging (In-Line)","30 lbs (13.61 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/CatalogCutSheets/SG100M-C%20Product%20Page.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SG_BLK.jpg,298-9941-ND,SG300S-C0,Panduit Corp,CABLE TIE STANDARD BLK 12.4"",5100,0,"0.46470","0","100","100 per Pkg","Super-Grip®","Active","Standard, Locking","12.50""","3.20"" (81.28mm)","0.225"" (5.70mm)","1.033' (315.00mm)","Free Hanging (In-Line)","70 lbs (31.75 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTPLB2S--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLB_BLK.jpg,298-9959-ND,PLB3S-C0,Panduit Corp,TIE CBL DL STD WR BLK 11.8"",2400,0,"0.48250","0","100","100 per Pkg","PAN-TY® BOW-TY™ PLB","Active","Double Head, Locking","11.75""","3.00"" (76.20mm)","0.190"" (4.83mm)","0.983' (299.72mm, 11.80"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT-6SM-SS-5540-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20NATURAL.jpg,298-1035-ND,PLT4S-C,Panduit Corp,CABLE TIE HEAVY 50LB 14.5"",1900,0,"0.48810","0","100","100 per Pkg","PAN-TY® PLT","Active","Standard, Locking","14.50""","4.00"" (101.60mm)","0.190"" (4.83mm)","1.208' (368.30mm)","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT2050063CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/156-00553.JPG,1436-1057-ND,156-00553,HellermannTyton,CBLE TIE/EDGE CLIP 50LB 8""L BLK,1500,0,"0.49552","0","500","500 per Pkg","-","Active","Standard, Locking","7.75""","1.77"" (45.00mm)","0.181"" (4.60mm)","0.656' (200.00mm, 7.87"")","Edge Clip","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1317059.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_12933xx.jpg,RPC2221-ND,1293373,Essentra Components,CBL TIE LOCKING BLK 51LB 11.81"",4600,0,"0.50090","0","100","Bulk","-","Active","Standard, Locking","11.75""","3.15"" (80.00mm)","0.299"" (7.59mm)","0.984' (300.00mm, 11.81"")","Free Hanging (In-Line)","51 lbs (23.13 kg)","-","Polypropylene (PP)","Black"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/CT2050008CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T50R0M4.jpg,1436-1500-ND,T50I0UVC2,HellermannTyton,CABLE TIE 12""L 50LB BLACK,1400,0,"0.50770","0","100","100 per Pkg","-","Active","Standard, Locking","12.00""","3.15"" (80.00mm)","0.181"" (4.60mm)","1.000' (304.80mm)","Free Hanging (In-Line)","50 lbs (22.68 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.qualtekusa.com/images/Cable%20Ties/PDFs/17_series.pdf,//media.digikey.com/photos/Qualtek%20Photos/17-Series-8.80mm.jpg,Q784-ND,17-EHD450B-L,Qualtek,CBL TIE LOCKING BK 175LB 1.48',1644,0,"0.51000","0","50","50 per Pkg","17","Active","Standard, Locking","17.75""","5.14"" (130.50mm)","0.346"" (8.80mm)","1.476' (450.00mm)","Free Hanging (In-Line)","175 lbs (79.40 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/CT2050007CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T50R1STNLM5.jpg,1436-1566-ND,T50R1STNLM5,HellermannTyton,HIGH TEMP TIE 7.9""L 50LB BROWN,2000,0,"0.56902","0","1000","100 per Pkg","-","Active","Standard, Locking","8.00""","1.97"" (50.00mm)","0.181"" (4.60mm)","0.663' (202.00mm, 7.95"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","High Temperature","Polyamide (PA46), Nylon 4/6","Brown"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT2040004CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/RT40R0C2.jpg,1436-1499-ND,RT40R0C2,HellermannTyton,RELEASABLE TIE 8.5""L 40LB BLACK,1763,0,"0.57000","0","1","100 per Pkg","-","Active","Standard, Releasable","8.50""","2.01"" (51.00mm)","0.157"" (4.00mm)","0.705' (215.00mm, 8.46"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT2126002CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/T120RDH0xx.jpg,1436-1430-ND,T120RDH0H4,HellermannTyton,DOUBLE HEAD TIE 15.7""L 120LB BLK,1500,0,"0.57200","0","500","500 per Pkg","-","Active","Double Head, Locking","15.75""","-","0.300"" (7.62mm)","1.308' (398.78mm)","Free Hanging (In-Line)","120 lbs (54.43 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/SS_2880.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLM%20SERIES%20NATURAL.jpg,298-1012-ND,PLM2S-C,Panduit Corp,MARKER TIE WRAP STD 50LB 7.4"",2300,0,"0.60960","0","100","100 per Pkg","PAN-TY® PLM","Active","Marker Strap/Flag Tie","7.50""","1.75"" (44.45mm)","0.185"" (4.70mm)","0.617' (187.96mm, 7.40"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Write-On Area","Polyamide (PA66), Nylon 6/6","Natural"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CTxxBK50.jpg,3M121BKC-ND,CT11BK50-C,3M,11"" BLACK 50LB CABLE TIE,1700,0,"0.62440","0","100","100 per Pkg","-","Active","Standard, Locking","11.00""","3.00"" (76.20mm)","0.181"" (4.60mm)","0.925' (281.94mm, 11.10"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-HMAN135CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/126-00000.JPG,1436-1063-ND,126-00000,HellermannTyton,CABLE/EDGE CLIP 50LB 6.3""L BLACK,1500,0,"0.64196","0","500","500 per Pkg","-","Active","Standard, Locking","6.25""","1.38"" (35.00mm)","0.181"" (4.60mm)","0.525' (160.00mm, 6.30"")","Edge Clip","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-HTG264CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_150-31098.jpg,1436-1779-ND,150-31098,HellermannTyton,FIR TREE MOUNT 50LB 7.9"",26000,0,"0.68984","0","500","500 per Pkg","-","Active","Standard, Locking","7.75""","1.77"" (45.00mm)","0.181"" (4.60mm)","0.656' (200.00mm, 7.87"")","Push Mount, Fir Tree","50 lbs (22.68 kg)","High Temperature","Polyamide (PA66), Nylon 6/6","Gray"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT05-046-005CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/132-00010.jpg,1436-1573-ND,132-00010,HellermannTyton,BUTTON HEAD TIE 105LB 9.6""L BLK,1150,0,"0.70280","0","50","50 per Pkg","-","Active","Tie Strap, Locking","9.75""","2.62"" (66.70mm)","0.220"" (5.60mm)","0.802' (244.40mm, 9.63"")","Button Cinch Mount","105 lbs (47.63 kg)","Heat Stabilized, Impact Modified","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/TOBS-18.pdf,//media.digikey.com/Photos/Richco%20Photos/TOBS-18-01A-RT.JPG,RP784-ND,TOBS-18-01A-RT,Essentra Components,TIE-ON BASE SCREW W/ADHESIVE,1692,0,"0.73466","0","1000","1000 per Pkg","-","Active","Standard, Releasable","4.50""","1.12"" (28.57mm)","0.280"" (7.11mm)","0.383' (116.74mm, 4.60"")","Adhesive Back, Mounting Base","18 lbs (8.16 kg)","-","Polyamide (PA66), Nylon 6/6","Black"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CT11NT50-C.JPG,3M121C-ND,CT11NT50-C,3M,11"" NATURAL 50LB CABLE TIE 1=1PC,2548,0,"0.79000","0","1","100 per Pkg","-","Active","Standard, Locking","11.00""","3.00"" (76.20mm)","0.181"" (4.60mm)","0.925' (281.94mm, 11.10"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCL-HMAN109CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/156-00540.JPG,1436-1073-ND,156-00540,HellermannTyton,CABLE/EDGE CLIP 50LB 8"" L BLACK,1250,0,"0.81468","0","500","500 per Pkg","-","Active","Standard, Locking","8.00""","1.77"" (45.00mm)","0.181"" (4.60mm)","0.663' (202.00mm, 7.95"")","Edge Clip","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/02-0371-005-csu.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_156-00867.jpg,1436-1755-ND,156-00867,HellermannTyton,CABLE TIE/EDGE CLIP 50LB 7.9"",2500,0,"0.82168","0","500","500 per Pkg","-","Active","Standard, Locking","7.75""","1.77"" (45.00mm)","0.181"" (4.60mm)","0.656' (200.00mm, 7.87"")","Edge Clip","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT05-046-004CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/132-0001x.jpg,1436-1575-ND,132-00011,HellermannTyton,BUTTON HEAD TIE 105LB 15.0"" BLAC,3800,0,"0.82640","0","50","50 per Pkg","-","Active","Tie Strap, Locking","15.00""","4.33"" (110.00mm)","0.220"" (5.60mm)","1.252' (381.50mm)","Button Cinch Mount","105 lbs (47.63 kg)","Heat Stabilized, Impact Modified","Polyamide (PA66), Nylon 6/6","Black"
https://www.hellermanntyton.com/shared/datasheets/CAD_141991.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/156-01343.JPG,1436-1843-ND,156-01343,HellermannTyton,CBL TIE LOCKING BLACK 50LB 6.10"",1247,0,"0.83028","0","250","Bulk","-","Active","Standard, Locking","6.00""","1.38"" (35.00mm)","0.185"" (4.70mm)","0.509' (155.00mm, 6.10"")","Swivel Clip Mount","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/cl10-0831-002cst.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/156-00539.JPG,1436-1078-ND,156-00539,HellermannTyton,CABLE/EDGE CLIP 50LB 8"" L BLACK,9000,0,"0.85842","0","500","500 per Pkg","-","Active","Standard, Locking","8.00""","1.77"" (45.00mm)","0.181"" (4.60mm)","0.663' (202.00mm, 7.95"")","Edge Clip","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1258144.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/WITA-40R-C.jpg,RPC1806-ND,WITA-175R-L,Essentra Components,CABLE TIE LOCK NAT 24 175LB,2450,0,"0.89620","0","50","50 per Pkg","WITA","Active","Standard, Locking","24.00""","7.02"" (178.30mm)","0.350"" (8.89mm)","2.000' (609.60mm)","Free Hanging (In-Line)","175 lbs (79.40 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT1M-C76--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PLT_AQUA.jpg,298-10511-ND,PLT2S-M76,Panduit Corp,CABLE TIE STD ETFE BLUE 7.4"",2000,0,"0.90693","0","1000","1000 per Pkg","PAN-TY® PLT","Active","Standard, Locking","7.50""","1.88"" (47.75mm)","0.190"" (4.83mm)","0.617' (187.96mm, 7.40"")","Free Hanging (In-Line)","50 lbs (22.68 kg)","Flame Retardant, Radiation Resistant","Ethylenterafluorineethylene (ETFE)","Blue, Aqua"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT2H-SS-5540-4--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20NATURAL.jpg,298-10516-ND,PLT4H-L,Panduit Corp,CABLE TIE HEAVY 120LB 14.5"",1200,0,"0.91000","0","50","50 per Pkg","PAN-TY® PLT","Active","Standard, Locking","14.50""","4.00"" (101.60mm)","0.300"" (7.62mm)","1.208' (368.30mm)","Free Hanging (In-Line)","120 lbs (54.43 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT2H-SS-5540-4--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/PLT%20SERIES%20BLACK.jpg,298-10512-ND,PLT3H-L0,Panduit Corp,CABLE TIE HEAVY WR BLACK 11.4"",1300,0,"0.93260","0","50","50 per Pkg","PAN-TY® PLT","Active","Standard, Locking","11.50""","3.00"" (76.20mm)","0.300"" (7.62mm)","0.950' (289.56mm, 11.40"")","Free Hanging (In-Line)","120 lbs (54.43 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTBT2LH-BT-0037-3--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BTSeries_Blk.jpg,298-10480-ND,BT4LH-L0,Panduit Corp,CABLE TIE BARB TY 120LB 14.9"",1100,0,"0.98940","0","50","50 per Pkg","DOME-TOP® BARB-TY® BT","Active","Standard, Locking","15.00""","4.00"" (101.60mm)","0.275"" (7.00mm)","1.242' (378.46mm)","Free Hanging (In-Line)","120 lbs (54.43 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-HMAN159CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_156-00017.jpg,1436-1746-ND,156-02429,HellermannTyton,CABLE TIE/EDGE CLIP 50LB 5.9"",2000,0,"0.99882","0","500","500 per Pkg","-","Active","Standard, Locking","6.00""","1.38"" (35.00mm)","0.181"" (4.60mm)","0.492' (150.00mm, 5.91"")","Edge Clip","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/04-0813-005-csu.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/156-00874.JPG,1436-1085-ND,156-00874,HellermannTyton,T50ROSEC21 EDGE CLIP/TIE ASMY,2000,0,"1.06092","0","500","500 per Pkg","-","Active","Standard, Locking","7.75""","1.77"" (45.00mm)","0.181"" (4.60mm)","0.656' (200.00mm, 7.87"")","Edge Clip","50 lbs (22.68 kg)","Heat Stabilized","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCL-HTG157CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_156-00592.jpg,1436-1783-ND,156-00592,HellermannTyton,CABLE TIE/EDGE CLIP 50LB 7.9"",1100,0,"1.06930","0","100","100 per Pkg","-","Active","Standard, Locking","7.75""","1.77"" (45.00mm)","0.181"" (4.60mm)","0.656' (200.00mm, 7.87"")","Edge Clip","50 lbs (22.68 kg)","Heat Stabilized, Impact Modified, UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.qualtekusa.com/images/Cable%20Ties/PDFs/17_series.pdf,//media.digikey.com/photos/Qualtek%20Photos/17-EHD920B-L.jpg,Q790-ND,17-EHD920B-L,Qualtek,CBL TIE LOCKING BK 175LB 3.02',1450,17,"1.08420","0","50","50 per Pkg","17","Active","Standard, Locking","36.25""","11.02"" (280.00mm)","0.354"" (9.00mm)","3.018' (920.00mm)","Free Hanging (In-Line)","175 lbs (79.40 kg)","UV Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT2007050SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/GT.50X115P2.jpg,1436-1255-ND,GT.50X115P2,HellermannTyton,GRIP TIE 11X.5"" GREEN,5130,0,"1.34300","0","10","10 per Pkg","-","Active","Hook and Loop - Tie","11.00""","2.63"" (66.80mm)","0.500"" (12.70mm)","0.917' (279.40mm, 11.00"")","Free Hanging (In-Line)","40 lbs (18.14 kg)","-","Polyethylene Hook, Polyamide Loop","Green"
http://www.essentracomponents.com.sg/images-line/pdfs/WIT-RT.pdf,//media.digikey.com/photos/Richco%20Photos/WIT-RT-1525.JPG,RP221-ND,WIT-RT-1525-Q,Essentra Components,WIRE TIE 250# /15.25"" RELS TAB,2682,0,"1.34960","0","25","25 per Pkg","WIT-RT","Active","Standard, Releasable","15.25""","4.00"" (101.60mm)","0.520"" (13.21mm)","1.270' (387.00mm)","Free Hanging (In-Line)","250 lbs (113.40 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-SSMLT2H-LP-N41115BS--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MLT...CP.jpg,298-10122-ND,MLT4H-LP,Panduit Corp,CABLE TIE 304 SS 450LB 14.3""L,1400,0,"1.66340","0","50","50 per Pkg","Pan-Steel® MLT","Active","Standard, Locking","14.25""","4.00"" (101.60mm)","0.310"" (7.87mm)","1.192' (363.22mm)","Free Hanging (In-Line)","450 lbs (204.12 kg)","-","Stainless Steel 304","Silver"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/CT2007075CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/GT.75X150C2.jpg,1436-1402-ND,GT.75X150C2,HellermannTyton,GRIP TIE 15X.75"" BLACK,200,0,"2.09950","0","100","100 per Pkg","-","Active","Hook and Loop - Tie","15.00""","3.88"" (98.55mm)","0.750"" (19.05mm)","1.250' (381.00mm)","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyethylene Hook, Polyamide Loop","Black"
http://multimedia.3m.com/mws/media/105553O/3mtm-cable-ties.pdf,//media.digikey.com/Photos/3M%20Photos/CT36NT175-L.jpg,3M126L-ND,CT36NT175-L,3M,36"" NATURAL 175LB CABLE TIE,1100,0,"2.10560","0","50","50 per Pkg","-","Active","Standard, Locking","36.00""","11.00"" (279.40mm)","0.340"" (8.64mm)","3.000' (914.40mm)","Free Hanging (In-Line)","175 lbs (79.40 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/SS_26935.pdf,"//media.digikey.com/photos/Panduit%20Corp%20Photos/HLC3S-X0,HLC5S-X0.jpg",298-1109-ND,HLC5S-X0,Panduit Corp,TAC-TIES 50# 18"" BLACK,134,0,"2.94000","0","1","10 per Pkg","TAK-TY® HLC","Active","Hook and Loop - Tie","18.00""","5.00"" (127.00mm)","0.750"" (19.05mm)","1.500' (457.20mm)","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Polyamide (PA), Nylon","Black"
http://www.panduit.com/heiler/PartDrawings/C-SSMLTFC2H-LP316-N41193BS--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MLTFC4H-LP316.JPG,298-10128-ND,MLTFC4H-LP316,Panduit Corp,TIE 316SS POLYCOAT 250# 14.3"" BK,600,0,"3.24340","0","50","50 per Pkg","Pan-Steel® MLTFC","Active","Standard, Locking","14.25""","4.00"" (101.60mm)","0.310"" (7.87mm)","1.192' (363.22mm)","Free Hanging (In-Line)","250 lbs (113.40 kg)","Corrosion Resistance, UV Resistant","Stainless Steel 316, Polyester Coated","Black"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-TCJ039CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_111-00718.jpg,1436-1773-ND,111-00718,HellermannTyton,ETFE CABLE TIE 50LB 15.04"",1600,0,"3.52200","0","100","100 per Pkg","-","Active","Standard, Locking","15.00""","4.13"" (104.90mm)","0.185"" (4.70mm)","1.250' (381.00mm)","Free Hanging (In-Line)","50 lbs (22.68 kg)","-","Ethylenterafluorineethylene (ETFE)","Blue"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XCT-HTC002-CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/111-01125.jpg,1436-1011-ND,111-01125,HellermannTyton,HIGH TEMP 15""L 120LB BLUE,900,0,"3.91180","0","50","50 per Pkg","-","Active","Standard, Locking","15.25""","4.13"" (104.90mm)","0.300"" (7.62mm)","1.270' (387.00mm)","Free Hanging (In-Line)","120 lbs (54.43 kg)","-","Ethylenterafluorineethylene (ETFE)","Blue"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/118-00032.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/118-00032.jpg,1436-1410-ND,118-00032,HellermannTyton,PEEK TIE 5.7""L 52LB BEIGE,497,0,"4.98330","0","100","100 per Pkg","-","Active","Standard, Locking","5.75""","1.38"" (35.00mm)","0.134"" (3.40mm)","0.476' (145.00mm, 5.71"")","Free Hanging (In-Line)","52 lbs (23.59 kg)","High Temperature","Polyetheretherketone (PEEK)","Beige"
http://www.essentracomponents.com.sg/images-line/pdfs/RKWD.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RKWD-12-18-BK.jpg,RPC1254-ND,RKWD-12-18-BK,Essentra Components,"CINCH STRAP, HOOK & LOOP, BLACK",250,0,"5.56500","0","10","Bulk","RKWD","Active","Hook and Loop - Tie","18.00""","4.75"" (120.65mm)","0.750"" (19.05mm)","1.500' (457.20mm)","Free Hanging (In-Line)","-","-","Polyamide (PA), Nylon","Black"
https://assets.tripplite.com/product-pdfs/en/p35010n10.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P350-10N-10.jpg,TL1138-ND,P350-10N-10,Tripp Lite,10 PIECE 10 INCH HOOK AND LOOP,114,0,"6.01000","0","1","10 per Pkg","-","Active","Hook and Loop - Tie","10.00""","-","0.625"" (15.88mm)","0.833' (254.00mm, 10.00"")","Free Hanging (In-Line)","-","-","-","Black"
http://www.essentracomponents.com.sg/images-line/pdfs/RKWDA.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/RKWDA-16-20-BK.jpg,RPC1255-ND,RKWDA-16-20-BK,Essentra Components,"CINCH STRAP, HOOK & LOOP, ANY-LE",150,0,"7.11700","0","10","Bulk","RKWDA","Active","Hook and Loop - Tie","20.00""","-","1.000"" (25.40mm)","1.667' (508.10mm)","Free Hanging (In-Line)","-","-","Polyamide (PA), Nylon","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTBT1M-BT1M-BT-0037-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BT-XMR_NAT.jpg,298-10738-2-ND,BT1M-XMR,Panduit Corp,BARB TY CABLE TIES ON A REEL,15000,0,"0.06262","0","5000","5000 per Reel; 2 Reels","DOME-TOP® BARB-TY® BT","Active","Standard, Locking","4.00""","0.82"" (20.83mm)","0.100"" (2.54mm)","0.333' (101.60mm, 4.00"")","Free Hanging (In-Line)","30 lbs (13.61 kg)","-","Polyamide (PA66), Nylon 6/6","Natural"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT-6SM-SS-5540-1--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PLT1M-XMR00_A.jpg,298-10774-ND,PLT1M-XMR00,Panduit Corp,MINI CBL TIES ON REEL WR BLK 4"",15000,0,"0.06647","0","5000","5000 per Reel; 2 Reels","PAN-TY® PLT","Active","Standard, Locking","4.00""","0.82"" (20.83mm)","0.098"" (2.50mm)","0.333' (101.60mm, 4.00"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
http://www.panduit.com/heiler/PartDrawings/C-CTPLT-6SM-SS-5540-1--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_PLT-XMR_BLK.jpg,298-10742-2-ND,PLT1M-XMR0,Panduit Corp,MINI CBL TIES ON REEL WR BLK 4"",15000,0,"0.06647","0","5000","5000 per Reel; 2 Reels","PAN-TY® PLT","Active","Standard, Locking","4.00""","0.82"" (20.83mm)","0.098"" (2.50mm)","0.333' (101.60mm, 4.00"")","Free Hanging (In-Line)","18 lbs (8.16 kg)","Weather Resistant","Polyamide (PA66), Nylon 6/6","Black"
