Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Material","Features"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1422350,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1422350.jpg,277-16368-ND,1422350,Phoenix Contact,CABLE FEED-THROUGH PLATES NO. OF,20,0,"14.27000","0","1","*","Active","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1422348,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1422348.jpg,277-16366-ND,1422348,Phoenix Contact,CABLE FEED-THROUGH PLATES NO. OF,19,0,"14.27000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0f/0fe/0fel/fels/media/D-FBSP108--WW-ENG-OpticomWallMountEnclosures-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FELS.jpg,298-16216-ND,FELS,Panduit Corp,FIBER ENCLOSURE LOCK,15,0,"14.73000","0","1","*","Active","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0f/0fe/0fel/felu/media/D-FBSP108--WW-ENG-OpticomWallMountEnclosures-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FELU.jpg,298-16217-ND,FELU,Panduit Corp,FIBER ENCLOSURE LOCK,15,0,"14.73000","0","1","*","Active","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1422349,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1422349.jpg,277-16367-ND,1422349,Phoenix Contact,CABLE FEED-THROUGH PLATES NO. OF,14,0,"14.79000","0","1","*","Active","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1422351,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1422351.jpg,277-16369-ND,1422351,Phoenix Contact,CABLE FEED-THROUGH PLATES NO. OF,20,0,"14.79000","0","1","*","Active","-","-","-","-"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/166-90841.pdf,-,1436-2449-ND,FSU10-E,HellermannTyton,HELAGUARD METALLIC CONDUIT END C,0,0,"15.81000","0","1","HelaGuard FSU","Active","End Cap","FPU, FSU, FU-X, LFHU and SSU Conduit","Steel, Galvanized","-"
-,//media.digikey.com/Photos/Pflitsch/97720.9.JPG,2081-97720.9-ND,97720.9,Pflitsch,M40X1.5 STAINLESS STEEL,25,0,"17.73000","0","1","-","Active","Locknut","Cable Glands","Stainless Steel","M40 Thread"
http://cdn.techflex.com/assets/pdfs/how-to/fms.pdf,//media.digikey.com/Photos/Techflex/MFG_FMS1.50FL.jpg,1030-1596-ND,FMS1.50FL5,Techflex,FLNG FOR FLEXO MNTNG SYS BLK 5PK,14,0,"17.85000","0","1","Flexo®","Active","Flexo Mounting System Locking Collar","Flexo® Wall Plate, Flexo® PET & Clean Cut Expandable Sleeving","Polyamide (PA), Nylon, Glass Filled","Locking Collar, Metal Retaining Ring - Pkg of 5 - Black"
http://multimedia.3m.com/mws/media/41246O/3m-scotchcode-std-tape-dispenser-sdr-wire-marking-tape.PDF,//media.digikey.com/Photos/Molex/STD-X.jpg,3M162299-ND,STD-X,3M,W/M SDR EMPTY DISP 49519 STD,20,0,"19.13000","0","1","ScotchCode™ STD","Active","Dispenser","ScotchCode® SDR Wire Marker Refill Rolls","-","Holds 10 Rolls"
-,//media.digikey.com/photos/3M%20Photos/CC-2.JPG,3M161083-ND,CC-2,3M,CABLE PREPARATION KIT CC-2,20,0,"20.42000","0","1","-","Active","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,//media.digikey.com/Photos/Molex/1300990051.jpg,WM21684-ND,1300990051,Molex,SPRING SAFETY BUS-DROP GRIP 40LB,10,0,"20.45000","0","1","-","Active","Spring","Bus Drop","Steel","40 lb load"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/166-90843.pdf,-,1436-2450-ND,FSU16-E,HellermannTyton,HELAGUARD METALLIC CONDUIT END C,0,0,"20.48000","0","1","HelaGuard FSU","Active","End Cap","FPU, FSU, FU-X, LFHU and SSU Conduit","Steel, Galvanized","-"
-,-,2081-23027.9-ND,23027.9,Pflitsch,PG 36 LOCKNUT,0,0,"22.32000","0","1","-","Active","Locknut","Cable Glands","Stainless Steel","PG36 Thread"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/166-90844.pdf,-,1436-2451-ND,FSU20-E,HellermannTyton,HELAGUARD METALLIC CONDUIT END C,0,0,"25.64000","0","1","HelaGuard FSU","Active","End Cap","FPU, FSU, FU-X, LFHU and SSU Conduit","Steel, Galvanized","-"
https://docs.wixstatic.com/ugd/8176a5_069611054475431491b1d25e81038dc1.pdf,//media.digikey.com/Photos/IO-Audio-Technologies/MFG_CSL20102-03.jpg,1937-1049-ND,CSL20102-03,IO Audio Technologies,2CHANNEL CABLE PROTECTOR 3',0,0,"38.85000","0","1","KORE","Active","Cable Protector","-","Rubber","-"
https://www.jonard.com/~/media/4EF773CF6F8A487DA04E84A591AB4447.pdf,//media.digikey.com/Photos/OK%20Industries%20-%20Jonard%20Photos/MFG_CC-2721.jpg,K666-ND,CC-2721,Jonard Tools,CBL CADDY FOR 16X20"" WIRE SPOOLS,4,0,"42.02000","0","1","-","Active","Cable Caddy","Holds Cable Spool up to 100 lbs, 20"" OD x 17"" H","Steel","21"" W x 27"" H (533.4mm x 685.8mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/3m_packaing_solutions_scotch_tape_dispensers.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SLW.jpg,3M157543-ND,SLW,3M,WRITE-ON W/DISPENSER 1""X5"" LABEL,5,0,"46.31000","0","1","ScotchCode™","Active","Dispenser","ScotchCode™ Wire Marker Tape","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fs/fst/fsth/fsths/media/FSTHS(00466-64).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FSTHS.jpg,298-16257-ND,FSTHS,Panduit Corp,FIBER SPLICE TRAY HOLDER - USED,5,0,"49.68000","0","1","*","Active","-","-","-","-"
https://docs.wixstatic.com/ugd/8176a5_069611054475431491b1d25e81038dc1.pdf,//media.digikey.com/Photos/IO-Audio-Technologies/MFG_CSL20103-03.jpg,1937-1050-ND,CSL20103-03,IO Audio Technologies,3CHANNEL CABLE PROTECTOR 3',4,0,"56.10000","0","1","KORE","Active","Cable Protector","-","Rubber","-"
-,//media.digikey.com/Photos/Pflitsch/97722.9.JPG,2081-97722.9-ND,97722.9,Pflitsch,M63X1.5 STAINLESS STEEL,5,0,"65.17000","0","1","-","Active","Locknut","Cable Glands","Stainless Steel","M63 Thread"
https://multimedia.3m.com/mws/media/719642O/3m-scotchcast-flame-retardant-compound-2131.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2131C.jpg,3M158639-ND,2131C,3M,SCOTCHCAST FLAME RETARDANT COMPO,1,0,"65.23000","0","1","Scotchcast™","Active","Encapsulant Gel","-","Non-Urethane, 2-part Compound","2-Part Pouch"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1411074,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1411074.jpg,277-16462-ND,1411074,Phoenix Contact,CES-B24-10XSRC-BK,4,0,"69.69000","0","1","PLUSCON CES","Active","Sealing Frame, Screw Locking","Cables with 0.43"" (11.0mm) or Smaller OD","Polyamide (PA), Nylon","Cable Sleeves - 10 (B24), 2.30"" W x 4.72"" L (58.50mm x 120.00mm)"
https://docs.wixstatic.com/ugd/8176a5_069611054475431491b1d25e81038dc1.pdf,//media.digikey.com/Photos/IO-Audio-Technologies/MFG_CSL20105-03.jpg,1937-1051-ND,CSL20105-03,IO Audio Technologies,5CHANNEL CABLE PROTECTOR 3',4,0,"76.50000","0","1","KORE","Active","Cable Protector","-","Rubber","-"
-,//media.digikey.com/Photos/3M%20Photos/MFG_MB-1.jpg,3M161773-ND,MB-1,3M,MOUNTING BRACKET,3,0,"81.18000","0","1","*","Active","-","-","-","-"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/16-1968-001-CSU.PDF,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_LTPxx-xxx-CUL.jpg,1436-1873-ND,LTP20-050-CUL,HellermannTyton,METTHRT.5""THRD.50""20MMDIA 10/PKG,5,0,"96.05000","0","1","HelaGuard LTP","Active","Adapter","Conduit Tubing","Brass, Nickel Plated","1/2"" NPT Thread"
http://www.panduit.com/heiler/PartDrawings/C-WAQB-SN1-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-SN1-Q.jpg,298-10459-ND,QB-SN1-Q,Panduit Corp,QBHB SINGLE NAIL BASE 1"" 1 = 25,0,0,"153.30000","0","1","Quick-Build™","Active","Nail Holder","Quick-Build™ Harness Board System","Acrylonitrile Butadiene Styrene (ABS)","Accommodates One 1"" Nail, White"
http://www.panduit.com/heiler/PartDrawings/C-WAQB-SN1-Q--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QB-SN3-Q.jpg,298-10461-ND,QB-SN3-Q,Panduit Corp,QBHB SINGLE NAIL BASE 3"" 1 = 25,0,0,"153.30000","0","1","Quick-Build™","Active","Nail Holder","Quick-Build™ Harness Board System","Acrylonitrile Butadiene Styrene (ABS)","Accommodates One 3"" Nail, Gray"
http://multimedia.3m.com/mws/media/223399O/heavy-duty-wraparound-hdcw.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_HDCW.jpg,3M162647-ND,HDCW-140/40-1200,3M,HEATSHRINK WRAPARND CBL REPAIR S,0,0,"182.93000","0","1","HDCW","Active","Cable Repair Sleeve","Cable, Wire Repair","Polyolefin (PO)","Heat Shrinkable, Meltable Adhesive, Watertight"
https://multimedia.3m.com/mws/media/748275O/3m-sheath-seal-kits-5831-5832-inst.pdf,-,3M159704-ND,5832,3M,SCOTCHCAST SHEATH SEAL,1,0,"321.76000","0","1","Scotchcast™","Active","Seal Kit","-","-","-"
-,-,BEL14853-ND,23-80361,Belden Inc.,E DROP WIRE CLAMP 1PR.,0,0,"0.08136","0","1001","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SASR-NR504_TO_506&DocType=Customer+Drawing&DocLang=English,-,SASR-NR505-X-15MM-ND,SASR-NR505-X-15MM,TE Connectivity Raychem Cable Protection,FLEX HOT-MELT ADHESIVE .28"" DIA,0,0,"0.08993","0","2000","Thermofit® SASR","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.28"" (7.00mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SASR-NR504_TO_506&DocType=Customer+Drawing&DocLang=English,-,SASR-NR504-X-15MM-ND,SASR-NR504-X-15MM,TE Connectivity Raychem Cable Protection,FLEX HOT-MELT ADHESIVE .37"" DIA,0,0,"0.09366","0","10000","Thermofit® SASR","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.37"" (9.50mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=SASR-NR504_TO_506&DocType=Customer+Drawing&DocLang=English,-,SASR-NR506-X-15MM-ND,SASR-NR506-X-15MM,TE Connectivity Raychem Cable Protection,FLEX HOT-MELT ADHESIVE .37"" DIA,0,0,"0.09366","0","5000","Thermofit® SASR","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.37"" (9.50mm)"
-,-,BEL13601-ND,23-80362,Belden Inc.,A DROP WIRE CLAMP 1 PR.(SMALL),0,0,"0.09529","0","501","*","Active","-","-","-","-"
-,-,52030000-ND,52030000,Bopla Enclosures,SEALING RING FOR PG7,0,0,"0.09600","0","200","DR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","PG7 Thread"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TSAS&DocType=Customer+Drawing&DocLang=English,-,TSAS-NR501-X-25MM-ND,TSAS-NR501-X-25MM,TE Connectivity Raychem Cable Protection,HEAT SHRINK,0,0,"0.09719","0","30000","*","Active","-","-","-","-"
-,-,BEL24060-ND,23-80370,Belden Inc.,LG 2PR E DROP WIRE CLAMP,0,0,"0.10846","0","501","*","Active","-","-","-","-"
-,-,BEL24169-ND,15-10043,Belden Inc.,L-V DRV-PIN 1/4 X 1 1/4,0,0,"0.11484","0","1001","*","Active","-","-","-","-"
-,-,TSAS-NR503-X-25MM-ND,TSAS-NR503-X-25MM,TE Connectivity Raychem Cable Protection,HEAT SHRINK,0,0,"0.11773","0","30000","*","Active","-","-","-","-"
-,-,BEL24172-ND,15-10044,Belden Inc.,L-V DRV-PIN W 1-1/2 X 1/4,0,0,"0.12687","0","1001","*","Active","-","-","-","-"
-,-,52050100-ND,52050100,Bopla Enclosures,"MDR 12X1,5 METRIC SEALING RING",0,0,"0.13000","0","100","MDR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","M12 Thread"
-,-,52050200-ND,52050200,Bopla Enclosures,"MDR 16X1,5 METRIC SEALING RING",0,0,"0.13000","0","100","MDR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","M16 Thread"
-,-,SAS-115-025-1048-1X-ND,SAS-115-025-1048-1X,TE Connectivity Raychem Cable Protection,SLIT ADHESIVE SLEEVE .11"" DIA,0,0,"0.13607","0","100000","Thermofit® SAS","Active","Adhesive Sleeve, Meltable","Heat Shrink Tubing","-","Diameter - 0.11"" (2.90mm)"
-,-,BEL24171-ND,15-10042,Belden Inc.,L-V DRV-PIN MET 1/4 X 1,0,0,"0.14210","0","1001","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TTDS-025&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/EC4942-000.JPG,A117044-ND,EC4942-000,TE Connectivity Raychem Cable Protection,11310000,0,0,"0.14300","0","500","K","Active","Carrier, Cable and Wire Marker","K-Type® Cable Markers","PVC","12 Character Length"
-,-,BEL24170-ND,15-10041,Belden Inc.,L-V DRV-PIN 3/4X1/4,0,0,"0.14717","0","1001","*","Active","-","-","-","-"
-,-,52050300-ND,52050300,Bopla Enclosures,"MDR 20X1,5 METRIC SEALING RING",0,0,"0.15600","0","100","MDR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","M20 Thread"
-,-,52030100-ND,52030100,Bopla Enclosures,DR 9 SEALING RINGS,0,0,"0.15600","0","100","DR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","PG9 Thread"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TSAS&DocType=Customer+Drawing&DocLang=English,-,TSAS-NR503-X-10MM-ND,TSAS-NR503-X-10MM,TE Connectivity Raychem Cable Protection,HEAT SHRINK,0,0,"0.16331","0","30000","*","Active","-","-","-","-"
-,-,52030200-ND,52030200,Bopla Enclosures,DR 11 SEALING RINGS,0,0,"0.17150","0","100","DR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","PG11 Thread"
-,-,BEL11916-ND,23-83361,Belden Inc.,6PR E DROP WIRE CLAMP,0,0,"0.17661","0","501","*","Active","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2101&DocType=SS&DocLang=EN,-,RBK-85-NR5040/A-X-8MM-ND,RBK-85-NR5040/A-X-8MM,TE Connectivity Raychem Cable Protection,RBK-85-NR5040/A-X-8MM,0,0,"0.17763","0","1000","-","Active","Adhesive Insert, Meltable","Heat Shrink Tubing","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2525&DocType=SS&DocLang=EN,-,TMS-CCUV-SLV-4-65MMCS7633-ND,TMS-CCUV-SLV-4-65MMCS7633,TE Connectivity Raychem Cable Protection,PROTECTIVE SLEEVE HEAT SHRINK,0,0,"0.17885","0","1000","TMS-CCUV","Active","Protective Sleeve, Heat Shrinkable","-","-","-"
-,-,FILLER-ROD-TEFZEL-035-ND,FILLER-ROD-TEFZEL-035,"TE Connectivity Aerospace, Defense and Marine",FILLER RODS AND TUBES,0,0,"0.18842","0","5000","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3241194.pdf,-,3241194-ND,3241194,Phoenix Contact,WP-OR PG7,0,0,"0.18900","0","50","-","Active","Gasket","Protective Hose Connector Mounting","Nitrile Rubber, Halogen Free","PG7 Thread"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=134,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_BLANKING%20PLUG%20BF.jpg,902-1136-ND,10000210,Bopla Enclosures,BLANKING PLUG BF 9 + MBF 16,0,0,"0.19600","0","100","-","Active","Plug","BoplaFlex Gland; BF 9/MBF 16","Polyethylene","IP65"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=134,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_BLANKING%20PLUG%20BF.jpg,902-1142-ND,10000510,Bopla Enclosures,BLANKING PLUG FOR BF 16,0,0,"0.19600","0","100","-","Active","Plug","BoplaFlex Gland; BF 16","Polyethylene","IP65"
-,-,52050400-ND,52050400,Bopla Enclosures,"MDR 25X1,5 METRIC SEALING RING",0,0,"0.19600","0","100","MDR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","M25 Thread"
-,-,52030400-ND,52030400,Bopla Enclosures,DR 16 SEALING RINGS,0,0,"0.19600","0","100","DR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","PG16 Thread"
-,-,52030500-ND,52030500,Bopla Enclosures,DR 21 SEALING RINGS,0,0,"0.19600","0","100","DR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","PG21 Thread"
//media.digikey.com/PDF/Data%20Sheets/ROSE+BOPLA%20PDFs/RoseBopla_ShortformCatalog.pdf#page=134,//media.digikey.com/Photos/Rose%20&%20Bopla%20Enclosures/MFG_BLANKING%20PLUG%20BF.jpg,902-1146-ND,10000710,Bopla Enclosures,BLANKING PLUG FOR BF 29,0,0,"0.20400","0","50","-","Active","Plug","BoplaFlex Gland; BF 29","Polyethylene","IP65"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404531.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1404531.jpg,1404531-ND,1404531,Phoenix Contact,ALU-SB,0,0,"0.21000","0","100","*","Active","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1424558,-,1424558-ND,1424558,Phoenix Contact,"NUT, PA 6 GF 30, CONNECTING THRE",0,55,"0.21000","0","1","-","Active","Counter Nut","PG7 Thread - Cable Glands","Polyamide (PA), Nylon","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1424548,-,1424548-ND,1424548,Phoenix Contact,"NUT, PA 6 GF 30, CONNECTING THRE",0,10,"0.21000","0","1","-","Active","Counter Nut","PG7 Thread - Cable Glands","Polyamide (PA), Nylon","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1424559,-,1424559-ND,1424559,Phoenix Contact,"NUT, PA 6 GF 30, CONNECTING THRE",0,0,"0.21000","0","1","-","Active","Counter Nut","PG9 Thread - Cable Glands","Polyamide (PA), Nylon","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1424549,-,1424549-ND,1424549,Phoenix Contact,"NUT, PA 6 GF 30, CONNECTING THRE",0,10,"0.21000","0","1","-","Active","Counter Nut","PG9 Thread - Cable Glands","Polyamide (PA), Nylon","-"
-,-,52030300-ND,52030300,Bopla Enclosures,DR 13 SEALING RINGS,0,0,"0.22050","0","100","DR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","PG13 Thread"
-,-,52030700-ND,52030700,Bopla Enclosures,DR 36 SEALING RINGS,0,0,"0.22050","0","100","DR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","PG36 Thread"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3241187.pdf,-,3241187-ND,3241187,Phoenix Contact,WP-OR M10,0,0,"0.22060","0","50","-","Active","Gasket","Protective Hose Connector Mounting","Nitrile Rubber, Halogen Free","M10 Thread"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3241188.pdf,-,3241188-ND,3241188,Phoenix Contact,WP-OR M12,0,0,"0.22060","0","50","-","Active","Gasket","Protective Hose Connector Mounting","Nitrile Rubber, Halogen Free","M12 Thread"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1411213.pdf,-,1411213-ND,1411213,Phoenix Contact,A-INL-M12-P-BK,0,27925,"0.23100","0","10","-","Active","Counter Nut","M12 Thread - Cable Glands","Polyamide (PA), Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1411214.pdf,-,1411214-ND,1411214,Phoenix Contact,A-INL-M16-P-BK,0,0,"0.23100","0","10","-","Active","Counter Nut","M16 Thread - Cable Glands","Polyamide (PA), Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1411221.pdf,-,1411221-ND,1411221,Phoenix Contact,A-INL-PG7-P-GY,0,0,"0.23100","0","10","-","Active","Counter Nut","PG7 Thread - Cable Glands","Polyamide (PA), Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1411222.pdf,-,1411222-ND,1411222,Phoenix Contact,A-INL-PG9-P-GY,0,0,"0.23100","0","10","-","Active","Counter Nut","PG9 Thread - Cable Glands","Polyamide (PA), Nylon","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1424560,-,1424560-ND,1424560,Phoenix Contact,"NUT, PA 6 GF 30, CONNECTING THRE",0,8,"0.24000","0","1","-","Active","Counter Nut","PG11 Thread - Cable Glands","Polyamide (PA), Nylon","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1424550,-,1424550-ND,1424550,Phoenix Contact,"NUT, PA 6 GF 30, CONNECTING THRE",0,2,"0.24000","0","1","-","Active","Counter Nut","PG11 Thread - Cable Glands","Polyamide (PA), Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3241138.pdf,-,3241138-ND,3241138,Phoenix Contact,WP-CN PA PG7,0,0,"0.24150","0","100","*","Active","-","-","-","-"
-,-,52030600-ND,52030600,Bopla Enclosures,DR 29 SEALING RINGS,0,0,"0.24500","0","100","DR","Active","Sealing Ring","Cable Glands","Nitrite Rubber","PG29 Thread"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RW-2525&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/TMS-CCUV-SLEEVE-1-X-65MM.JPG,TMS-CCUV-SLEEVE-1-X-65MM-ND,TMS-CCUV-SLEEVE-1-X-65MM,TE Connectivity Raychem Cable Protection,PROTECT SLV HEATSHNK 3.3MMX65MM,0,0,"0.24905","0","1000","TMS-CCUV","Active","Protective Sleeve, Heat Shrinkable","NBC and TMS Heat Shrinkable Sleeves and TMS Cable Markers","Fluoropolymer","0.13"" Dia x 2.56"" L (3.3mm x 65.0mm)"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3241152.pdf,-,3241152-ND,3241152,Phoenix Contact,WP-CN BRASS PG7,0,0,"0.25200","0","100","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3241140.pdf,-,3241140-ND,3241140,Phoenix Contact,WP-CN PA PG11,0,0,"0.25200","0","100","*","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/3241139.pdf,-,3241139-ND,3241139,Phoenix Contact,WP-CN PA PG9,0,0,"0.25200","0","100","*","Active","-","-","-","-"
