Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","RF Family/Standard","Protocol","Modulation","Frequency","Data Rate (Max)","Power - Output","Sensitivity","Memory Size","Serial Interfaces","GPIO","Voltage - Supply","Current - Receiving","Current - Transmitting","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2650,//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-RSM.jpg,296-41956-1-ND,CC2650F128RSMT,Texas Instruments,IC RF TXRX+MCU 802.15.4 32VFQFN,1933,0,"6.79000","0","1","Cut Tape (CT)","SimpleLink™","Active","TxRx + MCU","802.15.4, Bluetooth","6LoWPAN, Bluetooth v4.1, Zigbee®","DSSS, O-QPSK, GFSK","2.4GHz","1Mbps","5dBm","-100dBm","128kB Flash, 28kB SRAM","I²C, I²S, JTAG, SPI, UART","10","1.8V ~ 3.8V","5.9mA ~ 6.1mA","6.1mA ~ 9.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2650,//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-RSM.jpg,296-41956-6-ND,CC2650F128RSMT,Texas Instruments,IC RF TXRX+MCU 802.15.4 32VFQFN,1933,0,"Digi-Reel","0","1","Digi-Reel®","SimpleLink™","Active","TxRx + MCU","802.15.4, Bluetooth","6LoWPAN, Bluetooth v4.1, Zigbee®","DSSS, O-QPSK, GFSK","2.4GHz","1Mbps","5dBm","-100dBm","128kB Flash, 28kB SRAM","I²C, I²S, JTAG, SPI, UART","10","1.8V ~ 3.8V","5.9mA ~ 6.1mA","6.1mA ~ 9.1mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (4x4)"
https://www.silabs.com/documents/public/data-sheets/efr32fg1-datasheet.pdf,//media.digikey.com/renders/Silicon%20Labs%20Renders/32-QFN%20Pkg.jpg,336-3714-ND,EFR32FG1V131F256GM32-C0,Silicon Labs,IC RF TXRX+MCU 32VFQFN,1127,0,"4.47000","0","1","Tray","Flex Gecko","Active","TxRx + MCU","-","Flex Gecko","2FSK, 4FSK, DSSS, GFSK, GMSK, MSK, O-QPSK","169MHz ~ 915MHz","1Mbps","16.5dBm","-121dBm","256kB Flash, 32kB RAM","I²C, I²S, SPI, UART","16","1.85V ~ 3.8V","8.7mA","8.2mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://www.silabs.com/documents/public/data-sheets/Si106x-8x.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_EZRadioPRO%20RF%20Transceivers.jpg,336-2595-ND,SI1060-A-GM,Silicon Labs,IC RF TXRX+MCU ISM<1GHZ 36-WFQFN,3170,0,"4.52000","0","1","Tray","-","Active","TxRx + MCU","General ISM < 1GHz","-","4FSK, 4GFSK, FSK, GFSK, OOK","142MHz ~ 175MHz, 425MHz ~ 525MHz, 850MHz ~ 1.05GHz","1Mbps","20dBm","-126dBm","64kB Flash 4kB RAM","I²C, SPI, UART","15","1.8V ~ 3.6V","10.7mA ~ 13.7mA","70mA ~ 85mA","-40°C ~ 85°C","-","36-WFQFN Exposed Pad","36-QFN (5x6)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2538,//media.digikey.com/Renders/Texas%20Instr%20Renders/56-VQFN-Exposed-Pad-RTQ.jpg,296-39979-2-ND,CC2538NF53RTQR,Texas Instruments,IC RF TXRX+MCU 802.15.4 56VFQFN,2000,0,"4.57600","0","2000","Tape & Reel (TR)","-","Active","TxRx + MCU","802.15.4","6LoWPAN, Zigbee®","-","2.4GHz","250kbps","7dbm","-97dBm","512kB Flash, 32kB RAM","I²C, JTAG, SPI, UART, USB","32","2V ~ 3.6V","20mA ~ 24mA","24mA ~ 34mA","-40°C ~ 125°C","Surface Mount","56-VFQFN Exposed Pad","56-QFN (8x8)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2538,//media.digikey.com/Renders/Texas%20Instr%20Renders/56-VQFN-Exposed-Pad-RTQ.jpg,296-39979-1-ND,CC2538NF53RTQR,Texas Instruments,IC RF TXRX+MCU 802.15.4 56VFQFN,5590,0,"8.87000","0","1","Cut Tape (CT)","-","Active","TxRx + MCU","802.15.4","6LoWPAN, Zigbee®","-","2.4GHz","250kbps","7dbm","-97dBm","512kB Flash, 32kB RAM","I²C, JTAG, SPI, UART, USB","32","2V ~ 3.6V","20mA ~ 24mA","24mA ~ 34mA","-40°C ~ 125°C","Surface Mount","56-VFQFN Exposed Pad","56-QFN (8x8)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2538,//media.digikey.com/Renders/Texas%20Instr%20Renders/56-VQFN-Exposed-Pad-RTQ.jpg,296-39979-6-ND,CC2538NF53RTQR,Texas Instruments,IC RF TXRX+MCU 802.15.4 56VFQFN,5590,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx + MCU","802.15.4","6LoWPAN, Zigbee®","-","2.4GHz","250kbps","7dbm","-97dBm","512kB Flash, 32kB RAM","I²C, JTAG, SPI, UART, USB","32","2V ~ 3.6V","20mA ~ 24mA","24mA ~ 34mA","-40°C ~ 125°C","Surface Mount","56-VFQFN Exposed Pad","56-QFN (8x8)"
http://infocenter.nordicsemi.com/pdf/nRF51822_PB_v2.5.pdf,//media.digikey.com/Renders/Nordic%20Semiconductor%20ASA/1490;48QFN.90-6x6;;48.jpg,1490-1024-ND,NRF51822-QFAA-T,Nordic Semiconductor ASA,IC RF TXRX+MCU BLUETOOTH 48VFQFN,2003,0,"4.62000","0","1","Tray","-","Active","TxRx + MCU","Bluetooth, General ISM > 1GHz","Bluetooth v4.0","GFSK","2.4GHz","2Mbps","4dBm","-96dBm","256kB Flash, 16kB RAM","I²C, SPI, UART","32","1.8V ~ 3.6V","9.7mA ~ 13.4mA","4.7mA ~ 16mA","-25°C ~ 75°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (6x6)"
https://www.silabs.com/documents/public/data-sheets/efr32fg1-datasheet.pdf,//media.digikey.com/renders/Silicon%20Labs%20Renders/32-QFN%20Pkg.jpg,336-3711-ND,EFR32FG1P131F256GM32-C0,Silicon Labs,IC RF TXRX+MCU 32VFQFN,3324,0,"4.70000","0","1","Tray","Flex Gecko","Active","TxRx + MCU","-","Flex Gecko","2FSK, 4FSK, ASK, BPSK, DBPSK, DSSS, GFSK, GMSK, OOK, O-QPSK","169MHz ~ 915MHz","2Mbps","19.5dBm","-94dBm","256kB Flash, 32kB RAM","-","16","1.85V ~ 3.8V","8.7mA","34mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-QFN (5x5)"
https://cdn.sparkfun.com/assets/a/a/0/b/5/DS_SX1276-7-8-9_W_APP_V5.pdf,//media.digikey.com/Renders/Semtech%20Renders/28-VQFN.jpg,SX1279IMLTRTTR-ND,SX1279IMLTRT,Semtech Corporation,IC RF TXRX 802.15.4 28VQFN,3000,0,"4.74500","0","3000","Tape & Reel (TR)","-","Active","TxRx Only","802.15.4","LoRa™","FSK, GFSK, GMSK, MSK, OOK","137MHz ~ 1.02GHz","300kbps","20dBm","-148dBm","-","SPI","-","1.8V ~ 3.7V","9.9mA ~ 13.8mA","20mA ~ 28mA","-40°C ~ 85°C","Surface Mount","28-VQFN Exposed Pad","28-QFN (6x6)"
https://cdn.sparkfun.com/assets/a/a/0/b/5/DS_SX1276-7-8-9_W_APP_V5.pdf,//media.digikey.com/Renders/Semtech%20Renders/28-VQFN.jpg,SX1279IMLTRTCT-ND,SX1279IMLTRT,Semtech Corporation,IC RF TXRX 802.15.4 28VQFN,4169,0,"9.20000","0","1","Cut Tape (CT)","-","Active","TxRx Only","802.15.4","LoRa™","FSK, GFSK, GMSK, MSK, OOK","137MHz ~ 1.02GHz","300kbps","20dBm","-148dBm","-","SPI","-","1.8V ~ 3.7V","9.9mA ~ 13.8mA","20mA ~ 28mA","-40°C ~ 85°C","Surface Mount","28-VQFN Exposed Pad","28-QFN (6x6)"
https://cdn.sparkfun.com/assets/a/a/0/b/5/DS_SX1276-7-8-9_W_APP_V5.pdf,//media.digikey.com/Renders/Semtech%20Renders/28-VQFN.jpg,SX1279IMLTRTDKR-ND,SX1279IMLTRT,Semtech Corporation,IC RF TXRX 802.15.4 28VQFN,4169,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx Only","802.15.4","LoRa™","FSK, GFSK, GMSK, MSK, OOK","137MHz ~ 1.02GHz","300kbps","20dBm","-148dBm","-","SPI","-","1.8V ~ 3.7V","9.9mA ~ 13.8mA","20mA ~ 28mA","-40°C ~ 85°C","Surface Mount","28-VQFN Exposed Pad","28-QFN (6x6)"
https://www.silabs.com/documents/public/data-sheets/Si1010.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/SI1015-C-GM2.JPG,336-2458-ND,SI1012-C-GM2,Silicon Labs,IC RF TXRX+MCU ISM<1GHZ 42VFLGA,229,0,"4.78000","0","1","Tray","-","Not For New Designs","TxRx + MCU","General ISM < 1GHz","EZRadioPro","FSK, GFSK, OOK","240MHz ~ 960MHz","256kbps","13dBm","-121dBm","16kB Flash, 768B RAM","I²C, SPI, UART","15","1.8V ~ 3.6V","18.5mA","17mA ~ 30mA","-40°C ~ 85°C","Surface Mount","42-VFLGA Exposed Pad","42-LGA (5x7)"
//media.digikey.com/pdf/Data%20Sheets/Atmel%20PDFs/ATSAMR21E_G_Prelim_Summary_7-15-14.pdf,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;48QFN-.90-7x7;;48.jpg,ATSAMR21G18A-MU-ND,ATSAMR21G18A-MU,Microchip Technology,IC RF TXRX+MCU ISM>1GHZ 48VFQFN,1679,0,"4.87000","0","1","Tray","SMART™ SAM R21","Active","TxRx + MCU","General ISM > 1GHZ","-","O-QPSK","2.4GHz","250kbps","4dBm","-99dBm","256kB Flash, 32kB SRAM","I²C, SPI, UART, USART, USB","28","1.8V ~ 3.6V","11.3mA ~ 11.8mA","7.2mA ~ 13.8mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (7x7)"
http://infocenter.nordicsemi.com/pdf/nRF51822_PB_v2.5.pdf,//media.digikey.com/Renders/Nordic%20Semiconductor%20ASA/1490;48QFN.90-6x6;;48.jpg,1490-1050-ND,NRF51822-QFAC-T,Nordic Semiconductor ASA,IC RF TXRX+MCU BLUETOOTH 48VFQFN,1534,0,"4.96000","0","1","Tray","-","Active","TxRx + MCU","Bluetooth, General ISM > 1GHz","Bluetooth v4.0","GFSK","2.4GHz","2Mbps","4dBm","-96dBm","256kB Flash, 32kB RAM","I²C, SPI, UART","32","1.8V ~ 3.6V","9.7mA ~ 13.4mA","4.7mA ~ 16mA","-25°C ~ 75°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (6x6)"
https://datasheets.maximintegrated.com/en/ds/MAX9947.pdf,//media.digikey.com/Renders/Maxim%20Renders/16-TQFN%20Exp%20Pad%2021-0136.jpg,MAX9947ETE+TTR-ND,MAX9947ETE+T,Maxim Integrated,IC RF TXRX AISG 16WQFN,2500,0,"5.18700","0","2500","Tape & Reel (TR)","-","Active","TxRx Only","AISG","-","OOK","2.176MHz","115.2kbps","12dBm","-","-","-","-","3V ~ 5.5V","23mA","23mA","-40°C ~ 85°C","Surface Mount","16-WQFN Exposed Pad","16-TQFN (3x3)"
https://datasheets.maximintegrated.com/en/ds/MAX9947.pdf,//media.digikey.com/Renders/Maxim%20Renders/16-TQFN%20Exp%20Pad%2021-0136.jpg,MAX9947ETE+TCT-ND,MAX9947ETE+T,Maxim Integrated,IC RF TXRX AISG 16WQFN,3937,1900,"10.05000","0","1","Cut Tape (CT)","-","Active","TxRx Only","AISG","-","OOK","2.176MHz","115.2kbps","12dBm","-","-","-","-","3V ~ 5.5V","23mA","23mA","-40°C ~ 85°C","Surface Mount","16-WQFN Exposed Pad","16-TQFN (3x3)"
https://datasheets.maximintegrated.com/en/ds/MAX9947.pdf,//media.digikey.com/Renders/Maxim%20Renders/16-TQFN%20Exp%20Pad%2021-0136.jpg,MAX9947ETE+TDKR-ND,MAX9947ETE+T,Maxim Integrated,IC RF TXRX AISG 16WQFN,3937,1900,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx Only","AISG","-","OOK","2.176MHz","115.2kbps","12dBm","-","-","-","-","3V ~ 5.5V","23mA","23mA","-40°C ~ 85°C","Surface Mount","16-WQFN Exposed Pad","16-TQFN (3x3)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1350,//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-RSM.jpg,296-45134-2-ND,CC1350F128RSMT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,250,0,"5.23052","0","250","Tape & Reel (TR)","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v4.2","GFSK","2.4GHz","1Mbps","10dBm","-124dBm","128kB Flash, 28kB SRAM","I²C, I²S, SPI, UART","30","1.8V ~ 3.8V","5.4mA ~ 6.4mA","22mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1350,//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-RSM.jpg,296-45134-1-ND,CC1350F128RSMT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,360,0,"7.99000","0","1","Cut Tape (CT)","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v4.2","GFSK","2.4GHz","1Mbps","10dBm","-124dBm","128kB Flash, 28kB SRAM","I²C, I²S, SPI, UART","30","1.8V ~ 3.8V","5.4mA ~ 6.4mA","22mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc1350,//media.digikey.com/Renders/Texas%20Instr%20Renders/32-VQFN-RSM.jpg,296-45134-6-ND,CC1350F128RSMT,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 32VFQFN,360,0,"Digi-Reel","0","1","Digi-Reel®","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v4.2","GFSK","2.4GHz","1Mbps","10dBm","-124dBm","128kB Flash, 28kB SRAM","I²C, I²S, SPI, UART","30","1.8V ~ 3.8V","5.4mA ~ 6.4mA","22mA","-40°C ~ 85°C","Surface Mount","32-VFQFN Exposed Pad","32-VQFN (4x4)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc8531,//media.digikey.com/Renders/Texas%20Instr%20Renders/40VQFN.jpg,296-29211-2-ND,CC8531RHAT,Texas Instruments,IC RF TXRX+MCU ISM>1GHZ 40VFQFN,250,0,"5.41860","0","250","Tape & Reel (TR)","PurePath™ Wireless","Active","TxRx + MCU","General ISM > 1GHZ","-","2FSK, 8FSK","2.4GHz","5Mbps","11dBm","-90dBm","-","I²C, I²S, SPI, USB","15","3V ~ 3.6V","-","-","-40°C ~ 85°C","Surface Mount","40-VFQFN Exposed Pad","40-VQFN (6x6)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc8531,//media.digikey.com/Renders/Texas%20Instr%20Renders/40VQFN.jpg,296-29211-1-ND,CC8531RHAT,Texas Instruments,IC RF TXRX+MCU ISM>1GHZ 40VFQFN,1497,0,"8.28000","0","1","Cut Tape (CT)","PurePath™ Wireless","Active","TxRx + MCU","General ISM > 1GHZ","-","2FSK, 8FSK","2.4GHz","5Mbps","11dBm","-90dBm","-","I²C, I²S, SPI, USB","15","3V ~ 3.6V","-","-","-40°C ~ 85°C","Surface Mount","40-VFQFN Exposed Pad","40-VQFN (6x6)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc8531,//media.digikey.com/Renders/Texas%20Instr%20Renders/40VQFN.jpg,296-29211-6-ND,CC8531RHAT,Texas Instruments,IC RF TXRX+MCU ISM>1GHZ 40VFQFN,1497,0,"Digi-Reel","0","1","Digi-Reel®","PurePath™ Wireless","Active","TxRx + MCU","General ISM > 1GHZ","-","2FSK, 8FSK","2.4GHz","5Mbps","11dBm","-90dBm","-","I²C, I²S, SPI, USB","15","3V ~ 3.6V","-","-","-40°C ~ 85°C","Surface Mount","40-VFQFN Exposed Pad","40-VQFN (6x6)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en589647,//media.digikey.com/Renders/Microchip%20Tech%20Renders/150;48QFN-.90-7x7;;48.jpg,ATMEGA2564RFR2-ZU-ND,ATMEGA2564RFR2-ZU,Microchip Technology,IC RF TXRX+MCU 802.15.4 48VFQFN,1213,0,"5.50000","0","1","Tray","-","Active","TxRx + MCU","802.15.4","Zigbee®","O-QPSK","2.4GHz","2Mbps","3.5dBm","-100dBm","256kB Flash, 8kB EEPROM, 32kB SRAM","I²C, JTAG, SPI, USART","32","1.8V ~ 3.6V","5mA ~ 12.5mA","8mA ~ 14.5mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad","48-QFN (7x7)"
//media.digikey.com/pdf/Data%20Sheets/Silicon%20Laboratories%20PDFs/EZR32LG(330).pdf,//media.digikey.com/Renders/Silicon%20Labs%20Renders/336;64QFN-.90-9x9;M;64.jpg,336-3225-ND,EZR32LG330F256R63G-B0,Silicon Labs,IC RF TXRX+MCU 802.15.4 64VFQFN,372,0,"5.52000","0","1","Tray","EZR32LG","Active","TxRx + MCU","802.15.4","EZRadioPro","4FSK, 4GFSK, FSK, GFSK, GMSK, MSK, OOK","142MHz ~ 1.05GHz","1Mbps","20dBm","-129dBm","256kB Flash, 32kB RAM","I²C, SPI, UART, USART, USB","38","1.98V ~ 3.8V","11.1mA ~ 13.7mA","18mA ~ 88mA","-40°C ~ 85°C","Surface Mount","64-VFQFN Exposed Pad","64-QFN (9x9)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2531,//media.digikey.com/Renders/Texas%20Instr%20Renders/40VQFN.jpg,296-25186-2-ND,CC2531F256RHAT,Texas Instruments,IC RF TXRX+MCU 802.15.4 40VFQFN,5000,0,"5.56052","0","250","Tape & Reel (TR)","-","Active","TxRx + MCU","802.15.4","Zigbee®","-","2.4GHz","250kbps","4.5dBm","-97dBm","256kB Flash, 8kB RAM","SPI, USART, USB","21","2V ~ 3.6V","20.5mA ~ 24.3mA","28.7mA ~ 33.5mA","-40°C ~ 125°C","Surface Mount","40-VFQFN Exposed Pad","40-VQFN (6x6)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2531,//media.digikey.com/Renders/Texas%20Instr%20Renders/40VQFN.jpg,296-25186-1-ND,CC2531F256RHAT,Texas Instruments,IC RF TXRX+MCU 802.15.4 40VFQFN,7544,0,"8.49000","0","1","Cut Tape (CT)","-","Active","TxRx + MCU","802.15.4","Zigbee®","-","2.4GHz","250kbps","4.5dBm","-97dBm","256kB Flash, 8kB RAM","SPI, USART, USB","21","2V ~ 3.6V","20.5mA ~ 24.3mA","28.7mA ~ 33.5mA","-40°C ~ 125°C","Surface Mount","40-VFQFN Exposed Pad","40-VQFN (6x6)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2531,//media.digikey.com/Renders/Texas%20Instr%20Renders/40VQFN.jpg,296-25186-6-ND,CC2531F256RHAT,Texas Instruments,IC RF TXRX+MCU 802.15.4 40VFQFN,7544,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","TxRx + MCU","802.15.4","Zigbee®","-","2.4GHz","250kbps","4.5dBm","-97dBm","256kB Flash, 8kB RAM","SPI, USART, USB","21","2V ~ 3.6V","20.5mA ~ 24.3mA","28.7mA ~ 33.5mA","-40°C ~ 125°C","Surface Mount","40-VFQFN Exposed Pad","40-VQFN (6x6)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADF7021-N.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-48-3;CP;48.jpg,ADF7021-NBCPZ-ND,ADF7021-NBCPZ,Analog Devices Inc.,IC RF TXRX ISM<1GHZ 48VFQFN,2077,260,"5.88000","0","1","Tray","-","Active","TxRx Only","General ISM < 1GHz","-","2FSK, 2GFSK, 3FSK, 4FSK, FHSS, GMSK, MSK","80MHz ~ 650MHz, 842MHz ~ 916MHz","24kbps","13dBm","-130dBm","-","SPI, UART","-","2.3V ~ 3.6V","17.5mA ~ 26.4mA","13.5mA ~ 32.3mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad, CSP","48-LFCSP (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640r2f-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4223598;-RGZ;-48.jpg,296-47496-2-ND,CC2640R2FTWRGZTQ1,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 48VFQFN,250,0,"5.90040","0","250","Tape & Reel (TR)","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v5.0","GFSK","2.4GHz","1Mbps","5dBm","-97dBm","128kB Flash, 28kB SRAM","I²C, I²S, SPI, UART","31","1.8V ~ 3.8V","6.1mA","-","-40°C ~ 105°C","Surface Mount, Wettable Flank","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640r2f-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4223598;-RGZ;-48.jpg,296-47496-1-ND,CC2640R2FTWRGZTQ1,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 48VFQFN,475,0,"9.01000","0","1","Cut Tape (CT)","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v5.0","GFSK","2.4GHz","1Mbps","5dBm","-97dBm","128kB Flash, 28kB SRAM","I²C, I²S, SPI, UART","31","1.8V ~ 3.8V","6.1mA","-","-40°C ~ 105°C","Surface Mount, Wettable Flank","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcc2640r2f-q1,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4223598;-RGZ;-48.jpg,296-47496-6-ND,CC2640R2FTWRGZTQ1,Texas Instruments,IC RF TXRX+MCU BLUETOOTH 48VFQFN,475,0,"Digi-Reel","0","1","Digi-Reel®","SimpleLink™","Active","TxRx + MCU","Bluetooth","Bluetooth v5.0","GFSK","2.4GHz","1Mbps","5dBm","-97dBm","128kB Flash, 28kB SRAM","I²C, I²S, SPI, UART","31","1.8V ~ 3.8V","6.1mA","-","-40°C ~ 105°C","Surface Mount, Wettable Flank","48-VFQFN Exposed Pad","48-VQFN (7x7)"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en608447,//media.digikey.com/Photos/Microchip%20Tech%20Photos/ATSAMR34J18.jpg,ATSAMR34J18B-I/7JX-ND,ATSAMR34J18B-I/7JX,Microchip Technology,IC RF TXRX+MCU 802.15.4 64TFBGA,595,0,"5.91000","0","1","Tray","-","Active","TxRx + MCU","802.15.4","LoRa™","FSK, GFSK, GMSK, MSK, OOK","137MHz ~ 175MHz, 410MHz ~ 525MHz, 862MHz ~ 1.02GHz","-","20dBm","-148dBm","256kB Flash, 32kB SRAM","I²S, SPI, USART, USB","27","1.8V ~ 3.63V","14.8mA ~ 15.8mA","32.5mA ~ 94.5mA","-40°C ~ 85°C","Surface Mount","64-TFBGA","64-TFBGA (6x6)"
https://www.silabs.com/documents/public/data-sheets/Si4420.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/RU-16.jpg,336-1630-5-ND,SI4420-D1-FT,Silicon Labs,IC RF TXRX ISM<1GHZ 16TSSOP,202,0,"6.36000","0","1","Tube","-","Not For New Designs","TxRx Only","General ISM < 1GHz","-","FSK","315MHz, 434MHz, 868MHz, 915MHz","256kbps","8dBm","-109dBm","-","SPI","-","2.2V ~ 5.4V","11mA ~ 13mA","13mA ~ 24mA","-40°C ~ 85°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
http://infocenter.nordicsemi.com/pdf/nRF24LE1_PS_v1.6.pdf,//media.digikey.com/Renders/Nordic%20Semiconductor%20ASA/24-VFQFN%20Exposed%20Pad.jpg,1490-1020-ND,NRF24LE1-F16Q24-T,Nordic Semiconductor ASA,IC RF TXRX+MCU ISM>1GHZ 24VFQFN,834,0,"6.50000","0","1","Tray","-","Active","TxRx + MCU","General ISM > 1GHZ","-","GFSK","2.4GHz","2Mbps","0dBm","-94dBm","16kB Flash, 1kB SRAM","I²C, JTAG, SPI, UART","7","1.9V ~ 3.6V","12.4mA ~ 13.3mA","6.8mA ~ 11.1mA","-40°C ~ 85°C","Surface Mount","24-VFQFN Exposed Pad","-"
https://www.nxp.com/files-static/32bit/doc/fact_sheet/KNTSKW41Z31Z21ZFS.pdf,//media.digikey.com/Renders/Freescale%20Renders/375;98ASA00694D;;48.jpg,MKW31Z512VHT4-ND,MKW31Z512VHT4,NXP USA Inc.,IC RF TXRX+MCU BLUETOOTH 48VFQFN,1340,0,"6.52000","0","1","Tray","-","Active","TxRx + MCU","Bluetooth","Bluetooth v4.2","-","2.4GHz","-","4dBm","-102dBm","512kB Flash, 128kB RAM","I²C, SPI, UART","-","1.71V ~ 3.6V","6.2mA","6mA","-","Surface Mount","48-VFQFN","48-QFN (7x7)"
https://www.analog.com/media/en/technical-documentation/data-sheets/ADF7021.pdf,//media.digikey.com/Renders/Analog%20Devices%20Renders/505;CP-48-3;CP;48.jpg,ADF7021BCPZ-ND,ADF7021BCPZ,Analog Devices Inc.,IC RF TXRX ISM<1GHZ 48VFQFN,2251,0,"6.76000","0","1","Tray","-","Active","TxRx Only","General ISM < 1GHz","-","2FSK, 2GFSK, 3FSK, 4FSK, FHSS, GMSK, MSK","80MHz ~ 650MHz, 862MHz ~ 950MHz","32.8kbps","13dBm","-130dBm","-","SPI, UART","-","2.3V ~ 3.6V","17.5mA ~ 26.4mA","13.5mA ~ 32.3mA","-40°C ~ 85°C","Surface Mount","48-VFQFN Exposed Pad, CSP","48-LFCSP-WQ (7x7)"
