Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Frequency","Standards","Interface","Voltage - Supply","Operating Temperature","Package / Case","Supplier Device Package"
-,//media.digikey.com/renders/NXP%20Semi%20Renders/568;SOT617-3;HN;32.jpg,568-15218-6-ND,NCF29A1XHN/0500IJ,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 32HVQFN,5992,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","-","-","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
-,//media.digikey.com/renders/NXP%20Semi%20Renders/568;SOT617-3;HN;32.jpg,568-15219-2-ND,NCF29A1XHN/0504GJ,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 32HVQFN,0,0,"3.62026","0","6000","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
-,//media.digikey.com/renders/NXP%20Semi%20Renders/568;SOT617-3;HN;32.jpg,568-15219-1-ND,NCF29A1XHN/0504GJ,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 32HVQFN,5975,0,"6.67000","0","1","Cut Tape (CT)","-","Active","-","-","-","-","-","-","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
-,//media.digikey.com/renders/NXP%20Semi%20Renders/568;SOT617-3;HN;32.jpg,568-15219-6-ND,NCF29A1XHN/0504GJ,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 32HVQFN,5975,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","-","-","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/NCF29A1MHN_Web.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/568;SOT617-3;HN;32.jpg,568-15217-2-ND,NCF29A1MHN/0500IJ,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 32HVQFN,0,0,"3.62026","0","6000","Tape & Reel (TR)","-","Active","-","-","-","-","-","-","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/NCF29A1MHN_Web.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/568;SOT617-3;HN;32.jpg,568-15217-1-ND,NCF29A1MHN/0500IJ,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 32HVQFN,5745,0,"6.67000","0","1","Cut Tape (CT)","-","Active","-","-","-","-","-","-","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/NCF29A1MHN_Web.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/568;SOT617-3;HN;32.jpg,568-15217-6-ND,NCF29A1MHN/0500IJ,NXP USA Inc.,IC REMOTE KEYLESS ENTRY 32HVQFN,5745,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","-","-","-","-","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/PN512.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-13227-1-ND,"PN5120A0HN1/C2,118",NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 32HVQFN,4744,0,"6.78000","0","1","Cut Tape (CT)","MIFARE®","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, MIFARE, NFC","I²C, SPI, UART","2.5V ~ 3.6V","-40°C ~ 90°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/PN512.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-13227-6-ND,"PN5120A0HN1/C2,118",NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 32HVQFN,4744,0,"Digi-Reel","0","1","Digi-Reel®","MIFARE®","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, MIFARE, NFC","I²C, SPI, UART","2.5V ~ 3.6V","-40°C ~ 90°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/PN512.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-12325-2-ND,"PN5120A0HN1/C1,118",NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 32HVQFN,0,0,"2.94048","0","6000","Tape & Reel (TR)","MIFARE®","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, MIFARE, NFC","I²C, SPI, UART","2.5V ~ 3.6V","-40°C ~ 90°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/PN512.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-12325-1-ND,"PN5120A0HN1/C1,118",NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 32HVQFN,2257,0,"6.78000","0","1","Cut Tape (CT)","MIFARE®","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, MIFARE, NFC","I²C, SPI, UART","2.5V ~ 3.6V","-40°C ~ 90°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/PN512.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-12325-6-ND,"PN5120A0HN1/C1,118",NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 32HVQFN,2257,0,"Digi-Reel","0","1","Digi-Reel®","MIFARE®","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, MIFARE, NFC","I²C, SPI, UART","2.5V ~ 3.6V","-40°C ~ 90°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
https://www.nxp.com/docs/en/data-sheet/CLRC663.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-13592-ND,CLRC66303HNE,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 32HVQFN,470,0,"6.95000","0","1","Tray","-","Active","RFID Reader/Transponder","13.56MHz","ISO 14443","I²C, SPI, UART","2.5V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C1-C2.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT618-1;HN;40.jpg,568-14976-ND,PN5180A0HN/C1E,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 40HVQFN,490,0,"7.19000","0","1","Tray","-","Active","RFID Reader/Transponder","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","SPI, UART","2.7V ~ 5.5V","-30°C ~ 85°C","40-VFQFN Exposed Pad","40-HVQFN (6x6)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C3.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT1336-1;;64.jpg,568-13702-ND,PN5180A0ET/C3QL,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 64TFBGA,284,0,"7.19000","0","1","Tray","-","Active","RFID Reader/Transponder","13.56MHz","ISO 14443, ISO 15693","SPI, UART","3.3V","-30°C ~ 85°C","64-TFBGA","64-TFBGA (5.5x5.5)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C1-C2.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT618-1;HN;40.jpg,568-13770-ND,PN5180A0HN/C2E,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 40HVQFN,221,0,"7.19000","0","1","Tray","-","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, ISO 15693, ISO 18000-3, ISO 18092, ISO 21481, MIFARE, NFC","SPI","2.7V ~ 5.5V","-30°C ~ 85°C (TA)","40-VFQFN Exposed Pad","40-HVQFN (6x6)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C1-C2.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT1336-1;;64.jpg,568-12875-2-ND,PN5180A0ET/C1J,NXP USA Inc.,IC RFID TRANSP 13.56MHZ 64TFBGA,0,0,"4.01647","0","4000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","SPI, UART","2.7V ~ 5.5V","-30°C ~ 85°C","64-TFBGA","64-TFBGA (5.5x5.5)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C1-C2.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT1336-1;;64.jpg,568-12875-1-ND,PN5180A0ET/C1J,NXP USA Inc.,IC RFID TRANSP 13.56MHZ 64TFBGA,3982,0,"7.40000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","SPI, UART","2.7V ~ 5.5V","-30°C ~ 85°C","64-TFBGA","64-TFBGA (5.5x5.5)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C1-C2.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT1336-1;;64.jpg,568-12875-6-ND,PN5180A0ET/C1J,NXP USA Inc.,IC RFID TRANSP 13.56MHZ 64TFBGA,3982,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","SPI, UART","2.7V ~ 5.5V","-30°C ~ 85°C","64-TFBGA","64-TFBGA (5.5x5.5)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C1-C2.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT618-1;HN;40.jpg,568-15231-2-ND,PN5180A0HN/C2Y,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 40HVQFN,0,0,"4.01647","0","4000","Tape & Reel (TR)","-","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, ISO 15693, ISO 18000-3, ISO 18092, ISO 21481, MIFARE, NFC","SPI","2.7V ~ 5.5V","-30°C ~ 85°C (TA)","40-VFQFN Exposed Pad","40-HVQFN (6x6)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C1-C2.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT618-1;HN;40.jpg,568-15231-1-ND,PN5180A0HN/C2Y,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 40HVQFN,3742,0,"7.40000","0","1","Cut Tape (CT)","-","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, ISO 15693, ISO 18000-3, ISO 18092, ISO 21481, MIFARE, NFC","SPI","2.7V ~ 5.5V","-30°C ~ 85°C (TA)","40-VFQFN Exposed Pad","40-HVQFN (6x6)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C1-C2.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT618-1;HN;40.jpg,568-15231-6-ND,PN5180A0HN/C2Y,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 40HVQFN,3742,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, ISO 15693, ISO 18000-3, ISO 18092, ISO 21481, MIFARE, NFC","SPI","2.7V ~ 5.5V","-30°C ~ 85°C (TA)","40-VFQFN Exposed Pad","40-HVQFN (6x6)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C1-C2.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT618-1;HN;40.jpg,568-12874-2-ND,PN5180A0HN/C1Y,NXP USA Inc.,IC RFID TRANSP 13.56MHZ 40HVQFN,0,0,"4.01647","0","4000","Tape & Reel (TR)","-","Active","RFID Transponder","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","SPI, UART","2.7V ~ 5.5V","-30°C ~ 85°C","40-VFQFN Exposed Pad","40-HVQFN (6x6)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C1-C2.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT618-1;HN;40.jpg,568-12874-1-ND,PN5180A0HN/C1Y,NXP USA Inc.,IC RFID TRANSP 13.56MHZ 40HVQFN,1327,0,"7.40000","0","1","Cut Tape (CT)","-","Active","RFID Transponder","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","SPI, UART","2.7V ~ 5.5V","-30°C ~ 85°C","40-VFQFN Exposed Pad","40-HVQFN (6x6)"
https://www.nxp.com/docs/en/data-sheet/PN5180A0XX-C1-C2.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT618-1;HN;40.jpg,568-12874-6-ND,PN5180A0HN/C1Y,NXP USA Inc.,IC RFID TRANSP 13.56MHZ 40HVQFN,1327,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Transponder","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","SPI, UART","2.7V ~ 5.5V","-30°C ~ 85°C","40-VFQFN Exposed Pad","40-HVQFN (6x6)"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TPIC84134,84000-Q1.pdf",//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4073225-6;-PWP;-28.jpg,296-28452-2-ND,TPIC84000TPWPRQ1,Texas Instruments,IC PASS ENTRY 134.2KHZ 28HTSSOP,0,10000,"3.90000","0","2000","Tape & Reel (TR)","Automotive, AEC-Q100","Active","Passive Entry/Start","134.2kHz","-","SPI","7V ~ 38V","-40°C ~ 105°C","28-PowerTSSOP (0.173"", 4.40mm Width)","28-HTSSOP"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TPIC84134,84000-Q1.pdf",//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4073225-6;-PWP;-28.jpg,296-28452-1-ND,TPIC84000TPWPRQ1,Texas Instruments,IC PASS ENTRY 134.2KHZ 28HTSSOP,2554,10001,"7.42000","0","1","Cut Tape (CT)","Automotive, AEC-Q100","Active","Passive Entry/Start","134.2kHz","-","SPI","7V ~ 38V","-40°C ~ 105°C","28-PowerTSSOP (0.173"", 4.40mm Width)","28-HTSSOP"
"//media.digikey.com/pdf/Data%20Sheets/Texas%20Instruments%20PDFs/TPIC84134,84000-Q1.pdf",//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-4073225-6;-PWP;-28.jpg,296-28452-6-ND,TPIC84000TPWPRQ1,Texas Instruments,IC PASS ENTRY 134.2KHZ 28HTSSOP,2554,10001,"Digi-Reel","0","1","Digi-Reel®","Automotive, AEC-Q100","Active","Passive Entry/Start","134.2kHz","-","SPI","7V ~ 38V","-40°C ~ 105°C","28-PowerTSSOP (0.173"", 4.40mm Width)","28-HTSSOP"
https://www.nxp.com/docs/en/data-sheet/PN7150.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT618-1;HN;40.jpg,568-13911-ND,PN7150B0HN/C11002E,NXP USA Inc.,IC RFID READER 13.56MHZ 40HVQFN,4958,0,"7.44000","0","1","Tray","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, MIFARE","I²C, UART","2.3V ~ 5.5V","-30°C ~ 85°C","40-VFQFN Exposed Pad","40-HVQFN (6x6)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftms3705,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-6;D;16.jpg,296-53255-2-ND,TMS3705EDRQ1,Texas Instruments,MICROCONTROLLER 16BIT,0,0,"4.04950","0","2500","Tape & Reel (TR)","-","Active","RFID Reader","134.2kHz","-","-","4.5V ~ 5.5V","-40°C ~ 85°C (TA)","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftms3705,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-6;D;16.jpg,296-53255-1-ND,TMS3705EDRQ1,Texas Instruments,MICROCONTROLLER 16BIT,2465,0,"7.64000","0","1","Cut Tape (CT)","-","Active","RFID Reader","134.2kHz","-","-","4.5V ~ 5.5V","-40°C ~ 85°C (TA)","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftms3705,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;4040047-6;D;16.jpg,296-53255-6-ND,TMS3705EDRQ1,Texas Instruments,MICROCONTROLLER 16BIT,2465,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Reader","134.2kHz","-","-","4.5V ~ 5.5V","-40°C ~ 85°C (TA)","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT804-4;-;-64.jpg,568-13917-ND,PN7360AUHN/C300E,NXP USA Inc.,IC RFID READER 13.56MHZ 64HVQFN,2860,0,"8.39000","0","1","Tray","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","I²C, SPI, UART","2.3V ~ 5.5V","-40°C ~ 85°C","64-VFQFN Dual Rows, Exposed Pad","64-HVQFN (9x9)"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT804-4;-;-64.jpg,568-12949-2-ND,PN7360AUHN/C300Y,NXP USA Inc.,IC RFID READER 13.56MHZ 64HVQFN,0,0,"4.75862","0","1000","Tape & Reel (TR)","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","I²C, SPI, UART","2.3V ~ 5.5V","-40°C ~ 85°C","64-VFQFN Dual Rows, Exposed Pad","64-HVQFN (9x9)"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT804-4;-;-64.jpg,568-12949-1-ND,PN7360AUHN/C300Y,NXP USA Inc.,IC RFID READER 13.56MHZ 64HVQFN,280,0,"8.64000","0","1","Cut Tape (CT)","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","I²C, SPI, UART","2.3V ~ 5.5V","-40°C ~ 85°C","64-VFQFN Dual Rows, Exposed Pad","64-HVQFN (9x9)"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT804-4;-;-64.jpg,568-12949-6-ND,PN7360AUHN/C300Y,NXP USA Inc.,IC RFID READER 13.56MHZ 64HVQFN,280,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","I²C, SPI, UART","2.3V ~ 5.5V","-40°C ~ 85°C","64-VFQFN Dual Rows, Exposed Pad","64-HVQFN (9x9)"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT804-4;-;-64.jpg,568-13916-ND,PN7362AUHN/C300E,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 64HVQFN,2049,0,"8.87000","0","1","Tray","-","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, ISO 15693, ISO 18000, MIFARE, NFC","I²C, SPI, UART, USB","1.65V ~ 3.6V","-40°C ~ 85°C (TA)","64-VFQFN Exposed Pad","64-HVQFN (9x9)"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT804-4;-;-64.jpg,568-12948-2-ND,PN7362AUHN/C300Y,NXP USA Inc.,IC RFID READER 13.56MHZ 64HVQFN,0,0,"5.03132","0","1000","Tape & Reel (TR)","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","I²C, SPI, UART","2.3V ~ 5.5V","-40°C ~ 85°C","64-VFQFN Dual Rows, Exposed Pad","64-HVQFN (9x9)"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT804-4;-;-64.jpg,568-12948-1-ND,PN7362AUHN/C300Y,NXP USA Inc.,IC RFID READER 13.56MHZ 64HVQFN,826,0,"9.14000","0","1","Cut Tape (CT)","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","I²C, SPI, UART","2.3V ~ 5.5V","-40°C ~ 85°C","64-VFQFN Dual Rows, Exposed Pad","64-HVQFN (9x9)"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;-SOT804-4;-;-64.jpg,568-12948-6-ND,PN7362AUHN/C300Y,NXP USA Inc.,IC RFID READER 13.56MHZ 64HVQFN,826,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, ISO 18000-3","I²C, SPI, UART","2.3V ~ 5.5V","-40°C ~ 85°C","64-VFQFN Dual Rows, Exposed Pad","64-HVQFN (9x9)"
https://www.nxp.com/docs/en/data-sheet/CLRC663.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-13921-ND,"CLRC66302HN,157",NXP USA Inc.,IC RFID READER 13.56MHZ 32HVQFN,2425,0,"9.21000","0","1","Tray","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, 18000-3, MIFARE, NFC","I²C, SPI, UART","3V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT1307-2;;64.jpg,568-14688-ND,PN7360AUEV/C300E,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 64VFBGA,980,0,"9.31000","0","1","Tray","-","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, ISO 15693, ISO 18000, MIFARE, NFC","I²C, SPI, USB","1.65V ~ 3.6V","-40°C ~ 85°C (TA)","64-VFBGA","64-VFBGA (4.5x4.5)"
https://www.nxp.com/docs/en/data-sheet/CLRC663.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-13922-2-ND,"CLRC66302HN,118",NXP USA Inc.,IC RFID READER 13.56MHZ 32HVQFN,0,0,"4.79463","0","6000","Tape & Reel (TR)","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, 18000-3, MIFARE, NFC","I²C, SPI, UART","3V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
https://www.nxp.com/docs/en/data-sheet/CLRC663.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-13922-1-ND,"CLRC66302HN,118",NXP USA Inc.,IC RFID READER 13.56MHZ 32HVQFN,5391,0,"9.67000","0","1","Cut Tape (CT)","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, 18000-3, MIFARE, NFC","I²C, SPI, UART","3V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
https://www.nxp.com/docs/en/data-sheet/CLRC663.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/HVQFN32_SOT617-1.jpg,568-13922-6-ND,"CLRC66302HN,118",NXP USA Inc.,IC RFID READER 13.56MHZ 32HVQFN,5391,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","RFID Reader","13.56MHz","ISO 14443, ISO 15693, 18000-3, MIFARE, NFC","I²C, SPI, UART","3V ~ 5.5V","-25°C ~ 85°C","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT1307-2;;64.jpg,568-14690-ND,PN7362AUEV/C300E,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 64VFBGA,690,0,"9.84000","0","1","Tray","-","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, ISO 15693, ISO 18000, MIFARE, NFC","I²C, SPI, USB","1.65V ~ 3.6V","-40°C ~ 85°C (TA)","64-VFBGA","64-VFBGA (4.5x4.5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/PR533.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT618-1;HN;40.jpg,568-13788-ND,PR5331C3HN/C370E,NXP USA Inc.,IC RFID READER 13.56MHZ 40HVQFN,755,0,"10.18000","0","1","Tray","MIFARE®","Active","RFID Reader","13.56MHz","FeliCa, ISO 14443, MIFARE, NFC","I²C, UART","2.5V ~ 3.6V","-30°C ~ 85°C","40-VFQFN Exposed Pad","40-HVQFN (6x6)"
https://www.nxp.com/docs/en/data-sheet/PN7462.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT1307-2;;64.jpg,568-14692-ND,PN7462AUEV/C300E,NXP USA Inc.,IC RFID RDR/TRAN 13.56MZ 64VFBGA,980,0,"10.64000","0","1","Tray","-","Active","RFID Reader/Transponder","13.56MHz","FeliCa, ISO 14443, ISO 15693, ISO 18000, MIFARE, NFC","I²C, SPI, UART, USB","1.65V ~ 3.6V","-40°C ~ 85°C (TA)","64-VFBGA","64-VFBGA (4.5x4.5)"
//media.digikey.com/pdf/Data%20Sheets/NXP%20PDFs/P5CF081.pdf,//media.digikey.com/renders/NXP%20Semi%20Renders/568;SOT617-3;HN;32.jpg,568-14125-ND,P5DF081HN/T1AR1070,NXP USA Inc.,IC SAM MIFARE AV2 32HVQFN,550,0,"13.40000","0","1","-","MIFARE®","Active","RFID Reader","13.56MHz","ISO 14443, MIFARE","UART","2.7V ~ 3.3V","-25°C ~ 85°C (TA)","32-VFQFN Exposed Pad","32-HVQFN (5x5)"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS3980_DS_shortened.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-VQFN.jpg,ST25RU3980-BQFTTR-ND,ST25RU3980-BQFT,STMicroelectronics,IC RFID READER 860-960MHZ 48QFN,0,0,"21.60000","0","500","Tape & Reel (TR)","-","Active","RFID Reader","860MHz ~ 960MHz","EPC, ISO 18000-6","SPI","3V ~ 3.6V","-40°C ~ 85°C","48-VFQFN Exposed Pad","48-QFN (7x7)"
//media.digikey.com/pdf/Data%20Sheets/Austriamicrosystems%20PDFs/AS3980_DS_shortened.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/48-VQFN.jpg,ST25RU3980-BQFTCT-ND,ST25RU3980-BQFT,STMicroelectronics,IC RFID READER 860-960MHZ 48QFN,397,0,"32.76000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","RFID Reader","860MHz ~ 960MHz","EPC, ISO 18000-6","SPI","3V ~ 3.6V","-40°C ~ 85°C","48-VFQFN Exposed Pad","48-QFN (7x7)"
