Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","RF Type","Topology","Circuit","Frequency Range","Isolation","Insertion Loss","Test Frequency","P1dB","IIP3","Features","Impedance","Voltage - Supply","Operating Temperature","Package / Case","Supplier Device Package"
http://www.skyworksinc.com/uploads/documents/200195B.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1239-2-ND,AS214-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,99000,0,"0.43540","0","3000","Tape & Reel (TR)","-","Active","Bluetooth, WLAN","Reflective","SPDT","100MHz ~ 3GHz","25dB","0.4dB","3GHz","27dBm","40dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/200195B.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1239-1-ND,AS214-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,101164,0,"1.06000","0","1","Cut Tape (CT)","-","Active","Bluetooth, WLAN","Reflective","SPDT","100MHz ~ 3GHz","25dB","0.4dB","3GHz","27dBm","40dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/200195B.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1239-6-ND,AS214-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,101164,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Bluetooth, WLAN","Reflective","SPDT","100MHz ~ 3GHz","25dB","0.4dB","3GHz","27dBm","40dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://cdn.macom.com/datasheets/MASW-007935.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/SOT-23-6%20PKG.jpg,1465-1360-2-ND,MASW-007935-TR3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SOT26,6000,0,"0.47600","0","3000","Tape & Reel (TR)","-","Active","CDMA, GSM","Absorptive","SPDT","DC ~ 3GHz","22dB","1.1dB","3GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","SOT-23-6","SOT-26"
http://cdn.macom.com/datasheets/MASW-007935.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/SOT-23-6%20PKG.jpg,1465-1360-1-ND,MASW-007935-TR3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SOT26,6193,0,"1.23000","0","1","Cut Tape (CT)","-","Active","CDMA, GSM","Absorptive","SPDT","DC ~ 3GHz","22dB","1.1dB","3GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","SOT-23-6","SOT-26"
http://cdn.macom.com/datasheets/MASW-007935.pdf,//media.digikey.com/Renders/MACom%20Technology%20Solutions/SOT-23-6%20PKG.jpg,1465-1360-6-ND,MASW-007935-TR3000,M/A-Com Technology Solutions,IC RF SWITCH SPDT 3GHZ SOT26,6193,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","CDMA, GSM","Absorptive","SPDT","DC ~ 3GHz","22dB","1.1dB","3GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","SOT-23-6","SOT-26"
http://www.skyworksinc.com/uploads/documents/AS179_92LF_200176H.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1003-2-ND,AS179-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,51000,0,"0.47740","0","3000","Tape & Reel (TR)","-","Active","802.11b, g, Bluetooth, WLAN","Reflective","SPDT","20MHz ~ 3GHz","23dB","0.4dB","3GHz","34dBm","50dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/AS179_92LF_200176H.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1003-1-ND,AS179-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,51764,0,"1.16000","0","1","Cut Tape (CT)","-","Active","802.11b, g, Bluetooth, WLAN","Reflective","SPDT","20MHz ~ 3GHz","23dB","0.4dB","3GHz","34dBm","50dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/AS179_92LF_200176H.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1003-6-ND,AS179-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ SC70-6,51764,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11b, g, Bluetooth, WLAN","Reflective","SPDT","20MHz ~ 3GHz","23dB","0.4dB","3GHz","34dBm","50dBm","-","50Ohm","3V","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.psemi.com/pdf/datasheets/pe42750ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/1046;12QFN-.80-3x3;;12.jpg,1046-1041-2-ND,PE42750MLAA-Z,pSemi,IC RF SWITCH SPDT 2.2GHZ 12QFN,6000,0,"0.50000","0","3000","Tape & Reel (TR)","UltraCMOS®","Active","CATV","Absorptive","SPDT","5MHz ~ 2.2GHz","57dB","1.7dB","2.2GHz","23.5dBm","47.5dBm","-","75Ohm","2.7V ~ 3.63V","-40°C ~ 85°C","12-WFQFN Exposed Pad","12-QFN (3x3)"
http://www.psemi.com/pdf/datasheets/pe42750ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/1046;12QFN-.80-3x3;;12.jpg,1046-1041-1-ND,PE42750MLAA-Z,pSemi,IC RF SWITCH SPDT 2.2GHZ 12QFN,7104,0,"0.60000","0","1","Cut Tape (CT)","UltraCMOS®","Active","CATV","Absorptive","SPDT","5MHz ~ 2.2GHz","57dB","1.7dB","2.2GHz","23.5dBm","47.5dBm","-","75Ohm","2.7V ~ 3.63V","-40°C ~ 85°C","12-WFQFN Exposed Pad","12-QFN (3x3)"
http://www.psemi.com/pdf/datasheets/pe42750ds.pdf,//media.digikey.com/Renders/Peregrine%20Semiconductor%20Renders/1046;12QFN-.80-3x3;;12.jpg,1046-1041-6-ND,PE42750MLAA-Z,pSemi,IC RF SWITCH SPDT 2.2GHZ 12QFN,7104,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®","Active","CATV","Absorptive","SPDT","5MHz ~ 2.2GHz","57dB","1.7dB","2.2GHz","23.5dBm","47.5dBm","-","75Ohm","2.7V ~ 3.63V","-40°C ~ 85°C","12-WFQFN Exposed Pad","12-QFN (3x3)"
http://www.skyworksinc.com/uploads/documents/SKY13370_374LF_201408G.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,683-1337-2-ND,SKY13370-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6DFN,15000,0,"0.51940","0","3000","Tape & Reel (TR)","-","Active","802.16 WiMAX","Absorptive","SPDT","500MHz ~ 6GHz","24dB","1.15dB","5.85GHz","39dBm","55dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-DFN (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/SKY13370_374LF_201408G.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,683-1337-1-ND,SKY13370-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6DFN,16378,0,"1.26000","0","1","Cut Tape (CT)","-","Active","802.16 WiMAX","Absorptive","SPDT","500MHz ~ 6GHz","24dB","1.15dB","5.85GHz","39dBm","55dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-DFN (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/SKY13370_374LF_201408G.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,683-1337-6-ND,SKY13370-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6DFN,16378,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.16 WiMAX","Absorptive","SPDT","500MHz ~ 6GHz","24dB","1.15dB","5.85GHz","39dBm","55dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-DFN (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/SKY13373_460LF_201264N.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1768-2-ND,SKY13373-460LF,Skyworks Solutions Inc.,IC RF SWITCH SP3T 6GHZ 12QFN,9000,0,"0.52038","0","3000","Tape & Reel (TR)","-","Active","802.11a/b/g/n","-","SP3T","100MHz ~ 6GHz","30dB","0.45dB","2.5GHz","-","70dBm","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13373_460LF_201264N.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1768-1-ND,SKY13373-460LF,Skyworks Solutions Inc.,IC RF SWITCH SP3T 6GHZ 12QFN,10122,0,"1.26000","0","1","Cut Tape (CT)","-","Active","802.11a/b/g/n","-","SP3T","100MHz ~ 6GHz","30dB","0.45dB","2.5GHz","-","70dBm","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13373_460LF_201264N.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1768-6-ND,SKY13373-460LF,Skyworks Solutions Inc.,IC RF SWITCH SP3T 6GHZ 12QFN,10122,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11a/b/g/n","-","SP3T","100MHz ~ 6GHz","30dB","0.45dB","2.5GHz","-","70dBm","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.cel.com/pdf/datasheets/CG2409M2.pdf,//media.digikey.com/Renders/CEL/6-pin-lead-less-RF-SPDT-Switch.jpg,CG2409M2-C4TR-ND,CG2409M2-C4,CEL,IC RF SWITCH SPDT 3.8GHZ 6MINIM,10000,0,"0.53760","0","10000","Tape & Reel (TR)","-","Active","802.11a/b/g/n/ac","-","SPDT","50MHz ~ 3.8GHz","21dB","0.5dB","3GHz","-","62dBm","-","50Ohm","1.8V ~ 5V","-45°C ~ 85°C","6-VSSOP, SC-88, SOT-363","6-Minimold"
http://www.cel.com/pdf/datasheets/CG2409M2.pdf,//media.digikey.com/Renders/CEL/6-pin-lead-less-RF-SPDT-Switch.jpg,CG2409M2-C4CT-ND,CG2409M2-C4,CEL,IC RF SWITCH SPDT 3.8GHZ 6MINIM,17578,0,"1.51000","0","1","Cut Tape (CT)","-","Active","802.11a/b/g/n/ac","-","SPDT","50MHz ~ 3.8GHz","21dB","0.5dB","3GHz","-","62dBm","-","50Ohm","1.8V ~ 5V","-45°C ~ 85°C","6-VSSOP, SC-88, SOT-363","6-Minimold"
http://www.cel.com/pdf/datasheets/CG2409M2.pdf,//media.digikey.com/Renders/CEL/6-pin-lead-less-RF-SPDT-Switch.jpg,CG2409M2-C4DKR-ND,CG2409M2-C4,CEL,IC RF SWITCH SPDT 3.8GHZ 6MINIM,17578,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11a/b/g/n/ac","-","SPDT","50MHz ~ 3.8GHz","21dB","0.5dB","3GHz","-","62dBm","-","50Ohm","1.8V ~ 5V","-45°C ~ 85°C","6-VSSOP, SC-88, SOT-363","6-Minimold"
http://www.skyworksinc.com/uploads/documents/AS169_200105E.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,863-1002-2-ND,AS169-73LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 2.5GHZ SOT6,189000,0,"0.55440","0","3000","Tape & Reel (TR)","-","Active","802.11b/g Bluetooth","Reflective","SPDT","300KHz ~ 2.5GHz","24dB","0.4dB","2.5GHz","34dBm","50dBm","-","50Ohm","3V","-40°C ~ 85°C","SOT-6","SOT-6"
http://www.skyworksinc.com/uploads/documents/AS169_200105E.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,863-1002-1-ND,AS169-73LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 2.5GHZ SOT6,192301,0,"1.35000","0","1","Cut Tape (CT)","-","Active","802.11b/g Bluetooth","Reflective","SPDT","300KHz ~ 2.5GHz","24dB","0.4dB","2.5GHz","34dBm","50dBm","-","50Ohm","3V","-40°C ~ 85°C","SOT-6","SOT-6"
http://www.skyworksinc.com/uploads/documents/AS169_200105E.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,863-1002-6-ND,AS169-73LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 2.5GHZ SOT6,192301,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11b/g Bluetooth","Reflective","SPDT","300KHz ~ 2.5GHz","24dB","0.4dB","2.5GHz","34dBm","50dBm","-","50Ohm","3V","-40°C ~ 85°C","SOT-6","SOT-6"
http://www.skyworksinc.com/uploads/documents/SKY13414_485LF_201689J.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;14QFN-.6-2x2;;14.jpg,863-1582-2-ND,SKY13414-485LF,Skyworks Solutions Inc.,IC RF SWITCH SP4T 3GHZ 14QFN,3000,0,"0.57330","0","3000","Tape & Reel (TR)","-","Active","-","-","SP4T","100MHz ~ 3GHz","42dB","0.4dB","1GHz","37dBm","70dBm","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","14-UFQFN Exposed Pad","14-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13414_485LF_201689J.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;14QFN-.6-2x2;;14.jpg,863-1582-1-ND,SKY13414-485LF,Skyworks Solutions Inc.,IC RF SWITCH SP4T 3GHZ 14QFN,5847,0,"1.39000","0","1","Cut Tape (CT)","-","Active","-","-","SP4T","100MHz ~ 3GHz","42dB","0.4dB","1GHz","37dBm","70dBm","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","14-UFQFN Exposed Pad","14-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13414_485LF_201689J.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;14QFN-.6-2x2;;14.jpg,863-1582-6-ND,SKY13414-485LF,Skyworks Solutions Inc.,IC RF SWITCH SP4T 3GHZ 14QFN,5847,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","SP4T","100MHz ~ 3GHz","42dB","0.4dB","1GHz","37dBm","70dBm","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","14-UFQFN Exposed Pad","14-QFN (2x2)"
http://www.psemi.com/pdf/datasheets/pe42422ds.pdf,//media.digikey.com/Renders/CEL/12-UFQFN.jpg,1046-1062-2-ND,PE42422MLAA-Z,pSemi,IC RF SWITCH SPDT 6GHZ 12QFN,30000,0,"0.62000","0","3000","Tape & Reel (TR)","UltraCMOS®, HaRP™","Active","General Purpose","Reflective","SPDT","100MHz ~ 6GHz","17dB","0.9dB","6GHz","-","70dBm","-","50Ohm","2.3V ~ 5.5V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.psemi.com/pdf/datasheets/pe42422ds.pdf,//media.digikey.com/Renders/CEL/12-UFQFN.jpg,1046-1062-1-ND,PE42422MLAA-Z,pSemi,IC RF SWITCH SPDT 6GHZ 12QFN,31293,0,"1.32000","0","1","Cut Tape (CT)","UltraCMOS®, HaRP™","Active","General Purpose","Reflective","SPDT","100MHz ~ 6GHz","17dB","0.9dB","6GHz","-","70dBm","-","50Ohm","2.3V ~ 5.5V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.psemi.com/pdf/datasheets/pe42422ds.pdf,//media.digikey.com/Renders/CEL/12-UFQFN.jpg,1046-1062-6-ND,PE42422MLAA-Z,pSemi,IC RF SWITCH SPDT 6GHZ 12QFN,31293,0,"Digi-Reel","0","1","Digi-Reel®","UltraCMOS®, HaRP™","Active","General Purpose","Reflective","SPDT","100MHz ~ 6GHz","17dB","0.9dB","6GHz","-","70dBm","-","50Ohm","2.3V ~ 5.5V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13323_378LF_201080F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-XFDFN.jpg,683-1334-2-ND,SKY13323-378LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ 6MLPD,24000,0,"0.62034","0","3000","Tape & Reel (TR)","-","Active","802.11b/g","Reflective","SPDT","100MHz ~ 3GHz","27dB","0.35dB","3GHz","27dBm","50dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1x1)"
http://www.skyworksinc.com/uploads/documents/SKY13323_378LF_201080F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-XFDFN.jpg,683-1334-1-ND,SKY13323-378LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ 6MLPD,27638,0,"1.51000","0","1","Cut Tape (CT)","-","Active","802.11b/g","Reflective","SPDT","100MHz ~ 3GHz","27dB","0.35dB","3GHz","27dBm","50dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1x1)"
http://www.skyworksinc.com/uploads/documents/SKY13323_378LF_201080F.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-XFDFN.jpg,683-1334-6-ND,SKY13323-378LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ 6MLPD,27638,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","802.11b/g","Reflective","SPDT","100MHz ~ 3GHz","27dB","0.35dB","3GHz","27dBm","50dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1x1)"
http://www.skyworksinc.com/uploads/documents/SKY13314_374LF_200882J.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1054-2-ND,SKY13314-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,18000,0,"0.62034","0","3000","Tape & Reel (TR)","-","Active","WLAN","Reflective","SPDT","100MHz ~ 6GHz","21dB","0.6dB","6GHz","31dBm","47dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/SKY13314_374LF_200882J.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1054-1-ND,SKY13314-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,19886,0,"1.51000","0","1","Cut Tape (CT)","-","Active","WLAN","Reflective","SPDT","100MHz ~ 6GHz","21dB","0.6dB","6GHz","31dBm","47dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/SKY13314_374LF_200882J.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1054-6-ND,SKY13314-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6MLPD,19886,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","WLAN","Reflective","SPDT","100MHz ~ 6GHz","21dB","0.6dB","6GHz","31dBm","47dBm","-","50Ohm","-","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-MLPD (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/SKY13270_92LF_200128H.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1048-2-ND,SKY13270-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 2.7GHZ SC70-6,9000,0,"0.63840","0","3000","Tape & Reel (TR)","-","Active","Cellular, GSM","Reflective","SPDT","20MHz ~ 2.7GHz","19dB","0.6dB","2.7GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/SKY13270_92LF_200128H.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1048-1-ND,SKY13270-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 2.7GHZ SC70-6,11751,0,"1.55000","0","1","Cut Tape (CT)","-","Active","Cellular, GSM","Reflective","SPDT","20MHz ~ 2.7GHz","19dB","0.6dB","2.7GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/SKY13270_92LF_200128H.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-SOT,AS193.jpg",863-1048-6-ND,SKY13270-92LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 2.7GHZ SC70-6,11751,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular, GSM","Reflective","SPDT","20MHz ~ 2.7GHz","19dB","0.6dB","2.7GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","6-TSSOP, SC-88, SOT-363","SC-70-6"
http://www.skyworksinc.com/uploads/documents/200186C.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,863-1006-2-ND,AS193-73LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 2.5GHZ SOT6,6000,0,"0.63840","0","3000","Tape & Reel (TR)","-","Active","Cellular, GSM","Reflective","SPDT","100MHz ~ 2.5GHz","17dB","0.55dB","2.5GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","SOT-6","SOT-6"
http://www.skyworksinc.com/uploads/documents/200186C.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,863-1006-1-ND,AS193-73LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 2.5GHZ SOT6,9209,0,"1.55000","0","1","Cut Tape (CT)","-","Active","Cellular, GSM","Reflective","SPDT","100MHz ~ 2.5GHz","17dB","0.55dB","2.5GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","SOT-6","SOT-6"
http://www.skyworksinc.com/uploads/documents/200186C.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-6%20PKG.jpg,863-1006-6-ND,AS193-73LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 2.5GHZ SOT6,9209,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Cellular, GSM","Reflective","SPDT","100MHz ~ 2.5GHz","17dB","0.55dB","2.5GHz","-","-","-","50Ohm","-","-40°C ~ 85°C","SOT-6","SOT-6"
http://www.skyworksinc.com/uploads/documents/SKY13405_490LF_201609I.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1649-2-ND,SKY13405-490LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ 12QFN,3000,0,"0.68310","0","3000","Tape & Reel (TR)","-","Active","-","-","SPDT","100MHz ~ 3GHz","27dB","0.4dB","3GHz","38dBm","-","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13405_490LF_201609I.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1649-1-ND,SKY13405-490LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ 12QFN,4344,0,"1.54000","0","1","Cut Tape (CT)","-","Active","-","-","SPDT","100MHz ~ 3GHz","27dB","0.4dB","3GHz","38dBm","-","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13405_490LF_201609I.pdf,"//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/863;-12QFN-,60-2x2;-;-12.jpg",863-1649-6-ND,SKY13405-490LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 3GHZ 12QFN,4344,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","-","-","SPDT","100MHz ~ 3GHz","27dB","0.4dB","3GHz","38dBm","-","-","50Ohm","2.5V ~ 4.8V","-40°C ~ 85°C","12-UFQFN Exposed Pad","12-QFN (2x2)"
http://www.skyworksinc.com/uploads/documents/SKY13431_374LF_201649D.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1651-2-ND,SKY13431-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6DFN,3000,0,"0.68649","0","3000","Tape & Reel (TR)","-","Active","WiMax, WLAN","-","SPDT","500MHz ~ 6GHz","20dB","0.8dB","5.8GHz","36dBm","57dBm","-","50Ohm","2.5V ~ 5V","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-DFN (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/SKY13431_374LF_201649D.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1651-1-ND,SKY13431-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6DFN,4240,0,"1.67000","0","1","Cut Tape (CT)","-","Active","WiMax, WLAN","-","SPDT","500MHz ~ 6GHz","20dB","0.8dB","5.8GHz","36dBm","57dBm","-","50Ohm","2.5V ~ 5V","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-DFN (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/SKY13431_374LF_201649D.pdf,//media.digikey.com/Renders/Skyworks%20Solutions%20Renders/6-MLPD.jpg,863-1651-6-ND,SKY13431-374LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 6GHZ 6DFN,4240,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","WiMax, WLAN","-","SPDT","500MHz ~ 6GHz","20dB","0.8dB","5.8GHz","36dBm","57dBm","-","50Ohm","2.5V ~ 5V","-40°C ~ 85°C","6-XFDFN Exposed Pad","6-DFN (1.5x1.5)"
http://www.skyworksinc.com/uploads/documents/200797C.pdf,//media.digikey.com/Photos/Skyworks%20Solutions%20Photos/SKY13251-349LF.JPG,863-1180-2-ND,SKY13298-360LF,Skyworks Solutions Inc.,IC RF SWITCH SPDT 8GHZ 8QFN,12000,0,"0.71145","0","3000","Tape & Reel (TR)","-","Active","UWB","Reflective","SPDT","3GHz ~ 8GHz","22dB","0.9dB","7.92GHz","24dBm","42dBm","-","50Ohm","-","-40°C ~ 85°C","8-VFDFN Exposed Pad","8-QFN (2x2)"
