Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Resistance (Ohms)","Tolerance","Power (Watts)","Built in Switch","Number of Turns","Taper","Number of Gangs","Adjustment Type","Temperature Coefficient","Rotation","Resistive Material","Termination Style","Actuator Type","Actuator Length","Actuator Diameter","Bushing Thread","Mounting Type"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1676979&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1676979.jpg,A105876-ND,TW1502KA,TE Connectivity Passive Product,POT 5K OHM 1W WIREWOUND LINEAR,408,0,"12.90000","0","1","Bulk","TW, Citec","Active","5k","±10%","1W","None","1","Linear","1","User Defined","±100ppm/°C","285°","Wirewound","Solder Lug","Round","0.984"" (25.00mm)","0.250"" (6.35mm)","M10 x 0.75","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/282.pdf,//media.digikey.com/Photos/CTS%20Photos/282TCBS103A25B1.jpg,CT3017-ND,282TCBS103A25B1,CTS Electrocomponents,POT 10K OHM 1/4W PLASTIC LINEAR,189,0,"13.21000","0","1","Tray","282","Active","10k","±10%","0.25W, 1/4W","None","1","Linear","1","User Defined","-","300°","Conductive Plastic","Solder Lug","Slotted","0.591"" (15.00mm)","0.236"" (6.00mm)","M9 x 0.75","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/282.pdf,//media.digikey.com/Photos/CTS%20Photos/282T33L502A25C2.jpg,CT3016-ND,282T33L502A25C2,CTS Electrocomponents,POT 5K OHM 1/4W PLASTIC LINEAR,110,0,"13.35000","0","1","Tray","282","Active","5k","±10%","0.25W, 1/4W","None","1","Linear","1","User Defined","-","360°","Conductive Plastic","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/39.pdf,//media.digikey.com/photos/Bourns%20Photos/39SB-1RB-103.jpg,39SB-1RB-104-ND,39SB-1RB-104,Bourns Inc.,POT 100K OHM 1/4W PLASTIC LINEAR,522,0,"13.50000","0","1","Tray","39","Active","100k","±20%","0.25W, 1/4W","Rotary, SPST","1","Linear","1","Top Adjustment","-","270°","Conductive Plastic","PC Pins","Flatted","0.500"" (12.70mm)","0.125"" (3.18mm)","1/4-28","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/8182_8586.pdf,//media.digikey.com/Photos/Bourns%20Photos/81C1A-E28-A13L.jpg,81C1A-E28-A13L-ND,81C1A-E28-A13L,Bourns Inc.,POT 5K OHM 2W CERMET LINEAR,650,0,"13.52000","0","1","Bulk","81","Active","5k","±10%","2W","None","1","Linear","1","Side Adjustment","±150ppm/°C","300°","Cermet","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/8182_8586.pdf,//media.digikey.com/photos/Bourns%20Photos/81A1A-B28-SERIES.jpg,81A1A-B28-A15L-ND,81A1A-B28-A15L,Bourns Inc.,POT 10K OHM 2W CERMET LINEAR,246,0,"13.52000","0","1","Bulk","81","Active","10k","±10%","2W","None","1","Linear","1","Side Adjustment","±150ppm/°C","300°","Cermet","PC Pins","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
"//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/81,82,85,86.pdf",//media.digikey.com/photos/Bourns%20Photos/82A1A-B28.jpg,82A1A-B28-A10L-ND,82A1A-B28-A10L,Bourns Inc.,POT 1K OHM 2W CERMET LINEAR,112,0,"13.52000","0","1","Tray","82","Active","1k","±10%","2W","None","1","Linear","1","User Defined","±150ppm/°C","300°","Cermet","Solder Hook","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/56.pdf,//media.digikey.com/Photos/Bourns%20Photos/56AAD-C28-B15%5ER80L.jpg,56AAD-C28-B15/R81L-ND,56AAD-C28-B15/R81L,Bourns Inc.,POT 10K OHM 1/2W PLASTIC LINEAR,158,0,"13.55000","0","1","Tray","56","Active","10k","±20%","0.5W, 1/2W","Rotary, SPDT","1","Linear","1","Side Adjustment","±1000ppm/°C","290°","Conductive Plastic","PC Pins","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.ctscorp.com/wp-content/uploads/282.pdf,//media.digikey.com/Photos/CTS%20Photos/282T33L502A26A2.jpg,CT3012-ND,282T33L502A26A2,CTS Electrocomponents,POT 5K OHM 1/4W PLASTIC LINEAR,131,0,"13.76000","0","1","Tray","282","Active","5k","±10%","0.25W, 1/4W","None","1","Linear","1","User Defined","-","250°","Conductive Plastic","Solder Lug","Flatted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/574sx1m48s103sd.pdf,//media.digikey.com/photos/Honeywell%20Photos/574%20S%20SERIES.jpg,574SS103-ND,574SX1M48S103SD,Honeywell Sensing and Productivity Solutions,POT 10K OHM 1/2W PLASTIC LINEAR,239,0,"13.87000","0","1","Bulk","574","Not For New Designs","10k","±20%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","300°","Conductive Plastic","PC Pins, Board Locks","Slotted","0.750"" (19.05mm)","0.250"" (6.35mm)","M9 x 0.75","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3590.pdf,//media.digikey.com/photos/Bourns%20Photos/3590S-1-SERIES.jpg,3590S-1-102L-ND,3590S-1-102L,Bourns Inc.,POT 1K OHM 2W WIREWOUND LINEAR,107,0,"14.35000","0","1","Bulk","3590","Active","1k","±5%","2W","None","10","Linear","1","User Defined","±50ppm/°C","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.248"" (6.30mm)","3/8-32","Panel Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/P270_271_272.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/P271-DS21R10K.jpg,987-1339-ND,P271-DS21BR10K,TT Electronics/BI,POT 10K OHM 2W PLASTIC LINEAR,273,0,"14.98000","0","1","Tray","P271","Active","10k","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/54.pdf,//media.digikey.com/Photos/Bourns%20Photos/54CAD-E28-B13%5EP50L.jpg,54CAD-E28-B13/P50L-ND,54CAD-E28-B13/P50L,Bourns Inc.,POT 5K OHM 1/2W PLASTIC LINEAR,259,0,"15.37000","0","1","Tray","54","Active","5k","±20%","0.5W, 1/2W","Push-Pull, DPDT","1","Linear","1","Side Adjustment","±1000ppm/°C","290°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/54.pdf,//media.digikey.com/Photos/Bourns%20Photos/54AAD-B28-B15%5EP50L.jpg,54AAD-B28-B15/P50L-ND,54AAD-B28-B15/P50L,Bourns Inc.,POT 10K OHM 1/2W PLASTIC LINEAR,119,0,"15.37000","0","1","Tray","54","Active","10k","±20%","0.5W, 1/2W","Push-Pull, DPDT","1","Linear","1","Side Adjustment","±1000ppm/°C","290°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3862.pdf,//media.digikey.com/Photos/Bourns%20Photos/3862C-202-xxxAL.jpg,3862C-202-502AL-ND,3862C-202-502AL,Bourns Inc.,POT 5K OHM 1W CERMET LINEAR,918,0,"15.65000","0","1","Bulk","3862","Active","5k","±10%","1W","None","1","Linear","1","User Defined","±150ppm/°C","295°","Cermet","Solder Lug","Slotted","0.625"" (15.88mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3862.pdf,//media.digikey.com/Photos/Bourns%20Photos/3862C-282-103AL.jpg,3862C-282-102AL-ND,3862C-282-102AL,Bourns Inc.,POT 1K OHM 1W CERMET LINEAR,312,0,"15.65000","0","1","Bulk","3862","Active","1k","±10%","1W","None","1","Linear","1","User Defined","±150ppm/°C","295°","Cermet","Solder Lug","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3862.pdf,//media.digikey.com/Photos/Bourns%20Photos/3862C-202-xxxAL.jpg,3862C-202-103AL-ND,3862C-202-103AL,Bourns Inc.,POT 10K OHM 1W CERMET LINEAR,202,0,"15.65000","0","1","Bulk","3862","Active","10k","±10%","1W","None","1","Linear","1","User Defined","±150ppm/°C","295°","Cermet","Solder Lug","Slotted","0.625"" (15.88mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Precision%20Electronic%20Components%20Ltd%20PDFs/MIL%20Style%20RV8.pdf,//media.digikey.com/Photos/Precision%20Elec%20Comp%20Photos/SPRU5031S28.jpg,SPRU105C-ND,SPRU1051S28,Precision Electronics Corporation,POT 1M OHM 1/2W CARBON LINEAR,119,0,"16.64000","0","1","Bulk","SPR","Active","1M","±10%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","295°","Carbon","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151833,//media.digikey.com/photos/Honeywell%20Photos/53C3-Series.jpg,480-5941-ND,53C375K,Honeywell Sensing and Productivity Solutions,POT 75K OHM 2W PLASTIC LINEAR,104,0,"16.87000","0","1","Bulk","53C","Active","75k","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/53c350k.pdf,//media.digikey.com/photos/Honeywell%20Photos/53C3-Series.jpg,RV4N503-ND,53C350K,Honeywell Sensing and Productivity Solutions,POT 50K OHM 2W PLASTIC LINEAR,135,0,"17.26000","0","1","Bulk","53C","Active","50k","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151833,//media.digikey.com/photos/Honeywell%20Photos/53C3-Series.jpg,480-6659-ND,53C3500,Honeywell Sensing and Productivity Solutions,POT 500 OHM 2W PLASTIC LINEAR,123,0,"17.60000","0","1","Bulk","53C","Active","500","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151833,//media.digikey.com/photos/Honeywell%20Photos/53C3-Series.jpg,53C3500K-ND,53C3500K,Honeywell Sensing and Productivity Solutions,POT 500K OHM 2W PLASTIC LINEAR,109,0,"17.60000","0","1","Bulk","53C","Active","500k","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151833,//media.digikey.com/photos/Honeywell%20Photos/53C3-Series.jpg,53C325K-ND,53C325K,Honeywell Sensing and Productivity Solutions,POT 25K OHM 2W PLASTIC LINEAR,104,0,"17.60000","0","1","Bulk","53C","Active","25k","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://www.vishay.com/docs/51036/p16pa16.pdf,//media.digikey.com/Photos/Vishay%20Sfernice/P16%20Series.jpg,P16NP-22K-ND,P16NP223MAB15,Vishay Sfernice,POT 22K OHM 1W CERMET LINEAR,209,0,"18.23000","0","1","Bulk","P16","Active","22k","±20%","1W","None","1","Linear","1","User Defined","±150ppm/°C","300°","Cermet","Solder Lug","Knob","0.346"" (8.80mm)","0.630"" (16.00mm)","M10 x 0.75","Panel Mount"
http://www.vishay.com/docs/51036/p16pa16.pdf,//media.digikey.com/Photos/Vishay%20Sfernice/P16%20Series.jpg,P16NP-470-ND,P16NP471MAB15,Vishay Sfernice,POT 470 OHM 1W CERMET LINEAR,188,0,"18.23000","0","1","Bulk","P16","Active","470","±20%","1W","None","1","Linear","1","User Defined","±150ppm/°C","300°","Cermet","Solder Lug","Knob","0.346"" (8.80mm)","0.630"" (16.00mm)","M10 x 0.75","Panel Mount"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Potentiometers/Datasheets/7274_7276.pdf,//media.digikey.com/Photos/TT%20Electronics%20BI/7276R.JPG,987-1523-ND,7276R10KL.25,TT Electronics/BI,POT 10K OHM 2W WIREWOUND LINEAR,120,0,"18.36000","0","1","Bulk","7270","Active","10k","±5%","2W","None","10","Linear","1","User Defined","±20ppm/°C","3600°","Wirewound","Solder Turret","Slotted","0.811"" (20.60mm)","0.249"" (6.32mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151833,//media.digikey.com/photos/Honeywell%20Photos/53C1%20SERIES.jpg,480-6324-ND,53C1500KZ,Honeywell Sensing and Productivity Solutions,POT 500K OHM 2W PLASTIC LOG,123,0,"18.66000","0","1","Bulk","53C","Active","500k","±10%","2W","None","1","Logarithmic","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Round","2.000"" (50.80mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151834,//media.digikey.com/Photos/Honeywell%20Photos/MFG_392-SERIES.jpg,392JB101-ND,392JB100,Honeywell Sensing and Productivity Solutions,POT 100 OHM 1/2W PLASTIC LINEAR,1507,0,"19.11000","0","1","Bulk","392","Not For New Designs","100","±10%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151834,//media.digikey.com/Photos/Honeywell%20Photos/MFG_392-SERIES.jpg,392JB252-ND,392JB2500,Honeywell Sensing and Productivity Solutions,POT 2.5K OHM 1/2W PLASTIC LINEAR,426,0,"19.11000","0","1","Bulk","392","Not For New Designs","2.5k","±10%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151834,//media.digikey.com/Photos/Honeywell%20Photos/MFG_392-SERIES.jpg,392JB502-ND,392JB5K,Honeywell Sensing and Productivity Solutions,POT 5K OHM 1/2W PLASTIC LINEAR,391,0,"19.11000","0","1","Bulk","392","Not For New Designs","5k","±10%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151834,//media.digikey.com/Photos/Honeywell%20Photos/MFG_392-SERIES.jpg,392JB104-ND,392JB100K,Honeywell Sensing and Productivity Solutions,POT 100K OHM 1/2W PLASTIC LINEAR,344,0,"19.11000","0","1","Bulk","392","Not For New Designs","100k","±10%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151834,//media.digikey.com/Photos/Honeywell%20Photos/MFG_392-SERIES.jpg,392JB503-ND,392JB50K,Honeywell Sensing and Productivity Solutions,POT 50K OHM 1/2W PLASTIC LINEAR,157,0,"19.11000","0","1","Bulk","392","Not For New Designs","50k","±10%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151834,//media.digikey.com/Photos/Honeywell%20Photos/392JA1MEG.JPG,392JA504-ND,392JA500K,Honeywell Sensing and Productivity Solutions,POT 500K OHM 1/2W PLASTIC LINEAR,157,0,"21.01000","0","1","Bulk","392","Not For New Designs","500k","±10%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151834,//media.digikey.com/Photos/Honeywell%20Photos/392JA1MEG.JPG,392JA254-ND,392JA250K,Honeywell Sensing and Productivity Solutions,POT 250K OHM 1/2W PLASTIC LINEAR,106,0,"21.01000","0","1","Bulk","392","Not For New Designs","250k","±10%","0.5W, 1/2W","None","1","Linear","1","Top Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151833,//media.digikey.com/photos/Honeywell%20Photos/380C310K.JPG,380C310K-ND,380C310K,Honeywell Sensing and Productivity Solutions,POT 10K OHM 2W PLASTIC LINEAR,189,0,"21.54000","0","1","Bulk","380","Active","10k","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151833,//media.digikey.com/photos/Honeywell%20Photos/53C2-Series.JPG,480-5881-ND,53C210K,Honeywell Sensing and Productivity Solutions,POT 10K OHM 2W PLASTIC LINEAR,130,0,"21.55000","0","1","Bulk","53C","Active","10k","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Slotted","0.625"" (15.88mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151833,-,480-6558-ND,380C225K,Honeywell Sensing and Productivity Solutions,POT 25K OHM 2W PLASTIC LINEAR,149,0,"22.62000","0","1","Bulk","380","Active","25k","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Slotted","0.625"" (15.88mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151833,//media.digikey.com/photos/Honeywell%20Photos/380C31000.JPG,380C31000-ND,380C31000,Honeywell Sensing and Productivity Solutions,POT 1K OHM 2W PLASTIC LINEAR,646,0,"22.83000","0","1","Bulk","380","Active","1k","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Slotted","0.875"" (22.23mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
http://sensing.honeywell.com/index.php?ci_id=151834,//media.digikey.com/photos/Honeywell%20Photos/392%20Series_Solder%20Hook.jpg,392C32500-ND,392C32500,Honeywell Sensing and Productivity Solutions,POT 2.5K OHM 1/2W PLASTIC LINEAR,128,0,"22.91000","0","1","Bulk","392","Not For New Designs","2.5k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773245&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3-1625931-2.jpg,A105746-ND,2-1625931-5,TE Connectivity Passive Product,POT 100K OHM 2W CERMET LINEAR,310,0,"23.03000","0","1","Bulk","M, Citec","Active","100k","±10%","2W","None","1","Linear","1","Top Adjustment","0.75%","270°","Cermet","PC Pins","Round","1.000"" (25.40mm)","0.249"" (6.32mm)","3/8-32","Panel Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773245&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3-1625931-2.jpg,A105750-ND,2-1625931-9,TE Connectivity Passive Product,POT 2.2K OHM 2W CERMET LINEAR,119,0,"23.03000","0","1","Bulk","M, Citec","Active","2.2k","±10%","2W","None","1","Linear","1","Top Adjustment","0.75%","270°","Cermet","PC Pins","Round","1.000"" (25.40mm)","0.249"" (6.32mm)","3/8-32","Panel Mount"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773245&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3-1625931-2.jpg,A105747-ND,2-1625931-6,TE Connectivity Passive Product,POT 100 OHM 2W CERMET LINEAR,102,0,"23.03000","0","1","Bulk","M, Citec","Active","100","±10%","2W","None","1","Linear","1","Top Adjustment","0.75%","270°","Cermet","PC Pins","Round","1.000"" (25.40mm)","0.249"" (6.32mm)","3/8-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/590SX1N56S102SP.pdf,//media.digikey.com/Photos/Honeywell%20Photos/590SX1N56S102SP.JPG,590SX102-ND,590SX1N56S102SP,Honeywell Sensing and Productivity Solutions,POT 1K OHM 1/2W PLASTIC LINEAR,278,0,"23.32000","0","1","Bulk","590SX","Not For New Designs","1k","±10%","0.5W, 1/2W","None","1","Linear","1","Side Adjustment","±1000ppm/°C","295°","Conductive Plastic","PC Pins","Slotted","0.875"" (22.23mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/308npc25k.pdf,//media.digikey.com/photos/Honeywell%20Photos/308NPC%20SERIES.jpg,308NPC253-ND,308NPC25K,Honeywell Sensing and Productivity Solutions,POT 25K OHM 1/2W PLASTIC LINEAR,120,0,"24.27000","0","1","Bulk","308NPC","Not For New Designs","25k","±10%","0.5W, 1/2W","None","1","Linear","1","Side Adjustment","-","295°","Conductive Plastic","PC Pins","Slotted","0.750"" (19.05mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
"//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/81,82,85,86.pdf",//media.digikey.com/Photos/Bourns%20Photos/86R2A.jpg,86R2A-R16-A13/R51L-ND,86R2A-R16-A13/R51L,Bourns Inc.,POT 5K OHM 2W CERMET LINEAR,142,0,"25.03000","0","1","Bulk","86","Active","5k","±10%","2W","Rotary, DPDT","1","Linear","1","User Defined","±150ppm/°C","300°","Cermet","Solder Hook","Slotted","0.630"" (16.00mm)","0.236"" (6.00mm)","M10 x 0.75","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/380C150K.pdf,//media.digikey.com/photos/Honeywell%20Photos/380C150K.JPG,480-6557-ND,380C150K,Honeywell Sensing and Productivity Solutions,POT 50K OHM 2W PLASTIC LINEAR,293,0,"25.13000","0","1","Bulk","380","Active","50k","±10%","2W","None","1","Linear","1","User Defined","-","312°","Conductive Plastic","Solder Lug","Round","2.000"" (50.80mm)","0.250"" (6.35mm)","3/8-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/308N100k.pdf,//media.digikey.com/Photos/Honeywell%20Photos/308N25K.jpg,308N104-ND,308N100K,Honeywell Sensing and Productivity Solutions,POT 100K OHM 1/2W PLASTIC LINEAR,180,0,"25.17000","0","1","Bulk","308N","Not For New Designs","100k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","295°","Conductive Plastic","Solder Hook","Slotted","0.750"" (19.05mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/308N10K.pdf,//media.digikey.com/Photos/Honeywell%20Photos/308N25K.jpg,308N103-ND,308N10K,Honeywell Sensing and Productivity Solutions,POT 10K OHM 1/2W PLASTIC LINEAR,127,0,"25.17000","0","1","Bulk","308N","Not For New Designs","10k","±10%","0.5W, 1/2W","None","1","Linear","1","User Defined","-","295°","Conductive Plastic","Solder Hook","Slotted","0.750"" (19.05mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Precision%20Electronic%20Components%20Ltd%20PDFs/Series%20GU.pdf,//media.digikey.com/Photos/Precision%20Elec%20Comp%20Photos/GU1011S26.jpg,GU1041S26-ND,GU1041S26,Precision Electronics Corporation,POT 100K OHM 2W WIREWOUND LINEAR,116,0,"25.78000","0","1","Bulk","GU","Active","100k","±5%","2W","None","10","Linear","1","User Defined","-","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
https://www.bourns.com/docs/Product-Datasheets/3540.pdf,//media.digikey.com/photos/Bourns%20Photos/3540S-1-503L.JPG,3540S-1-202L-ND,3540S-1-202L,Bourns Inc.,POT 2K OHM 2W WIREWOUND LINEAR,208,0,"26.57000","0","1","Tray","3540","Active","2k","±5%","2W","None","10","Linear","1","User Defined","±50ppm/°C","3600°","Wirewound","Solder Lug","Slotted","0.812"" (20.63mm)","0.2497"" (6.34mm)","3/8-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/309npc5k.pdf,//media.digikey.com/photos/Honeywell%20Photos/309NPC5K.JPG,309NPC502-ND,309NPC5K,Honeywell Sensing and Productivity Solutions,POT 5K OHM 1W CERMET LINEAR,336,0,"26.73000","0","1","Bulk","309NPC","Not For New Designs","5k","±10%","1W","None","1","Linear","1","Side Adjustment","-","295°","Cermet","PC Pins","Slotted","0.750"" (19.05mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/309npc1k.pdf,//media.digikey.com/photos/Honeywell%20Photos/309NPC1K.JPG,309NPC102-ND,309NPC1K,Honeywell Sensing and Productivity Solutions,POT 1K OHM 1W CERMET LINEAR,132,0,"26.73000","0","1","Bulk","309NPC","Not For New Designs","1k","±10%","1W","None","1","Linear","1","Side Adjustment","-","295°","Cermet","PC Pins","Slotted","0.750"" (19.05mm)","0.125"" (3.18mm)","1/4-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Precision%20Electronic%20Components%20Ltd%20PDFs/MIL%20Style%202RV7.pdf,//media.digikey.com/photos/Precision%20Elec%20Comp%20Photos/KKB1041S28.JPG,KKA1021S28-ND,KKA1021S28,Precision Electronics Corporation,POT 1K OHM 2W CARBON LOGARITHMIC,109,0,"37.32000","0","1","Bulk","KK","Active","1k","±10%","2W","None","1","Logarithmic","2","User Defined","-","314°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.249"" (6.32mm)","3/8-32","Panel Mount"
//media.digikey.com/pdf/Data%20Sheets/Precision%20Electronic%20Components%20Ltd%20PDFs/MIL%20Style%202RV7.pdf,//media.digikey.com/photos/Precision%20Elec%20Comp%20Photos/KKB1041S28.JPG,KKA5031S28-ND,KKA5031S28,Precision Electronics Corporation,POT 50K OHM 2W CARBON LOG,105,0,"37.32000","0","1","Bulk","KK","Active","50k","±10%","2W","None","1","Logarithmic","2","User Defined","-","314°","Carbon","Solder Lug","Slotted","0.875"" (22.23mm)","0.249"" (6.32mm)","3/8-32","Panel Mount"
