Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Usage","Dimensions - Overall","Material","Features"
http://documents.protektivepak.com/PDF/37650.pdf,-,37653-ND,37653,Desco,TRAY BDHNDLR 19-1/4X13-1/8X2-1/8,0,0,"19.24000","0","1","Protektive Pak®","Active","Tray","Transport","19.25"" L x 13.13"" W x 2.13"" H (489.0mm x 333.5mm x 54.1mm)","Corrugated Fiberboard","Dissipative, Foam Insert, Stackable"
http://protektivepak.descoindustries.com/Catalog/2016-Protektive-Pak-Catalog.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37567.jpg,37567-ND,37567,Desco,HLDR 5SLT 5-3/4X13-11/16X13-1/4"",0,0,"19.38000","0","1","Protektive Pak®","Active","Reel Holder","Storage","5.75"" L x 13.70"" W x 13.27"" H (146.0mm x 348mm x 337.0mm)","Corrugated Fiberboard","5 Cells, Dissipative"
http://documents.protektivepak.com/PDF/37500.pdf,-,37514-ND,37514,Desco,STORAGE CONT 22-7/8X12-7/8X10,0,0,"19.59000","0","1","Protektive Pak®","Active","Tote","Storage","22.88"" L x 12.88"" W x 10.00"" H (581.2mm x 327.2mm x 254.0mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37218-ND,37218,Desco,ESD HANDLER 3-1/2X14-3/4X1-3/4,0,0,"19.70000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","14.75"" L x 3.50"" W x 1.75"" H (374.7mm x 88.9mm x 44.5mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/38900.pdf,-,38911-ND,38911,Desco,BIN BOX OPEN PLASTEK 12X12X4,0,0,"19.72000","0","1","Protektive Pak®","Active","Box","Storage","12.00"" L x 12.00"" W x 4.00"" H (304.8mm x 304.8mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.mendapump.com/PDF/37033.pdf,-,37036D-ND,37036,Desco,CB SHPPR 10-1/2X8-1/2X2-1/2,0,0,"19.87000","0","1","Protektive Pak®","Active","Box","Storage, Shipping","10.50"" L x 8.50"" W x 2.50"" H (266.7mm x 215.9mm x 63.5mm)","Corrugated Fiberboard","Conductive, Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37150.pdf,-,37227-ND,37227,Desco,ESD HANDLER 2-1/2X7-1/4X1-3/4,0,0,"20.05000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","7.25"" L x 2.50"" W x 1.75"" H (184.2mm x 63.5mm x 44.5mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37500.pdf,-,37527-ND,37527,Desco,STORAGE CONTAINER 18-5/8X15X8,0,0,"20.17000","0","1","Protektive Pak®","Active","Tote","Storage","18.63"" L x 15.00"" W x 8.00"" H (473.1mm x 381.0mm x 203.2mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37620.pdf,-,37621-ND,37621,Desco,TOTE NESTING TOP OD 18X12X6,0,0,"20.61000","0","1","Protektive Pak®","Active","Tote","Storage, Transport","18.00"" L x 12.00"" W x 6.00"" H (457.2mm x 304.8mm x 152.4mm)","Corrugated Fiberboard","Conductive, Stackable"
http://documents.protektivepak.com/PDF/37500.pdf,-,37502-ND,37502,Desco,STORAGE CONT 17X9-7/8X11-1/4,0,0,"21.27140","0","50","Protektive Pak®","Active","Tote","Storage","17.00"" L x 9.88"" W x 11.63"" H (431.8mm x 250.8mm x 295.3mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37650.pdf,-,37654-ND,37654,Desco,TRAY BDHNDLR 19-3/8X15-3/4X2-1/8,0,0,"21.29000","0","1","Protektive Pak®","Active","Tray","Transport","19.38"" L x 15.75"" W x 2.13"" H (492.3mm x 400.1mm x 54.1mm)","Corrugated Fiberboard","Dissipative, Foam Insert, Stackable"
http://documents.protektivepak.com/PDF/37050.pdf,-,37089-ND,37089,Desco,SHIPPER CIRC BD W/FOAM 19X19X3,0,0,"21.36920","0","50","Protektive Pak®","Active","Card Carrier","Storage, Shipping","19.00"" L x 19.00"" W x 3.00"" H (482.6mm x 482.6mm x 76.2mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37500.pdf,-,37504-ND,37504,Desco,STORAG CONT 22-7/8X12-7/8X12-5/8,0,0,"21.46000","0","1","Protektive Pak®","Active","Tote","Storage","22.88"" L x 12.88"" W x 12.63"" H (581.2mm x 327.2mm x 320.8mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37500.pdf,-,37524-ND,37524,Desco,STORAGE CONTAINER 18-5/8X15X10,0,0,"21.60000","0","1","Protektive Pak®","Active","Tote","Storage","18.63"" L x 15.00"" W x 10.00"" H (473.1mm x 381.0mm x 254.0mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37158-ND,37158,Desco,ESD HANDLER 5-3/8X14-3/4X1-3/4,0,0,"21.78000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","14.75"" L x 5.83"" W x 1.75"" H (374.7mm x 148.1mm x 44.5mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37219-ND,37219,Desco,ESD HANDLER 3-1/2X7-1/4X1-3/4,0,0,"22.26000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","7.25"" L x 3.50"" W x 1.75"" H (184.2mm x 88.9mm x 44.5mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37620.pdf,-,37622-ND,37622,Desco,TOTE NESTING OD 27-1/4X12X6,0,0,"22.30000","0","1","Protektive Pak®","Active","Tote","Storage, Transport","27.25"" L x 12.00"" W x 6.00"" H (692.2mm x 304.8mm x 152.4mm)","Corrugated Fiberboard","Conductive, Stackable"
http://documents.protektivepak.com/PDF/37650.pdf,-,37652-ND,37652,Desco,TRAY BDHNDLR 23-1/2X13-3/8X2-1/8,0,0,"22.30000","0","1","Protektive Pak®","Active","Tray","Transport","23.50"" L x 13.38"" W x 2.13"" H (596.9mm x 339.9mm x 54.1mm)","Corrugated Fiberboard","Dissipative, Foam Insert, Stackable"
http://documents.protektivepak.com/PDF/IPH-38717.pdf,-,38717-ND,38717,Desco,HNDLR ADJ 5CELL 4X11-3/4X3-1/2"",0,0,"22.33000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","5 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38720.pdf,-,38720-ND,38720,Desco,HNDLR ADJ 5CELL 4X13-3/4X3-1/2"",0,0,"22.33000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","5 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38723.pdf,-,38723-ND,38723,Desco,HNDLR ADJ 5CELL 4X15-3/4X3-1/2"",0,0,"22.33000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","5 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38727.pdf,-,38726-ND,38726,Desco,HNDLR ADJ 5CELL 4X17-3/4X3-1/2"",0,0,"22.33000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","5 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38729.pdf,-,38729-ND,38729,Desco,HNDLR ADJ 5CELL 4X19-3/4X3-1/2"",0,0,"22.33000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","5 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37228-ND,37228,Desco,ESD HANDLER 2-1/2X4-3/4X1-3/4,0,0,"22.51000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 2.50"" W x 1.75"" H (120.7mm x 63.5mm x 44.5mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/38900.pdf,-,38912-ND,38912,Desco,BIN BOX OPEN PLASTEK 18X12X4,0,0,"22.84000","0","1","Protektive Pak®","Active","Box","Storage","18.00"" L x 12.00"" W x 4.00"" H (457.2mm x 304.8mm x 101.6mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/37500.pdf,-,37525-ND,37525,Desco,STORAGE CONTAINER 18-5/8X15X12,0,0,"23.03000","0","1","Protektive Pak®","Active","Tote","Storage","18.63"" L x 15.00"" W x 12.00"" H (473.1mm x 381.0mm x 304.8mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37230-ND,37230,Desco,ESD HANDLER 2-1/2X14-3/4X3/4,0,0,"23.15000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","14.75"" L x 2.50"" W x 0.75"" H (374.7mm x 63.5mm x 19.1mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37500.pdf,-,37515-ND,37515,Desco,STORAG CONT 22-7/8X12-7/8X15-1/4,0,0,"23.51000","0","1","Protektive Pak®","Active","Tote","Storage","22.88"" L x 12.88"" W x 15.25"" H (581.2mm x 327.2mm x 387.4mm)","Corrugated Fiberboard","Dissipative"
http://documents.desco.com/PDF/37810.pdf,-,37810-ND,37810,Desco,TRASH REC 13-1/2X12X13-1/4,0,0,"23.73000","0","1","Protektive Pak Plastek™","Active","Trash Receptacle","-","13.50"" L x 12.00"" W x 13.25"" H (342.9mm x 304.8mm x 336.6mm)","Corrugated Fiberboard","Conductive Handles, Dissipative, Wire Frame"
http://documents.protektivepak.com/PDF/47556.pdf,-,47556-ND,47556,Desco,ORGANIZER COMPACT PLASTEK,0,0,"23.74000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage","11.25"" L x 8.00"" W x 2.25"" H (285.8mm x 327.2mm x 57.2mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/37050.pdf,-,37091-ND,37091,Desco,SHIPPER CIRC BD W/FOAM 22X15X3,0,0,"23.77630","0","100","Protektive Pak®","Active","Card Carrier","Storage, Shipping","22.00"" L x 15.00"" W x 3.00"" H (558.8mm x 381.0mm x 76.2mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.mendapump.com/PDF/IPH-38711.pdf,-,38711-ND,38711,Desco,HNDLR ADJ 10CELL 4X7-3/4X3-1/2"",0,0,"23.90000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","10 Cells, Dissipative, Lid Included"
http://documents.desco.com/PDF/IPH-38714.pdf,-,38714-ND,38714,Desco,HNDLR ADJ 10CELL 4X9-3/4X3-1/2"",0,0,"23.90000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","10 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37500.pdf,-,37505-ND,37505,Desco,STORAG CONT 18-1/2X12-3/8X18-3/4,0,0,"23.95000","0","1","Protektive Pak®","Active","Tote","Storage","18.50"" L x 12.38"" W x 18.75"" H (469.9mm x 314.3mm x 476.3mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37500.pdf,-,37526-ND,37526,Desco,STORAGE CONTAINER 18-5/8X15X14,0,0,"24.46000","0","1","Protektive Pak®","Active","Tote","Storage","18.63"" L x 15.00"" W x 14.00"" H (473.1mm x 381.0mm x 355.6mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37159-ND,37159,Desco,ESD HANDLER 5-3/8X7-1/4X1-3/4,0,0,"24.63000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","7.25"" L x 5.38"" W x 1.75"" H (184.2mm x 136.7mm x 44.5mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37220-ND,37220,Desco,ESD HANDLER 3-1/2X4-3/4X1-3/4,0,0,"24.96000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 3.50"" W x 1.75"" H (120.7mm x 88.9mm x 44.5mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37222-ND,37222,Desco,ESD HANDLER 3-1/2X14-3/4X3/4,0,0,"25.26000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","14.75"" L x 3.50"" W x 0.75"" H (374.7mm x 88.9mm x 19.1mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.mendapump.com/PDF/IPH-38708.pdf,-,38708-ND,38708,Desco,HNDLR ADJ 15CELL 4X5-3/4X3-1/2"",0,0,"25.44000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37231-ND,37231,Desco,ESD HANDLER 2-1/2X7-1/4X3/4,0,0,"25.60000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","7.25"" L x 2.50"" W x 0.75"" H (184.2mm x 63.5mm x 19.1mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37814.pdf,-,37815-ND,37815,Desco,TRASH RECEP LG 21X12-3/4X28'',0,0,"25.62000","0","1","Protektive Pak®","Active","Trash Receptacle","-","21.00"" L x 12.75"" W x 28.00"" H (533.4mm x 323.9mm x 711.2mm)","Corrugated Fiberboard","Dissipative"
http://documents.protektivepak.com/PDF/IPH-38716.pdf,-,38716-ND,38716,Desco,HNDLR ADJ 7CELL 4X11-3/4X2-1/4"",0,0,"25.78000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","7 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38719.pdf,-,38719-ND,38719,Desco,HNDLR ADJ 7CELL 4X13-3/4X2-1/4"",0,0,"25.78000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","7 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38722.pdf,-,38722-ND,38722,Desco,HNDLR ADJ 7CELL 4X15-3/4X2-1/4"",0,0,"25.78000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","7 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38725.pdf,-,38725-ND,38725,Desco,"HNDLR ADJ 7 CELL, 4 X 17-3/4 X 2",0,0,"25.78000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","7 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38728.pdf,-,38728-ND,38728,Desco,HNDLR ADJ 7CELL 4X19-3/4X2-1/4"",0,0,"25.78000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","7 Cells, Dissipative, Lid Included"
http://documents.esdsystems.com/PDF/35878.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35878.jpg,35878-ND,35878,MENDA/EasyBraid,ORGANZR WRKSTTN MINI BX ONLY,0,0,"25.99000","0","1","Menda® Plastek™","Active","Workstation Organizer","Storage","11.25"" L x 8.13"" W x 2.38"" H (285.8mm x 206.5mm x 60.5mm)","Polypropylene","8 Cells, Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/37568.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37568.jpg,37568-ND,37568,Desco,REEL HOLDER ESD SAFE 7.31""x7.31"",0,0,"26.11000","0","1","Plastek™","Active","Reel Holder","Storage","7.31"" L x 7.31"" W x 9.38"" H (185.7mm x 185.7mm x 238.3mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Stackable, Viewing Slot, Wire Frame"
http://documents.protektivepak.com/PDF/37150.pdf,-,37204-ND,37204,Desco,ESD HANDLER 5-7/8X16-5/8X2-3/4,0,0,"26.94000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 5.88"" W x 2.75"" H (422.4mm x 149.4mm x 69.9mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_37150.jpg,37150-ND,37150,Desco,ESD HANDLER 7-1/4X14-3/4X1-3/4,0,0,"26.99000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","14.75"" L x 7.25"" W x 1.75"" H (374.7mm x 184.2mm x 44.5mm)","Corrugated Fiberboard","5 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37620.pdf,-,37623-ND,37623,Desco,TOTE NESTING OD 27-1/4X18X6,0,0,"27.13000","0","1","Protektive Pak®","Active","Tote","Storage, Transport","27.25"" L x 18.00"" W x 6.00"" H (692.2mm x 457.2mm x 152.4mm)","Corrugated Fiberboard","Conductive, Stackable"
http://documents.protektivepak.com/PDF/37050.pdf,-,37092-ND,37092,Desco,SHIPPER CIRC BD 27-3/8X24-3/8X4,0,0,"27.21360","0","50","Protektive Pak®","Active","Box","Storage, Shipping","27.38"" L x 24.38"" W x 4.00"" H (695.3mm x 619.3mm x 101.6mm)","Corrugated Fiberboard","Conductive, Dissipative, Hinged Lid"
http://documents.protektivepak.com/PDF/37150.pdf,-,37160-ND,37160,Desco,ESD HANDLER 5-3/8X4-3/4X1-3/4,0,0,"27.33000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 5.38"" W x 1.75"" H (120.7mm x 136.7mm x 44.5mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.mendapump.com/PDF/IPH-38710.pdf,-,38710-ND,38710,Desco,HNDLR ADJ 14CELL 4X7-3/4X2-1/4"",0,0,"27.34000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","14 Cells, Dissipative, Lid Included"
http://documents.desco.com/PDF/IPH-38713.pdf,-,38713-ND,38713,Desco,HNDLR ADJ 14CELL 4X9-3/4X2-1/4"",0,0,"27.34000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","14 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37223-ND,37223,Desco,ESD HANDLER 3-1/2X7-1/4X3/4,0,0,"27.97000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","7.25"" L x 3.50"" W x 0.75"" H (184.2mm x 88.9mm x 19.1mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37232-ND,37232,Desco,ESD HANDLER 2-1/2X4-3/4X3/4,0,0,"28.06000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 2.50"" W x 0.75"" H (120.7mm x 63.5mm x 19.1mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.mendapump.com/PDF/37033.pdf,-,37037-ND,37037,Desco,CB SHPPR 12-1/2X10-1/2X2-1/2,0,0,"28.45000","0","1","Protektive Pak®","Active","Box","Storage, Shipping","12.50"" L x 10.50"" W x 2.50"" H (317.5mm x 266.7mm x 63.5mm)","Corrugated Fiberboard","Conductive, Foam Insert, Hinged Lid"
http://documents.mendapump.com/PDF/IPH-38705.pdf,-,38705-ND,38705,Desco,HNDLR ADJ 25CELL 4X3-3/4X3-1/2"",0,0,"28.56000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","25 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37162-ND,37162,Desco,ESD HANDLER 5-3/8X14-3/4X3/4,0,0,"28.61000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","14.75"" L x 5.38"" W x 0.75"" H (374.7mm x 136.7mm x 19.1mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.mendapump.com/PDF/IPH-38707.pdf,-,38707-ND,38707,Desco,HNDLR ADJ 21CELL 4X5-3/4X2-1/4"",0,0,"28.89000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","21 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37287-ND,37287,Desco,ESD HANDLER 6X10X2-1/4,0,0,"29.30000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.00"" L x 6.00"" W x 2.25"" H (254.0mm x 152.4mm x 57.2mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.desco.com/PDF/39201.pdf,-,39201-ND,39201,Desco,TRAY KITTING,0,0,"29.48000","0","1","Protektive Pak®","Active","Tray","Storage, Transport","14.50"" L x 10.13"" W x 1.88"" H (368.3mm x 257.3mm x 47.8mm)","Styrene","9 Cells, Conductive"
http://documents.desco.com/PDF/39201.pdf,-,39202-ND,39202,Desco,TRAY KITTING,0,0,"29.48000","0","1","Protektive Pak®","Active","Tray","Storage, Shipping","14.38"" L x 10.13"" W x 1.75"" H (365.3mm x 257.3mm x 44.5mm)","Styrene","12 Cells, Conductive, Stackable"
http://documents.protektivepak.com/PDF/37150.pdf,-,37205-ND,37205,Desco,ESD HANDLER 5-7/8X8-1/8X2-3/4,0,0,"29.80000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","8.13"" L x 5.88"" W x 2.75"" H (206.5mm x 149.4mm x 69.9mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37229-ND,37229,Desco,ESD HANDLER 2-1/2X2-1/4X1-3/4,0,0,"29.91000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","2.25"" L x 2.50"" W x 1.75"" H (57.2mm x 63.5mm x 44.5mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38830.pdf,-,38830-ND,38830,Desco,HNDLR ADJ 5CELL 8X19-3/4X3-1/2"",0,0,"30.01000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","5 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37224-ND,37224,Desco,ESD HANDLER 3-1/2X4-3/4X3/4,0,0,"30.51000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 3.50"" W x 0.75"" H (120.7mm x 88.9mm x 19.1mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37152-ND,37152,Desco,ESD HANDLER 7-1/4X4-3/4X1-3/4,0,0,"31.13000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 7.25"" W x 1.75"" H (120.7mm x 184.2mm x 44.5mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37163-ND,37163,Desco,ESD HANDLER 5-3/8X7-1/4X3/4,0,0,"31.30000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","7.25"" L x 5.38"" W x 0.75"" H (184.2mm x 136.7mm x 19.1mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/47554.pdf,-,47554-ND,47554,Desco,ORGANIZER UNIVERSAL PLASTEK,0,0,"31.52000","0","1","Protektive Pak®","Active","Workstation Organizer","Storage","16.88"" L x 8.13"" W x 2.38"" H (428.8mm x 206.5mm x 60.5mm)","Polypropylene","Chemical and Moisture Resistant, Conductive"
http://documents.mendapump.com/PDF/IPH-38704.pdf,-,38704-ND,38704,Desco,HNDLR ADJ 35CELL 4X3-3/4X2-1/4"",0,0,"31.98000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 4.00"" H (558.8mm x 479.6mm x 101.6mm)","Corrugated Fiberboard","35 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38815.pdf,-,38815-ND,38815,Desco,HNDLR ADJ 10CELL 8X9-3/4X3-1/2"",0,0,"32.19000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","10 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38818.pdf,-,38818-ND,38818,Desco,HNDLR ADJ 5CELL 8X11-3/4X3-1/2"",0,0,"32.19000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","5 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38821.pdf,-,38821-ND,38821,Desco,HNDLR ADJ 5CELL 8X13-3/4X3-1/2"",0,0,"32.19000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","5 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38824.pdf,-,38824-ND,38824,Desco,HNDLR ADJ 5CELL 8X15-3/4X3-1/2"",0,0,"32.19000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","5 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38827.pdf,-,38827-ND,38827,Desco,HNDLR ADJ 5CELL 8X17-3/4X3-1/2"",0,0,"32.19000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","5 Cells, Dissipative, Lid Included"
